29
0,2,3,1,2,4,1,1,1,1,4,2,2,2,3,1,2,4,4,2,3,2,4,4,2,3,1,3,4,1,0
0,51,40,10,44,11,83,94,20,78,41,45,64,84,59,24,44,53,54,62,28,41,89,36,67,59,43,62,26,82,0
51,0,40,67,68,48,59,68,24,47,39,42,50,50,19,42,18,20,50,45,35,47,20,85,99,25,34,77,29,21,51
40,40,0,96,61,62,22,98,43,52,80,84,10,90,33,83,32,40,67,23,31,49,70,89,65,76,32,26,43,71,40
10,67,96,0,65,94,49,91,93,29,47,49,41,48,81,26,37,69,94,37,47,27,66,58,73,63,88,22,50,31,10
44,68,61,65,0,59,40,10,28,24,90,89,42,82,28,97,85,92,46,16,52,64,58,64,26,58,14,98,85,60,44
11,48,62,94,59,0,46,91,13,87,34,48,36,98,74,48,13,74,76,55,37,88,54,34,91,96,85,29,86,42,11
83,59,22,49,40,46,0,10,25,41,71,45,42,63,86,94,53,59,64,70,41,90,29,85,79,91,82,100,20,83,83
94,68,98,91,10,91,10,0,59,65,89,10,18,37,31,47,70,44,89,54,13,96,79,50,78,92,29,85,42,14,94
20,24,43,93,28,13,25,59,0,28,25,23,27,49,52,23,47,15,69,98,44,81,51,20,75,93,32,32,56,66,20
78,47,52,29,24,87,41,65,28,0,91,99,17,48,14,68,31,10,81,58,60,32,80,63,75,55,13,23,62,30,78
41,39,80,47,90,34,71,89,25,91,0,97,62,50,83,58,34,35,18,63,38,47,27,79,71,62,85,97,95,21,41
45,42,84,49,89,48,45,10,23,99,97,0,23,22,72,81,67,22,52,41,38,80,65,36,15,22,93,81,72,22,45
64,50,10,41,42,36,42,18,27,17,62,23,0,10,86,33,55,32,79,98,72,22,27,45,11,31,32,14,46,97,64
84,50,90,48,82,98,63,37,49,48,50,22,10,0,47,11,87,60,33,69,72,89,60,26,29,23,35,93,78,33,84
59,19,33,81,28,74,86,31,52,14,83,72,86,47,0,100,29,26,13,75,48,85,97,22,29,57,89,84,42,80,59
24,42,83,26,97,48,94,47,23,68,58,81,33,11,100,0,53,57,24,77,56,15,72,21,80,64,33,47,64,93,24
44,18,32,37,85,13,53,70,47,31,34,67,55,87,29,53,0,75,38,89,85,75,18,45,99,90,92,82,31,38,44
53,20,40,69,92,74,59,44,15,10,35,22,32,60,26,57,75,0,16,53,13,91,15,43,37,85,87,70,87,68,53
54,50,67,94,46,76,64,89,69,81,18,52,79,33,13,24,38,16,0,71,51,59,62,30,43,61,95,43,80,83,54
62,45,23,37,16,55,70,54,98,58,63,41,98,69,75,77,89,53,71,0,54,100,61,32,29,76,79,74,63,62,62
28,35,31,47,52,37,41,13,44,60,38,38,72,72,48,56,85,13,51,54,0,38,61,47,31,99,52,36,19,33,28
41,47,49,27,64,88,90,96,81,32,47,80,22,89,85,15,75,91,59,100,38,0,29,21,66,10,48,12,43,14,41
89,20,70,66,58,54,29,79,51,80,27,65,27,60,97,72,18,15,62,61,61,29,0,26,67,37,60,83,78,91,89
36,85,89,58,64,34,85,50,20,63,79,36,45,26,22,21,45,43,30,32,47,21,26,0,81,57,58,31,92,42,36
67,99,65,73,26,91,79,78,75,75,71,15,11,29,29,80,99,37,43,29,31,66,67,81,0,49,70,58,46,23,67
59,25,76,63,58,96,91,92,93,55,62,22,31,23,57,64,90,85,61,76,99,10,37,57,49,0,98,14,46,86,59
43,34,32,88,14,85,82,29,32,13,85,93,32,35,89,33,92,87,95,79,52,48,60,58,70,98,0,76,89,53,43
62,77,26,22,98,29,100,85,32,23,97,81,14,93,84,47,82,70,43,74,36,12,83,31,58,14,76,0,25,90,62
26,29,43,50,85,86,20,42,56,62,95,72,46,78,42,64,31,87,80,63,19,43,78,92,46,46,89,25,0,91,26
82,21,71,31,60,42,83,14,66,30,21,22,97,33,80,93,38,68,83,62,33,14,91,42,23,86,53,90,91,0,82
0,51,40,10,44,11,83,94,20,78,41,45,64,84,59,24,44,53,54,62,28,41,89,36,67,59,43,62,26,82,0
