94
0,3,3,1,2,3,3,1,1,4,1,1,4,2,4,2,3,1,2,4,1,3,2,4,3,1,2,4,1,4,1,2,2,4,4,1,2,1,2,3,4,3,2,1,1,3,2,2,3,4,4,3,4,3,4,2,4,1,1,1,3,2,1,4,3,3,1,3,4,3,1,1,2,1,2,4,2,3,3,1,2,4,3,2,3,1,1,1,2,3,2,3,2,1,2,0
0,49,15,74,20,89,53,96,46,52,77,43,61,73,79,73,87,60,75,44,62,80,69,45,41,63,79,10,69,40,36,98,93,35,78,31,33,74,73,35,56,12,20,58,40,82,77,51,39,85,27,58,42,48,40,24,92,14,53,21,26,24,18,13,65,92,48,65,78,43,40,97,36,14,46,31,73,65,72,93,64,100,91,94,99,51,29,48,75,88,11,29,21,82,30,0
49,0,56,31,91,55,16,99,53,18,38,78,77,19,89,13,97,64,88,83,44,67,57,96,33,81,29,66,78,10,36,96,97,51,88,98,98,88,26,51,40,97,86,63,52,71,66,65,40,92,56,58,83,16,95,26,13,36,55,75,30,48,13,98,49,32,19,15,11,79,27,18,78,44,94,96,77,93,31,41,59,77,26,11,57,79,70,46,70,23,47,22,67,40,38,49
15,56,0,63,81,20,91,76,63,17,68,82,96,17,73,10,48,24,77,65,80,49,43,57,73,93,23,97,29,64,53,78,100,52,17,78,93,44,84,97,56,48,71,44,29,15,92,33,76,16,12,35,85,94,64,40,53,65,41,86,99,40,99,94,41,81,42,16,69,79,15,12,11,97,30,91,53,76,58,19,94,89,16,74,77,69,76,39,98,25,70,34,65,82,71,15
74,31,63,0,79,40,25,13,28,72,38,53,40,68,80,13,48,67,72,47,37,14,41,55,79,13,100,58,47,81,79,39,30,79,68,43,37,82,34,66,15,64,18,64,62,11,23,75,39,17,97,20,63,33,28,97,77,35,36,39,70,66,76,93,25,14,46,10,24,60,89,10,92,44,81,81,43,20,77,32,66,86,52,21,53,12,26,38,27,24,75,46,26,20,22,74
20,91,81,79,0,55,25,19,34,83,74,31,86,83,77,97,19,39,21,38,32,32,38,87,79,78,11,95,24,27,47,79,93,55,79,45,44,42,51,59,72,86,60,44,98,91,50,96,39,30,57,25,57,63,58,64,15,89,94,17,64,64,47,94,52,15,40,69,69,52,23,85,27,11,81,64,45,82,54,39,52,69,75,17,59,38,72,31,39,71,19,94,90,32,87,20
89,55,20,40,55,0,56,58,63,95,61,97,81,55,91,21,48,15,23,55,52,85,68,23,91,37,13,32,41,97,61,60,55,42,33,54,64,32,36,63,68,10,36,21,91,79,58,36,19,61,100,90,47,64,61,26,52,21,40,61,83,41,29,97,46,62,34,17,19,47,90,18,63,95,69,95,88,97,56,69,73,18,86,38,98,34,58,99,23,66,69,84,51,95,68,89
53,16,91,25,25,56,0,66,21,73,91,92,27,20,73,70,89,88,16,89,88,41,64,25,55,85,46,59,63,59,10,53,34,76,22,19,52,87,69,90,94,26,71,61,68,92,62,26,20,94,26,35,42,98,59,99,69,71,99,74,38,83,98,68,39,89,87,57,14,48,66,96,69,38,36,61,70,92,45,73,26,86,41,100,65,89,22,93,93,92,83,54,86,36,69,53
96,99,76,13,19,58,66,0,12,18,39,46,87,34,84,11,18,11,86,72,58,68,98,75,98,21,13,37,17,87,36,54,58,97,84,17,43,14,59,82,69,67,29,17,36,98,20,45,36,29,40,56,32,95,52,27,45,25,98,90,13,84,87,85,79,53,22,19,52,55,40,71,100,76,76,11,61,40,31,66,65,36,23,76,49,13,57,29,30,59,48,36,76,82,98,96
46,53,63,28,34,63,21,12,0,23,52,37,40,44,10,90,60,77,14,58,87,10,91,74,80,58,93,57,53,29,47,14,77,58,50,12,75,35,42,23,71,31,91,71,20,88,69,43,66,45,13,64,61,15,93,71,67,18,18,14,25,15,47,55,73,28,16,86,25,98,50,73,99,93,24,32,34,12,97,41,63,30,14,44,48,26,14,48,69,76,54,76,63,96,68,46
52,18,17,72,83,95,73,18,23,0,33,19,12,93,93,74,100,79,24,94,21,38,100,75,37,25,43,81,77,29,73,51,15,25,67,68,31,19,69,61,46,43,58,77,99,54,51,28,40,46,15,97,24,13,22,49,52,87,27,33,44,67,62,70,72,20,54,44,99,81,86,98,70,93,24,28,93,33,13,25,25,28,43,62,77,37,48,61,71,75,50,91,37,27,30,52
77,38,68,38,74,61,91,39,52,33,0,13,87,28,66,35,55,17,46,74,16,99,76,88,48,28,91,24,96,60,23,23,40,58,92,67,76,12,43,69,23,75,83,31,76,85,15,85,29,35,85,100,77,42,66,56,44,10,11,32,85,50,58,75,84,42,80,81,70,63,78,94,29,24,40,63,79,82,42,88,46,40,71,64,55,84,70,51,35,36,27,96,18,58,43,77
43,78,82,53,31,97,92,46,37,19,13,0,90,38,57,18,55,68,84,41,55,53,38,85,91,36,76,71,73,71,35,47,34,64,47,62,45,40,49,17,12,10,41,44,20,25,46,23,74,19,54,68,13,69,68,53,66,59,73,60,13,100,100,16,50,14,33,83,98,70,88,45,55,89,90,26,40,70,14,15,100,24,47,14,49,93,60,21,21,47,75,51,95,19,31,43
61,77,96,40,86,81,27,87,40,12,87,90,0,34,30,51,95,96,95,68,25,85,50,22,53,88,98,92,47,83,82,82,57,71,42,50,47,42,78,61,61,21,19,48,29,73,58,85,95,79,72,66,18,45,71,39,50,45,68,95,84,100,50,19,87,67,60,14,33,53,87,37,26,86,53,91,14,39,17,99,82,82,21,75,79,49,66,22,66,96,63,73,88,61,36,61
73,19,17,68,83,55,20,34,44,93,28,38,34,0,86,20,100,73,88,94,90,50,14,63,85,26,19,77,66,37,35,49,16,52,49,25,42,79,73,83,54,14,40,86,99,89,40,38,52,73,75,72,30,87,16,27,80,12,21,24,84,91,14,63,63,44,31,26,38,69,65,19,100,24,24,18,37,19,66,66,23,63,96,45,41,74,19,66,49,67,93,59,12,34,19,73
79,89,73,80,77,91,73,84,10,93,66,57,30,86,0,54,11,59,84,55,100,42,11,64,50,25,84,78,47,69,83,40,56,63,80,46,92,51,100,67,76,95,91,74,39,22,83,100,28,34,79,92,90,58,96,93,32,99,79,48,33,45,34,89,82,25,68,59,31,63,89,81,39,23,83,80,28,89,33,38,11,71,83,95,33,42,48,97,35,52,78,26,63,29,33,79
73,13,10,13,97,21,70,11,90,74,35,18,51,20,54,0,89,80,17,58,91,50,52,74,81,84,75,79,52,65,19,89,76,11,57,96,43,53,59,63,10,20,67,21,47,43,18,79,60,91,83,82,30,76,46,38,81,80,68,14,64,10,22,83,64,73,56,39,51,68,92,54,41,26,10,56,65,19,74,98,62,12,56,64,25,62,27,31,72,63,91,82,10,27,42,73
87,97,48,48,19,48,89,18,60,100,55,55,95,100,11,89,0,60,18,25,66,27,11,16,69,89,74,86,65,15,97,73,59,95,22,83,98,76,77,77,85,81,27,51,47,42,62,76,14,24,16,19,85,11,50,65,28,57,87,26,48,37,25,50,25,78,76,22,69,90,77,42,61,34,71,82,97,32,98,93,90,44,83,46,85,65,53,65,41,16,62,30,24,72,65,87
60,64,24,67,39,15,88,11,77,79,17,68,96,73,59,80,60,0,23,43,28,74,33,52,27,83,31,34,10,18,86,39,48,45,37,55,75,57,64,75,87,73,84,93,43,72,27,90,89,27,68,29,61,26,97,58,42,86,74,72,13,31,14,16,10,11,94,45,40,65,92,51,10,60,37,15,49,11,32,69,65,23,63,77,73,11,40,97,29,71,20,41,36,52,65,60
75,88,77,72,21,23,16,86,14,24,46,84,95,88,84,17,18,23,0,12,86,68,18,86,28,47,91,69,29,32,87,29,88,84,89,56,82,21,81,74,53,80,48,86,14,58,25,20,69,85,28,19,19,97,19,25,45,27,61,27,59,71,72,29,24,82,100,75,49,17,37,92,34,70,27,31,87,41,15,71,65,48,87,74,93,49,37,76,74,37,68,48,79,85,94,75
44,83,65,47,38,55,89,72,58,94,74,41,68,94,55,58,25,43,12,0,30,39,98,56,77,99,53,41,62,18,84,86,67,85,44,21,31,19,12,77,71,13,41,67,39,24,90,51,39,42,60,11,13,88,47,25,67,37,71,50,25,31,68,27,18,16,17,38,89,82,46,70,33,22,88,99,12,84,64,74,35,84,67,71,24,19,87,54,42,69,99,27,82,56,13,44
62,44,80,37,32,52,88,58,87,21,16,55,25,90,100,91,66,28,86,30,0,32,81,67,51,76,94,67,63,72,40,37,77,51,66,36,83,47,47,99,64,56,46,22,48,24,62,70,92,58,29,44,52,45,61,11,66,44,14,26,92,63,24,14,40,54,63,84,95,15,13,73,50,91,75,12,48,15,65,48,61,95,23,17,96,23,35,29,58,59,18,20,59,35,39,62
80,67,49,14,32,85,41,68,10,38,99,53,85,50,42,50,27,74,68,39,32,0,14,40,52,30,60,32,40,52,85,62,97,32,40,22,83,42,39,69,86,30,93,65,66,50,33,51,59,70,55,92,65,45,80,62,85,87,58,96,12,95,54,80,39,12,49,98,15,67,92,76,16,55,57,37,56,59,52,44,23,57,45,14,54,73,26,19,82,64,95,54,75,87,38,80
