77
0,3,3,1,4,1,2,1,3,2,4,4,1,4,1,4,4,3,3,4,4,3,3,3,4,4,3,4,3,3,1,4,4,4,2,4,1,1,4,2,4,2,2,1,4,4,2,3,4,1,2,2,4,2,3,1,4,4,3,1,3,3,1,4,4,3,1,1,4,3,1,1,1,4,3,3,4,3,0
0,48,61,87,55,57,100,39,98,48,38,19,23,89,47,55,19,85,32,35,62,88,100,24,10,13,52,55,76,88,72,16,12,79,77,31,26,47,73,34,86,86,66,53,49,89,55,56,92,59,49,25,78,66,17,29,12,81,30,69,52,50,56,26,82,74,85,96,58,99,73,96,78,64,84,26,98,54,0
48,0,86,79,28,77,52,37,63,31,65,59,71,89,45,30,25,38,31,90,54,64,92,66,92,83,14,60,15,88,57,89,50,82,98,43,54,26,35,40,91,79,21,100,23,70,47,98,59,49,15,13,64,64,43,14,57,15,66,46,97,38,20,37,30,84,61,97,50,93,73,43,15,12,69,68,79,85,48
61,86,0,97,89,14,24,36,90,86,87,85,19,47,34,14,66,93,47,71,90,99,53,14,93,60,26,40,59,94,38,95,75,83,94,93,35,96,46,59,60,85,28,82,37,42,42,21,95,76,38,15,27,92,97,61,59,93,51,20,67,94,58,21,15,44,37,14,62,15,96,99,77,98,42,41,82,43,61
87,79,97,0,16,98,20,60,85,91,38,91,42,79,99,33,30,35,56,43,85,11,43,27,63,94,12,100,50,91,70,75,43,66,67,82,67,92,92,87,48,63,19,47,68,25,63,77,53,48,17,81,21,24,12,38,37,31,48,86,68,62,85,24,90,17,18,82,33,91,79,17,72,93,34,78,74,38,87
55,28,89,16,0,74,94,100,52,31,31,77,57,87,41,68,23,48,66,35,14,50,39,39,65,39,82,81,51,25,97,91,77,59,55,65,83,73,12,18,29,25,21,11,97,19,31,36,34,77,16,92,62,100,24,80,26,33,12,56,32,45,58,92,50,56,41,21,68,26,63,58,61,59,91,25,98,37,55
57,77,14,98,74,0,77,19,49,56,36,79,31,64,72,21,25,62,58,47,38,68,55,91,64,23,41,94,44,84,54,76,46,56,93,55,59,50,75,50,60,44,100,12,39,81,81,65,61,33,43,19,97,49,99,43,91,98,24,39,13,100,32,24,17,79,43,73,24,86,92,79,72,37,22,94,42,22,57
100,52,24,20,94,77,0,26,58,79,15,96,78,48,60,81,74,38,94,92,39,37,12,98,25,43,77,49,56,54,98,92,53,53,96,21,90,85,51,37,32,30,76,29,53,62,42,66,61,24,54,84,18,12,96,44,61,95,35,99,25,31,64,88,86,12,37,62,72,23,61,41,59,67,19,57,67,19,100
39,37,36,60,100,19,26,0,97,55,54,53,88,100,65,89,71,89,85,77,26,18,63,64,22,100,53,87,23,24,53,47,99,37,55,43,84,97,20,49,94,74,64,37,86,73,11,37,87,26,45,63,12,69,40,33,98,16,40,12,66,14,87,62,72,84,58,17,86,46,51,19,61,13,35,52,65,70,39
98,63,90,85,52,49,58,97,0,80,20,14,18,32,65,40,28,87,40,43,37,50,67,96,67,77,17,69,72,94,26,69,47,50,15,49,52,75,67,31,65,79,58,69,14,38,79,57,64,45,39,63,15,42,16,94,23,85,39,69,48,21,16,94,98,69,14,79,95,19,20,67,11,11,76,10,80,66,98
48,31,86,91,31,56,79,55,80,0,19,82,15,87,69,15,72,15,40,51,100,74,50,47,71,73,14,25,18,30,83,64,87,79,45,45,99,10,97,56,56,79,67,82,61,56,72,11,95,85,36,37,36,13,48,82,97,87,86,78,51,89,97,83,97,73,46,72,69,43,42,53,20,81,23,40,35,84,48
38,65,87,38,31,36,15,54,20,19,0,72,77,73,14,98,74,78,72,22,95,70,75,66,52,33,89,27,87,10,56,65,98,52,59,69,79,80,90,56,82,35,73,28,58,20,80,91,10,92,15,27,55,91,64,59,70,21,63,17,36,27,32,81,28,43,99,63,65,42,78,58,78,56,11,85,26,80,38
19,59,85,91,77,79,96,53,14,82,72,0,43,10,43,99,72,32,36,20,81,51,67,36,38,100,90,19,64,50,29,94,75,62,86,71,85,61,10,84,68,66,49,82,100,44,40,20,32,90,92,66,72,25,10,31,35,48,60,10,41,80,75,37,87,98,25,80,64,48,46,66,19,17,67,25,81,33,19
23,71,19,42,57,31,78,88,18,15,77,43,0,94,34,74,91,41,35,79,46,79,17,45,91,31,16,36,93,56,16,59,10,35,13,35,36,37,77,80,95,33,41,42,20,47,35,31,44,64,15,76,21,20,41,94,67,17,78,97,71,17,28,10,17,30,81,67,84,52,37,41,65,10,72,27,39,76,23
89,89,47,79,87,64,48,100,32,87,73,10,94,0,53,21,12,74,63,99,14,33,29,96,55,67,54,99,57,31,35,87,92,80,15,14,36,93,60,32,77,11,21,48,24,81,57,26,27,16,31,21,93,27,21,48,31,94,64,63,88,83,92,53,44,14,48,45,18,12,64,25,83,20,62,89,65,85,89
47,45,34,99,41,72,60,65,65,69,14,43,34,53,0,18,91,39,90,60,56,93,33,71,62,49,60,57,79,37,67,85,39,26,14,77,57,50,27,71,88,46,98,94,58,49,43,71,50,28,59,48,38,30,38,14,60,98,53,75,81,30,27,53,65,32,42,94,69,63,14,11,51,61,82,52,38,63,47
55,30,14,33,68,21,81,89,40,15,98,99,74,21,18,0,28,85,54,34,27,82,11,54,31,57,90,27,31,97,10,10,32,49,12,85,73,39,78,33,21,77,40,51,17,93,26,71,82,43,80,90,36,47,15,26,71,80,79,59,36,60,76,27,54,13,80,74,38,48,40,25,85,87,69,78,11,60,55
19,25,66,30,23,25,74,71,28,72,74,72,91,12,91,28,0,82,22,90,67,82,59,99,14,30,66,100,69,99,86,12,29,91,15,60,88,51,66,56,67,12,39,22,17,11,77,87,52,62,72,65,21,83,63,64,26,50,99,48,20,31,37,75,61,57,28,68,71,76,65,84,59,20,35,80,95,33,19
85,38,93,35,48,62,38,89,87,15,78,32,41,74,39,85,82,0,93,63,67,80,46,22,85,91,57,100,11,62,92,12,30,36,55,51,61,28,45,90,49,42,11,62,45,64,25,23,47,85,31,34,66,82,100,48,76,50,46,75,62,53,84,27,81,83,49,100,88,83,17,46,15,45,50,41,69,60,85
32,31,47,56,66,58,94,85,40,40,72,36,35,63,90,54,22,93,0,61,17,89,52,47,17,95,54,68,38,97,92,58,54,52,52,79,84,25,95,43,60,28,59,14,96,89,57,61,33,73,42,63,11,43,32,83,63,16,62,12,62,10,30,17,26,92,18,87,69,57,53,85,81,93,12,30,30,89,32
35,90,71,43,35,47,92,77,43,51,22,20,79,99,60,34,90,63,61,0,79,38,84,20,40,15,20,38,59,100,91,62,76,77,65,42,35,10,94,58,65,29,50,96,68,25,94,58,36,75,33,35,29,58,17,23,67,12,17,24,47,23,51,71,42,30,44,58,84,82,79,54,50,13,60,82,29,75,35
62,54,90,85,14,38,39,26,37,100,95,81,46,14,56,27,67,67,17,79,0,10,44,17,25,11,98,85,63,47,99,43,96,35,77,17,40,76,46,57,35,21,77,87,32,58,23,90,30,33,74,15,53,81,72,89,34,69,63,67,59,79,24,62,56,52,24,27,90,99,82,86,29,89,87,81,63,64,62
88,64,99,11,50,68,37,18,50,74,70,51,79,33,93,82,82,80,89,38,10,0,55,58,58,73,85,54,40,96,32,27,75,85,87,41,57,56,61,77,92,19,60,61,31,21,43,89,32,21,18,69,95,19,80,29,65,58,40,71,96,95,91,45,26,88,97,90,87,19,37,53,28,68,18,73,42,48,88
100,92,53,43,39,55,12,63,67,50,75,67,17,29,33,11,59,46,52,84,44,55,0,40,20,54,59,74,85,77,91,19,44,47,57,11,80,45,23,100,100,97,85,62,25,40,79,86,21,79,82,19,17,95,95,93,64,90,13,54,45,87,30,44,53,21,94,51,56,91,21,24,60,38,72,83,15,65,100
24,66,14,27,39,91,98,64,96,47,66,36,45,96,71,54,99,22,47,20,17,58,40,0,56,34,33,76,58,53,46,39,64,82,57,13,81,35,59,34,24,23,35,45,36,81,85,41,57,97,73,61,96,96,20,59,70,85,80,50,76,58,70,19,75,12,93,30,16,33,25,79,100,44,68,69,58,72,24
10,92,93,63,65,64,25,22,67,71,52,38,91,55,62,31,14,85,17,40,25,58,20,56,0,15,44,73,96,82,94,83,78,98,24,82,73,87,70,67,48,34,67,49,38,63,27,63,23,90,76,84,20,73,82,62,33,35,56,76,97,71,31,79,11,25,73,56,55,91,39,47,13,33,65,69,69,85,10
13,83,60,94,39,23,43,100,77,73,33,100,31,67,49,57,30,91,95,15,11,73,54,34,15,0,89,80,18,72,55,80,30,43,83,91,21,99,65,26,36,82,98,84,30,77,14,27,18,44,81,47,45,76,66,67,11,23,14,51,51,87,56,32,25,62,14,26,36,54,21,96,67,44,61,54,43,77,13
52,14,26,12,82,41,77,53,17,14,89,90,16,54,60,90,66,57,54,20,98,85,59,33,44,89,0,92,96,11,96,60,80,63,21,36,44,39,36,57,78,14,36,51,75,67,100,63,100,23,23,27,91,28,51,60,37,57,67,81,75,37,22,78,96,47,31,26,53,46,24,78,96,50,41,98,59,48,52
55,60,40,100,81,94,49,87,69,25,27,19,36,99,57,27,100,100,68,38,85,54,74,76,73,80,92,0,36,85,17,69,68,98,93,68,40,98,94,57,84,96,38,23,36,82,17,10,10,51,50,71,22,59,76,59,92,57,43,24,46,72,70,36,14,62,34,28,32,28,64,20,64,57,18,39,16,97,55
76,15,59,50,51,44,56,23,72,18,87,64,93,57,79,31,69,11,38,59,63,40,85,58,96,18,96,36,0,62,84,77,64,21,76,57,21,93,69,75,32,100,34,52,12,39,72,19,39,11,24,50,54,99,29,93,54,20,49,23,54,13,38,57,44,64,39,19,19,50,19,86,32,24,81,12,25,59,76
88,88,94,91,25,84,54,24,94,30,10,50,56,31,37,97,99,62,97,100,47,96,77,53,82,72,11,85,62,0,59,12,60,76,25,39,35,15,47,93,25,76,73,56,69,73,23,74,12,37,83,90,57,79,78,13,29,77,76,82,29,35,42,59,19,100,50,43,88,30,67,68,15,38,42,92,58,70,88
72,57,38,70,97,54,98,53,26,83,56,29,16,35,67,10,86,92,92,91,99,32,91,46,94,55,96,17,84,59,0,46,64,49,61,63,26,31,53,90,81,45,41,81,88,44,61,57,50,98,11,60,94,76,83,58,97,13,44,98,34,81,12,60,63,80,71,98,78,74,11,95,42,86,83,38,29,88,72
