19
0,3,3,4,4,2,2,2,2,3,3,3,3,1,1,2,2,3,4,2,0
0,84,78,89,96,67,75,79,68,45,38,55,45,63,73,89,43,41,74,87,0
84,0,20,81,95,44,40,87,85,67,44,69,54,36,49,68,77,21,71,50,84
78,20,0,15,94,56,82,24,90,46,40,50,82,45,39,14,98,65,63,39,78
89,81,15,0,23,24,56,80,45,43,37,90,44,68,22,45,54,30,54,12,89
96,95,94,23,0,95,10,77,86,72,91,38,48,87,32,50,97,18,93,57,96
67,44,56,24,95,0,23,39,95,51,95,89,74,42,53,22,73,28,39,50,67
75,40,82,56,10,23,0,18,29,19,38,82,11,59,16,94,26,13,59,77,75
79,87,24,80,77,39,18,0,66,73,23,85,51,88,47,46,81,14,55,63,79
68,85,90,45,86,95,29,66,0,41,10,67,38,41,38,75,20,63,29,62,68
45,67,46,43,72,51,19,73,41,0,71,19,88,52,60,94,28,45,38,73,45
38,44,40,37,91,95,38,23,10,71,0,33,21,45,96,33,50,21,27,18,38
55,69,50,90,38,89,82,85,67,19,33,0,83,50,83,28,41,13,31,24,55
45,54,82,44,48,74,11,51,38,88,21,83,0,22,45,36,72,89,51,36,45
63,36,45,68,87,42,59,88,41,52,45,50,22,0,64,67,100,78,92,26,63
73,49,39,22,32,53,16,47,38,60,96,83,45,64,0,79,93,92,77,60,73
89,68,14,45,50,22,94,46,75,94,33,28,36,67,79,0,81,54,23,77,89
43,77,98,54,97,73,26,81,20,28,50,41,72,100,93,81,0,44,60,12,43
41,21,65,30,18,28,13,14,63,45,21,13,89,78,92,54,44,0,41,57,41
74,71,63,54,93,39,59,55,29,38,27,31,51,92,77,23,60,41,0,28,74
87,50,39,12,57,50,77,63,62,73,18,24,36,26,60,77,12,57,28,0,87
0,84,78,89,96,67,75,79,68,45,38,55,45,63,73,89,43,41,74,87,0
