28
0,4,1,3,1,1,4,4,3,1,3,3,3,3,3,3,2,2,3,2,2,1,1,1,2,2,1,2,4,0
0,47,51,46,76,25,94,38,14,97,83,59,69,47,69,95,56,67,35,53,86,48,12,23,37,92,67,62,85,0
47,0,68,27,88,13,62,27,76,39,38,69,77,36,89,100,36,82,62,39,40,27,88,37,95,31,89,30,50,47
51,68,0,34,22,96,84,42,53,21,66,82,86,36,38,34,88,36,28,38,44,95,17,84,75,89,19,98,59,51
46,27,34,0,100,19,53,44,47,57,80,17,99,65,37,61,74,60,71,83,36,23,77,59,88,29,94,65,34,46
76,88,22,100,0,83,94,27,29,41,26,25,11,30,96,54,42,54,22,82,59,91,60,36,86,30,20,37,31,76
25,13,96,19,83,0,27,72,96,25,87,56,83,67,44,41,41,94,46,90,98,51,34,11,57,26,66,91,51,25
94,62,84,53,94,27,0,93,15,90,95,85,41,26,81,89,47,23,51,98,13,75,54,75,12,73,69,19,38,94
38,27,42,44,27,72,93,0,90,35,95,73,11,20,62,38,42,26,16,98,18,66,76,81,23,14,95,57,34,38
14,76,53,47,29,96,15,90,0,81,71,73,62,60,99,99,46,34,22,73,21,91,26,31,81,13,81,57,20,14
97,39,21,57,41,25,90,35,81,0,96,43,29,22,71,70,65,74,49,41,97,31,85,14,58,34,22,96,86,97
83,38,66,80,26,87,95,95,71,96,0,78,37,46,47,73,10,60,42,59,30,21,92,55,25,73,56,63,61,83
59,69,82,17,25,56,85,73,73,43,78,0,72,74,68,80,65,94,27,62,36,54,80,22,55,55,11,89,42,59
69,77,86,99,11,83,41,11,62,29,37,72,0,71,96,13,32,34,79,62,79,30,97,92,70,92,66,86,83,69
47,36,36,65,30,67,26,20,60,22,46,74,71,0,45,100,51,77,10,83,80,57,86,53,93,85,86,100,78,47
69,89,38,37,96,44,81,62,99,71,47,68,96,45,0,16,99,49,14,21,20,60,83,95,25,28,98,72,53,69
95,100,34,61,54,41,89,38,99,70,73,80,13,100,16,0,56,63,23,96,66,67,58,57,82,94,83,86,89,95
56,36,88,74,42,41,47,42,46,65,10,65,32,51,99,56,0,14,33,76,89,68,47,98,37,57,27,80,53,56
67,82,36,60,54,94,23,26,34,74,60,94,34,77,49,63,14,0,74,42,22,27,15,21,28,22,87,97,15,67
35,62,28,71,22,46,51,16,22,49,42,27,79,10,14,23,33,74,0,73,21,16,22,96,91,52,65,28,64,35
53,39,38,83,82,90,98,98,73,41,59,62,62,83,21,96,76,42,73,0,79,33,40,41,83,61,68,43,89,53
86,40,44,36,59,98,13,18,21,97,30,36,79,80,20,66,89,22,21,79,0,22,87,96,80,46,66,19,44,86
48,27,95,23,91,51,75,66,91,31,21,54,30,57,60,67,68,27,16,33,22,0,99,21,30,100,29,36,60,48
12,88,17,77,60,34,54,76,26,85,92,80,97,86,83,58,47,15,22,40,87,99,0,37,66,18,21,87,59,12
23,37,84,59,36,11,75,81,31,14,55,22,92,53,95,57,98,21,96,41,96,21,37,0,63,94,14,92,94,23
37,95,75,88,86,57,12,23,81,58,25,55,70,93,25,82,37,28,91,83,80,30,66,63,0,75,53,39,93,37
92,31,89,29,30,26,73,14,13,34,73,55,92,85,28,94,57,22,52,61,46,100,18,94,75,0,72,63,92,92
67,89,19,94,20,66,69,95,81,22,56,11,66,86,98,83,27,87,65,68,66,29,21,14,53,72,0,15,47,67
62,30,98,65,37,91,19,57,57,96,63,89,86,100,72,86,80,97,28,43,19,36,87,92,39,63,15,0,62,62
85,50,59,34,31,51,38,34,20,86,61,42,83,78,53,89,53,15,64,89,44,60,59,94,93,92,47,62,0,85
0,47,51,46,76,25,94,38,14,97,83,59,69,47,69,95,56,67,35,53,86,48,12,23,37,92,67,62,85,0
