62
0,4,1,2,3,4,2,3,4,2,1,4,1,3,4,4,1,3,3,3,4,1,2,2,3,3,1,2,4,1,3,3,1,2,2,3,1,2,3,4,2,2,2,2,2,3,1,1,1,1,4,4,4,3,1,1,2,4,2,4,3,4,4,0
0,29,37,58,54,75,91,54,72,38,19,20,27,90,50,42,66,48,10,49,17,43,49,76,51,41,82,93,61,84,95,28,52,98,30,29,31,22,15,89,58,33,83,31,19,57,21,40,68,27,64,27,14,12,43,27,27,20,83,29,26,52,48,0
29,0,45,99,28,18,72,82,77,11,91,80,37,49,63,37,100,71,79,35,64,50,33,51,55,50,52,77,91,27,91,13,100,22,76,44,16,58,79,85,35,23,98,93,42,74,43,17,61,54,64,31,10,65,58,46,93,68,51,75,60,95,66,29
37,45,0,71,70,24,72,27,86,47,53,31,38,54,26,48,67,56,58,25,29,77,74,35,93,34,42,15,52,51,65,88,66,75,88,69,31,25,97,89,75,30,51,19,61,86,12,44,10,41,73,52,75,40,92,63,74,70,28,69,78,22,76,37
58,99,71,0,32,15,90,76,78,32,59,63,82,27,50,11,91,19,16,42,15,81,55,44,56,38,42,65,43,71,52,49,33,86,36,17,94,96,88,25,12,48,35,13,66,49,24,77,54,14,32,87,90,68,98,35,35,60,81,14,91,75,31,58
54,28,70,32,0,42,35,73,54,42,32,47,35,73,46,95,11,11,58,32,87,32,48,78,26,91,29,20,70,60,22,71,29,16,77,74,74,33,59,29,94,96,29,50,24,40,41,47,90,81,32,28,37,90,61,70,91,30,36,46,61,83,83,54
75,18,24,15,42,0,56,39,81,44,90,41,51,41,12,10,67,12,91,40,72,85,91,79,32,98,94,92,67,100,93,94,91,89,79,69,30,71,98,44,52,96,53,30,59,83,96,26,65,47,27,68,27,22,36,69,87,17,83,75,37,13,48,75
91,72,72,90,35,56,0,75,28,37,84,89,55,29,62,54,85,18,43,99,56,99,60,85,62,68,71,64,15,58,33,29,78,49,35,63,11,40,89,84,91,10,78,58,40,44,97,23,70,44,52,92,41,11,32,83,67,23,22,67,41,10,84,91
54,82,27,76,73,39,75,0,78,11,33,56,86,19,34,43,49,59,95,92,33,68,33,84,41,38,98,46,44,30,67,68,61,87,12,62,52,95,66,52,83,41,61,41,92,42,93,28,77,68,49,17,24,17,81,86,45,34,45,54,12,61,32,54
72,77,86,78,54,81,28,78,0,72,13,27,75,83,42,91,58,71,65,39,58,55,84,49,74,29,47,13,24,96,49,44,48,63,16,94,49,76,20,44,33,96,29,50,56,35,53,16,89,66,56,62,44,57,30,54,70,17,16,100,86,61,67,72
38,11,47,32,42,44,37,11,72,0,75,75,35,96,86,17,96,50,78,84,33,87,53,32,23,60,10,10,69,81,76,76,32,89,52,47,43,65,56,68,38,82,92,62,36,32,31,98,64,88,56,25,43,54,89,39,59,84,66,35,32,14,97,38
19,91,53,59,32,90,84,33,13,75,0,89,10,88,42,45,100,79,82,56,65,13,50,93,40,62,30,33,75,87,71,56,53,64,94,12,70,72,66,87,20,76,93,29,23,67,45,37,71,96,19,81,25,13,93,79,25,75,62,16,83,35,57,19
20,80,31,63,47,41,89,56,27,75,89,0,79,38,54,78,66,86,53,37,85,90,18,73,56,22,13,93,73,68,77,66,18,24,70,55,91,66,85,50,88,63,54,64,77,84,22,64,48,87,47,68,29,63,33,72,20,91,81,81,62,100,79,20
27,37,38,82,35,51,55,86,75,35,10,79,0,52,22,98,82,29,40,39,32,26,90,84,77,76,68,69,65,81,67,80,89,74,95,63,14,25,40,35,18,23,32,37,58,48,16,59,84,80,93,27,24,33,95,15,73,97,91,74,33,25,14,27
90,49,54,27,73,41,29,19,83,96,88,38,52,0,62,96,63,83,64,85,75,10,39,91,99,53,70,84,60,62,66,78,95,74,92,78,34,84,92,52,14,62,98,62,58,99,60,91,71,13,51,56,30,29,52,33,47,22,39,49,49,30,37,90
50,63,26,50,46,12,62,34,42,86,42,54,22,62,0,59,53,61,26,83,52,90,28,46,18,52,55,85,60,54,30,48,90,51,25,46,45,42,29,53,58,77,16,35,18,36,17,35,29,45,83,66,76,72,36,31,66,92,87,38,89,51,27,50
