57
0,1,4,4,2,1,4,2,1,3,1,1,1,1,4,1,4,3,2,2,1,2,1,3,2,4,4,3,2,1,4,4,4,1,2,3,2,3,4,2,1,4,3,3,1,2,2,2,3,3,1,4,3,4,1,1,4,3,0
0,88,53,89,58,30,67,75,79,94,20,92,100,18,57,29,41,84,13,47,23,52,94,46,15,26,57,41,87,16,39,57,77,39,31,23,13,59,91,80,37,41,73,87,51,86,98,12,88,79,30,47,18,72,65,18,50,52,0
88,0,89,20,18,96,30,69,50,22,54,62,98,85,78,79,99,65,19,23,62,73,26,90,34,42,63,77,61,34,75,28,88,83,25,28,89,19,70,82,16,21,24,52,84,78,66,20,95,45,77,17,23,96,65,31,62,33,88
53,89,0,91,68,17,26,47,27,100,95,11,31,18,86,57,14,39,61,95,67,70,14,60,50,37,95,67,48,92,94,28,61,25,23,89,89,54,77,54,75,28,14,86,75,65,15,98,87,94,23,75,14,18,21,67,86,74,53
89,20,91,0,32,58,86,29,54,50,38,57,29,24,85,73,21,49,26,75,73,94,48,70,59,89,86,76,29,35,22,52,99,82,27,98,28,37,72,56,40,27,58,96,62,58,46,10,69,41,79,22,23,97,97,78,31,76,89
58,18,68,32,0,52,61,32,91,96,15,78,35,35,20,73,57,100,28,81,20,22,74,83,10,69,100,21,86,80,16,32,74,46,56,69,56,88,58,26,66,85,25,48,43,80,52,83,44,63,77,55,30,74,46,37,25,27,58
30,96,17,58,52,0,21,67,60,51,47,21,89,82,79,36,39,43,33,83,25,48,72,43,10,85,82,12,53,69,14,57,60,50,73,59,97,58,43,68,52,28,52,27,87,86,11,74,47,40,60,43,68,97,95,65,77,31,30
67,30,26,86,61,21,0,64,28,90,59,15,31,79,99,24,56,33,39,18,90,41,100,70,50,89,55,84,64,55,86,32,26,86,35,37,49,93,57,96,95,89,43,82,69,27,78,17,42,15,82,66,72,74,94,79,89,31,67
75,69,47,29,32,67,64,0,11,97,28,51,35,33,44,38,97,81,71,82,11,26,48,20,35,70,42,77,95,23,62,41,64,15,16,19,92,68,40,91,77,41,27,52,79,94,64,56,84,36,35,27,40,79,85,80,27,42,75
79,50,27,54,91,60,28,11,0,16,57,15,72,98,84,71,36,14,37,31,79,28,78,10,91,11,24,52,12,49,87,21,42,33,12,94,45,15,51,16,63,12,69,51,24,23,42,74,54,46,99,80,70,67,78,67,40,80,79
94,22,100,50,96,51,90,97,16,0,83,66,50,84,43,97,94,31,93,65,73,50,30,51,80,63,57,20,91,88,83,32,61,25,82,81,51,85,43,63,25,71,16,72,25,73,75,13,68,79,74,85,60,76,83,47,38,80,94
20,54,95,38,15,47,59,28,57,83,0,36,37,17,66,23,34,62,89,68,14,82,87,12,41,19,74,21,53,41,42,99,42,58,30,82,96,15,32,99,83,42,22,56,88,14,19,75,99,45,64,16,46,55,46,78,93,78,20
92,62,11,57,78,21,15,51,15,66,36,0,21,69,34,66,10,27,46,76,71,55,72,74,85,62,15,74,18,42,59,81,33,21,43,66,84,73,36,57,25,15,38,67,84,77,61,87,86,33,74,41,41,13,85,75,59,54,92
100,98,31,29,35,89,31,35,72,50,37,21,0,51,40,100,91,63,24,75,43,63,89,28,51,36,96,89,72,92,17,62,65,12,67,95,44,95,33,37,28,50,94,94,81,58,78,47,13,64,53,83,63,79,85,80,30,71,100
18,85,18,24,35,82,79,33,98,84,17,69,51,0,54,58,30,37,48,26,17,48,56,25,38,91,100,87,88,15,94,84,73,37,60,49,72,47,89,27,74,46,48,44,55,55,92,82,52,25,28,61,30,48,76,33,88,42,18
57,78,86,85,20,79,99,44,84,43,66,34,40,54,0,28,48,15,33,16,91,53,16,54,85,73,95,81,94,74,68,94,99,11,13,31,97,77,25,75,94,61,15,95,69,62,79,30,89,16,73,78,36,84,67,31,59,35,57
29,79,57,73,73,36,24,38,71,97,23,66,100,58,28,0,41,16,79,34,86,46,72,18,79,73,75,72,21,36,40,63,43,80,27,90,21,53,14,21,62,79,49,50,68,35,62,73,53,33,90,58,12,59,65,34,68,83,29
41,99,14,21,57,39,56,97,36,94,34,10,91,30,48,41,0,33,11,84,99,71,60,33,85,33,12,84,81,33,48,97,66,88,87,10,54,28,84,78,81,34,22,99,89,98,39,47,45,89,45,49,94,94,44,56,69,18,41
