83
0,3,3,1,2,4,3,2,4,2,4,3,3,2,4,4,1,3,1,4,1,3,4,3,3,4,3,1,2,4,1,3,4,2,2,2,3,3,3,1,1,4,3,3,1,1,3,2,2,3,2,4,2,3,3,3,2,2,4,3,4,3,3,1,3,1,2,4,1,2,2,3,2,2,3,1,2,4,4,4,3,2,4,1,0
0,35,44,30,71,82,24,84,23,94,86,16,73,28,99,96,84,52,30,19,49,37,56,34,58,67,70,71,92,49,18,16,46,85,31,78,22,91,23,79,45,73,51,33,95,75,92,70,87,10,98,63,89,79,90,54,68,46,95,92,70,66,87,14,15,77,23,99,86,77,50,18,80,16,79,34,49,27,90,28,76,25,75,14,0
35,0,62,98,11,49,87,99,46,23,17,53,71,85,84,17,24,36,82,23,11,74,22,63,91,50,20,30,23,47,63,94,69,74,31,18,54,59,71,69,61,89,61,13,34,66,59,88,82,72,37,39,88,92,94,65,75,13,12,79,65,43,29,66,74,96,73,56,21,71,68,80,79,15,10,92,85,35,15,39,63,98,10,88,35
44,62,0,34,10,21,40,21,63,25,52,26,11,78,79,97,24,73,98,91,35,54,69,96,78,83,61,55,77,73,33,94,61,60,96,11,89,69,25,42,27,56,65,46,90,39,41,23,53,47,90,20,59,54,60,76,28,97,56,90,58,67,80,52,13,87,36,71,82,37,21,50,65,19,92,45,91,73,92,79,26,60,63,25,44
30,98,34,0,25,27,35,38,20,19,46,39,21,90,26,99,51,23,11,49,63,63,99,44,41,78,58,84,58,45,30,84,42,11,71,48,67,12,26,20,44,37,78,75,35,54,19,21,11,90,22,73,91,83,38,46,81,39,59,56,32,99,26,57,40,27,26,53,19,89,18,68,25,58,90,21,42,65,90,97,97,57,79,17,30
71,11,10,25,0,38,83,82,40,28,83,75,28,85,92,96,32,74,75,66,20,95,47,19,56,46,19,40,94,91,38,98,26,23,74,21,48,98,95,38,10,71,22,64,31,49,93,30,47,12,79,31,38,84,75,67,10,48,12,36,95,66,58,45,14,18,19,51,94,30,14,60,28,27,69,34,92,51,65,42,56,89,48,91,71
82,49,21,27,38,0,41,59,16,95,70,48,16,15,68,37,74,24,58,23,55,27,95,31,97,38,71,27,22,30,78,61,92,35,90,93,76,67,90,37,90,94,72,68,43,51,73,75,61,90,89,76,15,30,73,33,23,68,26,80,21,26,73,73,32,42,48,73,99,35,38,19,34,53,11,32,36,30,26,78,79,38,72,100,82
24,87,40,35,83,41,0,77,34,65,12,63,100,42,78,15,62,19,50,21,20,20,74,12,12,19,21,67,37,46,15,17,10,19,51,22,41,75,59,51,88,32,86,12,28,16,49,77,46,51,75,56,91,50,40,35,69,63,98,64,66,32,75,63,59,47,58,75,30,43,21,19,19,18,15,82,72,39,92,30,85,63,92,45,24
84,99,21,38,82,59,77,0,99,85,76,55,82,62,50,99,75,27,45,10,98,69,79,34,46,58,48,61,55,35,33,60,32,13,18,66,29,98,76,90,94,21,82,37,76,93,99,68,52,67,70,81,39,94,72,92,26,30,71,41,43,23,34,54,19,42,76,48,80,91,64,42,13,93,80,88,49,90,38,40,22,35,41,79,84
23,46,63,20,40,16,34,99,0,69,51,12,25,24,10,27,24,15,16,61,42,95,23,98,16,31,55,53,42,61,81,49,42,49,99,55,89,84,62,78,33,28,32,18,93,40,10,66,66,30,64,33,12,47,61,33,33,71,46,81,55,86,52,58,70,73,32,84,64,24,91,68,79,40,49,86,66,44,80,64,74,63,42,48,23
94,23,25,19,28,95,65,85,69,0,25,36,44,30,79,36,59,76,92,77,27,35,99,36,57,86,42,25,66,63,99,99,18,25,37,46,30,82,55,93,78,78,17,73,68,83,25,43,74,88,37,58,25,62,95,67,17,47,14,70,16,17,43,31,12,17,71,61,39,79,32,15,22,16,52,64,24,74,63,44,76,40,60,85,94
