79
0,4,2,3,3,3,3,3,2,2,4,2,1,3,3,3,4,4,4,3,2,1,1,2,3,3,4,3,1,1,2,3,1,4,4,4,2,2,1,4,3,3,1,1,4,4,4,4,2,3,1,3,4,4,4,1,2,2,3,4,3,4,2,2,4,1,3,3,1,3,4,4,1,2,2,3,2,3,3,1,0
0,64,60,15,92,65,17,31,29,12,19,80,15,91,44,88,50,57,76,48,31,97,28,25,78,40,58,31,92,74,53,31,62,21,93,87,45,27,80,95,27,17,26,74,95,74,71,41,20,23,61,63,61,60,45,98,13,95,73,52,10,37,97,84,81,11,26,37,35,36,77,63,42,17,47,52,61,76,82,13,0
64,0,59,100,31,36,33,18,92,41,36,55,92,40,81,22,42,50,61,34,40,13,51,87,52,46,47,89,12,94,67,48,22,13,38,66,33,83,19,95,11,41,79,84,19,62,21,20,20,85,57,40,64,57,10,98,25,83,15,91,88,99,27,44,80,15,10,29,55,90,67,85,47,61,66,12,33,84,22,58,64
60,59,0,97,71,64,71,31,14,16,51,37,86,25,27,67,70,57,13,98,30,25,42,96,41,27,87,67,42,11,64,88,35,77,72,86,84,14,10,25,54,21,28,77,10,70,99,83,53,76,17,10,83,95,36,58,72,27,10,42,48,54,44,88,61,58,70,93,16,46,47,60,51,41,27,39,69,21,65,46,60
15,100,97,0,68,81,23,92,27,88,19,15,70,50,78,54,62,52,61,94,96,21,41,98,77,99,14,33,49,35,55,35,49,50,59,94,50,40,68,76,43,15,12,51,44,96,83,53,55,93,27,60,41,78,90,69,49,13,48,26,22,77,27,23,74,76,10,27,21,33,39,37,80,37,83,90,23,18,35,32,15
92,31,71,68,0,27,15,17,69,91,94,18,94,14,19,30,70,48,78,83,20,72,25,22,41,66,90,32,58,42,60,88,80,79,31,28,91,26,69,86,89,65,95,39,99,16,93,27,24,10,69,53,38,36,84,25,94,27,43,96,62,41,18,31,23,90,96,29,17,42,73,74,99,37,85,77,63,72,61,95,92
65,36,64,81,27,0,95,29,77,86,97,65,99,11,67,80,15,88,51,72,79,20,91,98,74,52,47,38,43,75,14,88,98,93,20,73,52,12,16,81,26,69,58,44,15,94,50,81,81,40,54,56,50,15,64,57,95,69,97,34,29,70,60,12,68,51,19,92,22,73,11,20,28,39,65,54,98,38,91,16,65
17,33,71,23,15,95,0,82,49,43,54,63,16,11,57,98,51,13,70,84,60,76,21,32,65,21,50,91,81,21,37,85,35,18,94,30,59,70,61,99,44,21,96,57,49,36,17,52,29,29,53,77,28,40,60,87,77,35,89,34,42,82,35,74,97,45,80,32,35,49,92,26,59,84,82,19,55,61,75,72,17
31,18,31,92,17,29,82,0,38,55,40,33,97,23,19,44,21,86,59,54,49,19,37,97,83,24,57,35,92,24,37,97,56,76,31,33,38,38,66,94,13,93,27,84,19,62,66,58,16,85,62,55,85,33,65,79,47,81,35,28,82,13,50,17,59,20,34,70,84,30,44,84,75,13,94,36,58,15,86,53,31
29,92,14,27,69,77,49,38,0,70,76,62,37,36,77,22,68,25,49,34,49,67,11,51,76,81,14,68,97,87,45,50,39,28,90,65,45,54,74,98,54,93,45,45,40,56,78,70,40,62,100,77,65,32,77,91,10,25,80,31,10,95,29,35,97,50,18,24,68,34,78,44,37,32,56,89,44,16,37,30,29
