66
0,3,4,1,1,3,4,1,3,2,3,4,3,2,3,3,1,3,3,4,2,1,4,3,2,3,3,1,1,2,3,2,1,1,3,4,2,1,3,4,1,2,1,2,4,3,2,2,4,4,1,3,3,4,4,1,3,3,4,1,3,4,2,1,4,2,3,0
0,79,38,45,93,43,40,80,53,80,37,78,25,65,96,50,85,87,60,78,62,65,80,95,17,45,78,35,97,54,100,91,75,48,89,62,38,17,91,76,37,36,64,58,29,38,17,14,31,96,36,72,71,14,42,14,48,27,96,32,91,41,63,84,94,85,13,0
79,0,100,89,55,26,97,74,90,56,93,33,57,68,39,37,98,16,88,72,87,59,99,71,14,68,91,99,89,81,54,93,81,36,11,83,63,41,91,92,99,67,99,40,96,46,25,83,67,98,74,31,25,31,61,41,12,65,90,89,53,78,11,64,100,72,54,79
38,100,0,56,22,70,82,64,46,54,60,51,51,26,84,42,46,16,52,88,76,28,19,18,91,75,23,24,24,25,27,52,91,74,32,93,23,51,86,73,84,48,97,15,43,85,72,70,99,80,10,20,63,77,71,76,30,80,96,54,57,35,35,17,22,52,66,38
45,89,56,0,78,48,57,72,61,43,37,77,87,71,84,71,30,38,74,35,79,38,94,69,28,38,31,65,26,26,27,94,47,45,10,26,61,94,43,98,60,48,91,53,11,78,17,81,90,98,90,68,71,28,82,43,71,29,64,84,75,48,74,38,76,93,29,45
93,55,22,78,0,15,44,98,27,12,95,57,60,49,17,59,96,69,74,90,52,98,82,37,58,98,65,63,46,66,90,97,64,23,41,35,85,20,46,53,23,35,13,94,47,83,85,46,43,14,78,92,87,97,51,44,73,66,25,18,79,36,74,35,86,22,39,93
43,26,70,48,15,0,55,96,36,26,47,18,41,22,45,13,46,84,68,68,34,31,65,61,77,23,61,75,39,78,64,63,94,56,51,22,27,43,52,17,10,75,93,18,43,40,64,65,77,97,32,46,96,59,69,12,58,52,53,52,18,68,69,100,38,19,21,43
40,97,82,57,44,55,0,54,21,20,58,34,62,95,66,28,25,88,62,59,20,23,80,95,58,87,91,16,60,85,98,70,22,26,62,58,97,59,86,26,66,57,51,19,91,19,69,50,62,52,29,29,12,15,100,62,96,71,27,79,31,73,25,74,39,42,79,40
80,74,64,72,98,96,54,0,30,70,62,56,40,11,71,59,96,48,52,87,68,80,96,96,45,60,35,63,15,35,40,75,25,34,96,64,28,74,19,69,44,42,33,34,87,39,11,86,60,47,19,27,27,92,32,32,45,38,81,15,100,72,49,79,65,92,24,80
53,90,46,61,27,36,21,30,0,49,99,72,85,34,58,39,52,67,11,17,56,87,70,87,35,67,79,21,93,35,96,52,77,69,42,38,42,63,46,54,78,33,20,35,55,68,19,79,65,57,34,64,96,32,82,70,85,10,20,55,12,31,92,26,52,19,36,53
