93
0,3,1,1,1,3,1,2,4,3,3,1,2,1,4,3,4,4,3,4,4,2,3,2,4,2,3,1,1,1,4,3,2,4,2,3,4,2,1,2,3,1,3,4,3,1,3,1,1,3,1,3,1,3,2,3,4,3,3,3,3,4,3,2,2,1,2,2,3,4,2,2,2,1,2,2,3,4,4,3,3,3,3,4,3,4,2,2,3,3,3,4,3,2,0
0,48,73,28,22,37,36,90,88,80,67,80,47,24,78,31,46,23,64,54,41,60,56,83,54,39,20,39,36,100,75,27,52,78,32,41,43,93,83,83,51,27,63,26,89,94,68,86,100,29,73,41,59,43,50,18,79,29,65,56,99,31,64,65,65,86,14,54,80,60,43,47,32,65,51,94,71,77,81,72,45,87,19,15,21,94,13,10,10,40,45,81,55,97,0
48,0,93,35,31,26,40,24,32,32,73,53,39,33,73,13,61,78,80,20,66,60,10,11,60,13,80,21,35,65,16,13,77,54,13,62,17,69,88,61,55,88,19,66,100,10,55,60,52,75,70,22,48,34,50,67,80,14,23,18,73,98,24,11,26,41,56,30,10,73,97,62,49,32,20,64,97,76,59,97,74,64,65,88,75,78,100,28,35,21,83,53,60,82,48
73,93,0,13,99,87,28,89,64,43,78,10,23,16,69,77,21,87,56,93,35,10,63,31,16,48,37,11,100,89,17,38,35,24,55,15,80,68,45,34,27,14,67,23,98,85,11,36,10,61,15,24,15,68,81,38,55,60,55,72,14,45,86,60,52,55,98,86,91,87,23,54,81,34,86,61,46,44,87,99,29,35,31,48,11,80,98,16,19,11,42,81,31,53,73
28,35,13,0,68,64,98,57,25,16,43,19,52,81,12,53,92,82,69,37,68,77,10,73,95,37,24,21,51,39,62,96,60,74,22,77,25,82,92,11,21,100,83,72,100,33,35,85,59,90,16,61,61,63,88,33,27,27,61,93,38,43,77,33,89,98,64,69,77,66,55,73,81,99,45,87,25,99,54,76,88,17,46,27,34,15,46,66,49,13,33,21,53,32,28
22,31,99,68,0,77,98,46,37,22,19,48,22,69,54,28,60,72,19,43,45,36,18,18,96,77,78,48,60,27,33,29,45,24,74,88,79,29,61,78,66,31,45,57,45,17,92,85,65,27,30,20,34,19,30,27,89,13,16,24,47,75,100,43,41,10,29,58,84,20,76,42,79,48,64,24,21,67,91,86,57,79,28,37,13,11,17,76,34,11,44,58,92,76,22
37,26,87,64,77,0,27,95,18,81,98,73,40,16,59,28,11,53,98,60,58,73,17,28,95,51,31,11,82,78,25,72,24,53,15,78,86,27,35,26,54,60,98,10,72,88,80,50,59,72,89,94,21,34,31,13,43,70,45,98,43,46,50,91,58,83,15,89,21,71,49,46,59,88,83,51,25,63,82,54,89,29,34,19,85,86,93,53,27,38,71,12,54,34,37
36,40,28,98,98,27,0,53,69,89,56,91,75,23,46,39,53,67,18,23,48,27,83,74,59,45,52,38,50,90,87,87,92,40,100,26,99,55,44,12,51,90,90,69,65,75,55,22,95,36,91,57,88,28,42,38,59,61,10,45,85,93,78,30,54,24,88,43,64,37,48,11,93,26,10,93,87,48,53,26,57,82,23,84,36,44,57,36,34,96,11,18,31,49,36
90,24,89,57,46,95,53,0,52,72,58,38,41,21,84,100,73,14,25,99,21,51,36,91,41,24,35,64,15,44,84,87,53,51,97,21,93,48,38,10,82,81,88,51,28,77,62,87,49,66,23,92,27,95,22,94,91,72,81,69,71,81,98,69,65,74,88,60,76,49,59,57,56,43,95,83,47,81,92,76,77,96,25,61,91,83,52,65,89,57,80,35,97,15,90
88,32,64,25,37,18,69,52,0,73,83,87,21,43,83,34,69,23,38,83,50,72,20,68,55,44,54,34,97,90,44,21,52,45,100,86,43,39,37,78,10,67,66,90,16,58,45,11,71,11,38,81,41,50,15,92,88,98,33,56,45,45,70,32,47,91,56,68,11,97,46,67,42,55,73,55,81,58,10,57,72,15,74,83,31,54,77,39,31,96,83,22,35,28,88
80,32,43,16,22,81,89,72,73,0,45,14,84,72,93,11,99,25,33,76,98,62,92,28,98,28,55,11,39,28,93,20,58,73,93,38,22,16,92,50,11,73,52,27,23,55,38,76,40,35,57,50,59,50,24,10,13,98,98,35,59,94,62,93,25,33,31,25,29,44,28,66,83,18,78,51,90,32,10,33,72,12,50,11,68,35,86,60,96,80,37,58,45,75,80
67,73,78,43,19,98,56,58,83,45,0,69,32,39,38,19,57,82,37,21,40,23,54,47,47,49,18,76,86,11,91,31,49,10,76,94,27,31,86,60,64,75,12,60,39,56,63,14,32,57,68,62,55,98,91,62,14,82,57,87,22,67,98,27,89,57,86,13,81,25,57,59,62,88,95,87,60,62,11,51,56,74,52,20,14,83,38,55,65,31,78,100,30,27,67
80,53,10,19,48,73,91,38,87,14,69,0,53,50,76,93,43,52,33,56,82,59,14,62,34,37,70,39,38,85,43,14,18,60,84,54,27,60,18,43,86,92,52,57,36,10,88,97,90,51,49,39,20,36,72,86,56,65,94,98,16,42,43,12,81,42,84,51,85,84,69,76,29,50,44,16,65,52,26,24,29,68,27,53,63,74,38,18,68,99,92,83,33,36,80
47,39,23,52,22,40,75,41,21,84,32,53,0,63,24,15,49,78,79,92,69,32,27,51,45,23,76,57,75,64,97,83,51,97,47,33,100,96,16,79,28,65,81,87,83,87,37,25,55,71,36,39,57,57,74,51,64,28,63,20,45,66,83,61,91,54,64,48,49,69,53,93,73,85,100,84,23,88,41,78,19,54,87,89,90,45,77,55,88,25,44,77,96,61,47
24,33,16,81,69,16,23,21,43,72,39,50,63,0,24,41,40,25,86,16,22,39,45,20,91,42,63,85,26,68,96,90,16,90,77,89,59,87,12,94,81,50,58,15,86,22,98,86,66,17,70,79,80,85,91,47,68,40,88,31,25,95,79,62,86,44,14,89,78,58,89,43,60,49,89,11,55,27,52,57,49,98,84,57,35,98,15,67,31,73,91,10,74,83,24
78,73,69,12,54,59,46,84,83,93,38,76,24,24,0,95,99,93,91,32,93,54,88,67,48,79,95,68,81,42,86,88,47,69,93,33,19,70,53,41,20,83,89,46,86,96,39,83,27,72,33,45,29,93,68,82,38,57,15,59,29,53,45,19,20,81,19,25,25,35,55,42,41,51,61,82,71,78,94,33,92,67,35,68,24,40,30,14,81,71,64,67,62,92,78
31,13,77,53,28,28,39,100,34,11,19,93,15,41,95,0,62,10,68,57,92,35,86,49,54,26,34,94,99,16,87,30,11,74,50,82,59,94,70,100,43,50,78,52,95,64,29,28,78,84,36,70,37,18,55,70,58,86,79,57,52,51,57,93,93,58,43,61,84,20,50,79,35,100,14,80,27,60,88,35,96,40,12,19,81,78,33,11,60,49,89,13,25,58,31
46,61,21,92,60,11,53,73,69,99,57,43,49,40,99,62,0,95,88,41,86,82,45,96,35,24,12,68,51,38,41,80,73,66,22,14,80,99,85,29,64,13,44,69,41,25,81,54,10,33,91,52,60,58,27,73,77,25,97,47,55,14,48,67,22,99,18,97,69,13,36,48,67,96,44,90,86,34,62,73,42,57,63,67,61,22,68,42,84,45,51,36,15,58,46
23,78,87,82,72,53,67,14,23,25,82,52,78,25,93,10,95,0,61,43,79,89,93,79,25,37,45,50,83,53,80,56,52,42,26,41,51,74,38,26,58,84,17,54,30,76,58,65,88,31,71,98,30,48,35,100,13,79,53,66,68,97,75,49,96,73,50,41,43,84,73,72,87,35,32,50,68,71,82,52,95,68,89,84,37,42,45,15,82,83,27,98,74,72,23
64,80,56,69,19,98,18,25,38,33,37,33,79,86,91,68,88,61,0,88,75,20,37,76,19,11,76,52,91,84,91,63,10,30,12,75,96,75,66,14,18,13,89,81,13,69,98,99,29,43,82,67,59,73,55,88,15,41,26,58,73,73,52,65,11,38,47,27,82,66,42,100,99,16,36,53,34,89,47,91,56,39,71,46,42,87,59,59,94,74,36,44,49,93,64
54,20,93,37,43,60,23,99,83,76,21,56,92,16,32,57,41,43,88,0,76,48,78,32,80,76,50,86,11,15,66,85,82,42,23,12,94,79,81,89,27,47,69,23,96,61,48,94,88,68,92,71,34,33,48,93,45,81,57,87,44,88,75,72,22,57,50,94,79,16,23,33,64,34,99,19,76,39,38,15,65,62,66,57,72,83,64,54,18,90,30,89,71,56,54
