71
0,2,4,1,2,4,3,2,1,2,3,4,4,4,4,3,2,2,2,3,4,3,4,1,2,3,2,2,2,4,3,4,1,3,1,2,4,2,2,3,2,3,1,1,3,2,2,1,3,1,4,4,3,1,4,4,4,4,4,3,1,1,4,2,4,4,1,3,2,4,1,3,0
0,80,100,22,26,19,53,87,18,10,52,73,48,87,23,87,56,41,81,26,83,44,23,85,71,48,32,12,13,51,65,89,42,13,76,92,84,26,34,68,89,22,68,65,96,28,55,30,37,50,65,94,32,49,79,84,12,17,26,13,37,32,27,45,37,47,36,58,31,80,29,96,0
80,0,99,46,60,14,75,87,66,54,69,39,65,34,70,74,12,34,85,26,62,44,86,15,91,81,28,98,75,88,42,11,61,35,80,88,50,77,47,49,56,28,79,33,61,97,17,21,16,40,38,76,81,13,25,49,57,39,62,55,61,69,71,11,47,16,83,71,56,88,61,49,80
100,99,0,49,76,48,36,27,31,14,100,38,59,76,52,80,26,67,30,13,80,76,60,32,78,22,24,98,94,64,55,99,46,33,34,14,54,61,28,66,16,67,69,80,55,95,76,95,11,89,90,89,46,63,78,34,96,58,85,12,54,78,23,88,46,25,82,88,92,24,20,70,100
22,46,49,0,21,98,33,56,30,83,22,57,32,67,68,96,85,90,35,15,69,75,10,50,63,92,85,91,51,94,15,24,79,51,21,36,28,41,95,17,59,30,37,35,89,44,74,56,93,62,42,36,52,21,73,48,80,73,87,74,85,36,46,23,89,28,84,53,50,10,30,80,22
26,60,76,21,0,84,48,92,72,19,24,13,67,69,32,22,82,98,76,78,55,28,33,31,73,91,85,61,92,53,39,96,55,51,52,56,81,34,73,23,89,80,96,17,88,61,53,85,84,24,40,61,80,49,77,81,12,47,37,91,96,35,57,57,95,76,96,15,15,37,81,48,26
19,14,48,98,84,0,65,75,59,55,21,73,87,98,12,55,13,93,72,83,12,89,17,64,67,85,78,14,54,26,50,24,33,72,65,29,31,100,92,31,92,20,33,88,40,57,58,94,14,32,10,73,31,28,78,16,96,48,29,52,34,51,51,44,46,74,55,97,61,70,82,57,19
53,75,36,33,48,65,0,58,53,84,36,52,42,78,75,11,32,46,47,81,40,82,70,30,70,96,83,18,12,83,84,58,87,98,99,12,37,62,49,81,73,51,34,23,64,46,66,41,43,75,74,26,90,79,67,19,51,17,16,58,47,72,30,67,76,64,85,80,24,31,45,40,53
87,87,27,56,92,75,58,0,26,11,70,39,67,18,31,34,96,59,90,63,60,39,46,93,79,94,64,80,27,48,26,98,22,42,15,82,34,22,17,17,91,29,56,72,44,83,88,56,52,48,92,42,80,57,78,47,77,18,49,75,11,30,92,66,80,71,37,62,98,40,77,70,87
18,66,31,30,72,59,53,26,0,74,87,88,26,56,14,14,69,49,79,78,45,55,24,25,93,49,32,23,39,77,45,72,53,17,61,10,64,43,16,78,17,44,70,19,95,78,23,24,68,65,39,56,39,86,99,57,18,32,59,40,100,59,90,22,33,78,40,74,22,77,94,67,18
10,54,14,83,19,55,84,11,74,0,15,65,55,51,39,12,92,74,54,71,35,76,99,59,40,46,68,66,96,81,11,78,66,54,26,22,91,44,39,85,63,89,97,71,74,68,22,90,14,38,17,21,44,64,92,77,37,80,55,55,52,38,10,83,100,12,12,38,38,34,98,54,10
52,69,100,22,24,21,36,70,87,15,0,67,74,80,49,74,65,52,79,97,75,91,21,44,86,83,48,31,21,37,58,97,88,37,54,17,16,57,45,58,49,65,25,33,12,41,96,69,11,79,53,92,69,94,58,40,75,71,99,67,32,68,67,81,42,74,63,64,89,91,78,26,52
73,39,38,57,13,73,52,39,88,65,67,0,50,82,13,12,86,15,38,15,89,11,76,83,55,40,19,47,92,35,61,31,60,27,85,27,24,16,80,20,10,84,71,98,59,82,64,22,35,28,49,69,93,62,49,41,28,67,43,43,20,62,52,10,78,13,63,19,73,11,29,96,73
48,65,59,32,67,87,42,67,26,55,74,50,0,45,93,74,83,89,68,11,83,13,88,59,66,65,75,96,52,73,78,84,78,15,28,31,95,98,32,28,17,32,31,41,16,61,46,89,49,97,98,75,74,95,11,56,41,82,18,88,63,59,91,30,23,27,24,94,91,28,97,33,48
87,34,76,67,69,98,78,18,56,51,80,82,45,0,72,10,14,78,21,21,17,32,41,40,20,73,25,38,90,23,37,25,98,93,73,54,71,84,45,14,56,82,12,97,82,19,100,24,60,14,89,29,100,19,93,28,99,22,98,24,72,99,89,61,26,46,92,43,50,87,100,16,87
23,70,52,68,32,12,75,31,14,39,49,13,93,72,0,92,50,49,89,68,42,33,58,54,96,73,74,18,31,28,74,86,16,41,10,33,88,88,46,20,79,19,18,86,19,44,50,61,66,96,23,90,18,50,81,80,11,24,32,18,46,90,61,77,38,73,54,99,55,57,26,28,23
87,74,80,96,22,55,11,34,14,12,74,12,74,10,92,0,11,94,42,87,48,54,90,22,71,56,47,28,80,19,41,10,38,46,86,34,21,21,99,74,83,55,33,100,80,59,35,76,77,46,76,50,84,60,37,42,41,35,17,24,66,65,96,20,19,97,10,45,28,88,49,51,87
56,12,26,85,82,13,32,96,69,92,65,86,83,14,50,11,0,97,46,80,12,22,80,21,39,78,46,87,17,44,64,49,61,84,74,12,65,18,32,11,62,50,100,56,98,14,20,44,97,67,14,66,23,59,21,50,87,69,58,70,67,87,78,69,85,14,76,37,29,88,49,64,56
41,34,67,90,98,93,46,59,49,74,52,15,89,78,49,94,97,0,86,86,69,17,58,19,96,77,95,99,88,23,92,32,22,64,43,92,73,25,14,37,87,48,80,79,20,19,81,36,83,23,42,57,79,60,11,75,57,41,36,19,71,50,17,24,45,70,39,85,63,69,46,99,41
81,85,30,35,76,72,47,90,79,54,79,38,68,21,89,42,46,86,0,85,50,86,30,47,33,57,13,80,54,100,26,48,68,36,83,38,26,62,70,49,84,96,31,99,64,44,41,97,22,56,33,55,89,69,88,17,28,53,100,75,73,16,50,72,32,81,13,87,29,76,74,55,81
