42
0,4,2,3,1,4,1,2,3,3,4,3,3,4,2,1,3,4,3,3,4,1,1,4,4,2,1,2,4,4,2,3,1,1,2,3,3,4,2,1,1,1,1,0
0,36,88,58,73,93,36,94,95,72,61,82,66,76,39,39,93,61,68,22,54,25,19,33,79,34,75,52,77,12,73,91,43,96,96,14,94,35,28,83,12,71,54,0
36,0,36,65,82,35,39,23,34,76,51,21,32,39,13,81,84,90,59,99,12,86,14,95,83,76,93,43,53,69,59,86,78,78,68,100,33,40,82,81,55,90,68,36
88,36,0,10,84,55,34,80,28,39,88,41,14,57,14,65,32,33,48,77,88,46,27,62,93,69,72,66,11,67,38,46,24,66,49,86,100,13,54,52,53,33,15,88
58,65,10,0,93,60,69,54,100,29,86,100,63,64,86,96,60,77,65,91,23,85,74,66,39,95,86,27,10,94,96,56,89,99,79,47,97,67,45,14,67,47,58,58
73,82,84,93,0,16,77,20,73,75,96,100,23,22,12,85,22,50,74,70,30,91,19,48,63,53,87,19,22,76,100,57,10,13,45,69,69,73,40,73,96,59,91,73
93,35,55,60,16,0,71,45,75,78,64,37,82,93,46,57,85,38,75,16,45,54,72,70,27,50,86,55,13,92,52,83,51,27,15,73,59,11,54,14,47,34,18,93
36,39,34,69,77,71,0,50,94,11,65,82,45,49,50,32,99,51,50,42,51,81,12,19,40,55,20,26,18,40,76,26,33,31,41,55,61,14,14,76,66,18,56,36
94,23,80,54,20,45,50,0,26,21,22,17,83,68,39,26,51,55,63,66,49,86,56,53,73,94,25,22,51,15,13,52,32,99,86,46,63,51,84,92,82,43,77,94
95,34,28,100,73,75,94,26,0,90,25,79,47,51,43,95,67,16,61,60,48,36,38,94,49,57,21,67,69,89,84,36,16,84,20,92,41,91,99,96,91,43,31,95
72,76,39,29,75,78,11,21,90,0,39,34,21,52,21,17,15,17,36,65,32,23,46,44,83,30,67,11,98,52,52,29,47,45,99,65,90,19,24,57,20,66,38,72
61,51,88,86,96,64,65,22,25,39,0,27,82,96,82,25,41,57,11,39,59,63,69,91,59,80,23,91,47,55,18,85,76,16,35,46,11,77,23,18,73,55,20,61
82,21,41,100,100,37,82,17,79,34,27,0,97,25,39,99,45,10,15,70,25,58,33,80,71,12,56,13,18,78,31,83,77,49,76,29,78,68,96,41,84,67,72,82
66,32,14,63,23,82,45,83,47,21,82,97,0,33,55,79,44,42,53,62,57,74,57,87,62,55,82,85,34,57,14,99,82,14,93,81,69,40,43,33,30,99,88,66
