45
0,2,2,2,3,1,3,1,4,4,2,1,4,4,3,2,3,4,3,4,1,1,1,3,1,1,4,2,4,2,2,1,1,4,1,1,2,3,2,1,1,1,1,2,2,2,0
0,87,77,30,38,19,85,40,92,55,71,17,16,51,69,74,83,71,80,51,10,84,68,11,15,11,41,48,97,47,15,54,56,51,27,62,60,27,60,87,99,29,88,70,25,46,0
87,0,55,97,95,95,85,42,24,13,73,43,29,30,24,44,53,37,53,36,60,79,67,66,50,51,54,10,99,49,71,87,55,61,42,22,57,88,60,24,32,31,55,80,77,43,87
77,55,0,27,90,66,81,24,14,53,16,83,90,80,24,58,72,38,45,95,38,28,28,18,95,72,63,99,45,41,85,90,41,54,75,88,67,60,94,17,16,89,82,74,63,86,77
30,97,27,0,41,52,86,43,78,93,16,51,57,74,79,84,84,73,35,29,38,95,59,79,40,83,33,89,96,45,79,76,45,89,50,71,66,92,37,96,22,65,82,95,93,19,30
38,95,90,41,0,89,32,79,27,72,28,71,85,21,32,58,86,77,77,69,82,31,63,86,71,97,54,62,65,47,95,26,63,12,55,17,56,33,88,27,84,25,58,36,35,78,38
19,95,66,52,89,0,13,10,59,92,18,19,94,33,23,79,99,100,51,98,93,32,30,12,21,48,36,14,39,43,26,70,96,62,27,43,46,86,41,47,53,95,28,35,78,94,19
85,85,81,86,32,13,0,59,100,70,74,100,47,51,29,44,55,39,78,19,61,86,10,59,63,86,55,53,38,30,92,15,65,10,13,71,32,98,94,92,69,47,86,49,25,52,85
40,42,24,43,79,10,59,0,66,69,54,99,99,87,55,40,23,71,68,40,20,21,63,75,40,86,13,31,71,36,49,23,85,49,59,69,95,94,14,69,99,12,27,85,41,83,40
92,24,14,78,27,59,100,66,0,92,57,93,80,94,45,57,79,26,58,71,84,62,70,75,49,88,55,22,47,95,46,18,19,13,45,12,30,47,18,33,92,17,48,85,73,69,92
