60
0,2,1,2,4,2,4,1,3,2,2,1,1,2,2,3,2,2,3,1,4,1,2,3,3,2,4,2,1,2,4,3,2,1,4,4,2,1,3,4,1,4,3,1,2,1,1,4,4,3,4,3,4,2,3,3,2,1,2,2,4,0
0,35,59,58,26,57,57,18,20,47,40,98,80,83,12,11,19,80,56,94,48,70,66,64,62,82,82,10,51,27,39,24,30,60,26,39,25,93,84,84,24,65,98,55,21,31,36,30,26,18,51,98,44,33,78,94,92,76,91,43,28,0
35,0,98,86,95,77,99,96,68,15,88,11,77,21,41,53,43,62,48,20,58,10,81,87,75,77,22,42,88,11,71,32,77,75,35,55,79,70,19,28,55,82,35,64,82,84,34,22,100,78,78,43,34,14,16,55,28,35,39,91,17,35
59,98,0,36,18,18,41,54,60,90,38,68,24,62,79,88,55,64,15,93,12,55,61,59,61,87,33,33,57,31,85,71,50,91,76,10,58,73,42,100,68,70,39,81,94,65,23,63,40,27,72,70,54,53,42,84,81,95,49,34,100,59
58,86,36,0,57,14,50,52,75,72,14,11,48,38,48,11,79,90,21,99,32,100,85,62,98,59,30,86,55,26,93,93,73,41,70,40,46,46,67,72,55,30,28,66,92,25,77,49,82,16,23,43,86,94,28,30,82,33,70,48,75,58
26,95,18,57,0,15,20,29,14,70,70,12,90,40,54,66,62,74,25,14,15,38,27,73,91,11,96,33,45,92,93,85,73,74,26,78,24,94,46,65,29,90,38,83,10,76,41,66,46,66,14,51,63,28,78,91,89,81,80,76,69,26
57,77,18,14,15,0,44,42,71,89,48,94,75,27,12,70,79,80,68,12,62,62,67,17,55,24,24,65,31,71,42,50,47,51,41,63,83,86,98,98,38,98,65,84,67,53,32,99,18,72,11,50,42,18,30,77,46,40,43,62,78,57
57,99,41,50,20,44,0,17,42,76,48,64,17,61,55,27,96,68,33,87,30,40,48,95,81,29,41,91,16,26,69,10,18,11,23,34,38,41,73,82,29,84,13,100,16,38,29,19,38,87,31,57,14,76,76,17,49,10,98,14,70,57
18,96,54,52,29,42,17,0,21,64,75,89,80,98,33,20,19,27,16,86,90,39,47,10,46,73,34,33,75,78,72,48,17,92,58,31,31,45,66,69,88,82,92,32,92,93,40,23,78,22,29,99,65,17,50,29,98,84,27,80,91,18
20,68,60,75,14,71,42,21,0,33,52,33,19,50,62,53,14,82,41,18,37,56,91,15,75,48,60,98,41,37,25,43,85,95,19,59,32,47,81,54,28,51,78,60,30,87,89,57,69,36,22,42,92,59,39,50,44,99,49,99,74,20
47,15,90,72,70,89,76,64,33,0,82,47,58,62,25,24,87,12,41,20,40,80,15,83,30,55,17,45,57,25,86,32,39,41,93,64,26,11,15,76,78,71,96,47,74,66,47,31,45,10,72,22,65,81,58,74,65,73,25,89,96,47
40,88,38,14,70,48,48,75,52,82,0,36,96,44,68,79,98,19,17,51,11,60,69,20,94,45,11,60,89,61,57,22,80,50,14,42,32,72,81,63,82,92,98,72,93,99,92,74,22,74,68,21,49,48,44,99,34,46,37,65,32,40
98,11,68,11,12,94,64,89,33,47,36,0,13,87,61,66,27,81,68,25,98,85,33,92,72,86,74,62,83,51,68,30,49,53,27,16,58,61,100,13,83,38,48,55,31,51,33,74,14,11,59,42,63,41,26,12,54,50,34,37,87,98
80,77,24,48,90,75,17,80,19,58,96,13,0,93,13,81,84,100,39,55,84,13,52,72,23,71,75,83,76,66,28,11,43,77,15,68,25,70,40,52,87,73,94,26,64,17,46,52,50,33,44,21,61,95,45,86,12,80,97,40,47,80
83,21,62,38,40,27,61,98,50,62,44,87,93,0,42,32,35,60,16,77,13,79,79,59,40,12,75,31,57,17,19,97,37,78,23,54,69,65,19,89,47,30,85,56,100,46,47,73,32,29,22,80,38,32,74,23,85,88,50,36,90,83
12,41,79,48,54,12,55,33,62,25,68,61,13,42,0,81,83,25,68,20,79,95,66,59,76,59,38,21,57,46,46,92,53,45,69,72,20,10,43,21,100,53,72,78,78,29,58,54,94,58,15,99,16,58,75,48,74,56,16,64,97,12
11,53,88,11,66,70,27,20,53,24,79,66,81,32,81,0,11,78,62,92,50,65,100,70,86,17,46,71,86,71,81,84,11,99,55,10,33,33,89,80,56,86,16,85,19,61,20,56,29,98,16,87,29,79,50,13,58,89,31,74,74,11
19,43,55,79,62,79,96,19,14,87,98,27,84,35,83,11,0,42,20,73,10,62,89,74,67,24,23,90,84,56,50,20,46,48,56,32,35,20,88,53,93,26,61,13,47,27,36,73,92,84,68,24,96,20,78,86,79,54,85,53,62,19
80,62,64,90,74,80,68,27,82,12,19,81,100,60,25,78,42,0,72,29,52,100,60,52,26,67,85,67,10,16,11,77,82,68,62,15,35,59,52,54,47,59,88,72,75,83,64,48,61,89,34,38,59,50,82,36,39,56,18,41,47,80
56,48,15,21,25,68,33,16,41,41,17,68,39,16,68,62,20,72,0,52,15,86,25,93,42,71,32,35,37,47,21,85,20,12,44,93,50,19,53,92,83,98,27,65,89,67,24,60,85,78,65,63,72,66,43,94,69,45,80,73,45,56
