30
0,1,4,3,1,2,4,4,3,3,1,3,1,4,1,3,3,2,4,2,3,1,1,2,3,1,3,3,4,1,2,0
0,53,97,17,14,56,54,24,17,57,63,73,24,45,79,12,59,48,91,99,38,51,67,16,13,93,52,77,84,44,36,0
53,0,36,68,85,32,38,73,21,23,50,29,25,34,75,70,10,31,76,39,57,60,39,85,98,81,59,52,72,71,39,53
97,36,0,19,48,16,92,47,21,30,60,37,83,77,11,36,27,41,32,23,28,50,77,69,35,90,67,75,29,12,15,97
17,68,19,0,17,29,38,72,97,85,29,68,56,40,75,44,39,53,50,41,88,30,66,31,21,51,90,64,75,87,92,17
14,85,48,17,0,95,51,11,92,26,38,84,47,42,69,48,14,85,58,74,21,21,78,91,47,52,88,80,48,42,41,14
56,32,16,29,95,0,79,16,26,45,97,80,16,88,100,18,97,50,94,60,86,79,100,37,19,28,49,22,78,85,54,56
54,38,92,38,51,79,0,28,51,50,46,12,36,97,82,48,92,11,13,82,61,14,62,54,69,90,41,54,47,85,79,54
24,73,47,72,11,16,28,0,46,90,45,83,60,65,25,33,72,54,32,19,46,17,68,34,49,61,28,82,91,42,69,24
17,21,21,97,92,26,51,46,0,19,63,66,45,87,22,56,86,63,10,35,44,99,71,53,84,33,42,63,99,45,21,17
57,23,30,85,26,45,50,90,19,0,93,23,60,96,12,66,50,28,75,35,54,52,19,64,87,24,14,81,38,13,16,57
63,50,60,29,38,97,46,45,63,93,0,40,50,50,89,12,62,94,89,11,87,22,86,73,85,31,22,32,12,56,15,63
73,29,37,68,84,80,12,83,66,23,40,0,47,31,21,41,85,79,27,98,41,39,10,88,70,32,27,36,18,47,31,73
24,25,83,56,47,16,36,60,45,60,50,47,0,49,79,80,53,96,98,41,36,53,73,75,84,87,55,22,52,26,24,24
45,34,77,40,42,88,97,65,87,96,50,31,49,0,52,16,46,47,73,56,60,29,59,46,20,10,91,78,85,63,50,45
79,75,11,75,69,100,82,25,22,12,89,21,79,52,0,86,15,95,57,65,19,56,34,42,22,98,87,14,66,30,84,79
12,70,36,44,48,18,48,33,56,66,12,41,80,16,86,0,32,65,66,57,54,62,37,70,90,67,54,48,36,10,26,12
59,10,27,39,14,97,92,72,86,50,62,85,53,46,15,32,0,24,82,97,48,29,37,43,45,36,42,47,50,25,91,59
48,31,41,53,85,50,11,54,63,28,94,79,96,47,95,65,24,0,40,24,15,82,77,65,92,94,49,58,95,76,40,48
91,76,32,50,58,94,13,32,10,75,89,27,98,73,57,66,82,40,0,91,81,47,44,25,80,99,77,94,27,19,53,91
99,39,23,41,74,60,82,19,35,35,11,98,41,56,65,57,97,24,91,0,70,54,60,65,13,24,84,90,35,64,33,99
38,57,28,88,21,86,61,46,44,54,87,41,36,60,19,54,48,15,81,70,0,70,14,46,90,47,56,75,85,15,17,38
51,60,50,30,21,79,14,17,99,52,22,39,53,29,56,62,29,82,47,54,70,0,74,35,85,92,35,71,85,42,66,51
67,39,77,66,78,100,62,68,71,19,86,10,73,59,34,37,37,77,44,60,14,74,0,33,60,40,25,75,23,62,71,67
16,85,69,31,91,37,54,34,53,64,73,88,75,46,42,70,43,65,25,65,46,35,33,0,78,85,11,74,27,45,86,16
13,98,35,21,47,19,69,49,84,87,85,70,84,20,22,90,45,92,80,13,90,85,60,78,0,81,26,12,79,42,67,13
93,81,90,51,52,28,90,61,33,24,31,32,87,10,98,67,36,94,99,24,47,92,40,85,81,0,63,98,59,27,28,93
52,59,67,90,88,49,41,28,42,14,22,27,55,91,87,54,42,49,77,84,56,35,25,11,26,63,0,17,29,70,29,52
77,52,75,64,80,22,54,82,63,81,32,36,22,78,14,48,47,58,94,90,75,71,75,74,12,98,17,0,31,43,49,77
84,72,29,75,48,78,47,91,99,38,12,18,52,85,66,36,50,95,27,35,85,85,23,27,79,59,29,31,0,56,13,84
44,71,12,87,42,85,85,42,45,13,56,47,26,63,30,10,25,76,19,64,15,42,62,45,42,27,70,43,56,0,16,44
36,39,15,92,41,54,79,69,21,16,15,31,24,50,84,26,91,40,53,33,17,66,71,86,67,28,29,49,13,16,0,36
0,53,97,17,14,56,54,24,17,57,63,73,24,45,79,12,59,48,91,99,38,51,67,16,13,93,52,77,84,44,36,0
