57
0,2,2,1,3,1,3,1,4,1,1,2,4,2,2,2,2,1,4,3,1,1,2,4,4,1,1,1,2,1,2,1,2,4,4,1,2,1,4,4,1,4,4,2,1,4,2,1,1,4,4,1,3,2,3,2,2,4,0
0,98,82,52,33,53,41,19,88,61,16,89,77,80,49,91,55,100,61,76,49,24,36,16,22,51,60,73,18,46,97,33,29,39,56,29,58,29,35,68,91,92,31,92,78,49,41,10,13,87,68,54,27,19,92,53,36,41,0
98,0,12,22,18,76,11,73,36,55,53,15,87,23,74,51,55,26,55,74,87,22,32,48,63,81,88,60,76,34,44,40,65,46,73,77,81,35,26,12,88,98,78,81,73,64,52,27,44,40,58,43,44,60,74,58,33,82,98
82,12,0,44,95,47,56,37,40,84,14,81,65,35,60,52,54,42,67,19,28,57,64,28,39,93,51,47,32,37,18,50,36,46,34,60,32,21,61,39,14,70,87,87,44,56,67,91,76,14,95,51,51,65,74,25,33,50,82
52,22,44,0,94,60,30,46,59,55,33,60,66,90,79,22,38,26,67,69,95,97,58,51,15,84,21,38,46,24,100,44,55,59,41,72,37,75,59,95,10,22,73,94,93,91,63,15,87,13,52,46,62,84,33,88,98,63,52
33,18,95,94,0,29,63,37,24,12,26,88,46,32,88,54,57,61,11,93,51,86,83,92,48,33,29,20,80,48,69,75,80,23,69,64,40,62,34,55,56,14,30,34,48,98,36,59,79,46,23,21,73,53,81,81,36,27,33
53,76,47,60,29,0,50,26,97,57,21,96,10,88,69,27,19,73,36,17,25,63,80,11,11,63,12,18,11,43,79,27,31,15,53,75,32,84,59,11,79,27,43,75,91,89,26,70,84,83,72,62,23,40,17,46,10,51,53
41,11,56,30,63,50,0,99,73,47,92,76,22,69,18,15,28,63,14,93,89,58,74,27,64,94,92,80,22,41,33,20,13,29,45,96,12,48,61,57,86,49,99,86,17,56,80,28,96,45,87,46,97,74,53,52,17,85,41
19,73,37,46,37,26,99,0,18,97,46,93,77,66,68,97,83,83,43,91,29,89,87,56,18,58,69,88,51,31,27,66,99,93,55,92,78,43,32,16,68,94,94,80,81,45,44,29,64,92,29,69,18,38,18,91,92,72,19
88,36,40,59,24,97,73,18,0,58,71,69,54,87,28,75,11,54,100,33,77,80,21,45,13,17,20,82,80,29,76,77,16,29,32,89,39,82,54,77,67,10,55,27,72,55,21,51,68,90,93,76,61,81,53,72,19,80,88
