47
0,2,4,2,2,3,3,4,3,2,4,3,1,1,3,4,2,2,3,3,3,3,1,1,3,2,4,2,3,2,3,2,3,2,4,3,4,3,2,4,4,1,3,1,3,1,4,1,0
0,20,31,58,67,75,86,90,67,40,26,15,68,26,92,97,15,78,55,85,82,25,71,45,94,75,68,65,48,26,77,72,82,63,78,20,13,59,43,21,20,58,17,41,15,100,36,42,0
20,0,32,90,51,16,74,76,37,45,35,19,38,79,90,70,18,12,36,88,67,64,36,98,86,40,51,29,36,76,100,48,94,31,72,80,66,87,38,76,91,82,67,45,38,48,94,74,20
31,32,0,12,68,99,59,44,26,75,57,58,19,66,11,29,14,77,70,87,59,46,75,90,88,33,30,66,72,25,32,11,97,63,19,84,22,17,67,31,35,11,62,78,69,75,74,11,31
58,90,12,0,43,25,67,80,66,100,75,95,93,92,81,96,38,31,20,50,38,47,39,87,78,10,35,92,96,73,92,54,89,34,40,48,54,93,90,62,25,35,38,56,89,91,86,21,58
67,51,68,43,0,74,72,81,81,87,25,77,29,72,73,17,26,54,46,29,88,33,10,69,10,92,88,89,57,36,37,97,81,65,73,83,19,89,16,48,76,68,100,51,22,77,53,45,67
75,16,99,25,74,0,66,31,76,95,54,24,22,59,57,11,87,40,88,93,19,85,57,46,46,26,98,96,25,56,11,30,79,20,83,77,44,79,80,58,11,42,75,48,85,25,26,11,75
86,74,59,67,72,66,0,83,61,26,62,91,70,73,44,16,22,80,100,82,92,48,62,17,53,55,76,90,70,51,92,72,65,37,98,24,73,10,11,68,52,13,74,23,92,67,16,83,86
90,76,44,80,81,31,83,0,86,11,24,55,47,60,66,100,20,92,26,73,71,21,51,65,59,13,42,42,20,50,61,86,18,46,57,39,61,25,18,60,21,60,23,27,77,91,26,72,90
67,37,26,66,81,76,61,86,0,39,55,44,32,86,41,93,49,99,73,84,56,65,72,84,96,56,36,98,63,95,56,58,33,92,75,28,82,49,67,55,18,75,40,93,52,54,29,83,67
40,45,75,100,87,95,26,11,39,0,21,80,29,48,28,51,57,28,24,37,32,27,46,42,74,39,25,84,28,78,39,28,66,68,22,26,50,17,12,60,55,20,33,30,10,71,26,19,40
26,35,57,75,25,54,62,24,55,21,0,46,86,100,82,92,45,12,92,18,24,27,50,73,82,60,91,44,14,37,17,36,26,78,83,57,94,39,48,21,72,43,93,78,61,48,99,25,26
15,19,58,95,77,24,91,55,44,80,46,0,80,71,32,97,34,27,97,78,36,85,85,86,85,79,91,13,70,86,20,32,18,72,60,94,77,24,87,14,53,17,20,84,21,34,59,94,15
68,38,19,93,29,22,70,47,32,29,86,80,0,92,75,17,72,52,97,69,55,25,96,100,85,50,38,93,88,78,12,27,55,81,15,50,34,61,83,59,98,53,36,20,16,33,16,40,68
26,79,66,92,72,59,73,60,86,48,100,71,92,0,88,30,86,83,58,11,61,35,98,67,85,72,49,65,34,78,70,28,99,91,48,55,63,62,10,10,38,52,98,69,51,49,88,72,26
92,90,11,81,73,57,44,66,41,28,82,32,75,88,0,47,58,74,32,96,13,54,21,55,90,33,93,95,62,80,87,79,98,48,100,38,61,81,54,43,99,40,99,74,66,63,99,19,92
97,70,29,96,17,11,16,100,93,51,92,97,17,30,47,0,83,31,30,59,39,95,82,20,84,37,45,74,31,30,15,82,98,41,34,85,15,46,57,24,87,95,84,43,50,33,84,87,97
15,18,14,38,26,87,22,20,49,57,45,34,72,86,58,83,0,20,27,52,68,86,72,92,48,58,89,100,32,29,21,50,75,76,98,79,92,38,93,44,40,44,47,70,88,72,59,66,15
78,12,77,31,54,40,80,92,99,28,12,27,52,83,74,31,20,0,27,69,11,20,45,34,40,39,14,90,51,45,100,92,59,68,76,31,33,35,76,49,65,46,77,44,33,77,11,81,78
