80
0,1,4,4,2,1,2,1,4,1,3,3,4,1,1,2,4,4,4,1,1,2,4,1,2,4,4,1,3,1,1,4,3,2,1,1,4,4,2,4,1,2,2,1,3,3,3,4,4,2,2,4,1,3,1,2,2,4,4,4,2,1,3,1,3,2,4,2,2,1,1,4,4,3,2,4,2,2,2,1,4,0
0,60,72,56,14,28,63,37,41,23,99,71,18,100,49,16,100,100,11,17,38,45,86,54,76,47,58,59,31,34,38,77,69,23,40,29,17,81,40,17,48,90,68,42,83,51,37,56,71,93,44,39,36,53,73,48,25,79,19,51,29,22,36,73,58,62,62,36,69,95,15,22,38,94,100,29,71,23,20,15,71,0
60,0,28,44,12,93,10,45,38,97,75,50,46,86,34,99,14,74,58,42,18,35,64,66,62,30,79,47,15,18,11,51,78,46,85,27,30,56,89,61,34,41,23,41,14,29,34,79,41,61,26,91,97,56,34,21,23,95,25,25,86,72,74,92,87,21,23,25,78,69,78,25,18,70,48,52,86,25,52,71,42,60
72,28,0,52,68,85,19,19,12,37,23,84,94,43,14,19,45,100,89,27,28,37,78,98,74,74,19,98,92,33,69,55,100,38,66,91,39,35,39,78,98,70,57,82,17,93,63,73,61,20,34,65,90,55,86,37,62,53,27,28,21,16,48,70,74,15,23,100,50,77,79,46,51,79,92,92,88,48,28,73,72,72
56,44,52,0,80,95,99,61,54,16,60,20,66,73,41,96,49,46,33,14,43,25,80,49,77,38,28,89,38,71,33,77,65,26,29,63,72,94,30,41,53,89,58,57,42,85,17,31,44,87,64,32,47,80,77,39,31,18,74,60,26,82,22,22,67,16,25,26,38,72,60,59,48,48,24,20,88,47,100,30,70,56
14,12,68,80,0,80,75,84,60,60,52,42,43,77,11,33,65,83,32,86,61,53,43,42,23,72,28,38,68,45,23,55,25,33,71,43,70,42,62,80,98,43,77,14,22,89,82,58,92,97,52,53,43,93,42,78,23,95,34,58,15,100,53,34,23,66,50,22,51,28,43,14,14,83,95,23,38,31,64,27,89,14
28,93,85,95,80,0,39,66,82,80,93,90,35,14,57,54,100,41,96,35,22,47,89,34,88,13,37,20,34,24,78,37,100,32,73,88,83,72,75,28,79,91,69,58,33,42,92,32,49,91,35,81,88,72,59,54,17,31,96,43,49,69,68,36,98,48,90,26,90,75,75,91,51,74,53,25,41,92,42,96,12,28
63,10,19,99,75,39,0,72,90,63,45,33,75,99,87,76,62,59,53,20,22,60,96,44,84,74,31,14,71,90,83,86,99,25,82,17,34,40,61,75,84,19,39,13,28,95,62,36,72,84,37,39,49,67,77,67,57,27,27,91,20,18,25,17,45,24,92,12,51,22,38,79,24,39,79,75,25,70,85,55,69,63
37,45,19,61,84,66,72,0,24,58,42,68,50,68,24,64,28,97,37,63,58,93,25,54,68,59,86,14,66,43,90,46,99,31,82,45,38,11,36,78,25,22,87,89,55,37,74,80,77,61,53,72,63,30,81,87,58,92,50,67,81,11,72,41,60,99,26,71,45,60,53,71,67,22,98,72,83,47,98,71,21,37
41,38,12,54,60,82,90,24,0,56,50,71,77,32,11,53,21,44,67,87,38,66,17,26,66,61,30,65,93,74,44,60,97,10,54,23,31,56,85,94,91,94,39,86,29,15,83,86,81,85,90,72,77,84,47,61,92,77,24,80,88,58,88,76,33,36,84,94,33,72,65,57,45,76,98,99,87,11,73,18,99,41
