44
0,2,2,3,1,2,2,1,3,1,2,2,1,3,1,4,2,1,4,4,3,3,1,4,4,3,2,2,3,4,2,2,3,4,3,1,2,1,3,1,3,2,3,3,1,0
0,86,59,66,86,32,96,53,19,41,85,95,81,27,45,78,99,12,73,92,69,68,83,37,17,55,83,97,66,96,85,64,44,87,98,87,26,83,38,37,49,91,72,47,83,0
86,0,14,18,99,85,64,85,27,77,81,19,81,54,31,68,68,69,19,71,97,97,57,55,98,58,14,64,52,87,51,14,76,41,62,70,86,48,88,89,68,30,89,81,31,86
59,14,0,61,52,96,67,51,29,34,48,13,94,72,21,65,11,95,53,49,37,94,33,10,68,28,58,95,53,44,76,18,46,76,76,34,52,18,50,56,61,23,100,99,81,59
66,18,61,0,20,84,58,16,30,90,74,70,30,44,83,72,46,58,30,44,14,29,68,90,58,81,15,57,64,58,37,84,24,90,72,19,10,46,95,29,82,51,83,17,36,66
86,99,52,20,0,53,63,28,36,25,94,86,93,13,34,95,62,68,60,28,60,88,78,77,28,99,79,61,84,26,63,11,33,79,17,29,71,51,53,41,97,10,76,28,73,86
32,85,96,84,53,0,27,92,37,52,40,57,36,98,62,53,73,82,33,53,17,92,86,28,75,12,33,41,39,44,48,28,78,47,10,89,51,72,63,61,25,63,56,57,50,32
96,64,67,58,63,27,0,25,38,34,73,10,23,14,12,60,40,65,42,59,51,50,82,56,28,11,68,28,50,73,61,41,85,50,90,78,60,86,72,81,36,100,76,13,17,96
53,85,51,16,28,92,25,0,54,91,33,73,69,66,38,16,72,12,54,44,31,50,21,27,59,95,91,97,32,39,13,13,55,81,66,44,84,48,10,23,79,46,31,60,52,53
19,27,29,30,36,37,38,54,0,18,52,30,97,26,91,42,59,46,21,11,88,100,79,99,21,79,63,38,25,29,10,68,39,14,75,30,69,26,94,10,51,94,67,69,51,19
41,77,34,90,25,52,34,91,18,0,63,67,67,55,36,92,78,97,75,89,84,48,66,60,24,49,48,78,83,54,13,56,14,10,33,34,92,48,57,47,85,86,76,66,30,41
85,81,48,74,94,40,73,33,52,63,0,27,92,43,47,75,83,41,70,54,95,58,96,93,33,62,68,72,33,87,29,35,88,64,15,65,44,100,27,69,87,80,26,65,31,85
95,19,13,70,86,57,10,73,30,67,27,0,15,99,76,31,88,97,19,94,48,15,41,10,56,82,82,40,61,63,26,86,78,80,75,35,97,75,67,47,92,72,75,14,65,95
