78
0,1,2,2,2,1,4,1,1,3,3,2,2,3,3,1,2,4,3,4,1,4,2,3,2,3,2,2,1,1,1,1,2,3,4,4,4,1,3,2,2,2,3,3,3,1,4,3,3,3,1,1,2,3,1,2,4,4,3,1,2,3,1,3,4,3,1,2,3,1,3,2,1,4,2,1,2,2,3,0
0,66,57,75,62,49,83,84,51,13,70,97,41,69,35,93,73,41,57,22,73,38,26,66,87,52,84,97,89,72,64,10,87,78,88,53,44,33,75,57,83,63,41,44,79,29,66,25,55,74,88,84,77,56,51,85,88,63,81,72,88,80,54,36,40,40,59,93,57,78,89,61,68,83,26,22,68,57,78,0
66,0,100,66,62,19,86,33,28,63,61,19,65,97,18,85,45,68,68,49,19,28,10,33,59,24,79,96,62,21,55,64,99,41,24,61,26,45,19,52,90,43,15,86,41,46,76,100,94,27,18,77,69,46,11,63,47,69,95,41,57,30,76,12,34,48,56,95,12,33,43,85,13,71,74,61,45,65,86,66
57,100,0,49,13,13,50,96,34,66,32,98,77,72,38,10,65,70,56,86,20,58,78,71,42,71,47,28,44,67,17,39,95,78,39,67,39,63,27,21,51,70,90,61,20,38,55,63,89,48,22,11,100,100,67,15,23,20,20,30,86,68,30,61,73,42,36,54,85,38,75,21,67,79,40,32,62,46,27,57
75,66,49,0,64,70,65,89,66,37,78,79,100,36,37,91,12,27,92,44,59,20,26,90,64,70,37,26,57,66,80,66,50,19,71,84,91,94,98,81,67,23,39,45,98,62,69,81,62,51,24,66,11,48,91,87,21,32,36,20,35,86,91,76,67,97,73,58,42,61,67,33,93,95,88,63,27,51,11,75
62,62,13,64,0,10,27,95,84,66,97,58,82,81,24,49,31,40,33,92,67,30,33,94,21,65,32,49,31,33,32,76,17,92,22,53,90,70,70,88,38,44,87,71,23,24,30,82,36,52,25,44,49,13,73,71,57,35,86,90,64,65,80,68,26,33,19,32,30,95,100,37,37,70,22,49,88,79,51,62
49,19,13,70,10,0,46,77,20,89,49,76,61,12,70,74,65,59,98,57,41,97,87,11,44,34,84,13,35,60,19,20,23,38,69,58,83,89,44,37,50,59,100,90,69,35,93,24,38,72,93,11,60,62,77,36,72,55,24,86,85,92,52,87,72,43,95,35,82,47,55,79,77,21,80,84,51,51,23,49
83,86,50,65,27,46,0,81,20,18,35,96,13,55,33,24,17,54,14,54,39,82,37,53,55,87,41,18,19,26,80,41,81,61,61,50,51,55,58,58,25,82,55,24,34,34,75,37,48,33,54,80,48,31,79,82,81,99,40,83,77,83,86,93,23,67,94,95,39,28,49,86,30,30,88,67,24,49,36,83
84,33,96,89,95,77,81,0,72,83,54,64,55,10,12,56,14,43,87,63,65,12,86,13,32,32,28,29,60,94,90,90,77,97,43,27,56,39,50,13,99,50,56,72,56,87,81,55,57,21,24,90,53,21,99,37,60,71,21,86,77,24,33,38,42,90,56,74,16,43,71,46,11,58,98,55,46,86,89,84
51,28,34,66,84,20,20,72,0,68,44,54,84,43,89,79,76,30,20,99,70,63,79,27,13,48,53,38,49,89,22,48,84,91,46,36,10,56,18,30,29,41,70,90,95,62,11,28,11,28,62,95,89,51,20,50,95,87,95,28,69,52,73,15,68,100,24,20,12,67,84,49,34,88,82,93,27,45,72,51
