44
0,1,4,1,2,1,2,4,3,3,2,2,3,4,1,4,1,1,2,2,2,2,3,3,3,3,4,2,4,1,4,1,4,1,2,4,1,3,4,2,1,3,4,3,1,0
0,38,88,16,91,19,80,86,69,82,47,44,24,84,54,33,22,27,70,99,14,17,41,80,100,15,95,86,54,100,99,50,43,98,97,66,11,63,22,85,97,15,48,80,46,0
38,0,98,22,55,41,73,79,59,47,58,93,10,44,86,36,49,60,22,59,25,63,98,100,58,87,73,77,83,44,25,64,64,10,83,13,94,58,42,34,33,72,100,12,33,38
88,98,0,74,48,62,64,60,94,86,82,39,27,98,66,67,90,30,96,26,40,65,51,86,69,66,85,32,31,84,57,87,90,59,54,24,76,34,90,79,74,43,76,32,66,88
16,22,74,0,42,88,45,67,69,73,65,75,94,39,54,50,49,43,16,19,51,10,97,13,38,85,25,93,49,49,95,19,69,78,13,62,61,14,10,62,39,26,54,85,71,16
91,55,48,42,0,68,85,52,42,21,47,84,80,10,46,94,10,63,45,77,57,91,27,65,96,56,40,91,97,91,85,43,43,23,69,98,32,43,13,85,38,86,58,35,93,91
19,41,62,88,68,0,36,45,47,65,49,99,87,47,26,58,25,67,56,61,100,77,94,49,86,34,82,31,92,87,45,85,38,90,76,62,39,40,31,33,17,57,25,34,93,19
80,73,64,45,85,36,0,52,93,31,15,61,22,84,55,30,10,28,31,32,40,25,42,55,11,99,70,93,80,53,16,56,96,100,64,18,53,16,36,90,64,39,10,55,44,80
86,79,60,67,52,45,52,0,57,84,56,18,11,89,95,64,61,94,27,12,27,14,37,12,91,77,88,26,33,26,96,53,19,13,10,52,48,71,99,44,48,99,48,27,69,86
69,59,94,69,42,47,93,57,0,18,68,21,62,63,98,16,35,77,100,21,19,32,36,26,54,52,78,13,98,12,74,31,19,62,21,39,65,12,59,19,50,33,28,53,49,69
82,47,86,73,21,65,31,84,18,0,76,28,69,23,79,11,35,50,37,15,87,64,90,32,39,59,59,55,24,53,75,50,63,23,61,46,62,88,64,49,59,68,59,19,35,82
47,58,82,65,47,49,15,56,68,76,0,99,98,22,74,61,78,47,59,57,56,75,76,78,42,62,43,13,65,77,88,77,15,80,26,22,36,44,19,19,70,25,98,97,85,47
44,93,39,75,84,99,61,18,21,28,99,0,14,55,40,73,48,58,22,60,100,85,41,95,15,82,25,14,40,80,51,48,62,73,59,69,46,23,82,95,63,33,43,59,81,44
24,10,27,94,80,87,22,11,62,69,98,14,0,88,10,66,50,34,94,46,53,15,37,40,63,94,47,50,72,12,43,28,84,90,41,32,47,67,55,84,95,89,19,45,23,24
84,44,98,39,10,47,84,89,63,23,22,55,88,0,74,15,31,47,61,60,95,96,14,66,37,84,40,73,36,80,22,76,42,93,66,38,75,50,68,100,50,78,76,98,35,84
54,86,66,54,46,26,55,95,98,79,74,40,10,74,0,34,59,90,20,71,77,100,63,84,40,59,58,13,44,43,65,72,71,66,74,36,29,64,40,40,91,75,89,30,44,54
33,36,67,50,94,58,30,64,16,11,61,73,66,15,34,0,71,81,30,23,69,98,57,48,39,70,91,88,77,62,70,41,14,24,48,96,43,75,24,30,82,94,59,85,67,33
22,49,90,49,10,25,10,61,35,35,78,48,50,31,59,71,0,61,19,66,16,89,30,96,85,89,16,14,98,86,89,71,22,75,57,46,40,31,82,42,47,49,41,75,54,22
27,60,30,43,63,67,28,94,77,50,47,58,34,47,90,81,61,0,22,75,46,80,70,84,80,23,80,76,76,15,37,83,58,61,17,33,35,58,14,83,40,82,89,37,84,27
70,22,96,16,45,56,31,27,100,37,59,22,94,61,20,30,19,22,0,27,18,48,79,41,62,56,21,88,46,30,83,57,93,81,32,96,68,88,72,57,47,20,62,18,47,70
99,59,26,19,77,61,32,12,21,15,57,60,46,60,71,23,66,75,27,0,12,20,87,28,22,71,12,19,41,54,93,24,51,67,28,81,68,10,18,25,97,47,98,19,94,99
14,25,40,51,57,100,40,27,19,87,56,100,53,95,77,69,16,46,18,12,0,54,27,25,47,17,77,29,30,45,14,30,92,76,71,66,38,42,49,55,58,27,14,51,15,14
17,63,65,10,91,77,25,14,32,64,75,85,15,96,100,98,89,80,48,20,54,0,41,68,38,20,54,45,90,60,46,23,42,40,69,51,12,12,21,81,64,30,97,38,48,17
41,98,51,97,27,94,42,37,36,90,76,41,37,14,63,57,30,70,79,87,27,41,0,60,65,97,44,59,97,46,39,25,97,27,70,35,98,91,27,74,91,43,84,50,39,41
80,100,86,13,65,49,55,12,26,32,78,95,40,66,84,48,96,84,41,28,25,68,60,0,93,63,61,45,16,12,11,80,39,36,14,16,17,81,98,72,25,78,47,29,18,80
100,58,69,38,96,86,11,91,54,39,42,15,63,37,40,39,85,80,62,22,47,38,65,93,0,53,72,100,89,71,65,73,46,97,83,47,94,62,77,68,92,46,25,19,99,100
15,87,66,85,56,34,99,77,52,59,62,82,94,84,59,70,89,23,56,71,17,20,97,63,53,0,23,79,77,18,58,66,68,64,24,14,35,21,24,41,23,85,28,25,43,15
95,73,85,25,40,82,70,88,78,59,43,25,47,40,58,91,16,80,21,12,77,54,44,61,72,23,0,98,17,46,92,92,80,12,57,45,70,51,28,63,96,42,39,78,15,95
86,77,32,93,91,31,93,26,13,55,13,14,50,73,13,88,14,76,88,19,29,45,59,45,100,79,98,0,83,78,74,16,53,51,69,41,66,98,71,95,60,16,11,86,73,86
54,83,31,49,97,92,80,33,98,24,65,40,72,36,44,77,98,76,46,41,30,90,97,16,89,77,17,83,0,91,63,12,74,10,19,80,18,80,65,16,45,92,26,100,87,54
100,44,84,49,91,87,53,26,12,53,77,80,12,80,43,62,86,15,30,54,45,60,46,12,71,18,46,78,91,0,33,39,90,75,58,77,64,81,16,92,48,72,61,19,21,100
99,25,57,95,85,45,16,96,74,75,88,51,43,22,65,70,89,37,83,93,14,46,39,11,65,58,92,74,63,33,0,25,79,21,10,100,66,38,28,71,66,78,69,16,39,99
50,64,87,19,43,85,56,53,31,50,77,48,28,76,72,41,71,83,57,24,30,23,25,80,73,66,92,16,12,39,25,0,62,19,98,79,72,80,99,71,99,68,47,58,66,50
43,64,90,69,43,38,96,19,19,63,15,62,84,42,71,14,22,58,93,51,92,42,97,39,46,68,80,53,74,90,79,62,0,63,41,19,84,59,98,60,74,82,92,89,81,43
98,10,59,78,23,90,100,13,62,23,80,73,90,93,66,24,75,61,81,67,76,40,27,36,97,64,12,51,10,75,21,19,63,0,89,69,43,13,24,71,43,44,63,32,34,98
97,83,54,13,69,76,64,10,21,61,26,59,41,66,74,48,57,17,32,28,71,69,70,14,83,24,57,69,19,58,10,98,41,89,0,61,77,70,45,73,42,42,74,16,19,97
66,13,24,62,98,62,18,52,39,46,22,69,32,38,36,96,46,33,96,81,66,51,35,16,47,14,45,41,80,77,100,79,19,69,61,0,84,47,35,95,12,97,22,19,79,66
11,94,76,61,32,39,53,48,65,62,36,46,47,75,29,43,40,35,68,68,38,12,98,17,94,35,70,66,18,64,66,72,84,43,77,84,0,86,22,59,29,69,49,57,81,11
63,58,34,14,43,40,16,71,12,88,44,23,67,50,64,75,31,58,88,10,42,12,91,81,62,21,51,98,80,81,38,80,59,13,70,47,86,0,29,21,37,36,43,10,15,63
22,42,90,10,13,31,36,99,59,64,19,82,55,68,40,24,82,14,72,18,49,21,27,98,77,24,28,71,65,16,28,99,98,24,45,35,22,29,0,17,21,68,21,16,82,22
85,34,79,62,85,33,90,44,19,49,19,95,84,100,40,30,42,83,57,25,55,81,74,72,68,41,63,95,16,92,71,71,60,71,73,95,59,21,17,0,88,18,89,68,41,85
97,33,74,39,38,17,64,48,50,59,70,63,95,50,91,82,47,40,47,97,58,64,91,25,92,23,96,60,45,48,66,99,74,43,42,12,29,37,21,88,0,10,85,85,42,97
15,72,43,26,86,57,39,99,33,68,25,33,89,78,75,94,49,82,20,47,27,30,43,78,46,85,42,16,92,72,78,68,82,44,42,97,69,36,68,18,10,0,84,44,37,15
48,100,76,54,58,25,10,48,28,59,98,43,19,76,89,59,41,89,62,98,14,97,84,47,25,28,39,11,26,61,69,47,92,63,74,22,49,43,21,89,85,84,0,95,34,48
80,12,32,85,35,34,55,27,53,19,97,59,45,98,30,85,75,37,18,19,51,38,50,29,19,25,78,86,100,19,16,58,89,32,16,19,57,10,16,68,85,44,95,0,31,80
46,33,66,71,93,93,44,69,49,35,85,81,23,35,44,67,54,84,47,94,15,48,39,18,99,43,15,73,87,21,39,66,81,34,19,79,81,15,82,41,42,37,34,31,0,46
0,38,88,16,91,19,80,86,69,82,47,44,24,84,54,33,22,27,70,99,14,17,41,80,100,15,95,86,54,100,99,50,43,98,97,66,11,63,22,85,97,15,48,80,46,0
