51
0,4,2,2,2,4,1,2,2,3,4,2,3,2,2,3,3,3,4,1,3,1,4,4,2,3,2,3,3,2,3,4,2,2,4,4,2,2,4,4,4,4,3,4,2,3,2,2,1,2,3,1,0
0,95,46,84,100,63,72,29,15,87,76,91,100,93,25,43,37,34,56,23,95,46,18,93,90,92,62,53,38,66,67,83,23,44,27,67,24,20,15,73,24,48,97,29,21,89,95,31,70,72,47,100,0
95,0,49,33,49,100,82,79,66,23,25,50,87,12,34,54,88,87,20,24,46,77,36,65,53,75,63,30,63,37,79,82,79,89,38,75,70,70,82,31,74,48,63,51,41,62,66,44,84,13,75,15,95
46,49,0,75,21,79,43,73,43,51,21,35,29,20,37,66,72,57,65,40,12,90,87,54,99,10,79,30,44,38,33,26,97,89,39,15,98,47,33,65,20,70,97,93,95,32,38,37,92,33,73,17,46
84,33,75,0,21,60,51,70,39,24,46,30,35,56,53,50,24,81,88,22,54,49,21,76,86,51,59,64,84,83,71,63,45,26,17,98,38,57,82,50,41,62,35,41,46,80,48,99,48,34,24,28,84
100,49,21,21,0,28,60,86,60,25,90,88,13,48,69,61,59,29,20,69,22,94,87,76,13,74,51,62,14,95,12,81,89,43,76,72,22,46,87,59,42,100,30,64,53,83,20,96,39,87,95,30,100
63,100,79,60,28,0,94,17,22,47,37,22,77,38,97,90,72,63,54,19,14,33,91,76,84,59,87,86,43,87,50,41,90,50,67,44,63,38,64,19,17,31,36,13,63,24,50,59,75,57,28,47,63
72,82,43,51,60,94,0,15,94,76,63,49,11,12,51,47,36,72,46,81,14,29,55,83,99,37,65,95,28,34,81,68,80,31,87,80,47,32,76,67,14,79,73,19,95,34,85,16,55,34,82,17,72
29,79,73,70,86,17,15,0,64,73,10,89,57,49,63,82,91,74,88,44,23,36,88,10,45,14,14,33,66,91,25,100,55,98,40,88,85,12,72,37,51,12,19,100,28,21,40,36,97,94,100,77,29
15,66,43,39,60,22,94,64,0,19,17,80,95,52,12,95,74,52,28,11,17,68,85,44,85,18,84,62,25,91,44,48,60,63,74,45,56,48,19,48,50,59,54,49,38,24,47,15,63,96,15,72,15
87,23,51,24,25,47,76,73,19,0,36,18,51,82,63,63,34,91,38,92,16,27,32,45,20,83,11,15,80,10,83,35,40,91,28,93,26,53,48,11,64,89,71,36,68,73,50,17,19,65,27,76,87
76,25,21,46,90,37,63,10,17,36,0,69,82,50,55,13,93,35,28,40,63,88,76,36,48,41,51,71,24,50,100,47,15,51,82,28,99,86,35,80,58,81,69,56,50,69,23,92,94,60,87,93,76
91,50,35,30,88,22,49,89,80,18,69,0,24,40,23,10,67,89,14,56,72,45,82,77,89,95,100,60,25,23,71,55,38,30,16,72,67,20,31,85,65,62,61,87,32,39,35,86,44,76,53,37,91
100,87,29,35,13,77,11,57,95,51,82,24,0,63,51,11,38,28,58,49,31,40,20,76,59,26,61,74,52,52,29,74,34,54,15,80,53,45,26,28,51,22,70,31,17,17,63,61,96,43,13,63,100
93,12,20,56,48,38,12,49,52,82,50,40,63,0,28,70,27,66,95,80,49,41,56,12,27,44,48,87,85,55,93,85,21,80,82,55,94,76,63,48,41,96,61,32,85,46,100,84,67,36,96,79,93
25,34,37,53,69,97,51,63,12,63,55,23,51,28,0,91,41,98,69,52,70,44,26,14,99,19,53,88,59,60,40,54,79,73,78,96,80,35,65,96,81,11,48,39,22,94,84,42,52,15,77,43,25
43,54,66,50,61,90,47,82,95,63,13,10,11,70,91,0,100,100,44,29,58,91,61,74,70,49,32,58,83,35,29,79,79,52,19,54,57,98,23,94,11,54,97,28,14,40,93,18,22,92,68,10,43
37,88,72,24,59,72,36,91,74,34,93,67,38,27,41,100,0,84,88,61,31,66,43,44,63,50,34,36,95,100,52,80,90,82,84,45,78,96,87,60,74,82,47,49,96,17,73,58,66,60,93,80,37
34,87,57,81,29,63,72,74,52,91,35,89,28,66,98,100,84,0,63,85,37,93,17,73,54,23,22,87,52,47,72,51,37,92,51,86,97,47,91,67,84,11,59,54,38,97,11,22,87,76,44,39,34
56,20,65,88,20,54,46,88,28,38,28,14,58,95,69,44,88,63,0,45,57,32,67,82,40,48,41,48,66,51,28,79,79,96,65,92,49,99,44,50,67,24,71,69,15,99,94,81,14,38,28,26,56
23,24,40,22,69,19,81,44,11,92,40,56,49,80,52,29,61,85,45,0,14,37,79,88,69,74,68,32,26,69,37,76,46,19,69,10,30,78,82,33,94,47,13,53,47,29,58,26,41,71,10,71,23
95,46,12,54,22,14,14,23,17,16,63,72,31,49,70,58,31,37,57,14,0,79,11,60,19,86,80,13,62,49,60,62,92,53,47,87,83,36,82,83,19,22,59,73,53,29,98,86,96,15,39,81,95
46,77,90,49,94,33,29,36,68,27,88,45,40,41,44,91,66,93,32,37,79,0,38,72,85,50,23,65,69,61,11,24,44,52,97,63,92,52,29,46,30,47,63,21,83,28,44,30,64,14,83,45,46
18,36,87,21,87,91,55,88,85,32,76,82,20,56,26,61,43,17,67,79,11,38,0,39,94,48,93,52,64,90,90,100,53,53,37,100,73,83,11,23,35,10,61,47,93,97,52,71,52,45,29,29,18
93,65,54,76,76,76,83,10,44,45,36,77,76,12,14,74,44,73,82,88,60,72,39,0,48,68,53,12,18,44,24,17,78,11,36,58,87,37,46,12,22,61,11,40,31,75,53,46,44,70,77,22,93
90,53,99,86,13,84,99,45,85,20,48,89,59,27,99,70,63,54,40,69,19,85,94,48,0,14,83,82,39,31,35,71,18,39,98,36,49,42,33,78,73,62,30,68,79,55,48,30,56,43,65,30,90
92,75,10,51,74,59,37,14,18,83,41,95,26,44,19,49,50,23,48,74,86,50,48,68,14,0,92,66,56,20,36,11,31,63,73,42,91,62,29,38,98,71,69,65,54,60,42,71,10,93,33,96,92
62,63,79,59,51,87,65,14,84,11,51,100,61,48,53,32,34,22,41,68,80,23,93,53,83,92,0,46,53,24,93,29,75,58,26,93,13,17,29,42,89,43,94,90,70,11,79,53,45,29,54,97,62
53,30,30,64,62,86,95,33,62,15,71,60,74,87,88,58,36,87,48,32,13,65,52,12,82,66,46,0,48,32,71,32,19,58,34,70,75,25,45,25,73,70,27,13,29,40,91,39,93,12,25,36,53
38,63,44,84,14,43,28,66,25,80,24,25,52,85,59,83,95,52,66,26,62,69,64,18,39,56,53,48,0,83,48,66,25,42,72,62,56,68,73,27,13,26,21,28,46,50,40,55,63,41,17,29,38
66,37,38,83,95,87,34,91,91,10,50,23,52,55,60,35,100,47,51,69,49,61,90,44,31,20,24,32,83,0,22,57,89,40,10,35,75,69,16,22,71,78,48,25,97,36,31,79,13,40,93,82,66
67,79,33,71,12,50,81,25,44,83,100,71,29,93,40,29,52,72,28,37,60,11,90,24,35,36,93,71,48,22,0,80,49,81,13,69,54,27,50,40,41,65,18,54,30,89,64,45,51,54,75,61,67
83,82,26,63,81,41,68,100,48,35,47,55,74,85,54,79,80,51,79,76,62,24,100,17,71,11,29,32,66,57,80,0,45,37,62,69,10,24,71,48,97,62,69,66,78,23,46,21,47,26,45,92,83
23,79,97,45,89,90,80,55,60,40,15,38,34,21,79,79,90,37,79,46,92,44,53,78,18,31,75,19,25,89,49,45,0,23,13,24,23,57,30,79,38,48,98,87,28,23,55,100,46,18,91,12,23
44,89,89,26,43,50,31,98,63,91,51,30,54,80,73,52,82,92,96,19,53,52,53,11,39,63,58,58,42,40,81,37,23,0,87,26,59,34,87,34,65,85,23,44,97,96,71,64,70,17,59,62,44
27,38,39,17,76,67,87,40,74,28,82,16,15,82,78,19,84,51,65,69,47,97,37,36,98,73,26,34,72,10,13,62,13,87,0,51,55,79,36,42,69,60,58,57,54,27,84,51,38,40,34,81,27
67,75,15,98,72,44,80,88,45,93,28,72,80,55,96,54,45,86,92,10,87,63,100,58,36,42,93,70,62,35,69,69,24,26,51,0,29,20,30,99,44,11,75,91,62,82,48,37,12,13,45,56,67
24,70,98,38,22,63,47,85,56,26,99,67,53,94,80,57,78,97,49,30,83,92,73,87,49,91,13,75,56,75,54,10,23,59,55,29,0,23,76,99,22,47,66,81,79,88,52,54,88,72,81,95,24
20,70,47,57,46,38,32,12,48,53,86,20,45,76,35,98,96,47,99,78,36,52,83,37,42,62,17,25,68,69,27,24,57,34,79,20,23,0,39,23,14,44,49,25,69,68,20,44,13,91,18,25,20
15,82,33,82,87,64,76,72,19,48,35,31,26,63,65,23,87,91,44,82,82,29,11,46,33,29,29,45,73,16,50,71,30,87,36,30,76,39,0,92,20,44,95,88,61,78,85,59,77,73,83,82,15
73,31,65,50,59,19,67,37,48,11,80,85,28,48,96,94,60,67,50,33,83,46,23,12,78,38,42,25,27,22,40,48,79,34,42,99,99,23,92,0,56,14,71,42,97,89,14,67,64,59,89,80,73
24,74,20,41,42,17,14,51,50,64,58,65,51,41,81,11,74,84,67,94,19,30,35,22,73,98,89,73,13,71,41,97,38,65,69,44,22,14,20,56,0,54,22,39,95,25,42,60,67,36,73,40,24
48,48,70,62,100,31,79,12,59,89,81,62,22,96,11,54,82,11,24,47,22,47,10,61,62,71,43,70,26,78,65,62,48,85,60,11,47,44,44,14,54,0,10,40,29,18,18,83,58,82,71,41,48
97,63,97,35,30,36,73,19,54,71,69,61,70,61,48,97,47,59,71,13,59,63,61,11,30,69,94,27,21,48,18,69,98,23,58,75,66,49,95,71,22,10,0,17,65,48,13,92,24,90,13,59,97
29,51,93,41,64,13,19,100,49,36,56,87,31,32,39,28,49,54,69,53,73,21,47,40,68,65,90,13,28,25,54,66,87,44,57,91,81,25,88,42,39,40,17,0,57,56,95,76,17,33,88,52,29
21,41,95,46,53,63,95,28,38,68,50,32,17,85,22,14,96,38,15,47,53,83,93,31,79,54,70,29,46,97,30,78,28,97,54,62,79,69,61,97,95,29,65,57,0,96,21,45,51,34,74,79,21
89,62,32,80,83,24,34,21,24,73,69,39,17,46,94,40,17,97,99,29,29,28,97,75,55,60,11,40,50,36,89,23,23,96,27,82,88,68,78,89,25,18,48,56,96,0,75,29,11,59,74,27,89
95,66,38,48,20,50,85,40,47,50,23,35,63,100,84,93,73,11,94,58,98,44,52,53,48,42,79,91,40,31,64,46,55,71,84,48,52,20,85,14,42,18,13,95,21,75,0,61,66,69,11,83,95
31,44,37,99,96,59,16,36,15,17,92,86,61,84,42,18,58,22,81,26,86,30,71,46,30,71,53,39,55,79,45,21,100,64,51,37,54,44,59,67,60,83,92,76,45,29,61,0,28,39,68,91,31
70,84,92,48,39,75,55,97,63,19,94,44,96,67,52,22,66,87,14,41,96,64,52,44,56,10,45,93,63,13,51,47,46,70,38,12,88,13,77,64,67,58,24,17,51,11,66,28,0,72,18,18,70
72,13,33,34,87,57,34,94,96,65,60,76,43,36,15,92,60,76,38,71,15,14,45,70,43,93,29,12,41,40,54,26,18,17,40,13,72,91,73,59,36,82,90,33,34,59,69,39,72,0,36,81,72
47,75,73,24,95,28,82,100,15,27,87,53,13,96,77,68,93,44,28,10,39,83,29,77,65,33,54,25,17,93,75,45,91,59,34,45,81,18,83,89,73,71,13,88,74,74,11,68,18,36,0,71,47
100,15,17,28,30,47,17,77,72,76,93,37,63,79,43,10,80,39,26,71,81,45,29,22,30,96,97,36,29,82,61,92,12,62,81,56,95,25,82,80,40,41,59,52,79,27,83,91,18,81,71,0,100
0,95,46,84,100,63,72,29,15,87,76,91,100,93,25,43,37,34,56,23,95,46,18,93,90,92,62,53,38,66,67,83,23,44,27,67,24,20,15,73,24,48,97,29,21,89,95,31,70,72,47,100,0
