28
0,1,1,1,2,2,2,2,3,3,3,2,4,2,4,1,3,1,2,1,4,3,2,4,1,2,1,1,4,0
0,12,87,37,14,90,73,13,28,22,50,23,43,64,26,70,86,33,38,94,91,39,33,48,66,12,63,44,85,0
12,0,75,41,63,54,20,24,50,69,49,91,39,98,99,12,41,35,96,11,21,50,95,87,67,77,39,20,89,12
87,75,0,90,54,84,97,56,83,32,55,42,81,61,30,97,74,60,96,74,50,88,22,41,20,26,84,67,36,87
37,41,90,0,18,75,96,51,60,26,14,11,92,28,76,100,38,13,53,63,20,99,98,14,99,45,22,39,93,37
14,63,54,18,0,32,53,37,64,40,59,62,52,61,92,45,70,56,97,59,29,33,11,84,87,49,76,79,90,14
90,54,84,75,32,0,32,90,71,84,69,98,32,52,28,96,50,71,71,91,58,97,11,22,59,80,73,90,65,90
73,20,97,96,53,32,0,22,38,43,50,13,33,41,28,16,68,47,66,20,83,50,59,81,16,99,59,26,30,73
13,24,56,51,37,90,22,0,69,79,18,89,73,77,12,97,72,85,13,85,44,34,27,68,55,51,30,65,99,13
28,50,83,60,64,71,38,69,0,60,24,93,19,93,42,16,32,51,29,81,55,99,16,41,15,97,19,74,88,28
22,69,32,26,40,84,43,79,60,0,43,64,20,94,60,36,42,10,32,45,89,18,67,75,58,28,40,22,86,22
50,49,55,14,59,69,50,18,24,43,0,50,62,95,62,44,22,16,24,28,10,34,89,55,70,72,34,81,65,50
23,91,42,11,62,98,13,89,93,64,50,0,15,99,39,17,30,45,33,27,27,19,83,95,96,11,36,15,25,23
43,39,81,92,52,32,33,73,19,20,62,15,0,100,17,23,63,38,10,54,52,10,71,81,79,59,52,35,46,43
64,98,61,28,61,52,41,77,93,94,95,99,100,0,74,53,12,93,98,56,61,24,95,17,24,23,74,58,15,64
26,99,30,76,92,28,28,12,42,60,62,39,17,74,0,72,35,68,29,21,91,37,100,78,97,91,79,59,74,26
70,12,97,100,45,96,16,97,16,36,44,17,23,53,72,0,70,57,44,76,27,59,44,87,92,85,65,41,59,70
86,41,74,38,70,50,68,72,32,42,22,30,63,12,35,70,0,23,48,54,73,27,100,46,33,30,74,62,16,86
33,35,60,13,56,71,47,85,51,10,16,45,38,93,68,57,23,0,40,60,56,77,38,89,57,36,37,44,31,33
38,96,96,53,97,71,66,13,29,32,24,33,10,98,29,44,48,40,0,10,48,61,85,46,94,47,32,53,28,38
94,11,74,63,59,91,20,85,81,45,28,27,54,56,21,76,54,60,10,0,83,25,41,35,15,96,29,47,21,94
91,21,50,20,29,58,83,44,55,89,10,27,52,61,91,27,73,56,48,83,0,89,78,78,26,35,78,33,43,91
39,50,88,99,33,97,50,34,99,18,34,19,10,24,37,59,27,77,61,25,89,0,89,89,51,21,43,41,26,39
33,95,22,98,11,11,59,27,16,67,89,83,71,95,100,44,100,38,85,41,78,89,0,68,63,49,72,81,77,33
48,87,41,14,84,22,81,68,41,75,55,95,81,17,78,87,46,89,46,35,78,89,68,0,66,96,52,42,40,48
66,67,20,99,87,59,16,55,15,58,70,96,79,24,97,92,33,57,94,15,26,51,63,66,0,28,10,84,87,66
12,77,26,45,49,80,99,51,97,28,72,11,59,23,91,85,30,36,47,96,35,21,49,96,28,0,12,76,73,12
63,39,84,22,76,73,59,30,19,40,34,36,52,74,79,65,74,37,32,29,78,43,72,52,10,12,0,63,72,63
44,20,67,39,79,90,26,65,74,22,81,15,35,58,59,41,62,44,53,47,33,41,81,42,84,76,63,0,64,44
85,89,36,93,90,65,30,99,88,86,65,25,46,15,74,59,16,31,28,21,43,26,77,40,87,73,72,64,0,85
0,12,87,37,14,90,73,13,28,22,50,23,43,64,26,70,86,33,38,94,91,39,33,48,66,12,63,44,85,0
