114
0,2,2,4,2,1,1,2,3,3,4,2,4,1,1,2,3,1,2,1,1,2,2,3,2,3,1,1,4,3,4,2,2,1,2,1,4,2,4,2,1,1,4,4,2,3,4,2,3,2,2,1,3,4,4,2,4,4,1,2,3,1,3,3,2,2,1,4,1,1,4,1,3,4,3,2,3,3,1,3,1,3,4,3,3,1,1,3,2,1,4,4,2,4,2,2,2,4,1,2,2,1,4,3,3,2,4,2,4,4,1,3,4,2,3,0
0,68,97,29,40,72,54,71,13,17,75,94,47,13,55,16,82,73,54,76,75,77,64,23,12,96,64,45,23,87,23,91,95,22,59,32,85,59,73,94,56,62,48,75,64,72,91,94,78,81,83,61,68,92,81,34,15,13,36,87,36,54,47,41,50,36,39,17,28,83,66,44,66,100,97,49,97,41,23,33,50,86,18,53,58,100,81,70,73,15,59,77,15,39,40,64,87,77,75,80,98,81,82,16,99,18,23,93,19,50,66,21,27,55,90,0
68,0,30,22,68,27,44,82,66,69,10,65,48,85,15,79,85,26,34,23,49,80,48,44,70,39,79,25,84,23,14,67,59,93,39,24,62,38,13,19,23,16,69,70,68,100,68,28,13,31,39,22,28,89,59,20,35,100,12,31,92,85,39,62,35,51,73,73,77,89,14,34,35,85,78,21,65,46,68,89,20,72,38,70,47,29,63,24,24,75,35,13,27,69,27,51,21,23,15,36,45,16,88,99,64,67,16,97,38,97,58,20,56,36,48,68
97,30,0,51,86,32,12,46,83,25,25,100,84,68,92,16,94,82,36,21,79,51,35,49,91,60,48,57,46,54,43,41,96,12,24,10,100,14,17,40,82,40,15,35,59,28,87,25,51,67,94,68,73,64,54,97,55,57,63,56,44,27,56,43,84,42,88,10,28,34,17,27,55,47,82,30,11,38,99,39,72,41,12,51,85,37,84,76,45,73,62,90,20,48,67,93,40,34,14,17,36,26,43,20,97,91,88,39,24,41,85,66,24,84,26,97
29,22,51,0,55,81,89,98,44,56,52,99,96,79,58,47,55,20,97,36,70,23,12,48,42,73,14,47,62,60,75,13,65,32,32,23,15,78,31,63,99,94,83,63,91,53,34,62,100,37,50,25,27,38,41,31,38,72,33,40,19,46,70,99,25,18,74,88,47,24,21,19,92,49,48,94,91,75,90,42,53,39,63,45,97,81,48,97,42,29,13,52,19,56,59,50,14,23,45,34,63,10,87,33,79,16,66,83,13,35,45,64,87,29,42,29
40,68,86,55,0,95,25,92,62,94,96,12,35,33,44,77,96,79,38,58,26,85,45,56,26,97,52,80,21,96,58,10,71,92,27,77,79,41,48,47,52,28,31,85,52,30,53,78,77,12,95,79,55,80,44,59,62,25,24,68,65,84,69,91,54,99,72,70,51,86,44,38,66,43,79,60,71,54,31,49,18,64,73,77,80,53,52,17,31,70,24,86,42,23,79,12,71,29,85,51,53,85,99,72,65,22,77,76,16,32,77,43,41,22,44,40
72,27,32,81,95,0,95,75,91,99,85,30,81,85,11,81,12,43,70,76,97,38,93,47,66,51,35,54,17,94,42,51,49,15,31,80,73,95,88,59,24,69,100,35,89,33,49,61,30,46,32,64,87,91,94,36,95,52,73,85,38,28,54,56,38,59,59,79,43,53,14,36,89,82,45,49,82,39,75,30,83,96,82,14,90,91,13,39,70,11,83,68,55,33,65,51,96,64,20,51,84,37,77,28,44,26,48,70,48,58,85,68,69,13,65,72
54,44,12,89,25,95,0,56,83,54,19,58,73,55,54,41,18,29,29,15,81,18,98,68,10,83,66,60,91,25,75,32,28,76,19,16,84,68,78,94,38,23,42,58,14,59,64,35,67,87,50,76,16,45,37,12,31,57,18,41,18,95,12,22,52,48,99,75,80,46,38,97,65,65,38,86,56,55,86,97,28,22,31,19,55,91,76,44,58,83,60,61,28,19,62,62,96,48,30,20,65,66,30,96,30,30,13,44,97,95,14,90,79,70,83,54
71,82,46,98,92,75,56,0,87,28,40,73,73,86,54,42,78,22,65,39,100,70,63,73,31,19,47,36,81,77,81,94,89,13,52,18,66,65,98,43,29,37,35,65,45,100,44,98,59,92,27,42,66,42,41,100,54,11,97,54,50,81,35,37,55,89,92,21,11,50,91,66,86,82,82,36,47,16,97,43,94,84,33,74,17,29,71,22,64,19,20,28,94,23,12,44,12,54,60,53,86,56,29,76,98,32,78,23,67,43,33,20,75,29,46,71
13,66,83,44,62,91,83,87,0,91,54,85,38,56,17,23,61,42,28,38,53,70,95,14,47,60,32,17,13,32,13,77,54,25,66,46,90,16,36,11,73,54,88,76,67,78,37,86,67,85,30,54,30,66,79,86,89,47,25,43,61,93,76,19,76,22,86,39,38,54,38,54,95,79,48,86,46,67,16,52,75,51,40,55,12,22,86,77,96,59,86,31,38,17,27,79,60,27,81,39,30,58,77,12,43,65,66,44,73,84,51,79,61,64,30,13
17,69,25,56,94,99,54,28,91,0,50,70,43,67,32,25,48,55,91,24,20,51,69,45,80,26,32,40,34,24,71,35,70,53,14,10,30,13,99,72,85,53,21,43,62,31,93,24,60,55,85,38,35,76,69,45,57,33,58,35,17,17,92,47,88,100,73,90,38,51,44,53,95,26,44,30,26,44,32,100,26,90,39,24,23,57,18,87,42,28,16,72,22,29,77,76,14,41,56,21,92,24,54,14,73,18,24,81,68,82,20,69,56,57,45,17
75,10,25,52,96,85,19,40,54,50,0,11,41,31,42,85,42,11,26,95,20,65,33,14,61,20,99,20,13,23,75,41,20,25,48,86,46,98,74,11,10,24,25,57,28,46,39,77,56,67,45,35,86,79,50,67,28,59,47,97,47,59,35,46,26,23,13,49,68,90,15,66,78,85,21,38,73,75,95,97,65,70,71,28,52,68,68,61,79,75,94,14,59,24,61,10,28,80,84,36,10,61,25,87,25,90,76,26,19,63,42,30,17,17,47,75
94,65,100,99,12,30,58,73,85,70,11,0,67,66,92,34,27,94,42,53,47,46,98,77,78,30,50,63,66,90,31,12,18,97,91,87,17,53,34,24,11,69,61,38,30,72,41,73,32,80,74,67,75,92,42,82,77,46,13,62,49,21,47,53,46,12,73,87,99,97,34,15,43,39,97,36,69,75,26,38,36,66,46,45,28,66,100,66,78,11,80,70,15,73,37,93,56,74,71,28,56,69,27,54,22,85,31,83,53,81,73,22,99,14,42,94
47,48,84,96,35,81,73,73,38,43,41,67,0,30,16,51,26,56,47,62,12,72,87,36,93,50,26,62,100,87,24,70,69,77,93,68,60,96,96,69,96,41,27,76,12,54,36,77,64,38,84,81,49,82,81,28,94,73,31,78,19,64,76,17,69,97,12,38,40,43,49,98,89,60,35,53,51,12,63,34,49,86,88,22,66,60,89,19,95,37,75,33,52,97,44,69,31,20,86,83,89,98,16,90,88,98,45,30,12,51,86,93,49,51,79,47
13,85,68,79,33,85,55,86,56,67,31,66,30,0,25,66,16,56,25,86,65,52,49,63,83,87,13,67,70,88,16,79,51,28,14,76,90,77,82,22,54,53,74,78,61,35,71,19,100,31,89,11,95,14,54,48,60,90,53,40,21,75,19,17,38,51,49,63,97,23,93,64,11,75,22,37,23,59,49,18,11,39,99,61,20,97,88,45,73,32,58,72,58,86,58,83,39,49,24,75,62,25,10,27,61,26,54,93,88,58,53,59,52,91,56,13
55,15,92,58,44,11,54,54,17,32,42,92,16,25,0,37,27,46,49,67,82,13,17,17,46,70,58,66,36,32,51,84,23,58,99,13,26,29,40,82,62,36,41,59,57,79,80,79,39,52,37,98,70,16,69,35,55,65,100,27,82,54,21,24,78,18,96,22,84,83,57,39,64,73,28,12,64,39,60,73,72,70,29,42,80,77,32,23,84,67,97,58,50,68,43,55,58,52,19,91,91,98,18,97,97,86,99,66,100,48,89,51,71,58,14,55
16,79,16,47,77,81,41,42,23,25,85,34,51,66,37,0,98,53,57,94,30,50,22,35,95,92,46,96,34,21,62,70,98,37,33,12,26,16,94,88,34,79,81,79,52,97,24,98,67,93,21,43,18,73,41,39,61,88,46,11,21,18,33,34,38,81,21,34,27,26,11,51,36,92,27,33,85,72,42,25,84,55,30,25,55,92,95,52,22,86,10,91,99,94,82,26,47,85,35,34,72,76,95,56,45,42,32,95,93,36,79,73,99,89,86,16
82,85,94,55,96,12,18,78,61,48,42,27,26,16,27,98,0,16,36,99,55,15,32,73,27,18,98,80,57,21,54,15,71,94,76,84,81,92,79,29,44,95,69,15,93,42,90,65,66,89,56,40,65,61,79,10,55,92,59,72,57,96,93,86,31,28,75,54,16,94,75,27,62,27,47,59,76,96,40,71,46,99,12,22,18,28,93,33,76,86,92,95,39,64,88,23,53,24,41,75,12,33,41,48,17,39,30,54,25,47,88,20,40,30,39,82
73,26,82,20,79,43,29,22,42,55,11,94,56,56,46,53,16,0,90,83,84,18,44,14,52,48,54,91,15,27,29,41,52,55,67,11,75,48,75,37,58,27,78,33,78,99,31,60,51,53,40,44,100,73,90,82,74,29,62,60,81,70,97,77,73,40,27,31,73,36,19,93,77,50,42,52,69,88,34,88,53,19,36,49,38,66,39,16,58,13,72,90,13,60,79,81,26,16,29,91,10,78,54,54,21,69,73,37,20,45,57,37,22,23,25,73
54,34,36,97,38,70,29,65,28,91,26,42,47,25,49,57,36,90,0,44,55,87,25,29,65,11,55,39,90,60,19,73,92,37,50,15,66,90,31,57,65,37,70,30,13,51,40,46,85,63,64,18,47,21,38,39,25,12,86,100,26,100,84,57,90,91,60,65,93,28,95,72,76,77,31,55,19,65,85,70,32,67,72,26,29,89,95,100,45,63,71,59,40,21,59,18,23,86,65,47,31,12,70,86,45,64,14,91,77,61,30,60,10,67,73,54
76,23,21,36,58,76,15,39,38,24,95,53,62,86,67,94,99,83,44,0,66,34,45,50,78,80,66,14,93,27,50,34,17,61,14,45,43,60,69,25,23,45,60,58,75,95,76,46,64,40,90,24,79,57,56,31,50,89,84,75,60,67,26,52,90,27,91,45,79,89,81,18,88,96,19,42,51,40,79,33,75,87,49,76,91,82,77,40,56,17,57,11,49,35,22,99,79,97,94,74,76,89,47,19,72,55,56,84,24,51,71,70,76,44,54,76
