61
0,4,2,4,2,1,4,4,3,3,4,4,4,2,4,1,4,4,3,1,3,2,4,3,4,2,3,4,2,4,4,3,1,4,3,3,4,1,2,4,1,4,1,1,1,2,4,2,1,2,1,3,4,2,2,3,3,2,4,1,1,1,0
0,17,30,20,27,38,18,90,25,45,38,20,92,97,12,74,79,85,69,33,52,96,19,80,65,10,63,77,85,24,53,51,82,32,61,62,61,66,66,53,23,25,16,34,97,31,61,39,37,34,65,38,42,38,75,98,100,75,64,27,60,90,0
17,0,75,63,100,12,43,11,38,27,36,40,91,75,22,75,69,11,19,63,100,71,72,25,40,11,67,73,30,18,34,70,82,76,87,23,70,13,21,21,46,33,69,56,21,38,97,54,38,97,55,32,57,24,16,42,31,79,88,25,27,46,17
30,75,0,18,76,43,54,99,78,14,87,94,86,36,46,64,16,14,54,96,53,38,52,17,26,10,11,50,87,70,32,70,67,16,81,58,13,87,50,56,88,83,15,89,72,96,58,70,86,79,94,58,20,29,68,14,32,80,87,46,70,11,30
20,63,18,0,71,13,85,17,98,70,91,28,54,58,36,37,37,70,60,77,35,55,44,40,93,10,46,69,81,46,54,15,61,22,14,82,76,48,85,10,15,59,51,18,13,31,40,73,50,70,54,97,81,70,87,60,68,13,17,65,50,87,20
27,100,76,71,0,12,81,32,76,87,33,86,47,59,84,29,35,53,14,42,75,76,20,97,29,96,80,32,49,89,65,17,25,62,14,67,99,12,88,47,37,48,72,55,79,91,15,46,88,66,41,98,26,24,40,47,95,84,12,41,59,95,27
38,12,43,13,12,0,48,35,23,72,65,97,44,76,24,36,51,64,44,36,28,85,88,91,57,26,53,41,24,28,67,25,73,45,42,54,39,16,21,23,22,18,93,88,55,42,37,79,85,11,82,67,98,13,13,27,69,51,79,95,45,38,38
18,43,54,85,81,48,0,23,33,15,55,21,16,18,57,91,16,63,31,48,10,11,80,82,57,79,89,17,26,68,78,82,91,12,35,67,72,74,63,56,100,12,27,48,30,58,16,24,41,21,62,62,100,15,46,83,18,45,19,11,95,72,18
90,11,99,17,32,35,23,0,88,15,78,99,36,34,34,43,64,27,93,92,33,30,94,57,50,35,50,38,34,55,37,88,29,74,42,35,53,60,68,34,48,47,28,31,11,38,36,53,13,85,57,41,14,98,84,63,50,43,65,71,85,28,90
25,38,78,98,76,23,33,88,0,19,81,59,74,58,40,40,46,62,32,96,14,38,100,93,26,37,23,64,74,47,70,81,71,91,75,30,54,77,34,79,35,24,69,24,54,43,93,73,99,55,73,12,22,60,61,60,93,94,20,20,38,43,25
45,27,14,70,87,72,15,15,19,0,75,39,25,85,11,26,60,53,85,71,44,88,16,93,48,50,69,49,76,12,51,70,21,22,100,25,56,65,40,84,69,39,35,78,70,75,57,10,10,85,75,25,23,56,49,13,84,46,71,56,32,23,45
38,36,87,91,33,65,55,78,81,75,0,52,53,36,40,40,33,38,71,71,51,63,67,78,94,91,13,70,45,49,54,99,54,83,39,27,10,15,13,24,56,91,95,61,11,63,48,26,17,12,54,27,72,38,38,50,41,56,10,98,58,87,38
20,40,94,28,86,97,21,99,59,39,52,0,66,89,17,13,59,48,21,61,61,43,22,11,81,23,100,31,59,62,50,40,85,67,90,63,83,97,62,84,54,43,89,95,84,58,24,56,26,11,95,74,17,40,85,89,88,97,38,81,12,66,20
92,91,86,54,47,44,16,36,74,25,53,66,0,16,73,78,17,54,24,24,72,66,13,21,12,19,36,57,15,32,25,77,84,16,20,100,98,76,32,72,62,29,91,23,26,90,83,86,83,74,45,86,51,49,62,14,55,68,35,86,45,71,92
97,75,36,58,59,76,18,34,58,85,36,89,16,0,31,13,85,80,82,47,15,61,97,89,67,64,45,50,48,38,33,10,41,28,87,69,15,80,60,66,47,35,93,63,31,42,99,94,61,94,37,83,27,30,74,84,53,23,38,58,10,81,97
12,22,46,36,84,24,57,34,40,11,40,17,73,31,0,74,14,75,66,30,70,16,76,75,47,29,67,31,82,29,85,89,47,15,71,60,18,69,20,14,83,95,100,94,78,23,56,19,22,85,96,39,87,16,85,25,73,47,69,36,32,39,12
74,75,64,37,29,36,91,43,40,26,40,13,78,13,74,0,82,48,70,13,10,58,24,63,49,39,15,24,73,49,82,85,21,81,91,25,63,27,59,41,88,57,34,37,32,46,16,71,18,56,100,19,19,95,27,99,81,85,100,31,33,75,74
79,69,16,37,35,51,16,64,46,60,33,59,17,85,14,82,0,34,79,56,11,88,25,40,20,93,91,27,33,39,91,56,78,75,37,63,20,44,74,62,17,90,35,78,87,96,35,66,53,71,54,50,93,32,58,67,49,69,42,76,33,34,79
85,11,14,70,53,64,63,27,62,53,38,48,54,80,75,48,34,0,27,86,99,48,67,16,14,57,42,31,96,91,14,91,73,67,33,40,14,44,58,76,43,64,14,38,14,41,70,99,31,90,15,99,27,65,58,60,56,13,64,81,63,53,85
69,19,54,60,14,44,31,93,32,85,71,21,24,82,66,70,79,27,0,53,61,69,22,65,21,18,82,21,85,59,20,15,23,75,67,81,13,26,45,68,42,20,45,40,53,20,55,55,31,79,31,59,50,46,34,54,18,68,86,90,29,97,69
33,63,96,77,42,36,48,92,96,71,71,61,24,47,30,13,56,86,53,0,70,19,18,43,29,31,69,37,96,69,32,58,51,16,75,24,43,74,65,12,24,27,23,11,14,54,81,82,91,23,45,86,38,94,30,41,24,73,29,79,51,51,33
52,100,53,35,75,28,10,33,14,44,51,61,72,15,70,10,11,99,61,70,0,38,99,83,70,41,13,19,10,84,77,40,23,10,69,19,30,92,33,97,90,83,55,13,81,80,59,65,37,62,27,31,60,77,30,71,76,10,85,93,16,86,52
96,71,38,55,76,85,11,30,38,88,63,43,66,61,16,58,88,48,69,19,38,0,53,48,64,34,46,77,47,51,25,14,21,66,47,99,13,27,37,23,70,92,69,30,78,99,12,90,70,67,51,73,17,48,71,66,59,74,17,59,13,38,96
19,72,52,44,20,88,80,94,100,16,67,22,13,97,76,24,25,67,22,18,99,53,0,77,59,24,63,57,11,31,77,39,20,63,25,81,55,100,21,56,33,57,96,37,60,78,97,24,84,63,59,57,52,62,18,38,38,76,23,27,69,62,19
80,25,17,40,97,91,82,57,93,93,78,11,21,89,75,63,40,16,65,43,83,48,77,0,42,25,20,49,51,17,19,35,83,57,93,28,71,22,90,58,66,98,29,77,82,21,73,34,95,90,19,40,91,100,34,86,99,80,58,25,76,67,80
65,40,26,93,29,57,57,50,26,48,94,81,12,67,47,49,20,14,21,29,70,64,59,42,0,69,11,35,63,93,54,33,75,19,75,41,90,99,60,67,11,72,67,79,91,92,56,73,33,99,76,82,80,18,55,63,66,75,72,77,18,23,65
10,11,10,10,96,26,79,35,37,50,91,23,19,64,29,39,93,57,18,31,41,34,24,25,69,0,25,89,16,83,28,14,29,63,46,46,65,57,98,91,75,60,84,72,59,49,57,25,58,40,35,27,63,83,70,65,32,27,58,86,74,33,10
63,67,11,46,80,53,89,50,23,69,13,100,36,45,67,15,91,42,82,69,13,46,63,20,11,25,0,76,36,39,89,18,43,48,68,69,55,63,97,84,63,13,64,52,83,98,26,20,88,58,20,58,34,46,25,61,48,65,98,81,78,89,63
77,73,50,69,32,41,17,38,64,49,70,31,57,50,31,24,27,31,21,37,19,77,57,49,35,89,76,0,94,90,94,35,17,12,40,27,26,86,36,81,71,22,89,20,48,71,95,24,85,11,84,47,41,81,26,33,46,28,95,32,81,53,77
85,30,87,81,49,24,26,34,74,76,45,59,15,48,82,73,33,96,85,96,10,47,11,51,63,16,36,94,0,48,49,38,54,38,55,14,42,64,22,43,27,45,64,93,89,96,89,12,19,42,95,46,67,30,92,26,81,14,84,89,100,32,85
