40
0,1,2,1,1,4,2,2,4,4,1,2,1,4,3,3,4,3,3,1,2,4,2,1,2,3,3,2,1,2,2,2,4,1,4,2,1,1,2,3,4,0
0,71,11,33,64,48,17,37,39,73,56,85,39,32,58,65,28,100,58,27,50,16,29,27,33,25,76,25,28,55,36,40,31,72,32,48,46,69,20,48,72,0
71,0,71,46,23,29,72,25,19,60,72,20,17,52,10,35,82,41,39,25,89,95,83,88,20,85,92,13,66,89,53,57,28,11,61,24,85,83,95,64,80,71
11,71,0,67,56,64,47,31,67,11,84,55,38,53,42,82,17,70,65,24,38,71,17,31,24,87,84,19,85,78,46,19,50,42,99,25,89,30,81,97,53,11
33,46,67,0,99,56,48,48,38,59,62,43,81,20,46,33,36,12,64,61,10,52,37,72,80,90,37,49,21,40,35,52,56,63,42,28,84,39,100,89,98,33
64,23,56,99,0,49,94,74,19,75,41,72,37,72,61,24,58,51,39,29,19,28,32,76,25,16,81,73,58,100,55,32,90,90,73,100,70,64,90,38,52,64
48,29,64,56,49,0,69,86,10,50,96,60,75,13,42,79,77,13,39,11,25,16,22,40,58,86,65,74,62,52,25,61,66,60,66,68,100,67,36,12,86,48
17,72,47,48,94,69,0,86,42,55,14,50,11,86,74,19,50,47,10,89,65,86,99,73,27,25,31,55,51,35,38,21,29,48,33,40,52,54,42,62,79,17
37,25,31,48,74,86,86,0,44,81,23,54,57,86,12,81,22,89,76,61,36,14,28,35,44,97,93,64,44,76,27,71,91,74,92,42,86,13,74,62,36,37
39,19,67,38,19,10,42,44,0,18,12,89,30,45,21,93,63,74,41,55,74,56,34,20,87,88,60,61,43,54,60,80,33,14,60,59,67,56,12,78,24,39
73,60,11,59,75,50,55,81,18,0,67,43,44,24,99,76,44,95,87,67,54,88,55,55,77,35,74,58,40,85,33,58,93,26,10,84,18,39,14,72,95,73
56,72,84,62,41,96,14,23,12,67,0,25,41,31,40,36,38,57,11,18,65,19,81,18,64,65,57,50,65,97,94,70,83,30,91,92,65,39,73,90,94,56
85,20,55,43,72,60,50,54,89,43,25,0,47,32,37,78,50,70,94,96,60,27,18,29,92,11,44,20,11,68,44,40,40,20,95,25,57,41,23,36,16,85
39,17,38,81,37,75,11,57,30,44,41,47,0,33,47,48,77,29,38,63,57,64,79,61,58,48,48,52,30,47,63,27,84,85,72,27,24,52,67,19,74,39
32,52,53,20,72,13,86,86,45,24,31,32,33,0,50,10,92,50,41,58,78,30,30,86,98,93,30,64,63,51,65,23,32,28,60,55,96,26,62,88,58,32
58,10,42,46,61,42,74,12,21,99,40,37,47,50,0,92,56,83,44,79,84,74,38,78,54,100,73,94,64,15,72,48,73,11,27,55,12,50,23,54,89,58
65,35,82,33,24,79,19,81,93,76,36,78,48,10,92,0,47,71,60,79,69,43,91,92,66,92,18,27,32,81,78,74,85,90,58,77,71,64,91,83,75,65
28,82,17,36,58,77,50,22,63,44,38,50,77,92,56,47,0,91,63,83,16,52,17,62,31,61,32,98,47,61,79,60,47,30,21,90,59,69,94,82,92,28
100,41,70,12,51,13,47,89,74,95,57,70,29,50,83,71,91,0,77,41,47,22,49,48,49,25,42,45,47,77,92,55,30,99,31,52,80,54,33,83,44,100
58,39,65,64,39,39,10,76,41,87,11,94,38,41,44,60,63,77,0,93,63,60,32,13,54,98,40,11,97,84,56,69,55,25,20,41,25,85,32,67,41,58
27,25,24,61,29,11,89,61,55,67,18,96,63,58,79,79,83,41,93,0,15,30,67,23,11,13,50,54,82,12,74,48,73,15,10,77,36,78,11,26,72,27
50,89,38,10,19,25,65,36,74,54,65,60,57,78,84,69,16,47,63,15,0,19,19,77,90,23,20,23,72,75,77,28,31,59,10,42,94,12,13,53,21,50
16,95,71,52,28,16,86,14,56,88,19,27,64,30,74,43,52,22,60,30,19,0,42,67,17,94,67,36,38,20,98,18,100,26,97,26,96,92,71,54,23,16
29,83,17,37,32,22,99,28,34,55,81,18,79,30,38,91,17,49,32,67,19,42,0,95,70,82,11,66,71,99,13,77,51,88,53,38,24,61,93,36,96,29
27,88,31,72,76,40,73,35,20,55,18,29,61,86,78,92,62,48,13,23,77,67,95,0,52,34,68,57,73,84,89,65,70,89,46,63,72,51,77,39,38,27
33,20,24,80,25,58,27,44,87,77,64,92,58,98,54,66,31,49,54,11,90,17,70,52,0,25,50,49,14,63,41,44,71,97,31,78,10,36,27,34,26,33
25,85,87,90,16,86,25,97,88,35,65,11,48,93,100,92,61,25,98,13,23,94,82,34,25,0,90,21,47,74,78,47,74,52,70,100,64,36,55,14,33,25
76,92,84,37,81,65,31,93,60,74,57,44,48,30,73,18,32,42,40,50,20,67,11,68,50,90,0,45,36,54,60,10,63,36,48,34,96,81,51,98,73,76
25,13,19,49,73,74,55,64,61,58,50,20,52,64,94,27,98,45,11,54,23,36,66,57,49,21,45,0,81,34,68,63,89,35,93,75,41,35,45,24,83,25
28,66,85,21,58,62,51,44,43,40,65,11,30,63,64,32,47,47,97,82,72,38,71,73,14,47,36,81,0,48,95,72,68,90,97,12,56,11,32,34,22,28
