19
0,2,4,4,2,3,3,4,2,1,2,3,2,3,3,4,4,1,4,3,0
0,96,20,22,85,68,94,47,55,71,91,61,55,91,31,75,79,24,93,77,0
96,0,15,70,68,27,63,82,16,32,26,38,39,90,85,73,19,58,95,81,96
20,15,0,91,56,85,72,88,50,64,16,30,72,18,37,91,63,80,90,57,20
22,70,91,0,87,55,80,55,91,70,55,72,78,81,43,11,50,51,44,90,22
85,68,56,87,0,16,97,56,30,40,20,39,42,70,28,71,87,83,99,17,85
68,27,85,55,16,0,54,49,25,30,46,34,10,81,93,41,29,95,92,90,68
94,63,72,80,97,54,0,67,75,100,43,45,56,79,78,57,83,75,33,29,94
47,82,88,55,56,49,67,0,58,47,28,25,74,49,61,87,38,36,91,97,47
55,16,50,91,30,25,75,58,0,51,77,25,23,45,58,43,21,95,82,84,55
71,32,64,70,40,30,100,47,51,0,63,34,75,84,78,21,44,33,12,62,71
91,26,16,55,20,46,43,28,77,63,0,98,24,100,13,68,88,99,24,71,91
61,38,30,72,39,34,45,25,25,34,98,0,66,18,41,20,12,12,83,26,61
55,39,72,78,42,10,56,74,23,75,24,66,0,79,38,56,87,65,26,42,55
91,90,18,81,70,81,79,49,45,84,100,18,79,0,65,42,16,35,67,21,91
31,85,37,43,28,93,78,61,58,78,13,41,38,65,0,84,14,19,47,12,31
75,73,91,11,71,41,57,87,43,21,68,20,56,42,84,0,23,89,67,14,75
79,19,63,50,87,29,83,38,21,44,88,12,87,16,14,23,0,36,21,85,79
24,58,80,51,83,95,75,36,95,33,99,12,65,35,19,89,36,0,35,42,24
93,95,90,44,99,92,33,91,82,12,24,83,26,67,47,67,21,35,0,43,93
77,81,57,90,17,90,29,97,84,62,71,26,42,21,12,14,85,42,43,0,77
0,96,20,22,85,68,94,47,55,71,91,61,55,91,31,75,79,24,93,77,0
