29
0,2,1,1,4,2,2,4,3,3,3,3,2,3,4,3,2,3,3,1,2,3,2,1,3,2,2,1,2,3,0
0,86,50,91,79,36,69,31,82,98,35,16,28,60,12,75,58,60,13,98,55,72,56,44,23,18,57,76,56,40,0
86,0,51,70,90,73,21,36,47,98,46,94,29,50,19,87,87,72,42,56,30,74,37,51,27,36,98,96,19,18,86
50,51,0,72,44,21,81,25,65,68,97,25,64,69,86,62,31,80,84,22,58,85,75,84,33,17,99,33,26,99,50
91,70,72,0,46,40,15,17,94,71,11,74,17,54,88,52,11,74,95,87,14,94,44,18,89,66,39,99,59,43,91
79,90,44,46,0,13,59,66,37,18,46,61,61,26,63,87,62,11,97,55,94,57,53,76,85,87,74,19,91,50,79
36,73,21,40,13,0,73,44,49,86,81,19,47,16,16,30,16,16,34,26,56,43,96,91,26,83,49,42,21,92,36
69,21,81,15,59,73,0,70,14,47,83,80,77,50,25,95,39,100,17,51,93,38,36,45,17,93,50,12,52,27,69
31,36,25,17,66,44,70,0,24,76,39,11,18,90,44,77,67,80,40,47,23,79,39,50,90,80,63,51,53,77,31
82,47,65,94,37,49,14,24,0,53,29,63,53,36,72,42,94,96,100,78,72,60,87,100,21,90,86,43,81,97,82
98,98,68,71,18,86,47,76,53,0,80,93,45,69,90,32,27,61,73,26,36,46,37,18,92,94,95,39,74,39,98
35,46,97,11,46,81,83,39,29,80,0,84,60,68,83,17,31,73,70,56,58,43,54,58,18,22,76,56,62,46,35
16,94,25,74,61,19,80,11,63,93,84,0,76,50,43,73,66,29,68,74,17,46,47,41,40,11,46,73,11,86,16
28,29,64,17,61,47,77,18,53,45,60,76,0,46,64,23,49,33,71,63,66,78,92,54,16,36,59,71,81,99,28
60,50,69,54,26,16,50,90,36,69,68,50,46,0,26,87,55,36,55,37,85,99,25,38,73,20,13,43,85,47,60
12,19,86,88,63,16,25,44,72,90,83,43,64,26,0,46,53,70,67,56,37,41,26,12,45,23,84,65,42,55,12
75,87,62,52,87,30,95,77,42,32,17,73,23,87,46,0,36,75,29,94,24,98,23,90,88,80,41,81,98,73,75
58,87,31,11,62,16,39,67,94,27,31,66,49,55,53,36,0,35,86,97,35,88,50,33,100,90,35,84,30,78,58
60,72,80,74,11,16,100,80,96,61,73,29,33,36,70,75,35,0,17,63,100,60,61,48,48,22,82,37,84,79,60
13,42,84,95,97,34,17,40,100,73,70,68,71,55,67,29,86,17,0,66,81,45,61,63,91,52,51,63,86,26,13
98,56,22,87,55,26,51,47,78,26,56,74,63,37,56,94,97,63,66,0,92,76,59,86,63,97,31,27,64,25,98
55,30,58,14,94,56,93,23,72,36,58,17,66,85,37,24,35,100,81,92,0,57,51,82,100,47,77,17,86,20,55
72,74,85,94,57,43,38,79,60,46,43,46,78,99,41,98,88,60,45,76,57,0,45,98,72,59,30,74,60,44,72
56,37,75,44,53,96,36,39,87,37,54,47,92,25,26,23,50,61,61,59,51,45,0,58,73,75,61,18,79,89,56
44,51,84,18,76,91,45,50,100,18,58,41,54,38,12,90,33,48,63,86,82,98,58,0,90,51,13,58,84,70,44
23,27,33,89,85,26,17,90,21,92,18,40,16,73,45,88,100,48,91,63,100,72,73,90,0,67,59,83,31,21,23
18,36,17,66,87,83,93,80,90,94,22,11,36,20,23,80,90,22,52,97,47,59,75,51,67,0,73,69,61,75,18
57,98,99,39,74,49,50,63,86,95,76,46,59,13,84,41,35,82,51,31,77,30,61,13,59,73,0,93,99,14,57
76,96,33,99,19,42,12,51,43,39,56,73,71,43,65,81,84,37,63,27,17,74,18,58,83,69,93,0,18,40,76
56,19,26,59,91,21,52,53,81,74,62,11,81,85,42,98,30,84,86,64,86,60,79,84,31,61,99,18,0,20,56
40,18,99,43,50,92,27,77,97,39,46,86,99,47,55,73,78,79,26,25,20,44,89,70,21,75,14,40,20,0,40
0,86,50,91,79,36,69,31,82,98,35,16,28,60,12,75,58,60,13,98,55,72,56,44,23,18,57,76,56,40,0
