20
0,1,4,1,3,2,3,4,2,1,2,4,1,3,1,2,4,4,2,4,4,0
0,94,65,13,96,26,100,88,21,82,33,91,12,37,73,84,78,35,38,19,19,0
94,0,38,52,66,62,83,83,44,61,42,17,26,15,73,21,32,42,96,84,67,94
65,38,0,52,16,56,14,61,83,44,26,45,35,81,55,82,42,93,95,100,61,65
13,52,52,0,49,95,26,32,29,60,69,82,14,57,82,96,23,39,93,15,19,13
96,66,16,49,0,54,68,49,83,73,18,24,61,85,34,26,47,25,83,63,20,96
26,62,56,95,54,0,34,63,13,59,58,60,70,63,19,57,95,58,11,54,58,26
100,83,14,26,68,34,0,82,30,65,65,18,43,97,59,64,33,56,52,98,44,100
88,83,61,32,49,63,82,0,38,42,21,32,59,90,47,42,81,53,100,33,66,88
21,44,83,29,83,13,30,38,0,26,94,59,84,65,99,93,88,99,57,28,46,21
82,61,44,60,73,59,65,42,26,0,100,44,32,43,33,43,95,17,40,80,90,82
33,42,26,69,18,58,65,21,94,100,0,33,34,89,67,40,38,11,87,85,97,33
91,17,45,82,24,60,18,32,59,44,33,0,37,96,52,86,46,80,80,67,97,91
12,26,35,14,61,70,43,59,84,32,34,37,0,75,82,23,27,47,72,21,20,12
37,15,81,57,85,63,97,90,65,43,89,96,75,0,60,60,24,59,94,62,95,37
73,73,55,82,34,19,59,47,99,33,67,52,82,60,0,98,92,26,10,26,27,73
84,21,82,96,26,57,64,42,93,43,40,86,23,60,98,0,29,90,26,55,97,84
78,32,42,23,47,95,33,81,88,95,38,46,27,24,92,29,0,29,36,93,63,78
35,42,93,39,25,58,56,53,99,17,11,80,47,59,26,90,29,0,52,23,37,35
38,96,95,93,83,11,52,100,57,40,87,80,72,94,10,26,36,52,0,45,83,38
19,84,100,15,63,54,98,33,28,80,85,67,21,62,26,55,93,23,45,0,66,19
19,67,61,19,20,58,44,66,46,90,97,97,20,95,27,97,63,37,83,66,0,19
0,94,65,13,96,26,100,88,21,82,33,91,12,37,73,84,78,35,38,19,19,0
