75
0,2,4,1,1,2,4,1,1,3,2,1,3,3,2,4,2,1,2,1,4,2,1,4,3,4,3,4,3,4,4,1,4,3,1,2,1,4,1,4,1,4,4,4,3,2,3,3,3,4,3,3,4,4,2,1,3,3,2,2,2,2,2,4,4,1,3,3,4,1,1,4,3,1,4,2,0
0,13,21,83,46,63,10,58,26,70,73,55,32,15,51,69,80,86,31,67,59,93,20,46,45,17,23,13,26,39,33,78,68,56,24,60,19,43,66,27,50,52,95,59,93,62,78,93,35,64,89,29,39,42,65,71,86,66,51,42,92,66,56,34,95,43,86,24,82,54,94,51,36,81,75,45,0
13,0,24,85,11,67,16,40,66,42,83,58,32,71,99,45,70,53,33,100,32,30,32,78,79,46,68,57,46,23,80,60,94,87,100,29,30,33,39,25,55,98,13,79,41,76,33,59,64,77,54,99,100,86,91,19,36,15,91,61,73,52,88,83,17,74,65,63,50,46,93,32,33,95,40,100,13
21,24,0,35,15,42,96,31,58,26,48,10,88,98,34,31,93,95,50,77,72,75,81,31,69,59,23,77,80,14,73,75,100,98,26,23,42,48,37,41,47,90,90,33,13,70,93,61,28,12,68,41,46,18,54,39,16,59,33,48,70,64,87,46,45,54,34,26,32,68,40,98,27,63,68,65,21
83,85,35,0,51,93,33,25,71,32,51,13,41,46,77,41,81,60,25,19,21,23,62,79,79,45,97,39,71,30,26,78,60,82,10,63,20,63,79,35,11,85,56,18,91,87,16,22,30,51,69,61,50,19,33,10,38,55,33,40,97,41,92,44,27,23,10,90,79,17,27,71,38,23,56,25,83
46,11,15,51,0,82,51,81,19,28,69,92,51,27,94,57,91,58,94,71,11,94,36,63,79,51,83,24,17,47,21,17,36,89,19,89,15,59,66,59,24,98,48,93,79,54,49,70,68,64,52,51,16,84,82,18,94,70,55,91,25,63,78,32,87,36,57,62,23,72,96,12,17,61,12,76,46
63,67,42,93,82,0,55,86,52,61,80,69,62,77,96,30,56,35,67,59,35,14,47,16,82,62,48,59,66,71,71,23,82,12,80,82,81,56,10,15,36,33,36,32,100,16,79,83,30,52,45,50,58,55,20,49,30,70,13,76,53,79,85,90,33,79,17,83,66,94,50,100,66,24,55,81,63
10,16,96,33,51,55,0,17,89,74,77,50,82,56,97,14,23,40,15,38,43,66,14,52,95,50,47,73,34,31,51,21,93,75,51,73,91,40,69,54,56,27,92,36,86,69,11,20,90,24,95,77,61,35,13,62,50,100,18,37,59,64,13,58,91,37,65,32,97,56,47,29,39,54,73,94,10
58,40,31,25,81,86,17,0,36,40,97,27,28,27,50,65,13,55,85,49,98,40,73,42,66,15,93,83,10,26,60,97,54,67,33,15,64,56,89,58,54,94,47,53,13,97,99,63,81,65,98,69,50,96,36,87,29,40,95,36,70,85,70,46,68,94,14,16,71,95,38,25,41,82,14,99,58
26,66,58,71,19,52,89,36,0,90,47,64,66,20,69,70,69,78,28,74,56,26,93,19,74,94,53,82,17,76,57,48,43,14,60,72,78,19,47,33,36,69,25,83,75,77,77,19,63,64,29,41,88,85,79,40,45,91,41,38,78,45,20,90,79,62,10,35,71,32,41,17,37,86,52,26,26
70,42,26,32,28,61,74,40,90,0,40,81,47,42,59,25,86,24,42,93,92,62,15,18,75,34,12,10,70,60,44,56,50,80,34,54,91,66,85,99,99,56,90,99,77,26,86,18,92,73,26,80,13,77,61,62,85,64,21,56,97,86,41,74,65,66,76,85,91,46,26,75,59,84,20,24,70
73,83,48,51,69,80,77,97,47,40,0,60,100,10,77,57,84,72,92,91,95,24,19,42,100,50,52,79,36,70,12,88,13,75,95,22,56,100,22,78,69,18,30,93,75,45,86,44,33,78,65,10,26,65,33,35,13,85,39,10,95,27,83,55,38,63,76,89,64,62,74,66,97,10,37,57,73
55,58,10,13,92,69,50,27,64,81,60,0,24,65,60,95,100,75,39,81,47,23,42,87,92,90,60,36,91,17,38,31,36,50,94,18,63,82,38,38,83,37,20,94,42,28,35,59,62,94,94,85,13,73,71,19,82,87,62,65,98,19,68,76,69,42,19,20,14,65,25,70,59,37,15,33,55
32,32,88,41,51,62,82,28,66,47,100,24,0,63,41,58,22,34,90,58,48,86,71,50,27,15,67,64,38,54,96,47,78,33,74,71,32,20,59,71,39,33,86,76,31,82,75,32,19,54,71,29,31,17,57,26,82,46,46,87,25,25,27,16,69,61,92,74,95,12,75,63,36,91,33,12,32
15,71,98,46,27,77,56,27,20,42,10,65,63,0,75,75,14,65,66,81,41,39,29,12,18,78,86,95,94,24,59,79,95,37,64,81,76,92,32,97,70,95,31,42,59,31,84,96,17,64,12,54,64,58,81,62,11,46,57,99,35,69,54,47,62,17,82,71,41,94,73,47,88,75,23,95,15
51,99,34,77,94,96,97,50,69,59,77,60,41,75,0,68,53,95,34,86,33,42,68,43,81,41,94,66,50,24,37,24,28,39,36,70,48,13,98,100,55,87,64,81,36,48,97,91,34,35,85,71,94,87,54,47,17,99,66,70,40,30,98,73,66,78,44,59,76,94,38,65,39,16,96,28,51
69,45,31,41,57,30,14,65,70,25,57,95,58,75,68,0,98,21,79,31,62,66,79,77,40,37,83,45,10,36,11,46,10,57,14,30,83,95,52,24,30,65,97,55,35,38,91,34,61,76,71,75,48,75,42,89,46,60,88,22,70,93,57,50,91,72,74,29,38,25,34,61,100,21,57,86,69
80,70,93,81,91,56,23,13,69,86,84,100,22,14,53,98,0,24,20,72,90,55,30,67,98,94,16,94,59,42,57,58,100,62,70,98,53,34,48,20,69,62,45,23,27,28,93,57,50,45,54,37,79,94,81,30,44,62,76,58,91,83,45,26,100,15,92,76,72,64,34,70,65,90,76,43,80
86,53,95,60,58,35,40,55,78,24,72,75,34,65,95,21,24,0,68,22,65,59,62,15,43,60,75,51,54,10,70,46,95,79,23,45,15,61,21,15,75,91,38,37,50,62,57,10,38,65,86,84,91,53,37,100,13,46,20,20,25,85,44,34,87,64,71,33,49,29,33,75,25,25,85,87,86
31,33,50,25,94,67,15,85,28,42,92,39,90,66,34,79,20,68,0,43,29,78,58,39,53,25,83,53,84,86,77,54,75,15,61,76,27,15,65,90,70,57,66,42,70,82,50,68,73,51,54,53,38,97,61,81,78,22,52,76,33,90,66,46,27,78,97,68,59,26,100,53,88,54,45,36,31
67,100,77,19,71,59,38,49,74,93,91,81,58,81,86,31,72,22,43,0,20,31,70,43,34,85,42,29,64,11,58,65,67,28,100,36,49,32,25,86,49,91,84,53,60,17,76,100,76,88,10,10,37,35,77,50,79,71,79,44,48,77,92,57,98,65,41,80,49,11,85,20,53,44,41,88,67
59,32,72,21,11,35,43,98,56,92,95,47,48,41,33,62,90,65,29,20,0,50,34,81,62,60,35,31,18,87,86,99,53,86,63,28,18,81,68,76,27,86,38,21,11,47,49,22,13,47,50,72,29,16,58,100,97,65,72,79,67,40,67,43,78,43,41,94,78,97,77,52,63,29,76,77,59
93,30,75,23,94,14,66,40,26,62,24,23,86,39,42,66,55,59,78,31,50,0,44,74,36,75,99,63,80,78,75,52,37,63,93,59,63,33,64,13,34,35,13,48,71,11,76,53,65,98,15,13,83,77,69,99,28,31,93,40,42,70,36,80,87,74,22,13,33,72,34,91,33,78,10,40,93
20,32,81,62,36,47,14,73,93,15,19,42,71,29,68,79,30,62,58,70,34,44,0,67,49,68,45,11,14,68,51,92,56,22,78,70,25,77,77,98,41,62,68,57,62,53,11,53,10,10,34,12,36,97,51,50,44,16,89,18,99,22,79,93,35,84,89,50,31,84,77,50,67,22,58,47,20
46,78,31,79,63,16,52,42,19,18,42,87,50,12,43,77,67,15,39,43,81,74,67,0,100,86,97,55,14,48,100,61,16,17,43,26,58,31,99,48,81,27,21,57,40,52,79,89,65,33,90,28,91,13,48,35,47,44,57,16,41,30,54,64,36,32,15,89,52,94,91,95,47,95,94,46,46
45,79,69,79,79,82,95,66,74,75,100,92,27,18,81,40,98,43,53,34,62,36,49,100,0,40,51,33,65,69,28,31,80,29,98,50,44,54,34,80,91,12,29,28,15,94,99,12,39,20,95,77,74,90,94,57,64,97,86,23,47,33,25,80,20,33,37,81,89,25,32,68,13,27,26,68,45
17,46,59,45,51,62,50,15,94,34,50,90,15,78,41,37,94,60,25,85,60,75,68,86,40,0,80,22,18,36,52,35,14,35,22,35,61,16,25,51,74,90,55,58,40,94,96,72,65,31,40,97,14,31,48,54,74,92,92,69,19,89,12,43,37,88,31,21,52,40,15,33,84,41,82,70,17
23,68,23,97,83,48,47,93,53,12,52,60,67,86,94,83,16,75,83,42,35,99,45,97,51,80,0,85,19,17,39,43,48,41,86,11,55,75,63,47,79,17,37,77,72,73,77,91,34,75,84,20,44,97,15,90,66,19,89,70,42,77,92,91,38,55,21,50,57,64,76,81,85,68,44,28,23
13,57,77,39,24,59,73,83,82,10,79,36,64,95,66,45,94,51,53,29,31,63,11,55,33,22,85,0,80,94,97,16,12,67,53,60,41,76,58,13,48,46,77,78,40,12,16,46,25,23,19,17,12,22,28,10,48,65,31,35,32,39,54,32,55,17,24,75,100,44,62,11,75,57,58,73,13
26,46,80,71,17,66,34,10,17,70,36,91,38,94,50,10,59,54,84,64,18,80,14,14,65,18,19,80,0,59,43,95,93,24,11,69,17,91,86,70,84,52,12,21,55,85,98,33,60,39,37,84,43,94,70,55,87,92,68,19,85,66,62,15,87,92,59,93,61,58,38,70,94,92,61,89,26
39,23,14,30,47,71,31,26,76,60,70,17,54,24,24,36,42,10,86,11,87,78,68,48,69,36,17,94,59,0,77,37,64,64,62,82,74,47,71,75,71,43,12,32,80,13,44,49,36,21,100,41,28,12,80,70,71,34,45,44,16,95,28,53,80,79,63,38,87,35,18,42,98,97,67,76,39
33,80,73,26,21,71,51,60,57,44,12,38,96,59,37,11,57,70,77,58,86,75,51,100,28,52,39,97,43,77,0,52,68,13,75,48,51,80,72,88,13,49,18,29,10,35,63,18,61,85,87,16,11,11,27,60,42,10,27,91,65,76,16,19,92,33,67,88,68,92,37,68,65,17,71,90,33
78,60,75,78,17,23,21,97,48,56,88,31,47,79,24,46,58,46,54,65,99,52,92,61,31,35,43,16,95,37,52,0,92,74,77,14,54,41,97,49,29,95,64,34,39,62,80,61,26,22,45,42,61,98,50,72,69,27,16,76,58,31,10,32,91,77,18,51,45,70,50,94,90,40,39,23,78
