86
0,2,4,2,1,3,3,3,1,2,3,3,4,2,3,2,1,4,3,2,1,4,2,2,2,1,3,4,1,2,2,3,2,1,1,4,1,4,1,1,2,1,4,1,3,2,2,1,1,2,2,2,4,4,4,2,3,1,2,3,4,2,2,4,1,3,4,1,2,3,3,3,3,4,3,1,4,3,2,2,1,2,2,3,3,3,3,0
0,42,69,44,11,64,35,11,23,55,54,12,30,28,36,94,54,83,30,49,91,14,77,90,38,19,91,60,62,29,40,79,36,15,22,63,71,74,85,46,28,26,98,31,19,49,26,80,24,44,20,96,87,61,86,40,77,12,31,12,50,77,82,92,76,95,59,31,16,57,64,100,59,88,92,90,90,72,20,69,76,74,13,70,22,58,32,0
42,0,76,75,96,56,28,32,37,73,54,92,73,63,36,57,87,37,14,83,25,87,24,23,79,31,45,20,14,87,15,83,65,16,77,78,92,48,57,72,50,95,42,57,40,87,71,21,22,85,52,75,76,92,58,29,72,38,55,79,44,58,83,57,21,74,78,13,100,17,90,52,22,96,64,19,26,45,22,51,52,24,94,32,94,52,61,42
69,76,0,35,36,92,53,36,79,95,11,46,19,37,95,18,75,94,21,86,11,48,79,82,42,69,99,82,97,33,61,93,73,91,97,43,40,84,98,28,75,98,60,43,88,70,16,40,57,30,34,81,34,94,24,61,74,78,35,47,25,63,70,80,94,46,61,95,79,42,66,88,93,61,76,43,35,24,65,69,74,71,61,42,51,75,30,69
44,75,35,0,37,33,67,86,12,44,56,77,37,27,18,10,16,81,95,73,76,65,20,57,81,16,99,97,48,33,58,95,56,33,19,44,58,66,36,18,38,41,88,43,88,42,18,27,43,51,69,38,79,50,13,95,49,70,31,51,85,87,96,26,58,19,80,41,96,42,26,44,51,36,91,53,63,87,57,79,85,56,49,80,20,72,43,44
11,96,36,37,0,31,75,83,89,63,25,16,90,61,47,58,100,96,49,54,77,74,63,45,54,10,69,48,27,19,69,72,98,11,26,16,90,36,88,61,61,63,97,79,100,44,89,91,58,93,99,60,40,26,89,32,48,47,45,46,78,11,33,21,50,26,30,56,77,78,10,34,50,60,68,64,92,17,24,64,70,40,66,26,21,38,89,11
64,56,92,33,31,0,62,46,100,60,83,62,55,92,24,64,55,42,19,95,91,22,43,18,23,75,80,82,44,17,91,12,49,24,96,78,38,44,61,58,10,54,78,14,92,10,45,57,26,61,49,78,13,52,67,23,71,82,95,95,14,50,32,19,35,51,74,56,53,52,22,44,30,58,94,57,77,84,42,10,55,83,25,89,78,44,68,64
35,28,53,67,75,62,0,84,77,10,75,80,97,92,76,43,52,26,96,52,97,14,92,56,67,60,14,86,69,24,31,11,81,20,87,57,82,24,46,77,32,76,68,92,74,38,20,38,99,91,60,90,47,76,82,97,71,99,69,27,93,22,94,78,76,74,27,92,73,82,91,83,72,59,30,14,52,69,22,47,58,85,46,40,16,92,98,35
11,32,36,86,83,46,84,0,46,59,49,33,56,48,54,69,30,21,24,48,50,67,83,73,37,73,100,52,80,34,23,13,39,82,54,17,84,86,88,85,85,11,77,19,37,19,29,47,19,50,73,13,36,44,83,98,95,22,28,55,64,82,36,39,69,21,15,77,13,35,77,50,88,16,92,63,27,89,93,14,100,20,77,70,70,30,35,11
23,37,79,12,89,100,77,46,0,34,11,97,63,14,23,33,85,51,75,26,96,74,10,40,43,32,77,31,23,84,70,61,35,79,83,39,46,22,84,76,39,16,92,90,56,80,46,75,64,54,43,95,56,93,12,60,88,64,31,71,35,54,37,34,27,41,69,43,84,60,12,50,20,22,89,70,46,99,53,27,27,74,55,32,80,90,80,23
55,73,95,44,63,60,10,59,34,0,80,70,26,32,71,61,85,89,66,32,32,54,63,20,60,27,76,46,33,92,31,75,72,73,70,89,94,84,32,87,65,25,96,33,35,31,25,65,77,68,10,87,57,20,94,95,14,99,64,88,28,64,17,58,85,17,86,93,37,81,96,24,43,14,52,57,90,56,50,63,44,35,96,18,36,22,32,55
54,54,11,56,25,83,75,49,11,80,0,74,24,93,58,69,26,25,36,73,58,22,48,84,85,14,89,24,28,17,80,36,25,89,27,10,25,74,44,65,79,59,89,32,67,56,54,49,16,11,53,54,48,36,45,70,18,84,32,37,86,96,96,49,14,15,33,86,98,17,73,42,81,60,10,87,37,53,99,56,34,43,64,18,100,74,25,54
12,92,46,77,16,62,80,33,97,70,74,0,66,16,79,62,50,41,53,34,65,92,21,56,39,34,43,11,27,80,44,10,47,66,94,94,40,88,40,94,22,68,87,36,10,37,56,22,43,14,65,45,12,21,14,34,11,22,75,84,10,95,85,61,11,10,100,77,29,99,65,47,70,80,19,33,57,67,31,93,50,86,55,13,64,14,18,12
30,73,19,37,90,55,97,56,63,26,24,66,0,81,43,14,19,12,96,48,96,45,58,98,22,26,36,67,52,47,65,54,99,83,59,55,40,53,62,24,38,78,61,23,52,73,67,50,24,60,95,73,40,32,61,87,13,93,87,38,41,25,80,81,33,23,10,59,18,97,76,53,85,19,41,10,31,54,16,10,84,74,76,94,31,14,95,30
28,63,37,27,61,92,92,48,14,32,93,16,81,0,54,59,42,93,90,27,33,93,21,25,53,55,24,72,50,68,82,76,90,11,60,82,88,17,64,29,25,46,98,17,56,14,45,33,48,100,98,20,10,24,70,62,64,64,49,74,54,29,51,54,28,32,62,76,63,43,14,83,77,18,26,52,22,36,72,27,39,12,27,62,17,46,21,28
36,36,95,18,47,24,76,54,23,71,58,79,43,54,0,60,60,60,10,93,37,53,97,73,20,21,37,39,12,48,87,75,24,83,62,73,96,97,75,61,26,100,53,34,47,56,15,28,80,39,66,21,17,30,68,54,91,52,14,65,99,28,80,75,20,25,46,91,26,86,50,96,26,20,32,52,83,76,84,88,100,99,84,100,81,92,45,36
94,57,18,10,58,64,43,69,33,61,69,62,14,59,60,0,33,44,36,31,21,19,15,87,82,38,64,26,45,72,34,68,34,60,91,39,61,21,41,48,90,29,99,73,81,64,20,82,39,39,60,50,85,19,86,57,30,59,93,54,41,46,84,22,24,70,59,12,49,43,17,61,22,73,48,38,35,86,54,55,89,44,82,95,14,99,78,94
54,87,75,16,100,55,52,30,85,85,26,50,19,42,60,33,0,32,73,74,45,27,28,47,88,60,20,24,80,25,83,53,35,100,60,87,51,18,16,17,41,47,25,32,49,28,67,44,14,80,86,53,12,62,100,94,50,58,59,41,56,28,95,22,78,46,79,36,18,88,18,42,67,74,10,63,32,57,28,88,78,27,99,43,56,47,91,54
83,37,94,81,96,42,26,21,51,89,25,41,12,93,60,44,32,0,53,64,48,74,58,45,40,35,10,57,33,21,51,74,44,83,76,27,92,15,73,10,49,18,63,31,26,98,15,27,89,96,13,86,99,71,38,43,43,54,73,41,22,38,40,54,65,93,71,58,10,87,29,80,26,85,98,72,13,11,86,11,74,81,12,61,32,61,18,83
30,14,21,95,49,19,96,24,75,66,36,53,96,90,10,36,73,53,0,14,71,57,89,63,51,45,63,35,97,19,10,51,17,24,58,86,61,87,93,79,33,53,86,11,45,11,88,60,10,20,20,49,92,80,26,85,76,21,67,92,64,21,67,77,49,56,28,45,47,27,75,85,62,86,69,16,95,61,54,24,31,58,72,40,42,14,43,30
49,83,86,73,54,95,52,48,26,32,73,34,48,27,93,31,74,64,14,0,84,97,24,54,96,49,17,46,78,97,46,55,71,14,22,47,36,79,52,28,99,62,63,48,52,81,58,64,47,79,95,28,26,14,95,45,64,29,43,36,39,23,74,46,98,32,64,22,33,95,85,76,56,76,98,39,79,49,74,10,12,13,76,84,59,39,46,49
91,25,11,76,77,91,97,50,96,32,58,65,96,33,37,21,45,48,71,84,0,59,50,77,81,37,77,20,89,39,50,56,39,38,26,44,80,80,21,86,34,40,81,58,41,23,97,49,21,63,54,88,13,77,45,81,89,27,35,91,88,35,86,77,33,49,52,72,58,24,83,81,78,41,30,100,82,56,61,70,98,36,59,76,31,53,15,91
14,87,48,65,74,22,14,67,74,54,22,92,45,93,53,19,27,74,57,97,59,0,56,85,92,96,56,47,50,95,76,58,21,57,44,91,73,100,30,71,84,68,26,39,74,92,84,88,79,81,73,90,62,19,92,21,75,63,91,63,62,80,93,75,26,93,43,49,59,29,75,47,40,26,50,90,49,11,47,63,78,79,20,92,95,84,47,14
77,24,79,20,63,43,92,83,10,63,48,21,58,21,97,15,28,58,89,24,50,56,0,61,55,73,67,20,97,65,51,35,30,61,50,67,64,99,36,75,74,55,49,44,96,80,18,36,48,40,67,54,67,55,92,11,87,75,58,21,69,23,84,55,24,93,54,96,54,81,68,81,31,23,99,96,48,74,84,13,67,34,92,87,18,67,70,77
90,23,82,57,45,18,56,73,40,20,84,56,98,25,73,87,47,45,63,54,77,85,61,0,88,86,58,44,39,90,89,15,94,71,42,69,41,98,96,14,22,84,93,28,83,37,37,31,14,96,38,15,97,22,40,51,17,58,55,43,36,12,48,68,36,99,58,28,90,68,23,74,34,90,51,70,35,97,51,100,22,44,70,55,71,96,38,90
38,79,42,81,54,23,67,37,43,60,85,39,22,53,20,82,88,40,51,96,81,92,55,88,0,84,63,64,77,49,34,37,93,19,16,34,97,29,41,23,13,41,54,66,80,48,13,93,78,100,53,65,12,28,36,64,57,49,63,86,45,40,43,85,56,33,91,71,90,87,15,24,62,49,60,92,56,30,68,47,31,11,22,31,95,42,54,38
19,31,69,16,10,75,60,73,32,27,14,34,26,55,21,38,60,35,45,49,37,96,73,86,84,0,27,33,61,99,70,61,53,39,10,64,29,76,57,29,81,87,18,40,35,100,72,84,17,54,74,65,46,16,56,89,75,99,94,68,64,82,94,52,96,38,78,35,56,74,55,25,37,84,80,14,16,46,74,18,34,36,17,81,75,23,49,19
91,45,99,99,69,80,14,100,77,76,89,43,36,24,37,64,20,10,63,17,77,56,67,58,63,27,0,25,23,16,33,24,28,61,89,56,91,16,42,25,73,49,43,22,29,84,83,20,74,58,93,42,100,78,67,63,49,87,90,67,72,45,96,86,64,39,78,91,81,77,50,84,93,64,91,97,57,95,24,51,71,91,93,91,42,55,88,91
60,20,82,97,48,82,86,52,31,46,24,11,67,72,39,26,24,57,35,46,20,47,20,44,64,33,25,0,54,81,63,25,93,17,75,76,88,66,41,26,94,28,28,32,46,87,88,94,93,100,86,66,79,52,40,18,94,63,53,10,69,51,42,38,80,90,100,11,92,28,65,53,21,54,23,16,11,92,35,76,63,17,17,97,25,18,46,60
62,14,97,48,27,44,69,80,23,33,28,27,52,50,12,45,80,33,97,78,89,50,97,39,77,61,23,54,0,56,36,14,65,73,50,27,78,98,73,89,42,61,31,29,45,72,77,91,43,85,43,30,76,14,67,87,51,13,66,14,33,100,17,31,80,33,49,97,77,30,18,50,96,39,56,64,90,69,41,40,70,59,12,13,59,26,44,62
29,87,33,33,19,17,24,34,84,92,17,80,47,68,48,72,25,21,19,97,39,95,65,90,49,99,16,81,56,0,16,63,87,77,33,61,11,43,99,29,79,24,59,91,32,11,32,11,29,69,20,62,97,11,89,39,45,64,91,34,28,82,43,96,69,37,62,52,87,37,98,72,64,45,30,43,66,35,97,15,24,73,67,27,17,52,81,29
40,15,61,58,69,91,31,23,70,31,80,44,65,82,87,34,83,51,10,46,50,76,51,89,34,70,33,63,36,16,0,86,51,57,34,29,70,92,80,18,14,30,31,92,23,15,93,92,59,20,91,95,65,67,70,27,20,47,15,33,13,49,44,98,51,22,30,59,63,85,26,89,57,69,60,86,81,18,26,53,77,82,56,74,51,87,74,40
79,83,93,95,72,12,11,13,61,75,36,10,54,76,75,68,53,74,51,55,56,58,35,15,37,61,24,25,14,63,86,0,27,14,79,43,82,58,36,74,60,38,22,25,50,36,67,63,22,92,12,51,74,30,83,92,62,26,18,23,12,34,63,83,36,61,12,66,44,49,89,97,39,31,68,25,29,43,61,92,86,52,61,91,23,53,85,79
36,65,73,56,98,49,81,39,35,72,25,47,99,90,24,34,35,44,17,71,39,21,30,94,93,53,28,93,65,87,51,27,0,18,75,12,42,50,49,90,48,40,45,88,73,81,78,61,88,34,41,34,20,99,78,53,67,96,28,15,27,37,53,35,45,51,85,19,56,33,49,41,62,23,45,20,90,93,16,14,76,87,58,44,36,92,78,36
15,16,91,33,11,24,20,82,79,73,89,66,83,11,83,60,100,83,24,14,38,57,61,71,19,39,61,17,73,77,57,14,18,0,71,58,33,28,83,90,83,27,82,36,18,71,48,30,28,79,10,40,13,76,62,51,88,10,42,39,11,27,50,72,74,10,62,84,70,16,39,52,31,17,61,35,44,45,90,83,67,53,61,60,22,45,47,15
