100
0,1,1,4,1,1,4,1,4,2,1,4,2,2,2,3,3,1,3,4,2,3,1,1,2,3,2,4,1,3,4,2,4,1,2,1,1,1,3,4,3,4,3,1,4,2,2,2,3,2,1,4,3,1,1,2,2,1,3,2,1,2,4,1,2,4,3,1,3,1,2,3,4,1,4,2,2,4,1,3,1,2,4,3,2,4,4,2,2,4,1,3,2,1,1,1,1,4,4,2,2,0
0,29,87,50,66,32,12,61,37,14,19,34,88,27,42,57,91,20,10,18,65,60,35,93,99,40,63,28,61,68,44,81,79,64,12,66,39,65,30,60,55,67,51,70,46,56,44,53,100,87,93,68,87,14,32,61,93,58,75,72,62,17,14,36,57,95,59,13,44,40,85,92,30,19,57,64,60,89,67,22,38,27,30,70,90,39,75,52,88,48,75,35,57,12,77,60,14,43,34,34,46,0
29,0,51,77,63,95,55,47,81,61,64,98,40,69,27,62,24,99,75,60,14,67,25,42,21,19,22,17,54,73,60,46,49,36,57,43,24,85,75,39,15,22,63,92,45,76,17,36,89,24,41,61,99,82,66,14,69,69,19,23,45,70,20,49,53,38,29,96,82,62,28,66,34,83,72,45,26,49,64,84,93,65,20,33,33,41,55,89,27,77,83,57,58,96,38,15,33,79,96,37,61,29
87,51,0,47,35,73,18,92,13,96,80,63,81,50,54,13,19,44,50,98,61,15,93,31,11,55,48,81,41,72,76,89,50,63,82,59,68,23,36,88,63,70,67,10,96,17,79,75,11,88,81,86,93,32,29,36,75,73,29,78,33,45,60,54,73,58,13,66,96,27,53,92,50,24,57,97,99,14,19,96,21,83,54,30,42,80,39,39,34,83,64,91,30,64,55,99,59,65,84,17,31,87
50,77,47,0,73,73,87,35,96,97,91,43,52,14,88,60,32,80,97,45,47,15,92,40,56,84,48,39,86,45,48,21,43,52,88,65,61,36,40,56,87,31,90,16,26,12,87,11,60,13,30,62,25,46,20,63,96,60,34,47,50,70,60,12,10,70,96,46,95,76,49,76,77,70,61,10,100,62,85,24,47,61,97,30,38,13,28,47,88,61,83,31,60,17,62,24,96,65,82,16,19,50
66,63,35,73,0,89,39,30,91,24,48,34,90,30,35,60,16,59,34,65,94,92,95,91,67,80,56,76,61,51,75,33,22,53,53,37,18,20,36,36,32,82,11,13,91,16,41,55,50,78,63,75,87,38,17,76,61,41,81,89,71,49,38,94,63,55,96,95,88,90,55,97,71,48,75,52,68,33,26,75,52,82,97,71,46,47,95,93,100,92,40,68,13,97,95,89,92,95,38,17,67,66
32,95,73,73,89,0,63,60,68,80,32,23,81,62,18,46,88,78,62,51,56,57,22,50,93,54,81,31,97,68,12,12,38,96,28,98,15,29,75,81,49,18,64,39,73,45,61,21,92,35,12,84,36,22,32,64,84,75,62,10,42,52,25,92,74,82,66,35,63,30,37,28,26,65,73,83,97,58,31,29,45,10,28,25,21,67,49,25,85,86,62,21,52,100,13,84,77,26,82,22,58,32
12,55,18,87,39,63,0,66,95,42,28,92,34,32,11,71,74,88,23,53,17,54,87,96,31,98,67,93,36,62,55,67,36,91,33,88,92,78,83,48,85,79,10,56,78,38,76,19,25,23,51,90,26,89,56,49,27,95,42,67,20,22,14,61,67,77,92,63,27,68,91,82,32,30,94,88,50,53,99,33,40,66,33,22,34,55,43,76,52,46,90,59,96,54,93,10,16,27,93,33,52,12
61,47,92,35,30,60,66,0,12,13,54,86,75,20,59,28,71,71,22,20,50,45,83,11,26,54,37,99,12,12,86,58,60,93,85,86,58,72,46,55,22,75,82,99,79,65,84,10,16,20,46,43,84,10,20,41,27,66,43,91,34,41,97,27,14,50,89,73,96,47,37,74,99,51,20,54,98,65,91,95,37,87,64,15,35,71,76,61,81,57,91,84,28,88,49,13,81,49,46,81,38,61
37,81,13,96,91,68,95,12,0,38,92,14,100,61,79,80,22,60,38,71,99,36,13,89,34,60,36,54,31,21,37,44,56,58,94,30,92,69,76,96,46,49,98,55,20,13,52,90,63,49,98,95,52,88,73,11,65,13,18,50,22,33,12,62,62,71,14,42,89,65,58,31,37,54,58,62,75,50,21,44,73,36,99,42,42,56,30,86,40,33,64,15,75,31,27,48,80,88,76,27,48,37
14,61,96,97,24,80,42,13,38,0,60,64,48,14,20,12,43,61,41,86,47,39,78,82,31,54,12,27,79,31,49,47,42,48,55,70,24,75,23,97,18,55,47,30,24,13,94,68,41,95,100,65,95,51,85,60,23,62,36,87,72,85,69,37,85,92,99,75,41,30,54,61,78,98,76,31,91,96,57,62,26,91,65,11,60,52,91,21,63,23,50,61,58,76,90,31,40,34,27,60,62,14
19,64,80,91,48,32,28,54,92,60,0,90,58,60,73,26,89,41,29,74,32,85,95,28,63,22,78,78,72,87,62,40,94,40,57,13,93,56,45,94,89,43,51,37,87,89,14,71,47,74,92,19,100,35,69,64,57,72,51,27,73,84,48,37,48,36,30,26,96,39,16,84,20,97,73,45,15,52,43,71,73,26,12,15,85,77,68,13,86,89,94,61,47,83,55,34,17,51,98,84,97,19
