30
0,2,1,2,4,3,3,4,3,4,3,2,3,3,1,1,2,2,4,4,1,4,3,1,2,1,1,3,4,4,4,0
0,74,18,57,60,12,51,24,42,66,80,45,36,47,88,13,100,38,34,70,58,62,15,60,95,10,20,45,34,90,10,0
74,0,48,96,26,81,99,52,77,36,33,56,99,48,11,78,35,68,18,12,99,23,64,43,17,49,70,24,10,65,80,74
18,48,0,73,84,42,88,88,38,48,94,33,49,15,97,67,52,32,62,78,13,71,87,23,73,79,81,93,98,68,57,18
57,96,73,0,55,57,68,15,90,53,62,49,42,66,27,40,100,25,27,37,73,36,100,67,35,81,67,100,16,46,36,57
60,26,84,55,0,76,36,54,37,22,63,72,50,83,80,65,90,45,96,51,31,69,48,100,43,85,57,75,83,45,35,60
12,81,42,57,76,0,27,40,20,64,70,68,69,97,97,53,62,92,42,41,77,77,91,84,32,65,76,10,71,67,73,12
51,99,88,68,36,27,0,28,86,75,79,81,52,85,64,53,54,16,25,62,86,85,94,11,21,80,78,17,14,74,32,51
24,52,88,15,54,40,28,0,95,19,92,22,87,99,22,55,69,97,94,45,82,50,49,67,42,10,33,46,96,41,75,24
42,77,38,90,37,20,86,95,0,36,40,84,39,35,34,68,29,23,31,29,45,39,22,70,35,37,68,21,37,36,55,42
66,36,48,53,22,64,75,19,36,0,80,82,60,56,28,83,13,46,17,54,43,100,98,12,30,43,74,93,80,77,42,66
80,33,94,62,63,70,79,92,40,80,0,90,72,48,96,36,58,91,71,74,40,50,80,18,54,96,53,16,56,65,71,80
45,56,33,49,72,68,81,22,84,82,90,0,50,12,13,99,14,85,58,48,30,13,68,47,69,47,49,86,49,75,98,45
36,99,49,42,50,69,52,87,39,60,72,50,0,36,70,72,81,83,25,65,62,96,89,76,75,29,63,42,100,29,84,36
47,48,15,66,83,97,85,99,35,56,48,12,36,0,71,57,45,64,76,47,29,48,26,70,41,99,25,54,34,76,59,47
88,11,97,27,80,97,64,22,34,28,96,13,70,71,0,18,99,62,84,92,53,87,28,61,83,66,99,37,98,28,23,88
13,78,67,40,65,53,53,55,68,83,36,99,72,57,18,0,49,65,59,52,54,67,59,56,61,52,58,35,97,23,88,13
100,35,52,100,90,62,54,69,29,13,58,14,81,45,99,49,0,73,49,92,11,74,66,90,74,52,41,13,96,64,29,100
38,68,32,25,45,92,16,97,23,46,91,85,83,64,62,65,73,0,48,85,93,33,63,59,80,20,48,52,59,53,37,38
34,18,62,27,96,42,25,94,31,17,71,58,25,76,84,59,49,48,0,22,48,42,81,53,91,39,50,100,66,56,74,34
70,12,78,37,51,41,62,45,29,54,74,48,65,47,92,52,92,85,22,0,95,53,37,51,78,89,83,68,96,72,81,70
58,99,13,73,31,77,86,82,45,43,40,30,62,29,53,54,11,93,48,95,0,27,78,25,61,49,94,58,17,86,29,58
62,23,71,36,69,77,85,50,39,100,50,13,96,48,87,67,74,33,42,53,27,0,50,70,58,38,19,32,32,37,72,62
15,64,87,100,48,91,94,49,22,98,80,68,89,26,28,59,66,63,81,37,78,50,0,38,79,82,89,35,54,76,83,15
60,43,23,67,100,84,11,67,70,12,18,47,76,70,61,56,90,59,53,51,25,70,38,0,80,10,79,24,85,92,15,60
95,17,73,35,43,32,21,42,35,30,54,69,75,41,83,61,74,80,91,78,61,58,79,80,0,19,42,60,47,53,34,95
10,49,79,81,85,65,80,10,37,43,96,47,29,99,66,52,52,20,39,89,49,38,82,10,19,0,50,72,54,30,25,10
20,70,81,67,57,76,78,33,68,74,53,49,63,25,99,58,41,48,50,83,94,19,89,79,42,50,0,35,79,76,62,20
45,24,93,100,75,10,17,46,21,93,16,86,42,54,37,35,13,52,100,68,58,32,35,24,60,72,35,0,53,36,85,45
34,10,98,16,83,71,14,96,37,80,56,49,100,34,98,97,96,59,66,96,17,32,54,85,47,54,79,53,0,12,93,34
90,65,68,46,45,67,74,41,36,77,65,75,29,76,28,23,64,53,56,72,86,37,76,92,53,30,76,36,12,0,100,90
10,80,57,36,35,73,32,75,55,42,71,98,84,59,23,88,29,37,74,81,29,72,83,15,34,25,62,85,93,100,0,10
0,74,18,57,60,12,51,24,42,66,80,45,36,47,88,13,100,38,34,70,58,62,15,60,95,10,20,45,34,90,10,0
