94
0,4,3,4,3,4,2,2,3,4,4,3,4,3,3,3,4,3,1,4,4,1,4,3,2,2,4,2,4,4,3,1,3,2,2,2,1,3,4,1,4,3,2,2,3,2,2,4,2,2,3,3,3,2,4,4,4,2,2,2,2,2,3,3,4,1,1,3,4,3,2,4,3,4,2,1,2,3,3,2,3,2,1,3,3,1,2,2,4,4,1,1,3,1,4,0
0,78,21,14,35,74,41,89,53,38,82,52,29,31,18,78,28,59,16,36,13,12,78,67,36,14,70,17,36,14,51,69,98,15,27,86,47,92,51,44,100,15,37,90,76,49,89,21,80,56,88,55,39,88,25,45,55,81,96,72,24,64,74,81,93,31,24,77,51,53,73,95,98,56,60,81,56,31,14,93,92,41,32,42,54,98,23,48,91,74,63,88,67,72,40,0
78,0,46,33,88,86,32,45,92,94,75,86,84,99,65,57,89,69,92,76,54,71,47,74,80,95,15,50,84,99,83,59,99,51,46,28,39,64,28,48,48,19,47,40,100,20,69,92,97,35,36,90,71,49,63,98,41,64,50,96,90,26,85,64,18,56,79,65,98,16,81,18,31,73,27,30,96,77,72,71,75,29,73,76,35,83,36,71,71,57,88,38,15,64,42,78
21,46,0,71,36,78,10,64,21,21,90,64,73,46,41,99,29,14,31,90,80,17,64,41,97,33,57,12,80,25,37,93,46,53,87,36,91,81,76,13,73,74,88,63,69,72,22,70,33,44,90,75,79,72,97,77,39,32,61,95,46,48,28,19,55,22,29,13,31,39,58,71,19,45,83,49,19,27,90,16,43,37,66,86,24,15,37,75,83,52,42,13,49,58,13,21
14,33,71,0,63,95,96,97,36,93,23,86,100,62,100,48,81,79,88,29,82,34,68,11,53,18,14,12,55,51,60,61,11,81,24,15,86,87,100,42,14,39,62,73,33,57,28,45,85,92,27,93,49,40,83,24,37,90,89,27,24,40,10,58,31,64,31,53,29,10,22,53,10,95,17,93,12,70,87,40,81,27,34,92,100,84,90,13,91,10,26,11,10,11,39,14
35,88,36,63,0,65,84,52,81,42,63,38,36,88,99,19,43,13,13,77,80,81,19,48,32,22,76,96,31,62,73,99,80,28,66,94,60,65,11,24,44,94,33,22,35,62,94,42,52,52,27,37,98,12,91,49,21,44,63,15,48,43,68,36,99,41,52,44,12,18,16,22,93,25,72,61,46,22,53,94,92,71,54,81,47,35,84,34,18,38,54,89,78,52,29,35
74,86,78,95,65,0,30,31,30,24,88,86,90,36,17,80,92,77,27,64,72,43,65,38,99,55,65,32,79,67,53,58,37,78,86,57,71,41,76,18,22,66,87,67,45,24,79,86,44,46,62,37,70,30,66,91,29,83,20,85,15,22,25,49,21,38,70,31,75,19,27,49,47,40,41,26,59,32,11,93,49,17,10,64,13,56,22,49,10,66,45,28,68,17,24,74
41,32,10,96,84,30,0,55,58,39,54,43,31,57,95,24,97,53,37,80,45,54,22,38,29,48,17,36,62,79,93,98,17,88,85,41,16,87,23,27,22,97,72,68,69,72,10,95,12,52,70,80,85,90,64,27,38,15,41,72,27,58,94,58,16,37,77,69,79,27,20,28,100,56,56,36,29,70,46,41,98,59,98,84,21,20,71,93,76,12,61,31,34,45,90,41
89,45,64,97,52,31,55,0,72,88,93,54,83,78,89,24,40,88,97,30,75,22,96,57,60,86,30,82,90,86,17,14,13,13,12,48,26,28,69,84,52,18,35,70,51,23,58,45,99,24,35,56,59,17,63,78,31,94,23,31,97,86,69,84,10,91,26,47,64,33,94,95,29,58,68,74,75,84,65,53,40,51,12,100,82,20,29,39,21,84,22,57,13,68,90,89
53,92,21,36,81,30,58,72,0,45,54,36,34,43,60,30,12,38,23,55,40,20,31,35,56,43,37,12,57,92,63,45,10,100,80,32,28,53,69,47,47,92,47,49,97,24,66,66,74,37,62,76,69,45,15,42,95,82,63,45,45,34,93,28,74,73,40,12,73,16,50,29,66,16,19,39,67,58,56,36,94,39,26,79,78,34,26,31,28,29,89,94,11,70,18,53
