87
0,3,2,2,1,4,3,2,4,2,1,3,4,2,3,1,1,1,4,1,2,4,2,2,4,1,2,4,4,4,3,2,1,1,1,4,1,1,4,1,1,4,4,3,1,2,3,1,1,2,1,4,3,4,4,1,4,1,1,3,3,3,1,4,2,2,3,1,3,3,2,1,2,4,3,1,4,1,4,1,1,2,1,3,2,4,2,2,0
0,58,12,37,98,67,98,56,35,53,63,96,18,19,85,78,21,89,88,94,42,22,43,37,37,88,82,89,28,48,65,28,66,88,56,76,57,54,51,53,53,82,44,63,23,48,21,88,70,28,28,28,59,85,76,75,100,13,87,70,97,54,37,98,89,52,91,63,40,86,15,33,53,20,31,50,39,28,22,78,21,10,11,80,27,98,49,68,0
58,0,87,79,84,76,70,79,57,39,32,68,94,89,73,96,81,75,39,33,77,41,36,23,58,64,15,89,31,35,29,40,95,49,38,17,67,38,84,48,66,44,15,49,100,21,66,89,40,36,68,34,21,12,66,19,59,94,52,82,93,47,78,15,72,93,22,68,65,79,38,74,79,69,57,99,83,97,76,94,100,68,49,54,74,30,30,76,58
12,87,0,11,59,30,29,29,62,78,90,55,21,17,80,39,76,44,74,60,84,44,100,78,48,85,50,86,60,16,37,72,31,23,55,21,76,88,39,94,35,63,79,22,10,16,20,82,79,66,42,31,69,23,13,40,95,52,37,13,58,59,65,91,28,84,70,34,30,29,50,11,61,79,93,72,54,53,20,49,90,33,88,94,55,51,83,33,12
37,79,11,0,55,13,25,65,98,73,45,23,63,53,84,39,36,28,43,28,25,68,95,95,60,35,66,57,73,11,51,54,25,50,47,57,96,92,68,85,79,77,73,34,30,45,31,66,67,64,85,59,78,21,53,51,42,58,84,42,67,34,89,72,87,67,14,99,75,69,30,94,33,30,55,94,51,16,76,78,16,94,29,17,54,29,43,95,37
98,84,59,55,0,29,65,19,10,51,39,44,20,33,60,75,70,38,60,93,54,82,76,52,86,47,85,80,34,15,45,49,22,13,29,94,46,25,17,58,47,70,51,97,22,88,62,54,99,87,78,15,47,60,56,98,83,69,79,25,87,64,62,66,89,45,14,21,62,34,43,10,64,42,87,82,10,76,11,95,37,93,38,57,42,18,91,88,98
67,76,30,13,29,0,25,55,10,73,40,99,75,96,22,41,84,24,48,74,16,73,78,82,55,69,76,20,40,40,98,18,35,88,38,71,88,30,30,86,13,48,22,57,22,37,12,34,71,94,79,32,82,70,29,54,15,93,65,38,17,57,24,12,26,22,68,42,35,18,20,23,26,44,96,93,18,75,29,69,78,85,45,82,82,21,90,55,67
98,70,29,25,65,25,0,87,60,100,16,48,12,63,15,84,89,20,78,99,90,36,59,72,41,31,19,58,28,25,98,71,74,41,30,10,82,10,63,97,90,61,76,23,33,15,40,25,18,68,28,42,62,37,78,60,40,66,21,48,38,68,39,17,75,52,19,56,41,38,11,91,57,57,52,30,79,27,34,82,23,43,49,26,45,17,65,94,98
56,79,29,65,19,55,87,0,68,18,81,68,70,77,49,41,48,36,28,61,59,62,69,52,48,86,89,78,80,12,70,18,28,11,10,83,100,54,20,68,47,64,18,96,45,71,57,44,76,95,35,67,63,86,17,95,53,46,55,12,21,88,40,99,24,21,50,48,77,18,31,75,17,56,40,79,24,86,44,77,83,36,68,39,71,36,25,61,56
35,57,62,98,10,10,60,68,0,28,75,44,70,98,17,94,83,75,91,11,13,58,30,26,97,48,56,28,31,97,53,85,66,95,94,91,49,90,76,25,58,24,78,17,52,75,89,62,98,70,34,42,35,39,38,14,100,44,33,96,12,27,14,41,14,14,11,23,35,11,71,73,31,82,65,61,53,44,25,73,70,77,78,93,76,12,85,82,35
53,39,78,73,51,73,100,18,28,0,86,41,89,48,14,11,79,44,38,21,17,27,81,96,60,80,18,84,37,34,60,95,45,71,71,36,91,52,29,95,15,27,86,80,65,16,40,87,73,35,30,16,42,36,11,11,21,29,22,78,98,84,67,62,90,21,98,62,97,37,85,39,11,63,15,88,77,93,74,34,82,79,83,100,50,50,36,37,53
63,32,90,45,39,40,16,81,75,86,0,44,90,33,48,75,30,80,41,86,49,77,22,100,96,36,15,20,51,79,56,33,50,100,26,23,45,74,90,31,72,28,58,27,74,73,91,63,95,40,34,93,33,95,73,63,38,24,53,48,80,67,52,36,76,62,20,95,31,48,74,88,14,41,77,64,93,100,78,33,78,89,40,30,60,34,39,82,63
96,68,55,23,44,99,48,68,44,41,44,0,32,62,89,13,45,91,60,78,54,89,64,51,49,42,94,94,59,20,89,16,23,31,79,11,42,71,23,96,44,93,74,18,27,88,36,31,68,91,23,56,19,26,28,39,94,83,22,56,79,45,28,12,59,35,92,55,19,95,32,23,85,78,17,71,76,75,16,47,46,55,61,81,34,44,40,22,96
18,94,21,63,20,75,12,70,70,89,90,32,0,44,75,27,78,19,12,45,60,75,91,14,34,52,21,45,52,35,29,73,94,16,45,12,36,57,87,16,86,64,12,16,66,54,81,35,27,21,62,45,44,56,10,60,39,40,36,42,79,36,42,40,21,85,75,35,94,15,23,27,98,34,52,78,26,67,96,22,45,32,34,90,65,19,21,96,18
19,89,17,53,33,96,63,77,98,48,33,62,44,0,61,65,86,85,63,23,79,53,76,68,58,17,81,77,47,19,15,89,35,100,64,99,90,37,63,92,39,89,38,18,98,31,96,98,39,88,29,14,17,54,99,76,98,35,38,47,42,38,64,51,88,72,16,88,56,51,100,81,78,39,49,96,89,57,64,36,92,15,26,10,75,88,80,29,19
85,73,80,84,60,22,15,49,17,14,48,89,75,61,0,16,34,86,10,42,52,85,44,63,55,80,83,89,76,89,14,33,10,95,46,28,58,55,43,18,18,33,84,64,95,63,73,58,80,79,40,50,12,89,99,87,62,11,58,83,88,15,20,54,24,77,51,99,78,22,19,25,99,22,19,86,62,50,79,54,76,79,51,14,23,21,10,76,85
78,96,39,39,75,41,84,41,94,11,75,13,27,65,16,0,96,10,46,43,78,49,75,45,57,45,42,64,49,24,100,50,56,44,67,33,84,97,31,18,89,13,37,91,52,97,16,38,42,73,65,33,91,91,24,72,30,14,72,99,50,67,12,45,97,76,23,49,97,24,96,89,53,67,43,49,32,72,26,73,14,73,90,84,30,16,27,30,78
21,81,76,36,70,84,89,48,83,79,30,45,78,86,34,96,0,42,36,79,64,77,37,69,29,47,62,36,45,42,59,91,18,87,38,22,35,100,31,44,60,46,96,60,25,23,26,41,44,67,38,87,45,33,91,65,58,79,83,58,66,67,88,47,71,57,42,44,73,89,99,90,86,33,66,14,18,12,50,53,49,19,86,54,73,93,45,11,21
