64
0,4,3,4,3,3,4,2,1,1,3,3,4,1,1,3,2,4,1,2,3,2,1,3,4,1,1,4,1,3,3,4,2,4,2,2,1,2,2,4,1,3,2,2,1,2,3,3,4,2,1,1,1,4,2,3,4,3,3,3,3,3,2,1,3,0
0,63,51,93,14,64,79,62,59,27,36,40,86,51,64,67,48,30,45,25,95,82,47,75,78,15,54,100,72,77,73,59,60,64,93,69,19,97,54,77,60,42,37,98,75,12,40,35,42,26,64,99,66,32,76,53,98,33,45,14,61,74,77,30,74,0
63,0,36,81,20,92,89,75,85,26,48,22,41,47,77,11,51,33,93,59,85,89,81,81,16,91,48,37,87,88,83,75,12,95,67,12,87,58,25,12,78,86,97,70,28,85,75,25,88,43,97,25,17,81,25,38,57,47,10,35,76,22,45,32,57,63
51,36,0,76,40,36,41,17,29,77,26,75,44,24,41,56,27,97,12,50,48,24,74,48,77,22,39,45,23,97,33,87,67,35,19,64,60,77,88,48,64,60,71,18,19,95,24,34,94,72,83,42,70,25,90,62,61,52,21,42,79,39,64,57,57,51
93,81,76,0,85,82,77,29,14,62,92,64,71,70,87,49,57,29,97,25,94,37,89,26,98,67,77,69,66,38,73,14,81,21,96,41,72,46,88,56,33,95,92,48,49,52,81,90,80,72,25,94,96,59,52,68,23,42,33,79,70,18,56,40,10,93
14,20,40,85,0,64,13,17,98,86,28,81,37,11,95,55,44,35,97,72,41,67,58,33,39,90,15,79,98,37,21,27,99,31,45,66,68,68,28,76,23,54,20,95,30,88,65,54,26,92,20,86,37,33,10,35,90,18,66,54,29,90,94,56,91,14
64,92,36,82,64,0,37,83,45,47,44,22,13,65,37,18,70,98,39,13,88,45,70,13,75,52,41,55,68,78,60,77,14,60,40,56,35,13,10,44,63,44,51,47,61,28,59,38,13,18,66,72,90,17,11,25,20,49,26,89,90,48,37,94,38,64
79,89,41,77,13,37,0,63,82,72,75,68,52,18,72,11,49,50,91,37,87,32,65,38,37,79,28,22,11,60,88,47,77,13,16,36,58,19,34,74,87,14,36,80,64,43,79,85,61,55,67,73,88,91,95,15,49,73,74,21,51,26,17,83,13,79
62,75,17,29,17,83,63,0,33,40,66,49,39,91,35,14,85,47,87,99,90,35,43,34,59,53,55,96,97,32,24,76,45,17,66,22,75,91,31,70,27,89,86,58,87,57,35,68,81,99,82,88,43,80,33,90,46,80,97,61,85,45,12,55,57,62
59,85,29,14,98,45,82,33,0,28,53,48,65,67,90,36,22,23,61,60,67,99,76,62,35,60,97,45,56,93,10,29,100,92,75,12,50,94,14,48,50,38,96,30,67,79,36,87,73,28,41,21,24,49,76,72,18,45,31,98,67,97,68,94,92,59
27,26,77,62,86,47,72,40,28,0,22,34,61,42,41,87,60,24,72,48,10,78,13,96,23,36,40,47,30,24,52,88,40,98,16,53,63,71,83,43,50,80,89,24,60,72,57,84,13,17,33,71,33,91,95,28,54,82,29,24,46,45,97,56,39,27
36,48,26,92,28,44,75,66,53,22,0,59,72,83,50,98,21,75,65,35,40,17,60,30,86,74,40,28,32,18,26,53,76,69,46,79,21,25,19,33,68,69,57,76,89,85,95,52,61,47,69,63,63,18,13,65,83,17,69,16,16,70,28,56,55,36
40,22,75,64,81,22,68,49,48,34,59,0,60,13,12,31,18,14,84,97,60,99,15,71,35,22,70,85,27,76,65,91,17,12,57,86,31,54,34,24,28,46,92,28,33,85,93,64,45,27,94,76,83,84,99,74,95,51,100,49,100,26,86,75,15,40
86,41,44,71,37,13,52,39,65,61,72,60,0,68,66,18,32,81,23,94,54,98,23,65,50,93,65,68,83,91,18,84,99,19,96,21,30,87,42,40,18,57,81,59,79,28,96,67,16,92,65,34,72,41,63,78,15,23,26,10,12,67,11,45,18,86
51,47,24,70,11,65,18,91,67,42,83,13,68,0,80,60,32,17,82,78,58,26,31,54,71,45,84,15,52,90,24,87,39,10,59,43,51,43,74,21,77,93,43,100,68,45,82,83,78,53,24,36,90,18,32,47,22,10,88,17,24,78,77,65,90,51
64,77,41,87,95,37,72,35,90,41,50,12,66,80,0,26,100,99,11,76,12,76,51,65,11,24,47,37,80,53,36,16,77,47,88,87,47,53,61,12,66,31,53,10,74,99,40,95,34,92,99,27,85,10,66,49,59,62,70,82,15,37,65,94,62,64
67,11,56,49,55,18,11,14,36,87,98,31,18,60,26,0,80,38,38,79,40,28,97,12,89,28,86,47,42,48,29,10,18,76,64,45,16,95,77,94,72,40,88,79,70,67,24,19,98,46,52,80,31,40,45,53,16,55,24,99,36,80,29,55,73,67
48,51,27,57,44,70,49,85,22,60,21,18,32,32,100,80,0,44,64,78,60,40,24,100,93,92,71,24,50,87,69,64,38,14,71,67,15,20,10,55,55,71,68,64,67,41,89,89,21,41,75,53,86,31,15,76,88,11,43,75,87,69,38,91,65,48
30,33,97,29,35,98,50,47,23,24,75,14,81,17,99,38,44,0,99,56,64,13,49,89,59,89,41,45,88,82,81,16,53,97,100,27,65,65,66,89,24,57,38,23,18,98,96,73,39,52,58,97,90,61,38,46,69,68,35,38,77,35,72,74,80,30
45,93,12,97,97,39,91,87,61,72,65,84,23,82,11,38,64,99,0,55,33,32,92,13,85,64,41,81,71,91,98,59,83,11,47,74,45,72,90,44,28,18,52,58,23,29,25,60,78,80,25,65,11,73,70,32,31,41,68,60,57,96,76,34,69,45
25,59,50,25,72,13,37,99,60,48,35,97,94,78,76,79,78,56,55,0,100,60,12,42,34,62,20,13,45,21,18,65,55,95,33,19,79,32,50,96,51,43,51,71,30,38,77,62,50,92,45,95,55,14,73,55,71,37,11,19,93,94,64,81,84,25
95,85,48,94,41,88,87,90,67,10,40,60,54,58,12,40,60,64,33,100,0,54,52,31,45,16,88,53,85,84,41,16,26,17,26,47,89,62,81,18,37,78,71,100,78,40,50,23,22,15,100,44,32,53,55,49,67,14,90,97,22,30,96,73,27,95
82,89,24,37,67,45,32,35,99,78,17,99,98,26,76,28,40,13,32,60,54,0,17,39,68,71,79,79,65,57,63,41,67,75,96,27,76,46,61,62,84,36,87,33,50,40,90,81,16,59,95,52,95,69,17,27,40,58,33,65,39,83,37,33,64,82
47,81,74,89,58,70,65,43,76,13,60,15,23,31,51,97,24,49,92,12,52,17,0,29,27,48,80,81,63,29,78,16,38,70,85,12,42,11,15,13,14,35,85,70,100,37,47,56,93,97,26,62,93,54,78,16,51,30,43,45,83,47,76,31,62,47
75,81,48,26,33,13,38,34,62,96,30,71,65,54,65,12,100,89,13,42,31,39,29,0,61,16,91,30,42,19,77,91,55,85,60,40,78,30,80,98,56,13,57,16,47,98,67,90,77,80,47,15,10,43,74,18,35,65,85,94,54,74,45,65,72,75
78,16,77,98,39,75,37,59,35,23,86,35,50,71,11,89,93,59,85,34,45,68,27,61,0,88,18,11,60,64,77,92,83,72,88,45,59,35,93,37,100,96,20,46,25,100,96,97,54,11,38,53,61,40,27,53,31,54,63,64,67,10,72,49,29,78
15,91,22,67,90,52,79,53,60,36,74,22,93,45,24,28,92,89,64,62,16,71,48,16,88,0,18,26,92,28,32,73,36,13,75,91,71,39,44,89,82,41,78,69,45,80,56,44,15,74,29,91,89,66,22,39,61,45,77,54,44,62,12,12,53,15
54,48,39,77,15,41,28,55,97,40,40,70,65,84,47,86,71,41,41,20,88,79,80,91,18,18,0,33,13,24,35,89,44,55,98,72,76,95,22,99,84,12,48,50,51,79,19,13,41,48,45,63,22,66,18,83,50,51,48,73,51,75,16,43,93,54
100,37,45,69,79,55,22,96,45,47,28,85,68,15,37,47,24,45,81,13,53,79,81,30,11,26,33,0,39,48,13,40,14,97,70,16,17,95,19,39,36,73,47,20,19,89,61,26,81,48,84,65,47,11,34,81,23,92,90,57,20,67,64,49,70,100
72,87,23,66,98,68,11,97,56,30,32,27,83,52,80,42,50,88,71,45,85,65,63,42,60,92,13,39,0,49,90,78,49,18,39,30,92,69,77,59,82,21,59,21,89,28,46,25,23,78,26,69,90,83,83,23,47,64,44,17,67,15,28,15,78,72
77,88,97,38,37,78,60,32,93,24,18,76,91,90,53,48,87,82,91,21,84,57,29,19,64,28,24,48,49,0,44,83,40,80,77,55,87,50,73,20,83,88,91,25,98,37,66,89,39,97,32,34,67,58,25,20,97,82,71,35,89,24,90,21,76,77
73,83,33,73,21,60,88,24,10,52,26,65,18,24,36,29,69,81,98,18,41,63,78,77,77,32,35,13,90,44,0,15,18,41,46,97,33,92,62,20,11,25,44,87,62,72,39,76,97,96,95,29,84,38,92,38,79,89,42,95,45,40,50,69,75,73
59,75,87,14,27,77,47,76,29,88,53,91,84,87,16,10,64,16,59,65,16,41,16,91,92,73,89,40,78,83,15,0,89,57,91,60,26,22,78,42,10,87,76,62,66,96,61,20,88,51,65,19,59,62,34,37,30,73,84,11,70,81,63,49,30,59
60,12,67,81,99,14,77,45,100,40,76,17,99,39,77,18,38,53,83,55,26,67,38,55,83,36,44,14,49,40,18,89,0,25,48,33,76,14,54,78,97,22,61,20,64,65,41,16,81,28,86,62,45,90,10,94,50,36,87,66,35,11,14,35,58,60
