32
0,4,4,4,1,1,4,1,3,2,3,2,4,4,4,2,3,3,2,2,4,1,3,4,4,1,3,3,2,4,1,1,2,0
0,43,62,43,73,37,18,74,84,89,78,95,23,18,100,71,29,55,24,81,16,61,75,18,21,32,93,43,78,48,52,97,35,0
43,0,16,81,51,100,17,65,13,90,97,85,54,74,60,26,77,25,80,86,82,12,25,84,15,97,54,96,60,22,22,77,68,43
62,16,0,99,68,29,16,66,15,28,66,82,55,42,98,86,78,60,56,54,100,65,56,77,26,12,71,82,45,49,93,14,52,62
43,81,99,0,69,29,62,33,14,34,94,60,83,69,76,42,20,78,91,92,79,26,10,42,62,98,55,33,25,81,59,90,18,43
73,51,68,69,0,58,97,77,32,51,92,12,100,96,27,16,21,80,15,53,51,91,97,72,45,97,24,51,88,26,100,15,41,73
37,100,29,29,58,0,81,16,28,25,19,46,18,36,41,11,66,29,26,11,41,30,65,12,29,29,92,71,34,72,67,10,72,37
18,17,16,62,97,81,0,57,68,62,52,29,12,65,53,44,52,34,100,31,13,59,80,17,54,85,82,74,18,19,86,35,53,18
74,65,66,33,77,16,57,0,61,49,44,97,25,50,16,37,48,80,34,76,56,45,48,57,26,59,34,21,29,95,49,35,63,74
84,13,15,14,32,28,68,61,0,32,24,25,53,19,100,87,21,77,78,21,79,93,21,65,35,74,17,64,41,25,69,64,66,84
89,90,28,34,51,25,62,49,32,0,30,36,74,56,82,97,31,63,99,82,27,14,64,87,60,74,78,19,31,75,12,57,89,89
78,97,66,94,92,19,52,44,24,30,0,30,59,37,91,50,10,36,18,99,14,39,17,16,55,56,81,63,14,51,29,93,24,78
95,85,82,60,12,46,29,97,25,36,30,0,40,84,41,36,40,25,27,62,78,70,75,77,92,78,64,10,68,44,33,58,33,95
23,54,55,83,100,18,12,25,53,74,59,40,0,71,84,17,41,52,97,79,32,82,34,71,96,32,18,48,43,45,86,59,14,23
18,74,42,69,96,36,65,50,19,56,37,84,71,0,63,52,38,51,77,45,50,28,92,14,22,91,94,75,36,13,96,28,25,18
100,60,98,76,27,41,53,16,100,82,91,41,84,63,0,93,83,60,63,77,51,36,11,77,11,86,34,90,26,25,21,100,100,100
71,26,86,42,16,11,44,37,87,97,50,36,17,52,93,0,89,36,30,71,43,29,32,36,98,16,73,29,62,52,41,61,97,71
29,77,78,20,21,66,52,48,21,31,10,40,41,38,83,89,0,24,32,56,99,76,19,97,22,52,90,89,52,61,20,86,62,29
55,25,60,78,80,29,34,80,77,63,36,25,52,51,60,36,24,0,44,73,49,42,25,91,96,25,44,15,38,40,39,73,99,55
24,80,56,91,15,26,100,34,78,99,18,27,97,77,63,30,32,44,0,70,47,14,81,15,27,40,14,55,16,13,29,43,10,24
81,86,54,92,53,11,31,76,21,82,99,62,79,45,77,71,56,73,70,0,31,21,84,94,36,41,70,37,99,66,50,34,43,81
16,82,100,79,51,41,13,56,79,27,14,78,32,50,51,43,99,49,47,31,0,68,18,54,88,70,60,18,82,64,32,86,74,16
61,12,65,26,91,30,59,45,93,14,39,70,82,28,36,29,76,42,14,21,68,0,53,99,68,68,67,38,47,87,30,59,75,61
75,25,56,10,97,65,80,48,21,64,17,75,34,92,11,32,19,25,81,84,18,53,0,71,21,52,20,75,63,83,42,20,54,75
18,84,77,42,72,12,17,57,65,87,16,77,71,14,77,36,97,91,15,94,54,99,71,0,34,70,14,29,73,21,10,39,34,18
21,15,26,62,45,29,54,26,35,60,55,92,96,22,11,98,22,96,27,36,88,68,21,34,0,86,100,76,51,45,87,94,73,21
32,97,12,98,97,29,85,59,74,74,56,78,32,91,86,16,52,25,40,41,70,68,52,70,86,0,87,44,41,61,59,13,70,32
93,54,71,55,24,92,82,34,17,78,81,64,18,94,34,73,90,44,14,70,60,67,20,14,100,87,0,81,11,65,45,26,69,93
43,96,82,33,51,71,74,21,64,19,63,10,48,75,90,29,89,15,55,37,18,38,75,29,76,44,81,0,66,26,72,19,53,43
78,60,45,25,88,34,18,29,41,31,14,68,43,36,26,62,52,38,16,99,82,47,63,73,51,41,11,66,0,48,80,12,94,78
48,22,49,81,26,72,19,95,25,75,51,44,45,13,25,52,61,40,13,66,64,87,83,21,45,61,65,26,48,0,96,63,48,48
52,22,93,59,100,67,86,49,69,12,29,33,86,96,21,41,20,39,29,50,32,30,42,10,87,59,45,72,80,96,0,88,82,52
97,77,14,90,15,10,35,35,64,57,93,58,59,28,100,61,86,73,43,34,86,59,20,39,94,13,26,19,12,63,88,0,40,97
35,68,52,18,41,72,53,63,66,89,24,33,14,25,100,97,62,99,10,43,74,75,54,34,73,70,69,53,94,48,82,40,0,35
0,43,62,43,73,37,18,74,84,89,78,95,23,18,100,71,29,55,24,81,16,61,75,18,21,32,93,43,78,48,52,97,35,0
