55
0,4,3,2,2,3,4,3,1,3,3,2,4,4,3,2,4,3,3,3,2,1,3,1,3,4,3,1,4,3,3,4,4,3,4,4,2,3,4,1,2,2,1,2,3,4,4,1,2,2,1,2,4,1,1,2,0
0,82,18,91,20,81,78,89,76,76,72,11,37,62,49,96,23,67,54,36,74,73,14,18,23,81,38,29,77,46,86,21,93,29,64,50,81,55,67,74,51,58,73,57,55,56,82,91,49,96,30,58,10,17,33,59,0
82,0,42,81,21,42,73,69,83,94,100,40,51,32,50,61,45,40,50,44,39,67,40,19,76,26,68,98,91,97,27,10,69,58,89,50,49,63,43,47,77,37,59,27,36,82,86,42,11,13,63,72,67,45,91,29,82
18,42,0,14,86,54,16,52,42,86,99,76,44,44,29,34,15,94,24,10,23,49,18,15,74,67,80,82,54,76,91,70,43,56,45,59,96,98,69,41,69,76,25,13,14,65,91,63,58,11,62,100,61,51,73,84,18
91,81,14,0,74,75,29,17,49,89,31,20,95,74,25,14,87,74,64,37,28,15,26,50,66,18,83,28,82,53,64,92,73,17,97,84,13,51,43,17,27,11,12,85,39,68,27,31,83,14,100,75,84,74,14,24,91
20,21,86,74,0,27,64,93,39,31,85,80,84,91,70,86,54,75,34,16,53,46,80,23,49,12,80,17,18,25,23,85,74,34,14,82,57,69,32,40,52,39,57,84,43,61,30,22,31,78,34,65,31,24,71,90,20
81,42,54,75,27,0,85,97,64,58,91,73,79,16,26,71,44,91,40,13,82,33,82,96,49,44,26,19,16,22,81,18,91,42,15,62,67,32,96,44,48,20,78,14,48,85,83,92,88,53,80,46,79,90,26,19,81
78,73,16,29,64,85,0,10,48,77,54,89,99,39,32,46,47,51,41,78,93,67,88,83,58,63,77,84,86,82,17,92,29,17,90,83,86,76,14,52,70,61,85,89,86,94,44,49,51,17,60,42,56,22,97,31,78
89,69,52,17,93,97,10,0,45,40,67,83,98,31,15,92,61,65,21,40,68,16,99,12,85,57,63,43,19,28,12,94,87,48,59,52,59,27,64,24,87,73,88,44,10,81,80,94,57,78,25,32,35,29,34,54,89
76,83,42,49,39,64,48,45,0,95,96,48,10,81,98,63,27,36,87,17,14,57,42,55,89,67,65,64,46,28,75,36,35,68,74,58,18,16,33,33,36,77,38,39,52,70,79,99,17,31,10,91,63,90,53,26,76
76,94,86,89,31,58,77,40,95,0,16,36,28,78,59,80,33,89,46,11,28,46,44,93,23,48,76,52,81,73,53,39,43,49,66,86,100,89,35,17,11,58,76,24,90,48,45,62,24,46,55,51,68,84,100,63,76
72,100,99,31,85,91,54,67,96,16,0,95,78,89,79,21,13,58,26,14,21,27,57,15,57,78,47,43,99,46,24,74,91,89,79,17,16,53,70,95,80,76,75,15,36,13,67,42,86,99,43,14,41,12,37,75,72
11,40,76,20,80,73,89,83,48,36,95,0,19,37,20,15,56,52,49,34,78,54,86,23,30,91,92,63,50,46,91,97,37,51,81,90,70,32,92,54,45,35,81,82,23,59,14,30,40,71,58,70,97,35,100,75,11
37,51,44,95,84,79,99,98,10,28,78,19,0,96,38,61,95,69,44,57,37,79,37,33,23,59,37,81,54,54,57,77,81,77,65,28,25,83,54,69,81,11,70,45,21,84,35,11,90,97,31,26,34,10,40,35,37
62,32,44,74,91,16,39,31,81,78,89,37,96,0,74,99,80,38,19,34,98,27,78,13,75,70,82,60,59,17,78,86,68,82,26,19,27,53,48,32,44,99,92,83,81,39,54,14,40,30,35,98,77,62,81,86,62
49,50,29,25,70,26,32,15,98,59,79,20,38,74,0,25,21,84,26,66,93,64,96,35,19,41,99,48,89,74,69,55,34,33,78,72,88,22,23,12,79,24,46,36,51,79,49,27,80,34,78,46,34,76,55,53,49
96,61,34,14,86,71,46,92,63,80,21,15,61,99,25,0,34,67,10,82,13,55,51,21,78,98,26,98,14,44,31,16,52,24,83,90,27,78,71,98,21,51,36,67,73,36,99,52,53,96,35,81,74,59,80,14,96
23,45,15,87,54,44,47,61,27,33,13,56,95,80,21,34,0,59,18,31,94,16,35,73,65,70,89,82,21,36,51,95,10,73,100,86,82,29,78,89,81,79,97,48,42,50,84,75,94,100,19,56,28,93,86,48,23
67,40,94,74,75,91,51,65,36,89,58,52,69,38,84,67,59,0,27,77,90,52,26,14,10,72,46,57,70,76,75,38,49,60,21,67,47,99,59,42,60,54,27,72,17,69,93,61,19,100,44,65,22,32,41,53,67
54,50,24,64,34,40,41,21,87,46,26,49,44,19,26,10,18,27,0,94,89,95,21,27,83,51,82,20,58,28,66,10,56,68,89,34,87,40,31,73,36,74,72,31,46,77,17,77,85,52,100,12,16,33,79,37,54
36,44,10,37,16,13,78,40,17,11,14,34,57,34,66,82,31,77,94,0,22,79,67,96,53,13,75,50,96,82,92,93,84,52,32,16,82,37,32,98,32,60,44,18,36,28,48,86,24,83,33,45,83,65,33,98,36
74,39,23,28,53,82,93,68,14,28,21,78,37,98,93,13,94,90,89,22,0,85,47,28,17,38,72,10,52,52,33,77,13,72,95,97,19,93,100,53,13,35,23,39,85,44,35,34,20,18,73,96,86,11,19,97,74
73,67,49,15,46,33,67,16,57,46,27,54,79,27,64,55,16,52,95,79,85,0,33,62,34,68,34,14,11,55,62,57,88,88,98,49,71,49,21,96,90,91,19,22,36,60,58,25,38,66,17,58,45,88,59,11,73
14,40,18,26,80,82,88,99,42,44,57,86,37,78,96,51,35,26,21,67,47,33,0,34,13,88,28,12,23,39,33,69,80,42,16,46,18,18,59,24,90,91,47,98,95,61,100,64,94,90,83,72,18,73,39,52,14
