19
0,3,4,2,2,2,1,4,1,3,2,1,4,4,2,3,2,4,4,1,0
0,48,69,32,14,78,66,38,99,86,87,69,72,99,84,72,28,69,17,84,0
48,0,10,30,62,52,33,99,29,77,36,79,21,100,94,34,40,26,89,10,48
69,10,0,100,77,54,98,51,49,24,25,65,77,98,42,34,48,73,45,50,69
32,30,100,0,53,69,20,12,66,44,49,11,44,76,77,56,38,44,56,100,32
14,62,77,53,0,44,22,50,29,96,95,18,13,78,100,29,14,100,23,41,14
78,52,54,69,44,0,64,34,69,48,54,22,89,31,42,93,84,48,56,67,78
66,33,98,20,22,64,0,60,43,69,55,91,53,48,37,87,28,38,42,82,66
38,99,51,12,50,34,60,0,35,42,95,35,42,49,39,19,67,84,85,71,38
99,29,49,66,29,69,43,35,0,50,48,57,85,29,51,90,46,92,78,65,99
86,77,24,44,96,48,69,42,50,0,89,44,10,15,54,10,62,60,99,78,86
87,36,25,49,95,54,55,95,48,89,0,13,69,19,28,37,32,20,62,22,87
69,79,65,11,18,22,91,35,57,44,13,0,18,59,88,45,99,60,100,54,69
72,21,77,44,13,89,53,42,85,10,69,18,0,76,55,54,39,38,77,67,72
99,100,98,76,78,31,48,49,29,15,19,59,76,0,82,52,35,42,42,43,99
84,94,42,77,100,42,37,39,51,54,28,88,55,82,0,18,82,39,55,20,84
72,34,34,56,29,93,87,19,90,10,37,45,54,52,18,0,34,50,69,15,72
28,40,48,38,14,84,28,67,46,62,32,99,39,35,82,34,0,65,22,12,28
69,26,73,44,100,48,38,84,92,60,20,60,38,42,39,50,65,0,81,64,69
17,89,45,56,23,56,42,85,78,99,62,100,77,42,55,69,22,81,0,87,17
84,10,50,100,41,67,82,71,65,78,22,54,67,43,20,15,12,64,87,0,84
0,48,69,32,14,78,66,38,99,86,87,69,72,99,84,72,28,69,17,84,0
