86
0,2,2,4,1,2,1,1,4,1,4,4,2,2,1,3,4,4,4,3,4,3,4,1,3,2,3,1,4,2,2,1,2,4,2,2,4,2,2,1,2,2,4,4,4,3,4,2,3,1,1,2,1,2,3,1,4,3,3,4,1,2,1,2,1,3,4,3,4,1,3,4,3,2,1,3,4,1,4,1,3,2,1,2,2,2,2,0
0,68,13,70,45,22,26,32,84,74,93,35,89,33,77,62,25,34,86,40,24,15,31,30,44,48,24,81,84,35,33,68,58,80,90,76,67,21,28,47,16,50,34,100,16,49,18,19,14,58,19,69,19,84,70,31,26,25,49,80,54,60,42,25,26,55,87,21,65,58,85,92,57,52,70,50,67,39,12,47,52,82,47,34,26,82,42,0
68,0,42,49,34,75,87,26,81,46,67,75,47,60,88,55,65,60,78,97,62,82,96,38,73,73,63,48,67,26,62,83,41,55,28,64,18,61,58,46,78,11,61,69,99,90,37,35,93,58,74,49,73,98,22,41,95,32,55,57,81,37,41,14,15,39,71,24,11,42,57,77,44,86,35,83,97,24,28,85,17,68,93,100,97,99,67,68
13,42,0,68,72,64,87,39,95,88,81,100,75,54,58,68,21,91,26,67,95,47,66,25,48,30,11,34,48,57,45,57,65,85,17,33,59,24,84,56,49,30,20,78,15,20,34,86,42,73,37,75,43,15,20,21,49,57,54,94,74,19,61,87,28,67,52,56,67,32,38,67,64,71,91,86,49,12,31,95,76,61,68,87,51,55,59,13
70,49,68,0,89,32,83,15,66,17,57,57,32,50,39,19,37,60,24,54,21,73,62,64,45,56,31,65,19,43,26,27,60,35,37,11,80,34,38,73,81,81,60,32,27,82,11,64,90,62,32,72,34,65,64,39,45,32,82,16,99,30,95,26,47,16,21,31,25,50,48,44,72,98,77,79,34,12,30,28,97,78,34,64,34,78,41,70
45,34,72,89,0,72,93,66,14,62,42,73,58,60,62,75,88,15,73,51,80,57,79,15,82,91,34,41,84,50,51,28,43,19,57,58,68,73,92,31,100,51,10,98,76,41,85,53,78,88,64,99,16,99,88,87,10,24,32,37,23,18,43,11,75,10,61,31,61,86,37,35,10,51,70,41,97,28,95,45,19,91,26,81,45,98,64,45
22,75,64,32,72,0,29,26,72,85,53,34,94,39,84,65,57,50,87,53,83,19,35,96,25,50,66,86,24,79,75,21,32,59,96,86,88,47,75,13,99,40,57,71,28,67,100,96,29,87,95,59,94,24,90,46,38,32,13,43,72,30,10,20,16,39,44,60,40,59,90,26,65,33,46,53,58,98,15,85,31,70,70,55,50,22,26,22
26,87,87,83,93,29,0,51,31,63,28,72,84,64,24,27,28,91,15,78,12,49,92,30,45,38,74,93,33,23,74,70,47,100,51,53,12,90,93,22,75,88,11,92,75,47,20,88,98,82,86,63,66,76,56,75,19,55,83,78,63,70,78,54,74,69,42,71,66,45,10,13,37,12,54,34,29,63,75,21,20,46,74,55,33,94,94,26
32,26,39,15,66,26,51,0,58,17,53,18,23,99,92,48,40,10,76,75,36,73,98,66,98,17,80,90,17,71,64,69,11,97,58,41,100,61,22,18,13,50,71,51,50,33,96,51,43,58,75,79,42,33,24,34,57,41,35,22,54,23,93,59,99,22,90,44,97,70,99,22,89,73,77,15,92,49,58,12,66,24,60,56,31,56,59,32
84,81,95,66,14,72,31,58,0,94,13,42,58,53,77,64,97,28,58,78,94,27,80,42,13,48,28,70,38,29,10,39,96,65,86,27,75,92,57,51,55,37,54,79,88,53,99,68,28,98,11,65,13,64,11,20,93,63,64,86,59,53,20,24,72,19,48,62,15,54,28,31,31,81,32,100,70,99,70,20,24,35,21,10,83,46,41,84
74,46,88,17,62,85,63,17,94,0,58,61,85,39,32,40,54,22,59,29,13,25,18,76,98,28,28,66,93,79,33,71,40,28,41,48,65,65,94,55,50,70,87,46,11,76,70,16,78,58,52,34,92,46,15,47,88,62,79,86,60,10,36,23,93,51,38,84,41,24,76,28,28,75,49,78,25,56,13,85,23,23,27,36,21,55,20,74
93,67,81,57,42,53,28,53,13,58,0,44,84,44,25,78,78,49,83,63,31,41,83,61,91,75,13,54,20,71,84,54,60,14,77,30,95,49,32,33,41,48,38,20,100,100,48,98,94,42,54,51,64,61,59,70,87,10,62,86,50,89,95,91,74,21,34,25,55,20,75,100,33,85,79,89,66,56,63,16,84,66,84,39,91,37,76,93
35,75,100,57,73,34,72,18,42,61,44,0,80,69,30,90,43,51,64,92,22,52,72,86,19,86,43,20,39,93,13,37,17,41,27,23,57,17,55,19,73,88,57,18,91,29,35,44,30,36,52,19,22,70,52,91,60,94,23,25,69,45,77,90,74,75,63,41,56,76,13,62,25,41,59,75,28,11,91,15,10,16,56,18,64,61,28,35
89,47,75,32,58,94,84,23,58,85,84,80,0,38,48,86,81,89,52,99,18,53,88,31,84,18,96,83,92,37,93,91,98,100,76,72,50,14,70,78,27,66,74,13,27,43,29,96,75,21,77,34,27,61,68,42,43,48,90,46,51,95,96,82,35,16,62,77,66,37,33,32,86,50,64,58,44,17,96,88,90,12,70,10,56,93,51,89
33,60,54,50,60,39,64,99,53,39,44,69,38,0,11,52,70,29,15,93,88,39,70,77,71,54,16,62,79,62,16,18,58,82,22,78,46,81,45,59,15,84,96,18,10,64,54,59,36,93,90,12,75,52,12,48,14,44,21,17,36,52,83,73,21,29,87,51,48,12,46,75,38,86,31,36,71,75,50,13,25,13,19,86,46,37,37,33
77,88,58,39,62,84,24,92,77,32,25,30,48,11,0,59,77,85,14,34,84,94,72,51,48,40,42,25,62,63,89,36,79,52,32,12,71,84,80,16,72,74,15,78,90,34,49,57,91,86,43,46,73,30,37,92,56,27,80,100,20,11,13,22,69,84,11,45,12,20,48,91,65,66,58,32,92,24,73,23,93,48,51,65,59,62,35,77
62,55,68,19,75,65,27,48,64,40,78,90,86,52,59,0,45,42,56,10,63,67,39,55,86,23,30,65,74,95,58,57,67,54,70,69,78,72,14,73,54,31,77,18,99,82,83,29,76,20,45,16,20,73,88,48,84,30,48,83,84,93,33,51,75,79,93,36,12,25,38,57,83,19,60,43,60,76,79,93,73,16,89,69,85,37,10,62
25,65,21,37,88,57,28,40,97,54,78,43,81,70,77,45,0,21,15,23,94,56,13,95,100,23,80,52,31,41,87,36,67,82,54,71,39,77,81,50,78,22,54,86,62,70,11,71,53,57,49,93,50,22,22,26,18,79,36,84,96,43,66,70,56,70,92,73,76,65,89,49,30,64,16,52,62,81,85,13,55,49,88,45,54,97,67,25
34,60,91,60,15,50,91,10,28,22,49,51,89,29,85,42,21,0,96,61,87,67,78,49,71,38,84,70,10,29,93,89,37,83,51,10,80,77,95,11,93,93,44,77,51,95,60,84,76,56,65,94,25,89,38,74,73,51,12,26,59,78,82,64,95,69,84,46,85,67,53,42,92,59,13,22,78,66,78,78,23,56,12,53,58,43,17,34
86,78,26,24,73,87,15,76,58,59,83,64,52,15,14,56,15,96,0,49,82,45,94,99,88,61,95,70,19,79,95,44,44,28,42,51,81,48,41,80,77,44,13,93,46,59,62,88,16,94,37,62,48,83,34,49,64,27,80,63,71,53,93,50,69,15,95,42,39,68,76,65,66,48,35,32,84,95,45,18,44,62,56,43,50,96,23,86
40,97,67,54,51,53,78,75,78,29,63,92,99,93,34,10,23,61,49,0,69,20,94,70,75,92,87,91,19,13,12,99,80,71,84,44,68,66,91,20,13,34,89,42,50,47,48,42,48,20,88,55,14,11,58,34,61,66,80,84,70,58,26,42,87,64,69,90,91,54,41,39,53,28,31,27,88,67,12,22,42,79,47,89,44,58,100,40
24,62,95,21,80,83,12,36,94,13,31,22,18,88,84,63,94,87,82,69,0,37,73,88,100,98,51,65,19,45,58,98,41,94,56,32,48,41,58,87,31,75,48,56,89,53,83,100,57,57,54,63,58,44,77,82,28,49,70,94,89,50,75,62,31,23,35,36,100,10,30,85,10,61,78,29,49,21,96,75,30,33,64,55,26,48,82,24
15,82,47,73,57,19,49,73,27,25,41,52,53,39,94,67,56,67,45,20,37,0,11,78,40,56,11,67,39,19,94,57,11,19,44,59,44,48,22,42,48,69,77,33,29,90,96,41,15,76,52,29,19,13,60,67,68,100,76,43,78,81,32,86,40,51,69,48,23,74,82,26,38,68,40,79,72,15,80,45,66,91,66,88,30,30,27,15
31,96,66,62,79,35,92,98,80,18,83,72,88,70,72,39,13,78,94,94,73,11,0,67,17,42,35,11,85,96,20,57,86,18,21,87,20,33,13,75,65,78,71,91,20,85,41,95,71,65,56,58,38,86,30,27,36,73,41,48,82,22,91,85,14,86,69,39,84,17,42,54,41,12,66,79,24,56,66,95,12,42,54,32,98,78,56,31
30,38,25,64,15,96,30,66,42,76,61,86,31,77,51,55,95,49,99,70,88,78,67,0,31,20,98,55,87,52,11,81,34,70,98,23,22,13,75,11,17,30,45,67,53,74,18,41,29,55,14,27,93,72,56,18,49,42,97,61,57,86,53,11,88,25,69,65,59,59,47,12,10,12,45,29,29,63,40,18,39,15,25,64,58,22,89,30
44,73,48,45,82,25,45,98,13,98,91,19,84,71,48,86,100,71,88,75,100,40,17,31,0,61,43,38,51,84,100,100,67,71,59,67,92,69,62,17,73,22,97,63,40,39,84,71,98,76,69,97,27,86,43,16,99,83,53,69,69,82,70,71,21,67,29,85,73,36,73,18,15,35,62,15,47,63,43,51,61,60,21,38,81,28,28,44
48,73,30,56,91,50,38,17,48,28,75,86,18,54,40,23,23,38,61,92,98,56,42,20,61,0,18,35,28,63,44,78,99,53,11,20,76,82,71,34,55,84,98,75,79,66,54,38,76,94,24,90,17,26,93,82,90,13,36,23,45,28,46,77,68,96,13,26,30,47,15,68,74,48,99,73,73,97,88,99,10,72,25,56,52,63,63,48
24,63,11,31,34,66,74,80,28,28,13,43,96,16,42,30,80,84,95,87,51,11,35,98,43,18,0,64,82,21,25,22,90,83,15,43,58,74,23,46,52,86,70,23,34,62,65,94,84,80,86,99,92,59,19,23,49,46,57,47,96,37,80,98,100,22,28,82,64,63,99,12,55,31,57,26,86,27,72,73,98,26,17,11,39,68,72,24
81,48,34,65,41,86,93,90,70,66,54,20,83,62,25,65,52,70,70,91,65,67,11,55,38,35,64,0,98,14,36,93,52,77,62,35,83,10,38,78,83,60,37,83,77,59,29,24,69,84,42,20,56,61,86,10,31,42,34,83,58,38,97,90,28,79,56,32,68,59,35,97,94,77,64,30,41,39,73,48,81,10,90,51,65,74,60,81
84,67,48,19,84,24,33,17,38,93,20,39,92,79,62,74,31,10,19,19,19,39,85,87,51,28,82,98,0,32,77,79,70,82,47,54,92,12,15,65,98,38,15,87,41,43,87,17,72,85,64,90,89,16,17,73,33,73,59,43,44,42,88,31,16,30,27,25,15,22,56,60,82,13,95,85,11,62,87,90,23,55,92,30,42,54,19,84
