50
0,1,2,1,2,4,1,4,3,1,1,1,3,2,3,4,4,3,1,1,4,2,3,4,1,1,1,2,2,1,1,2,3,3,1,1,2,3,2,2,2,3,4,1,1,2,1,2,2,4,2,0
0,86,75,21,34,58,65,55,74,58,93,73,83,97,76,38,13,80,58,33,47,36,94,95,13,81,86,17,31,88,90,87,47,95,44,22,24,46,12,82,25,85,18,93,84,70,74,37,90,33,82,0
86,0,84,31,98,17,73,94,33,96,31,97,52,22,92,89,53,30,95,27,57,74,10,43,70,78,10,80,65,66,13,77,69,88,91,14,66,31,19,85,19,64,83,57,82,51,49,42,18,87,18,86
75,84,0,74,84,42,87,68,97,15,36,84,12,75,95,75,68,55,75,80,84,29,52,73,92,96,62,26,90,77,70,36,98,93,90,98,90,99,93,86,23,68,47,44,47,16,28,57,61,99,66,75
21,31,74,0,18,79,36,16,54,73,93,77,94,28,48,14,61,100,63,30,15,53,99,53,52,33,65,78,14,58,84,82,79,90,59,84,73,96,72,11,77,94,40,32,62,33,39,74,71,15,20,21
34,98,84,18,0,55,75,26,65,51,21,69,12,74,52,27,45,18,58,35,43,33,28,66,35,31,32,93,98,11,77,31,73,66,64,51,91,78,24,24,12,87,84,16,44,36,44,69,61,36,50,34
58,17,42,79,55,0,88,72,84,53,78,61,89,57,47,92,75,32,18,33,18,65,53,91,80,88,91,41,61,76,55,55,49,82,89,81,56,14,21,15,56,35,53,78,46,62,50,97,79,45,76,58
65,73,87,36,75,88,0,22,54,26,71,91,46,60,47,38,88,45,45,92,77,55,73,45,66,45,52,19,92,78,48,89,77,53,28,58,36,44,96,90,94,88,84,71,62,36,71,80,76,58,74,65
55,94,68,16,26,72,22,0,61,82,75,31,90,84,40,46,61,13,59,82,19,30,49,96,97,71,68,69,60,27,27,42,92,69,93,76,82,74,21,95,93,33,41,50,31,46,53,95,72,20,71,55
74,33,97,54,65,84,54,61,0,48,53,37,30,26,21,91,61,67,23,67,15,39,63,43,85,97,94,77,90,84,75,84,67,60,63,100,44,37,94,19,89,13,29,13,19,34,46,45,17,34,78,74
58,96,15,73,51,53,26,82,48,0,29,83,65,90,15,99,20,19,23,77,86,40,40,55,12,22,36,84,74,53,18,63,26,77,90,42,92,39,76,42,41,51,74,14,80,47,50,68,85,50,91,58
93,31,36,93,21,78,71,75,53,29,0,12,36,17,34,36,96,60,81,87,78,77,23,87,84,90,58,58,70,50,13,49,92,27,38,77,27,31,34,73,48,53,83,55,20,22,76,87,14,21,52,93
73,97,84,77,69,61,91,31,37,83,12,0,41,90,11,35,32,85,99,100,42,64,82,58,68,23,75,82,21,75,88,22,62,90,58,77,57,49,46,78,99,61,56,30,14,54,48,72,77,71,22,73
83,52,12,94,12,89,46,90,30,65,36,41,0,67,31,43,65,65,75,99,36,36,41,35,44,15,55,61,63,61,36,76,46,88,55,43,19,11,10,22,74,72,24,22,59,41,82,99,98,79,51,83
97,22,75,28,74,57,60,84,26,90,17,90,67,0,64,15,22,85,48,18,19,79,80,98,54,72,56,52,18,85,10,86,76,19,47,85,57,17,32,31,82,28,78,80,60,39,71,16,40,92,81,97
76,92,95,48,52,47,47,40,21,15,34,11,31,64,0,33,77,52,83,63,32,79,72,31,75,15,97,43,50,75,42,15,75,18,95,32,59,43,60,49,47,29,22,44,30,73,56,51,88,36,76,76
38,89,75,14,27,92,38,46,91,99,36,35,43,15,33,0,88,30,18,93,80,31,85,13,32,10,65,55,22,53,37,85,41,78,48,11,67,72,18,63,95,26,28,75,50,93,23,81,67,68,92,38
13,53,68,61,45,75,88,61,61,20,96,32,65,22,77,88,0,49,68,80,31,41,32,64,87,86,34,76,21,71,42,91,65,55,92,65,59,61,82,58,47,70,61,87,48,14,36,42,80,34,57,13
80,30,55,100,18,32,45,13,67,19,60,85,65,85,52,30,49,0,47,51,94,12,40,65,27,59,96,70,25,92,69,98,15,65,89,75,79,86,63,31,18,91,49,99,70,45,88,54,15,54,72,80
58,95,75,63,58,18,45,59,23,23,81,99,75,48,83,18,68,47,0,68,92,80,77,53,78,38,100,54,95,68,42,86,17,22,79,92,66,98,83,41,28,25,22,82,35,88,11,73,15,50,27,58
33,27,80,30,35,33,92,82,67,77,87,100,99,18,63,93,80,51,68,0,58,44,79,24,69,32,21,33,27,64,87,41,41,52,87,99,44,18,51,23,34,64,43,44,99,19,46,52,36,16,51,33
47,57,84,15,43,18,77,19,15,86,78,42,36,19,32,80,31,94,92,58,0,65,32,17,11,68,28,16,100,21,61,79,63,58,67,90,66,59,71,95,41,87,74,68,26,29,13,95,58,82,27,47
36,74,29,53,33,65,55,30,39,40,77,64,36,79,79,31,41,12,80,44,65,0,57,91,91,61,13,96,86,77,65,71,37,14,35,64,72,39,67,10,21,55,23,51,86,86,34,42,47,81,36,36
94,10,52,99,28,53,73,49,63,40,23,82,41,80,72,85,32,40,77,79,32,57,0,20,47,41,13,15,76,62,100,75,36,35,74,76,37,32,68,26,80,74,100,48,92,29,59,23,43,86,75,94
95,43,73,53,66,91,45,96,43,55,87,58,35,98,31,13,64,65,53,24,17,91,20,0,24,69,29,39,95,51,78,69,61,63,27,55,58,81,100,43,90,31,93,84,82,86,73,45,46,83,41,95
13,70,92,52,35,80,66,97,85,12,84,68,44,54,75,32,87,27,78,69,11,91,47,24,0,77,73,87,100,81,52,48,82,49,22,40,98,37,16,84,38,72,91,36,100,21,90,37,64,20,41,13
