52
0,1,1,2,3,3,4,1,4,2,2,3,3,4,1,3,2,3,1,1,4,2,2,3,1,1,1,1,4,3,2,3,1,2,1,2,4,3,2,4,2,4,4,4,1,4,4,1,2,2,2,1,1,0
0,68,63,90,47,50,55,16,51,23,16,33,17,25,14,97,66,20,73,89,58,38,44,41,79,47,56,99,27,65,11,47,73,56,75,69,52,26,34,59,74,24,10,31,38,44,79,91,90,99,69,76,42,0
68,0,72,73,15,59,69,63,14,51,23,59,64,90,98,19,76,36,99,36,100,93,30,48,42,54,61,94,11,96,59,74,49,78,69,48,53,90,71,32,97,63,53,38,11,57,13,95,22,51,59,89,42,68
63,72,0,31,38,42,41,75,43,61,41,11,20,74,66,30,22,94,51,83,94,52,17,18,93,18,40,83,21,13,77,35,56,26,42,82,26,93,98,34,31,11,72,15,72,49,99,25,21,67,80,29,85,63
90,73,31,0,92,10,94,39,25,38,71,41,31,77,11,91,75,53,72,81,81,45,84,88,49,49,71,29,22,48,100,31,19,46,26,41,31,23,92,45,90,69,77,40,89,69,50,94,66,99,76,53,85,90
47,15,38,92,0,97,23,24,95,31,42,45,96,48,86,38,89,45,56,49,33,13,14,100,98,44,59,39,88,82,14,69,13,23,82,54,42,23,44,72,50,24,79,50,21,23,37,96,88,100,88,94,86,47
50,59,42,10,97,0,12,83,15,81,47,21,100,49,85,73,56,12,84,34,42,66,65,55,54,26,58,59,72,13,13,86,60,32,51,70,54,40,10,13,48,83,67,12,90,62,49,61,67,16,73,57,42,50
55,69,41,94,23,12,0,90,71,27,31,15,80,37,64,97,83,10,29,36,99,10,89,96,61,49,52,57,77,99,41,76,95,40,66,18,46,64,40,40,89,95,19,17,90,55,51,62,63,59,14,78,74,55
16,63,75,39,24,83,90,0,23,82,81,58,82,47,31,27,44,40,74,44,41,26,74,23,54,94,77,45,73,13,22,63,53,62,17,67,29,77,32,50,13,35,44,90,82,29,95,85,78,15,85,55,21,16
51,14,43,25,95,15,71,23,0,46,49,24,100,14,54,37,42,75,18,55,37,20,13,85,81,35,73,80,44,21,66,69,75,19,96,82,32,17,82,38,36,42,84,27,47,100,33,64,42,38,55,25,24,51
23,51,61,38,31,81,27,82,46,0,64,68,71,59,64,65,80,57,66,97,26,72,25,11,13,90,89,69,22,63,17,47,48,48,86,78,20,98,74,97,20,84,97,94,27,41,12,15,22,25,72,10,31,23
16,23,41,71,42,47,31,81,49,64,0,74,36,18,86,51,87,36,19,47,31,41,45,54,39,20,48,70,30,87,66,81,67,54,86,28,25,93,78,87,14,28,51,37,46,67,44,15,44,25,80,15,47,16
33,59,11,41,45,21,15,58,24,68,74,0,32,56,17,11,97,93,18,48,32,37,84,27,37,75,47,76,67,44,66,14,27,28,51,18,45,97,39,30,77,72,94,19,48,85,74,54,21,11,16,61,39,33
17,64,20,31,96,100,80,82,100,71,36,32,0,67,34,54,54,66,70,86,81,41,26,63,38,74,73,38,28,91,78,49,53,100,21,82,84,52,14,47,16,51,57,38,18,23,70,76,67,23,73,34,65,17
25,90,74,77,48,49,37,47,14,59,18,56,67,0,24,72,37,18,18,77,25,14,83,77,36,40,85,20,85,55,53,13,45,82,45,44,61,28,58,35,14,19,63,79,91,93,97,97,99,97,95,74,38,25
14,98,66,11,86,85,64,31,54,64,86,17,34,24,0,10,22,95,49,68,53,99,100,100,81,52,99,66,64,93,32,95,92,67,36,94,17,75,55,42,50,92,74,58,62,94,10,48,70,81,42,80,76,14
97,19,30,91,38,73,97,27,37,65,51,11,54,72,10,0,75,70,56,50,10,59,57,90,100,74,46,67,38,51,76,31,32,32,92,67,79,89,19,98,99,13,47,13,72,28,63,84,96,60,39,69,46,97
66,76,22,75,89,56,83,44,42,80,87,97,54,37,22,75,0,90,79,20,79,21,57,50,90,69,66,63,88,83,20,41,31,96,34,52,30,90,15,93,59,44,43,27,44,78,96,68,40,69,60,22,54,66
20,36,94,53,45,12,10,40,75,57,36,93,66,18,95,70,90,0,99,58,14,34,89,90,45,59,28,56,11,100,10,72,22,52,84,56,14,86,31,12,44,67,94,84,24,14,22,83,65,64,69,60,77,20
73,99,51,72,56,84,29,74,18,66,19,18,70,18,49,56,79,99,0,33,32,49,82,73,63,59,64,49,62,16,50,13,11,48,14,63,25,79,54,72,54,96,86,25,60,96,73,26,76,36,54,85,27,73
89,36,83,81,49,34,36,44,55,97,47,48,86,77,68,50,20,58,33,0,10,20,54,79,27,15,46,92,40,72,57,97,100,41,21,49,50,50,43,94,67,71,46,43,92,59,33,41,15,23,78,23,54,89
58,100,94,81,33,42,99,41,37,26,31,32,81,25,53,10,79,14,32,10,0,35,41,25,19,23,91,77,70,30,83,71,84,37,90,85,67,56,99,42,93,37,93,57,63,22,37,52,99,41,89,10,99,58
38,93,52,45,13,66,10,26,20,72,41,37,41,14,99,59,21,34,49,20,35,0,79,45,90,75,31,32,66,54,55,26,66,53,28,90,63,73,22,15,95,93,23,77,61,24,43,26,78,20,25,88,70,38
44,30,17,84,14,65,89,74,13,25,45,84,26,83,100,57,57,89,82,54,41,79,0,41,88,94,89,45,88,38,16,79,90,94,61,15,97,17,14,83,95,95,95,68,17,64,89,19,10,100,89,26,10,44
41,48,18,88,100,55,96,23,85,11,54,27,63,77,100,90,50,90,73,79,25,45,41,0,52,35,85,55,52,88,62,67,59,11,72,72,93,85,86,95,26,59,18,75,11,56,33,90,49,91,36,64,52,41
79,42,93,49,98,54,61,54,81,13,39,37,38,36,81,100,90,45,63,27,19,90,88,52,0,75,80,36,25,18,22,57,68,51,97,62,10,93,61,69,11,31,14,70,75,17,46,32,97,10,37,63,57,79
47,54,18,49,44,26,49,94,35,90,20,75,74,40,52,74,69,59,59,15,23,75,94,35,75,0,17,30,95,46,11,39,45,71,41,26,13,89,68,25,78,58,84,92,13,31,71,39,99,57,21,96,31,47
56,61,40,71,59,58,52,77,73,89,48,47,73,85,99,46,66,28,64,46,91,31,89,85,80,17,0,90,98,12,60,43,27,16,76,31,23,32,64,43,41,20,38,82,65,68,35,71,25,27,100,31,90,56
