44
0,1,2,2,3,3,1,3,3,2,3,3,4,4,1,2,2,1,2,2,1,2,1,1,1,4,4,3,3,3,3,2,2,4,3,1,4,2,3,2,1,2,2,3,2,0
0,19,20,43,18,87,45,66,45,100,86,63,15,46,45,45,12,54,69,26,45,46,43,25,12,59,40,63,53,16,87,62,79,25,27,89,15,53,42,39,59,97,34,12,32,0
19,0,88,31,33,50,44,47,98,54,25,57,15,26,17,59,64,57,77,91,47,25,14,92,13,100,23,20,38,38,39,82,18,87,87,48,24,46,59,22,74,32,49,32,19,19
20,88,0,21,15,61,83,49,71,81,95,37,44,72,79,71,97,22,76,80,17,59,39,11,59,19,93,61,34,67,91,30,65,85,83,49,12,64,62,72,54,74,51,19,63,20
43,31,21,0,52,77,83,42,96,13,28,28,35,68,30,56,94,77,97,25,11,97,46,61,69,85,62,21,16,13,51,67,98,85,17,87,59,97,67,52,41,19,53,30,34,43
18,33,15,52,0,14,49,75,39,19,57,86,46,82,45,55,79,75,94,99,20,57,37,96,56,36,87,12,65,24,93,53,71,80,46,40,86,22,38,91,52,40,65,55,52,18
87,50,61,77,14,0,94,97,100,30,65,84,83,76,55,63,27,18,93,71,64,94,62,68,12,79,32,16,16,42,18,89,80,71,72,56,26,10,53,17,88,28,43,33,71,87
45,44,83,83,49,94,0,71,60,65,48,77,91,21,34,17,43,28,10,65,71,44,97,11,29,39,39,36,60,72,39,96,82,44,79,85,83,38,26,14,16,61,99,57,71,45
66,47,49,42,75,97,71,0,15,64,89,50,64,84,86,100,95,29,17,84,100,69,92,58,100,71,73,36,88,98,14,82,74,42,10,17,45,81,41,90,43,66,65,65,76,66
45,98,71,96,39,100,60,15,0,15,10,41,65,25,79,92,90,39,83,67,89,83,54,60,73,50,60,79,51,67,79,95,30,52,71,91,60,39,12,31,98,80,39,97,92,45
100,54,81,13,19,30,65,64,15,0,35,68,44,42,52,54,17,41,20,12,51,79,33,97,91,94,73,17,90,100,58,46,97,71,62,78,24,24,63,51,22,38,12,29,93,100
86,25,95,28,57,65,48,89,10,35,0,15,26,66,79,23,26,36,82,98,98,72,60,79,52,24,49,62,39,65,49,25,60,61,74,57,12,95,70,27,31,63,18,79,66,86
63,57,37,28,86,84,77,50,41,68,15,0,59,25,39,44,53,60,11,83,81,91,59,79,95,83,68,75,10,43,17,88,55,36,36,52,66,85,17,47,26,94,80,87,22,63
15,15,44,35,46,83,91,64,65,44,26,59,0,82,19,85,92,32,58,90,55,68,50,76,83,61,35,42,63,15,13,37,17,16,77,56,43,43,96,71,26,94,37,82,24,15
46,26,72,68,82,76,21,84,25,42,66,25,82,0,56,92,13,76,17,95,79,37,92,47,51,71,61,60,80,49,59,63,92,69,89,64,17,59,96,50,44,93,70,37,13,46
45,17,79,30,45,55,34,86,79,52,79,39,19,56,0,28,52,92,92,86,31,53,71,98,19,84,44,10,54,50,15,92,27,80,49,27,10,40,66,67,82,34,86,59,50,45
45,59,71,56,55,63,17,100,92,54,23,44,85,92,28,0,37,99,75,59,42,15,40,33,93,43,13,67,14,16,97,64,14,54,96,52,93,86,26,90,27,45,85,13,32,45
12,64,97,94,79,27,43,95,90,17,26,53,92,13,52,37,0,83,65,69,14,75,36,96,39,77,20,34,67,50,76,40,41,14,42,74,94,31,10,64,52,89,30,86,34,12
54,57,22,77,75,18,28,29,39,41,36,60,32,76,92,99,83,0,79,79,17,91,11,11,92,28,46,86,32,64,32,56,57,74,83,45,26,60,92,56,42,93,94,30,54,54
69,77,76,97,94,93,10,17,83,20,82,11,58,17,92,75,65,79,0,45,41,63,85,77,64,59,18,30,24,29,83,99,31,100,86,47,59,54,89,51,94,55,32,16,38,69
26,91,80,25,99,71,65,84,67,12,98,83,90,95,86,59,69,79,45,0,30,55,10,87,68,27,56,24,83,71,10,33,71,50,79,99,39,38,23,34,11,55,31,74,61,26
