48
0,1,2,1,4,2,4,1,3,1,4,3,4,1,2,3,3,1,2,1,2,1,4,2,2,3,1,2,3,1,4,3,4,2,2,2,4,4,1,4,3,1,2,4,2,2,2,2,4,0
0,22,15,13,44,65,12,40,92,24,12,36,65,69,76,64,17,24,31,44,41,71,55,35,88,73,51,59,76,43,85,66,27,28,71,76,69,42,83,32,70,68,80,95,57,55,23,95,61,0
22,0,22,67,61,27,14,58,95,53,28,72,65,78,78,23,34,21,88,21,31,55,40,67,42,91,26,10,19,99,96,25,21,77,52,70,91,37,22,49,55,41,63,60,38,76,31,52,90,22
15,22,0,53,26,90,90,68,23,58,15,45,46,10,68,92,79,80,45,14,27,45,95,31,85,66,78,47,12,30,99,82,49,38,37,35,35,55,84,24,85,21,93,20,23,37,66,79,12,15
13,67,53,0,62,50,73,82,98,48,51,27,92,72,37,58,34,37,76,50,78,73,26,11,96,39,84,30,76,83,30,39,73,14,78,66,32,88,100,69,75,58,18,77,47,69,96,83,94,13
44,61,26,62,0,28,12,66,12,26,87,29,41,24,53,85,63,97,28,47,76,21,22,25,81,78,68,70,38,95,56,13,22,22,72,37,63,39,78,19,48,70,65,40,81,43,83,13,38,44
65,27,90,50,28,0,32,51,66,15,41,66,78,82,28,87,77,42,18,48,24,88,29,74,33,91,12,75,44,56,42,38,91,74,89,53,89,26,41,65,89,91,36,10,94,37,42,32,74,65
12,14,90,73,12,32,0,60,39,32,30,58,43,80,30,60,41,69,81,94,93,96,67,96,81,78,71,22,75,39,70,100,77,29,39,91,100,88,56,51,49,37,14,32,70,21,83,97,30,12
40,58,68,82,66,51,60,0,35,94,66,60,48,51,51,87,82,59,39,74,14,87,82,49,72,41,88,76,38,53,45,46,96,37,76,50,19,51,38,88,50,92,64,77,55,80,79,74,99,40
92,95,23,98,12,66,39,35,0,63,48,58,10,88,96,80,22,45,13,32,79,95,50,71,46,26,22,94,91,52,15,25,53,56,44,17,33,14,10,37,34,10,34,84,23,39,33,63,16,92
24,53,58,48,26,15,32,94,63,0,93,69,36,100,50,83,51,75,87,42,72,39,88,65,90,54,69,92,43,99,45,74,75,37,58,68,43,36,86,43,40,77,38,94,83,33,61,75,41,24
12,28,15,51,87,41,30,66,48,93,0,36,70,79,25,50,80,19,84,25,32,52,39,87,58,87,37,38,30,76,97,60,31,73,26,21,81,67,59,58,33,83,10,55,76,100,100,24,72,12
36,72,45,27,29,66,58,60,58,69,36,0,70,81,95,86,41,82,12,11,86,30,63,39,93,87,20,24,71,61,100,92,25,23,21,43,84,41,34,97,50,50,92,63,99,68,65,80,23,36
