96
0,3,2,4,2,3,3,2,4,1,1,4,1,4,2,3,3,1,3,4,1,4,2,1,1,2,1,3,2,3,2,3,1,4,2,1,2,3,1,1,3,4,3,3,3,4,1,1,1,2,4,1,4,2,3,4,4,2,4,2,1,3,4,1,3,1,2,3,2,1,3,1,2,2,4,1,3,3,4,2,2,3,1,4,1,3,3,2,1,3,1,2,3,4,3,2,3,0
0,46,90,23,54,75,79,13,85,46,15,95,82,83,43,54,38,60,36,87,53,41,41,38,45,58,77,59,41,17,34,60,88,13,73,48,97,46,93,54,72,29,12,49,28,40,10,96,35,29,23,94,32,46,67,56,96,89,32,54,89,54,42,85,48,100,57,76,96,88,17,47,88,42,36,48,33,88,42,56,29,40,79,57,96,21,61,90,10,73,45,39,29,17,27,45,86,0
46,0,36,50,29,77,22,56,92,84,30,82,55,76,20,96,98,66,26,14,97,51,72,95,20,51,96,32,53,20,81,29,22,72,26,26,74,58,32,32,32,48,64,55,51,39,92,45,25,17,42,13,30,77,86,39,79,42,99,30,35,20,37,72,23,36,23,54,31,72,24,88,34,56,14,17,58,89,71,67,73,42,43,69,99,51,93,70,28,48,72,73,64,76,67,89,12,46
90,36,0,78,10,70,40,48,71,14,24,70,93,25,42,21,98,86,64,84,92,49,46,56,85,87,50,40,13,87,87,69,57,86,48,94,23,28,49,17,19,49,60,69,26,86,82,86,35,36,66,65,57,97,47,84,53,21,63,69,16,74,41,99,86,33,31,16,93,56,62,88,67,12,99,43,20,12,45,17,94,67,96,89,75,36,69,75,64,17,49,91,29,47,15,12,37,90
23,50,78,0,51,52,48,53,26,31,66,93,92,51,91,57,70,80,11,83,14,44,88,34,46,95,39,77,52,11,42,38,21,23,26,40,29,63,77,13,63,65,56,64,53,90,21,82,64,62,18,80,66,66,44,14,27,85,75,85,82,94,33,94,10,97,37,36,97,37,81,22,13,18,23,21,57,48,64,39,41,15,36,100,87,63,40,84,43,60,58,63,34,97,52,25,36,23
54,29,10,51,0,40,25,26,92,97,68,22,85,74,87,67,67,60,37,89,96,84,71,44,72,23,56,95,79,17,94,67,40,83,27,31,61,84,33,86,74,11,76,41,12,55,66,13,34,14,18,55,47,50,49,16,42,93,46,23,55,57,81,92,50,79,42,20,97,75,53,97,27,11,90,54,20,46,10,58,60,19,80,43,34,38,53,88,64,88,28,56,12,25,86,46,73,54
75,77,70,52,40,0,21,19,70,89,42,28,27,26,90,53,64,64,37,10,87,99,88,37,53,72,53,79,90,59,77,54,74,43,36,45,38,83,33,95,96,51,63,96,82,52,57,52,43,93,40,60,62,33,46,97,39,82,38,53,45,89,89,39,17,41,11,93,93,34,81,48,26,25,79,88,84,29,87,16,17,73,53,88,32,88,24,60,63,60,17,44,40,46,56,80,71,75
79,22,40,48,25,21,0,81,58,91,86,64,61,72,76,93,17,80,10,98,57,58,32,49,51,53,57,97,85,56,92,42,84,37,43,72,63,66,62,29,39,31,22,67,94,56,20,22,84,86,53,54,59,46,39,42,72,65,85,49,67,60,93,85,27,31,74,96,71,17,65,37,29,88,31,99,29,96,33,83,80,54,58,96,91,74,49,79,76,17,79,27,65,41,34,21,23,79
13,56,48,53,26,19,81,0,18,21,71,25,87,32,73,28,51,20,72,77,14,65,74,82,84,70,53,28,55,93,91,34,51,17,35,86,66,99,91,41,28,98,41,60,59,68,96,45,70,63,80,44,27,88,81,60,74,52,32,90,46,98,39,30,28,27,46,17,99,87,61,85,31,19,68,98,82,41,74,72,69,37,77,99,34,41,21,58,10,97,15,22,95,21,49,21,89,13
85,92,71,26,92,70,58,18,0,44,46,28,24,62,75,70,80,69,13,16,13,34,77,92,36,77,38,80,78,80,62,33,73,37,90,38,45,52,35,98,97,67,96,50,56,18,44,26,87,43,52,56,23,98,82,83,21,70,40,94,73,70,31,52,73,89,72,56,38,47,48,89,100,62,35,15,65,38,66,92,55,50,39,66,35,46,37,57,84,39,65,23,41,92,67,38,84,85
46,84,14,31,97,89,91,21,44,0,89,61,62,96,81,31,98,11,35,100,35,97,20,15,61,57,44,58,82,48,50,39,47,37,58,54,68,98,42,24,91,58,32,90,24,58,55,69,17,20,87,65,62,66,31,39,15,33,91,10,77,68,32,30,86,97,96,25,84,42,62,95,47,51,98,10,28,88,28,67,51,62,91,47,48,66,75,37,30,87,66,99,33,42,90,100,43,46
15,30,24,66,68,42,86,71,46,89,0,77,94,54,66,49,51,15,97,54,95,84,38,45,43,99,21,54,30,46,77,35,25,23,58,69,97,82,90,49,26,11,28,32,46,40,89,27,51,58,93,27,83,96,40,15,57,48,79,58,81,93,18,21,63,34,68,22,86,33,15,28,55,97,54,46,22,33,39,24,82,52,35,100,70,67,70,15,57,52,77,96,40,29,93,22,65,15
95,82,70,93,22,28,64,25,28,61,77,0,20,55,66,85,17,60,84,54,97,96,68,15,62,81,43,53,66,12,79,31,27,54,97,17,95,100,56,75,67,74,56,25,76,77,41,41,77,46,43,70,93,42,14,31,47,34,78,16,94,37,55,30,99,91,61,86,68,51,15,96,12,64,91,36,40,79,12,30,16,11,20,95,24,25,36,88,52,84,74,67,34,86,24,57,64,95
82,55,93,92,85,27,61,87,24,62,94,20,0,61,64,21,72,59,13,23,21,41,50,13,17,28,11,91,28,58,63,55,12,66,46,28,15,85,68,87,41,40,63,38,68,59,31,80,55,15,64,43,58,32,59,17,41,36,77,33,26,56,70,70,41,40,44,31,59,20,46,18,25,54,24,10,84,66,24,21,39,90,13,66,19,43,66,78,49,98,11,98,35,45,85,39,79,82
83,76,25,51,74,26,72,32,62,96,54,55,61,0,100,67,90,92,90,29,77,37,80,16,51,17,87,40,90,73,88,55,76,40,78,92,62,40,39,51,68,91,60,11,36,51,75,19,36,49,24,80,86,25,89,48,24,32,18,51,62,98,60,37,44,24,53,94,94,18,69,28,79,73,60,28,69,17,86,20,50,53,97,63,99,84,21,31,64,18,98,91,50,62,39,70,57,83
43,20,42,91,87,90,76,73,75,81,66,66,64,100,0,94,23,83,79,74,14,80,77,95,32,65,87,35,94,62,54,56,43,72,64,92,85,64,44,92,57,16,50,62,54,91,79,37,23,55,50,30,95,86,23,54,34,68,31,94,72,12,97,28,54,61,67,36,26,99,50,38,87,26,44,61,43,92,93,58,87,60,15,87,29,28,47,78,89,46,73,79,71,30,31,18,78,43
54,96,21,57,67,53,93,28,70,31,49,85,21,67,94,0,10,18,20,80,76,80,90,28,22,87,42,90,44,43,31,58,52,85,88,39,95,38,88,79,90,59,83,71,38,62,32,100,77,43,99,95,66,89,30,94,27,61,34,75,85,43,15,44,56,16,87,75,27,54,27,47,95,15,61,29,70,94,80,54,42,72,52,89,87,82,32,25,70,30,41,26,73,23,52,48,32,54
38,98,98,70,67,64,17,51,80,98,51,17,72,90,23,10,0,56,26,28,17,61,98,89,60,52,63,77,72,44,69,62,100,19,98,24,16,28,63,83,76,43,31,17,18,61,33,80,55,17,63,35,79,20,100,42,91,100,57,90,64,23,96,13,21,64,27,16,17,40,44,49,91,27,72,67,78,89,23,37,23,75,32,63,88,51,47,13,96,35,39,67,54,90,54,60,38,38
60,66,86,80,60,64,80,20,69,11,15,60,59,92,83,18,56,0,40,12,85,85,92,18,39,83,89,99,43,25,28,52,63,54,71,82,20,51,56,23,45,87,30,87,43,44,45,74,63,92,86,92,18,46,84,78,70,38,55,78,10,61,11,64,61,56,31,44,89,83,100,85,10,32,83,45,63,32,78,72,28,25,27,24,61,34,67,75,99,45,22,16,44,48,55,11,23,60
36,26,64,11,37,37,10,72,13,35,97,84,13,90,79,20,26,40,0,45,62,42,89,41,21,96,59,43,10,72,60,65,48,72,90,99,51,16,19,70,23,59,13,71,16,35,73,14,28,51,100,98,14,81,36,12,86,71,65,72,27,55,33,55,42,32,14,74,83,66,29,41,97,24,79,33,60,80,89,63,62,74,53,59,66,39,53,46,72,96,58,94,22,46,62,57,40,36
87,14,84,83,89,10,98,77,16,100,54,54,23,29,74,80,28,12,45,0,51,93,30,34,96,31,71,57,64,20,97,60,25,39,96,69,13,38,10,88,52,28,23,25,87,53,64,54,75,55,33,86,28,26,29,100,31,71,15,80,72,13,49,58,91,37,68,91,91,11,53,16,10,14,18,67,65,94,16,20,88,69,56,64,84,12,29,74,41,94,31,21,68,73,26,21,71,87
