38
0,4,1,4,2,2,1,3,4,4,4,4,4,2,2,2,1,3,3,1,4,1,2,3,4,1,4,4,2,1,1,2,4,2,3,4,4,2,4,0
0,45,79,52,14,16,87,94,34,39,24,18,73,49,42,95,72,11,54,49,11,29,15,23,55,42,17,72,20,84,62,79,29,82,63,26,24,70,61,0
45,0,89,56,21,34,37,96,90,70,52,98,58,66,99,68,15,16,20,45,67,13,17,79,80,86,11,81,19,81,100,39,99,84,49,79,51,85,11,45
79,89,0,20,74,100,62,83,58,35,54,68,88,22,30,83,24,88,39,96,29,92,89,22,71,23,59,52,96,40,86,95,47,77,91,96,91,52,58,79
52,56,20,0,10,30,65,84,65,35,41,99,97,61,54,22,71,91,52,74,75,82,38,68,14,88,72,100,55,57,93,75,42,59,95,96,73,77,89,52
14,21,74,10,0,42,73,69,72,17,49,66,50,95,57,56,11,57,90,68,30,45,59,56,18,70,65,35,38,81,31,17,92,36,25,64,100,45,96,14
16,34,100,30,42,0,67,91,93,68,100,93,96,95,82,99,31,45,75,77,84,12,53,91,51,99,36,71,63,83,22,24,97,10,85,42,97,38,39,16
87,37,62,65,73,67,0,55,39,46,42,43,73,88,48,36,27,83,50,65,70,75,96,32,22,97,22,65,43,73,61,76,67,76,44,16,11,97,53,87
94,96,83,84,69,91,55,0,45,42,47,36,89,47,24,88,15,86,29,39,40,80,26,36,76,49,73,47,17,98,93,36,62,68,60,48,62,66,95,94
34,90,58,65,72,93,39,45,0,29,82,77,50,58,47,54,42,30,60,48,36,84,27,16,33,90,35,20,84,83,87,47,28,91,52,98,53,63,57,34
39,70,35,35,17,68,46,42,29,0,17,61,35,10,18,14,78,85,85,86,85,100,83,34,73,27,18,85,100,84,80,31,78,32,23,68,15,55,29,39
24,52,54,41,49,100,42,47,82,17,0,100,82,37,95,50,21,77,51,93,19,34,95,72,92,94,65,32,35,41,13,72,51,23,83,33,49,29,44,24
18,98,68,99,66,93,43,36,77,61,100,0,41,88,75,42,64,18,65,77,18,67,17,84,50,96,71,65,91,34,67,16,28,95,25,37,14,95,81,18
73,58,88,97,50,96,73,89,50,35,82,41,0,16,69,39,41,45,67,52,36,35,29,79,51,52,43,63,28,90,49,37,49,98,72,53,11,89,23,73
49,66,22,61,95,95,88,47,58,10,37,88,16,0,97,22,86,46,62,88,72,30,70,61,58,73,40,80,72,88,80,21,16,95,38,76,40,31,91,49
42,99,30,54,57,82,48,24,47,18,95,75,69,97,0,47,21,41,46,18,84,35,79,17,48,80,31,12,77,13,82,46,98,88,74,66,85,45,16,42
95,68,83,22,56,99,36,88,54,14,50,42,39,22,47,0,29,31,50,95,70,67,66,37,97,49,90,13,86,25,93,96,99,50,55,58,49,42,27,95
72,15,24,71,11,31,27,15,42,78,21,64,41,86,21,29,0,95,19,90,57,29,54,38,71,90,26,88,84,48,69,80,66,60,27,28,73,16,39,72
11,16,88,91,57,45,83,86,30,85,77,18,45,46,41,31,95,0,65,34,34,70,94,95,67,36,69,16,11,80,71,14,17,84,81,43,59,16,22,11
54,20,39,52,90,75,50,29,60,85,51,65,67,62,46,50,19,65,0,21,64,17,91,81,37,71,52,59,22,49,49,69,87,20,18,67,37,98,10,54
49,45,96,74,68,77,65,39,48,86,93,77,52,88,18,95,90,34,21,0,88,81,47,89,74,72,58,100,11,95,62,57,12,72,35,27,100,48,59,49
11,67,29,75,30,84,70,40,36,85,19,18,36,72,84,70,57,34,64,88,0,15,56,97,48,11,72,64,44,17,85,79,57,48,15,32,68,31,44,11
29,13,92,82,45,12,75,80,84,100,34,67,35,30,35,67,29,70,17,81,15,0,66,60,63,51,13,43,32,54,37,15,33,72,70,62,73,82,98,29
15,17,89,38,59,53,96,26,27,83,95,17,29,70,79,66,54,94,91,47,56,66,0,11,15,87,41,19,36,55,28,73,35,84,79,95,22,32,74,15
23,79,22,68,56,91,32,36,16,34,72,84,79,61,17,37,38,95,81,89,97,60,11,0,81,59,68,43,97,15,37,43,27,85,42,36,42,100,42,23
55,80,71,14,18,51,22,76,33,73,92,50,51,58,48,97,71,67,37,74,48,63,15,81,0,47,34,42,74,10,63,63,90,71,47,75,64,83,15,55
42,86,23,88,70,99,97,49,90,27,94,96,52,73,80,49,90,36,71,72,11,51,87,59,47,0,33,13,32,23,36,80,65,35,59,78,48,46,37,42
17,11,59,72,65,36,22,73,35,18,65,71,43,40,31,90,26,69,52,58,72,13,41,68,34,33,0,98,30,25,64,10,71,38,60,55,92,69,63,17
72,81,52,100,35,71,65,47,20,85,32,65,63,80,12,13,88,16,59,100,64,43,19,43,42,13,98,0,69,11,70,64,29,96,95,78,11,74,15,72
20,19,96,55,38,63,43,17,84,100,35,91,28,72,77,86,84,11,22,11,44,32,36,97,74,32,30,69,0,65,98,85,66,28,28,66,49,69,71,20
84,81,40,57,81,83,73,98,83,84,41,34,90,88,13,25,48,80,49,95,17,54,55,15,10,23,25,11,65,0,66,62,83,63,91,40,52,43,48,84
62,100,86,93,31,22,61,93,87,80,13,67,49,80,82,93,69,71,49,62,85,37,28,37,63,36,64,70,98,66,0,76,35,90,25,67,29,88,35,62
79,39,95,75,17,24,76,36,47,31,72,16,37,21,46,96,80,14,69,57,79,15,73,43,63,80,10,64,85,62,76,0,20,32,19,93,64,16,97,79
29,99,47,42,92,97,67,62,28,78,51,28,49,16,98,99,66,17,87,12,57,33,35,27,90,65,71,29,66,83,35,20,0,46,36,69,89,53,94,29
82,84,77,59,36,10,76,68,91,32,23,95,98,95,88,50,60,84,20,72,48,72,84,85,71,35,38,96,28,63,90,32,46,0,68,45,54,48,66,82
63,49,91,95,25,85,44,60,52,23,83,25,72,38,74,55,27,81,18,35,15,70,79,42,47,59,60,95,28,91,25,19,36,68,0,35,51,90,67,63
26,79,96,96,64,42,16,48,98,68,33,37,53,76,66,58,28,43,67,27,32,62,95,36,75,78,55,78,66,40,67,93,69,45,35,0,82,59,83,26
24,51,91,73,100,97,11,62,53,15,49,14,11,40,85,49,73,59,37,100,68,73,22,42,64,48,92,11,49,52,29,64,89,54,51,82,0,90,15,24
70,85,52,77,45,38,97,66,63,55,29,95,89,31,45,42,16,16,98,48,31,82,32,100,83,46,69,74,69,43,88,16,53,48,90,59,90,0,53,70
61,11,58,89,96,39,53,95,57,29,44,81,23,91,16,27,39,22,10,59,44,98,74,42,15,37,63,15,71,48,35,97,94,66,67,83,15,53,0,61
0,45,79,52,14,16,87,94,34,39,24,18,73,49,42,95,72,11,54,49,11,29,15,23,55,42,17,72,20,84,62,79,29,82,63,26,24,70,61,0
