95
0,1,3,4,4,2,1,4,4,3,2,3,3,1,1,2,4,2,1,2,1,3,2,3,2,3,3,3,4,2,2,4,4,1,3,3,1,3,3,3,4,1,1,4,1,2,4,1,2,1,4,2,3,1,1,4,2,1,4,3,3,4,4,3,3,2,2,2,3,1,4,2,4,1,2,4,4,4,2,3,2,1,3,1,3,1,2,3,2,1,2,2,2,1,4,1,0
0,69,57,61,28,30,20,14,67,77,86,69,69,52,79,54,43,34,63,50,66,57,47,37,17,12,79,56,53,58,84,53,91,73,37,75,27,67,58,75,62,57,79,18,16,24,56,80,77,87,21,79,74,55,91,63,37,64,57,83,67,57,94,40,53,26,71,65,62,91,29,51,100,80,18,15,47,77,94,72,67,39,64,16,61,79,90,100,44,81,81,90,58,94,19,25,0
69,0,73,23,31,45,39,23,14,46,96,90,97,15,98,21,57,49,49,59,93,75,98,24,80,40,72,51,45,81,38,78,21,58,33,28,18,69,73,76,72,39,99,27,71,48,95,39,79,62,15,93,16,57,51,91,90,97,44,73,96,39,71,45,47,77,48,75,48,56,62,23,42,30,56,82,82,17,80,28,57,54,75,45,68,64,85,52,47,46,67,99,93,11,24,81,69
57,73,0,36,65,26,60,36,22,31,36,62,57,80,83,62,40,65,78,14,63,39,51,15,24,58,56,34,28,31,44,92,27,91,73,90,35,47,82,27,87,41,42,32,97,97,73,36,96,84,53,22,10,51,70,43,23,47,42,16,17,19,17,72,39,88,64,42,89,12,72,12,75,65,86,88,45,62,45,45,19,11,99,14,75,48,70,41,11,62,90,40,41,31,34,78,57
61,23,36,0,27,89,44,26,88,80,94,75,64,10,89,16,92,63,32,71,26,93,25,25,18,78,69,64,30,46,20,27,29,85,66,82,23,22,47,57,12,52,11,33,71,73,21,43,47,68,83,11,60,81,98,25,56,83,85,32,35,85,88,49,18,81,70,21,73,67,12,92,51,64,53,83,51,87,81,90,68,33,23,31,72,26,73,66,82,46,44,66,55,35,86,36,61
28,31,65,27,0,93,47,32,31,85,83,16,11,36,88,28,92,24,82,38,60,87,69,78,88,87,10,48,57,87,37,19,48,90,13,42,48,34,24,72,73,21,76,65,66,84,22,34,72,61,20,18,35,74,87,93,15,85,97,25,29,80,49,61,80,73,63,34,71,74,42,22,34,95,59,83,69,88,41,90,42,45,35,11,19,66,72,61,21,40,39,50,77,73,86,97,28
30,45,26,89,93,0,84,83,11,64,18,68,56,34,35,64,63,92,14,83,79,17,32,43,22,69,17,80,98,96,30,72,80,98,39,63,93,91,70,27,93,86,57,12,80,57,63,74,49,31,89,90,18,81,15,99,50,82,12,67,92,97,65,84,61,34,91,63,85,48,94,53,69,30,45,67,12,66,47,65,23,98,15,16,61,64,25,99,15,41,16,79,38,13,92,56,30
20,39,60,44,47,84,0,34,26,11,72,17,19,90,13,91,33,24,17,59,79,11,93,41,37,93,43,58,46,81,70,54,47,88,79,23,85,70,38,45,53,100,10,41,44,30,73,12,59,53,77,12,95,17,98,23,83,84,85,91,92,70,17,72,48,68,72,22,17,42,10,96,87,73,32,37,85,21,74,41,95,39,24,82,97,32,44,27,11,66,60,25,63,99,87,80,20
14,23,36,26,32,83,34,0,89,70,22,42,98,68,53,27,59,55,52,75,18,55,13,14,49,92,39,43,99,30,30,44,99,84,61,10,81,49,77,61,100,76,33,90,39,70,21,75,95,49,32,22,94,83,98,25,93,65,39,79,16,75,13,44,69,52,66,71,11,49,50,83,30,25,86,17,41,90,97,94,64,33,83,19,74,44,93,96,38,85,43,35,55,22,24,63,14
67,14,22,88,31,11,26,89,0,96,41,92,11,17,43,84,73,31,49,93,79,14,11,63,54,66,28,37,10,32,99,56,98,100,65,85,32,91,87,42,61,90,87,85,20,45,90,33,86,83,100,43,47,53,88,92,84,61,70,46,56,33,27,21,52,84,17,78,100,72,27,94,53,73,28,86,13,29,36,35,32,63,98,53,56,80,32,81,61,36,32,84,100,53,77,43,67
