36
0,4,1,3,4,3,4,4,3,1,4,1,1,3,1,4,2,4,1,2,4,2,3,1,2,3,2,2,4,4,3,1,4,1,4,3,1,0
0,39,63,29,91,53,20,58,12,20,26,63,80,61,90,96,85,16,90,29,43,73,41,29,61,95,73,35,78,51,10,66,43,73,68,64,84,0
39,0,25,50,71,17,77,58,62,20,14,87,75,19,59,37,30,54,61,37,26,31,94,47,96,100,35,99,71,40,77,46,98,56,38,81,58,39
63,25,0,77,38,39,58,76,21,75,14,67,18,28,68,21,89,31,96,92,67,13,27,99,32,47,54,46,62,43,68,95,15,12,47,30,81,63
29,50,77,0,53,18,50,34,57,17,84,95,71,72,25,52,10,30,76,15,43,48,34,81,31,38,78,18,21,69,31,89,87,25,98,27,26,29
91,71,38,53,0,62,25,39,65,50,88,75,84,56,15,36,52,87,98,84,87,89,11,54,12,39,59,42,29,23,95,12,27,35,29,47,27,91
53,17,39,18,62,0,17,14,25,82,13,60,98,12,63,33,56,60,82,91,68,94,87,60,94,78,20,45,32,75,40,24,56,31,79,67,60,53
20,77,58,50,25,17,0,43,26,75,29,34,68,32,14,17,56,58,52,87,84,33,81,47,79,85,27,40,15,39,74,100,51,34,95,83,32,20
58,58,76,34,39,14,43,0,81,26,47,17,36,25,22,34,87,77,13,66,90,55,61,42,34,17,24,19,50,96,11,74,100,14,20,57,66,58
12,62,21,57,65,25,26,81,0,42,46,54,66,83,56,87,49,27,64,27,43,68,37,52,89,87,41,66,59,36,100,94,56,58,80,27,10,12
20,20,75,17,50,82,75,26,42,0,13,39,10,23,75,43,16,11,64,27,41,17,51,63,10,33,13,93,43,48,15,67,77,93,96,96,14,20
26,14,14,84,88,13,29,47,46,13,0,30,33,86,15,81,66,93,33,31,90,89,58,82,69,24,78,16,61,23,10,99,23,58,95,36,64,26
63,87,67,95,75,60,34,17,54,39,30,0,51,88,30,18,61,87,46,62,57,69,44,64,12,39,39,40,89,13,65,99,96,82,20,18,77,63
80,75,18,71,84,98,68,36,66,10,33,51,0,55,80,33,45,23,48,83,51,30,100,82,36,50,77,58,80,36,55,92,50,45,82,39,72,80
61,19,28,72,56,12,32,25,83,23,86,88,55,0,18,47,41,88,77,17,28,16,43,47,57,18,98,85,52,95,47,29,48,61,39,89,42,61
90,59,68,25,15,63,14,22,56,75,15,30,80,18,0,93,47,51,88,37,48,48,33,38,39,91,24,18,36,65,79,60,36,33,67,33,16,90
96,37,21,52,36,33,17,34,87,43,81,18,33,47,93,0,44,77,95,100,10,18,25,83,21,21,27,27,37,17,94,20,59,100,60,49,12,96
85,30,89,10,52,56,56,87,49,16,66,61,45,41,47,44,0,28,53,13,30,43,67,23,24,49,100,59,52,77,31,47,51,53,97,27,13,85
16,54,31,30,87,60,58,77,27,11,93,87,23,88,51,77,28,0,77,68,53,61,55,60,62,59,23,76,10,75,37,88,42,24,80,91,18,16
90,61,96,76,98,82,52,13,64,64,33,46,48,77,88,95,53,77,0,24,41,81,38,60,14,66,90,38,91,35,41,87,11,62,29,85,50,90
29,37,92,15,84,91,87,66,27,27,31,62,83,17,37,100,13,68,24,0,54,67,16,29,69,20,100,92,54,86,31,58,91,46,66,40,96,29
43,26,67,43,87,68,84,90,43,41,90,57,51,28,48,10,30,53,41,54,0,80,28,40,52,24,25,37,14,39,30,29,31,56,17,55,44,43
73,31,13,48,89,94,33,55,68,17,89,69,30,16,48,18,43,61,81,67,80,0,19,11,36,40,71,34,89,76,77,79,55,82,97,98,89,73
41,94,27,34,11,87,81,61,37,51,58,44,100,43,33,25,67,55,38,16,28,19,0,67,39,34,29,89,55,36,91,14,70,37,15,51,97,41
29,47,99,81,54,60,47,42,52,63,82,64,82,47,38,83,23,60,60,29,40,11,67,0,81,13,33,50,98,82,36,12,77,74,91,76,50,29
61,96,32,31,12,94,79,34,89,10,69,12,36,57,39,21,24,62,14,69,52,36,39,81,0,90,13,38,35,66,85,73,99,29,38,70,22,61
95,100,47,38,39,78,85,17,87,33,24,39,50,18,91,21,49,59,66,20,24,40,34,13,90,0,17,81,35,63,29,72,50,29,33,52,19,95
73,35,54,78,59,20,27,24,41,13,78,39,77,98,24,27,100,23,90,100,25,71,29,33,13,17,0,71,86,82,69,31,79,53,37,51,17,73
35,99,46,18,42,45,40,19,66,93,16,40,58,85,18,27,59,76,38,92,37,34,89,50,38,81,71,0,46,75,73,18,89,24,35,24,13,35
78,71,62,21,29,32,15,50,59,43,61,89,80,52,36,37,52,10,91,54,14,89,55,98,35,35,86,46,0,49,57,79,55,60,56,80,14,78
51,40,43,69,23,75,39,96,36,48,23,13,36,95,65,17,77,75,35,86,39,76,36,82,66,63,82,75,49,0,32,16,20,29,21,28,78,51
10,77,68,31,95,40,74,11,100,15,10,65,55,47,79,94,31,37,41,31,30,77,91,36,85,29,69,73,57,32,0,45,95,85,88,41,12,10
66,46,95,89,12,24,100,74,94,67,99,99,92,29,60,20,47,88,87,58,29,79,14,12,73,72,31,18,79,16,45,0,38,29,18,97,44,66
43,98,15,87,27,56,51,100,56,77,23,96,50,48,36,59,51,42,11,91,31,55,70,77,99,50,79,89,55,20,95,38,0,90,49,63,54,43
73,56,12,25,35,31,34,14,58,93,58,82,45,61,33,100,53,24,62,46,56,82,37,74,29,29,53,24,60,29,85,29,90,0,73,40,79,73
68,38,47,98,29,79,95,20,80,96,95,20,82,39,67,60,97,80,29,66,17,97,15,91,38,33,37,35,56,21,88,18,49,73,0,66,81,68
64,81,30,27,47,67,83,57,27,96,36,18,39,89,33,49,27,91,85,40,55,98,51,76,70,52,51,24,80,28,41,97,63,40,66,0,83,64
84,58,81,26,27,60,32,66,10,14,64,77,72,42,16,12,13,18,50,96,44,89,97,50,22,19,17,13,14,78,12,44,54,79,81,83,0,84
0,39,63,29,91,53,20,58,12,20,26,63,80,61,90,96,85,16,90,29,43,73,41,29,61,95,73,35,78,51,10,66,43,73,68,64,84,0
