65
0,2,1,1,1,4,3,4,3,2,3,2,4,4,2,1,2,4,2,3,3,3,2,2,2,1,2,3,1,2,1,4,1,2,3,4,4,3,3,1,1,2,1,1,4,4,1,4,3,4,1,3,3,4,3,4,4,4,3,3,1,2,1,1,3,3,0
0,57,54,34,48,17,20,48,62,17,99,88,61,27,96,72,98,94,70,33,34,59,73,59,11,98,74,39,35,42,69,39,43,79,46,39,50,70,43,86,76,83,50,51,86,100,99,21,74,34,47,95,84,84,73,22,66,30,50,27,82,90,42,36,16,76,0
57,0,99,38,74,62,33,34,31,49,23,80,89,59,23,38,36,66,78,52,48,67,16,57,83,29,63,72,27,95,16,20,13,80,49,42,79,17,21,31,49,57,41,62,80,28,40,69,67,48,24,44,52,51,100,32,68,17,45,59,69,43,68,95,86,98,57
54,99,0,29,22,24,44,26,67,47,99,79,58,93,94,26,22,18,43,63,34,10,96,40,69,20,15,85,44,38,31,36,22,17,90,78,73,38,18,90,66,88,85,21,91,48,41,42,24,50,71,94,55,53,57,51,63,37,15,55,100,39,53,42,44,54,54
34,38,29,0,75,10,35,28,44,84,25,62,85,95,30,55,21,47,40,78,54,83,16,21,28,17,10,74,75,89,44,49,56,62,70,61,32,75,47,44,52,99,25,55,95,13,13,97,77,83,12,10,92,93,13,95,16,17,37,86,46,92,61,16,94,89,34
48,74,22,75,0,59,71,83,82,93,56,31,69,79,12,15,47,43,21,29,84,39,45,38,15,41,57,90,98,32,50,60,40,31,60,49,27,80,28,95,88,58,71,37,22,15,22,85,61,88,23,90,76,70,43,99,19,99,69,32,60,79,19,84,96,60,48
17,62,24,10,59,0,39,61,22,14,31,71,98,34,17,60,47,44,10,57,67,60,78,73,71,70,23,88,79,19,61,26,73,90,85,14,62,41,89,57,73,60,43,48,40,22,10,64,15,86,29,18,58,82,19,62,90,24,41,80,66,12,52,100,56,47,17
20,33,44,35,71,39,0,10,74,55,95,87,86,49,81,90,83,27,85,75,24,25,85,34,26,66,47,98,56,51,96,30,95,43,20,47,22,58,87,17,75,88,91,31,77,90,38,49,44,37,61,39,65,78,47,12,16,45,74,75,10,100,62,95,76,24,20
48,34,26,28,83,61,10,0,90,75,67,63,98,33,70,37,94,91,87,75,97,29,63,69,36,53,76,23,51,21,17,13,45,98,29,75,35,11,10,41,19,67,48,95,29,52,71,75,95,87,29,77,66,83,27,68,87,49,14,59,93,79,96,26,48,72,48
62,31,67,44,82,22,74,90,0,62,75,32,15,56,15,57,92,76,26,44,77,68,33,79,36,16,71,92,54,19,63,64,94,73,72,97,94,39,12,42,47,10,88,74,51,14,63,63,77,26,97,32,78,67,66,81,93,21,36,90,83,13,80,21,41,74,62
17,49,47,84,93,14,55,75,62,0,23,35,22,19,13,31,40,61,49,48,84,93,20,78,47,23,47,22,91,25,70,93,80,51,41,11,46,76,73,39,47,41,57,96,18,60,85,15,26,40,57,71,97,97,43,46,29,55,73,17,62,15,80,42,45,56,17
99,23,99,25,56,31,95,67,75,23,0,27,34,61,26,55,47,72,85,34,23,99,29,89,90,35,19,54,47,87,67,77,83,77,44,41,54,28,81,64,12,84,91,23,23,92,89,54,85,29,75,58,69,60,39,44,72,61,11,55,23,66,99,62,91,37,99
88,80,79,62,31,71,87,63,32,35,27,0,100,42,57,96,72,81,33,66,88,68,39,57,96,23,100,90,20,70,46,46,100,97,87,34,94,28,77,41,93,77,45,58,12,16,16,28,84,33,15,33,84,35,80,41,12,55,54,89,20,92,49,20,21,63,88
