34
0,1,2,2,2,4,1,3,2,4,2,3,3,1,2,3,1,1,1,1,1,3,4,1,4,3,4,3,3,1,3,3,1,4,2,0
0,97,99,65,79,42,63,18,81,67,23,69,13,13,31,80,77,30,66,60,40,83,37,77,23,92,76,37,62,42,94,97,19,56,68,0
97,0,99,60,44,78,39,69,35,80,43,41,39,27,77,62,65,58,58,88,100,85,20,70,84,16,43,99,97,90,41,77,55,42,89,97
99,99,0,36,90,31,57,12,40,82,60,96,38,62,35,75,37,94,61,83,53,17,43,73,73,37,100,64,11,38,28,78,56,98,90,99
65,60,36,0,96,67,88,15,11,33,83,95,29,39,68,13,84,92,61,49,62,85,49,50,100,11,35,80,96,16,89,61,21,29,19,65
79,44,90,96,0,18,43,90,40,73,66,26,90,41,95,45,89,88,95,97,97,68,11,18,25,47,41,32,100,61,22,86,66,67,39,79
42,78,31,67,18,0,62,46,54,25,85,35,18,68,35,86,82,95,84,21,68,81,21,79,25,75,35,64,42,86,29,41,97,96,66,42
63,39,57,88,43,62,0,69,96,74,99,25,75,78,73,57,66,67,31,68,97,70,14,33,73,41,67,78,14,68,34,62,100,69,58,63
18,69,12,15,90,46,69,0,36,97,21,59,71,49,43,76,10,95,11,58,61,37,32,35,64,13,89,78,65,70,63,13,67,20,92,18
81,35,40,11,40,54,96,36,0,46,32,29,18,15,12,99,22,77,23,30,71,24,54,65,15,75,22,48,52,73,21,82,82,42,48,81
67,80,82,33,73,25,74,97,46,0,27,32,94,55,76,90,60,87,78,46,75,85,80,79,62,10,71,43,80,83,38,32,11,62,41,67
23,43,60,83,66,85,99,21,32,27,0,45,82,47,61,65,43,26,29,80,85,45,91,35,83,79,82,84,74,92,26,65,28,30,31,23
69,41,96,95,26,35,25,59,29,32,45,0,93,98,11,94,63,87,42,51,22,26,46,96,32,12,71,46,12,55,55,15,60,69,87,69
13,39,38,29,90,18,75,71,18,94,82,93,0,54,50,38,28,98,64,19,49,61,88,56,60,52,77,16,37,10,92,17,66,60,97,13
13,27,62,39,41,68,78,49,15,55,47,98,54,0,43,35,23,72,41,20,67,14,39,79,72,12,54,58,12,74,63,99,23,62,74,13
31,77,35,68,95,35,73,43,12,76,61,11,50,43,0,68,58,16,34,84,22,31,26,86,93,44,77,62,93,95,83,54,80,71,34,31
80,62,75,13,45,86,57,76,99,90,65,94,38,35,68,0,26,27,55,51,74,40,75,20,65,98,91,68,31,15,40,13,63,11,41,80
77,65,37,84,89,82,66,10,22,60,43,63,28,23,58,26,0,84,52,37,30,50,39,92,100,93,90,69,68,40,67,24,25,89,74,77
30,58,94,92,88,95,67,95,77,87,26,87,98,72,16,27,84,0,88,33,20,15,36,95,17,32,12,81,47,57,64,16,96,60,31,30
66,58,61,61,95,84,31,11,23,78,29,42,64,41,34,55,52,88,0,70,55,15,88,46,98,96,90,45,78,87,100,97,95,54,78,66
60,88,83,49,97,21,68,58,30,46,80,51,19,20,84,51,37,33,70,0,72,87,43,74,19,11,74,21,83,53,39,19,25,41,40,60
40,100,53,62,97,68,97,61,71,75,85,22,49,67,22,74,30,20,55,72,0,31,42,64,14,33,37,67,83,12,51,92,41,89,83,40
83,85,17,85,68,81,70,37,24,85,45,26,61,14,31,40,50,15,15,87,31,0,73,64,29,43,85,72,72,32,78,60,43,50,85,83
37,20,43,49,11,21,14,32,54,80,91,46,88,39,26,75,39,36,88,43,42,73,0,29,23,47,82,19,90,19,29,30,33,46,34,37
77,70,73,50,18,79,33,35,65,79,35,96,56,79,86,20,92,95,46,74,64,64,29,0,31,52,94,21,85,33,88,29,54,45,30,77
23,84,73,100,25,25,73,64,15,62,83,32,60,72,93,65,100,17,98,19,14,29,23,31,0,100,60,88,10,77,100,91,86,79,38,23
92,16,37,11,47,75,41,13,75,10,79,12,52,12,44,98,93,32,96,11,33,43,47,52,100,0,32,31,28,24,41,46,83,70,66,92
76,43,100,35,41,35,67,89,22,71,82,71,77,54,77,91,90,12,90,74,37,85,82,94,60,32,0,17,44,43,26,93,69,45,42,76
37,99,64,80,32,64,78,78,48,43,84,46,16,58,62,68,69,81,45,21,67,72,19,21,88,31,17,0,100,97,23,23,90,90,97,37
62,97,11,96,100,42,14,65,52,80,74,12,37,12,93,31,68,47,78,83,83,72,90,85,10,28,44,100,0,60,35,99,15,14,80,62
42,90,38,16,61,86,68,70,73,83,92,55,10,74,95,15,40,57,87,53,12,32,19,33,77,24,43,97,60,0,32,29,92,53,27,42
94,41,28,89,22,29,34,63,21,38,26,55,92,63,83,40,67,64,100,39,51,78,29,88,100,41,26,23,35,32,0,23,38,71,43,94
97,77,78,61,86,41,62,13,82,32,65,15,17,99,54,13,24,16,97,19,92,60,30,29,91,46,93,23,99,29,23,0,100,71,32,97
19,55,56,21,66,97,100,67,82,11,28,60,66,23,80,63,25,96,95,25,41,43,33,54,86,83,69,90,15,92,38,100,0,79,19,19
56,42,98,29,67,96,69,20,42,62,30,69,60,62,71,11,89,60,54,41,89,50,46,45,79,70,45,90,14,53,71,71,79,0,54,56
68,89,90,19,39,66,58,92,48,41,31,87,97,74,34,41,74,31,78,40,83,85,34,30,38,66,42,97,80,27,43,32,19,54,0,68
0,97,99,65,79,42,63,18,81,67,23,69,13,13,31,80,77,30,66,60,40,83,37,77,23,92,76,37,62,42,94,97,19,56,68,0
