28
0,3,3,2,1,3,1,4,4,2,2,4,1,3,3,1,4,1,3,3,1,4,2,2,4,1,4,1,1,0
0,47,90,63,65,55,93,68,51,63,17,50,98,83,97,93,45,51,73,42,99,70,90,23,75,33,98,57,71,0
47,0,50,33,43,16,50,72,83,46,96,44,35,45,71,36,84,13,83,54,29,22,90,31,57,55,42,97,21,47
90,50,0,67,32,42,90,63,30,32,78,12,86,42,57,73,15,58,98,82,45,75,11,91,74,21,54,88,89,90
63,33,67,0,67,58,38,50,47,43,93,85,83,53,40,59,19,81,91,81,16,95,39,72,41,37,10,78,78,63
65,43,32,67,0,47,93,99,59,32,12,71,28,34,51,81,62,44,56,93,87,14,23,30,43,67,93,47,60,65
55,16,42,58,47,0,98,78,36,38,81,72,89,89,90,96,85,55,74,61,16,38,31,32,72,22,99,44,53,55
93,50,90,38,93,98,0,100,23,34,84,91,60,78,90,26,29,100,51,85,62,78,99,11,17,36,15,71,16,93
68,72,63,50,99,78,100,0,71,82,98,45,44,39,54,68,56,35,39,26,92,46,52,95,55,65,90,34,44,68
51,83,30,47,59,36,23,71,0,27,28,92,51,13,55,44,37,46,60,79,19,25,52,81,59,78,78,64,10,51
63,46,32,43,32,38,34,82,27,0,87,33,35,12,98,51,25,35,69,51,65,96,26,63,34,80,22,27,69,63
17,96,78,93,12,81,84,98,28,87,0,81,18,31,85,63,62,13,69,80,83,75,16,55,72,34,36,62,53,17
50,44,12,85,71,72,91,45,92,33,81,0,95,40,85,13,69,82,41,82,46,51,78,52,31,22,28,81,74,50
98,35,86,83,28,89,60,44,51,35,18,95,0,54,65,43,57,32,29,98,33,95,100,22,98,36,22,71,84,98
83,45,42,53,34,89,78,39,13,12,31,40,54,0,26,58,79,89,72,74,46,38,68,19,85,84,34,91,68,83
97,71,57,40,51,90,90,54,55,98,85,85,65,26,0,45,13,75,60,24,67,10,44,99,28,98,24,50,26,97
93,36,73,59,81,96,26,68,44,51,63,13,43,58,45,0,13,55,89,16,97,53,82,49,42,80,84,13,12,93
45,84,15,19,62,85,29,56,37,25,62,69,57,79,13,13,0,100,70,81,53,100,95,84,69,13,96,59,19,45
51,13,58,81,44,55,100,35,46,35,13,82,32,89,75,55,100,0,76,60,57,15,45,53,49,12,64,97,85,51
73,83,98,91,56,74,51,39,60,69,69,41,29,72,60,89,70,76,0,40,90,12,85,45,43,39,77,47,32,73
42,54,82,81,93,61,85,26,79,51,80,82,98,74,24,16,81,60,40,0,75,98,42,69,36,85,86,31,93,42
99,29,45,16,87,16,62,92,19,65,83,46,33,46,67,97,53,57,90,75,0,20,34,27,30,35,66,55,71,99
70,22,75,95,14,38,78,46,25,96,75,51,95,38,10,53,100,15,12,98,20,0,34,51,58,65,36,36,15,70
90,90,11,39,23,31,99,52,52,26,16,78,100,68,44,82,95,45,85,42,34,34,0,77,34,32,37,14,38,90
23,31,91,72,30,32,11,95,81,63,55,52,22,19,99,49,84,53,45,69,27,51,77,0,97,40,67,16,34,23
75,57,74,41,43,72,17,55,59,34,72,31,98,85,28,42,69,49,43,36,30,58,34,97,0,13,77,93,41,75
33,55,21,37,67,22,36,65,78,80,34,22,36,84,98,80,13,12,39,85,35,65,32,40,13,0,36,51,44,33
98,42,54,10,93,99,15,90,78,22,36,28,22,34,24,84,96,64,77,86,66,36,37,67,77,36,0,94,54,98
57,97,88,78,47,44,71,34,64,27,62,81,71,91,50,13,59,97,47,31,55,36,14,16,93,51,94,0,31,57
71,21,89,78,60,53,16,44,10,69,53,74,84,68,26,12,19,85,32,93,71,15,38,34,41,44,54,31,0,71
0,47,90,63,65,55,93,68,51,63,17,50,98,83,97,93,45,51,73,42,99,70,90,23,75,33,98,57,71,0
