99
0,4,3,3,2,3,1,3,4,4,3,4,4,2,1,1,1,2,1,3,3,4,3,1,1,1,4,4,2,4,3,3,1,1,2,2,2,3,2,4,4,4,3,4,2,4,3,4,2,1,4,3,2,3,1,4,2,4,1,1,3,1,2,1,1,1,4,1,1,4,1,1,3,2,3,4,4,1,4,2,2,4,1,3,4,1,2,4,4,1,4,2,3,1,1,3,4,4,4,3,0
0,60,84,75,16,81,37,47,98,63,66,10,19,95,79,76,47,60,95,89,28,20,35,36,62,44,82,24,58,44,26,60,73,24,57,79,54,25,44,98,52,70,77,22,23,65,64,69,52,22,76,54,82,60,16,33,91,13,51,84,57,36,39,59,74,46,99,60,75,65,30,36,28,10,78,81,40,48,46,31,72,18,37,12,44,19,11,57,99,20,59,51,85,96,17,21,100,42,90,48,0
60,0,52,96,17,41,81,36,30,86,80,90,17,38,87,54,69,70,88,70,39,100,55,98,41,95,85,73,82,51,73,14,42,34,62,73,32,28,14,25,72,42,55,33,91,47,71,87,55,16,12,25,30,81,53,50,45,88,67,26,63,44,53,33,37,19,51,54,45,82,57,38,31,83,78,90,67,44,43,20,43,21,85,97,60,38,77,71,82,13,16,68,37,41,97,64,85,67,51,68,60
84,52,0,97,18,35,69,41,49,92,82,60,63,60,32,54,94,41,12,19,29,38,84,26,81,57,55,35,96,75,12,61,27,94,35,56,71,53,33,22,16,85,43,49,22,65,94,42,51,55,54,15,34,59,49,50,10,59,95,86,73,76,98,76,85,55,25,43,87,96,32,98,13,95,49,82,84,16,84,67,19,34,33,92,89,18,13,97,24,89,68,51,91,59,95,11,98,25,55,69,84
75,96,97,0,20,85,53,74,73,29,100,26,10,69,94,15,81,56,90,34,58,30,99,63,61,61,65,88,51,52,79,93,43,35,78,59,47,67,83,34,68,72,91,75,23,29,21,92,34,16,99,34,93,30,56,45,69,20,37,58,25,34,96,15,17,14,72,47,86,97,94,79,100,78,69,93,37,55,69,64,87,67,17,92,18,71,18,22,74,35,11,43,68,73,78,44,21,46,65,45,75
16,17,18,20,0,72,73,62,47,70,36,14,11,38,55,42,89,49,62,83,10,61,33,21,13,33,89,65,34,59,63,39,100,49,73,28,20,53,15,95,97,77,38,18,52,77,91,19,38,11,44,74,28,14,96,64,74,57,81,60,31,94,63,100,82,64,63,19,21,63,22,89,89,55,93,72,33,96,43,71,51,63,79,56,58,54,84,85,93,94,46,40,57,99,11,81,24,36,86,83,16
81,41,35,85,72,0,68,79,64,27,19,73,93,12,92,52,73,92,78,77,86,46,90,80,38,39,21,88,76,88,62,22,24,51,43,59,96,64,78,18,71,42,95,32,34,42,13,88,18,48,27,92,35,13,87,100,21,60,79,92,33,67,69,77,36,47,57,73,83,24,15,81,60,83,87,83,52,76,47,64,18,14,41,96,67,91,65,64,88,14,17,88,88,87,49,79,57,42,96,85,81
37,81,69,53,73,68,0,93,33,44,10,78,89,93,86,29,65,93,24,35,73,27,73,60,79,45,78,83,33,24,100,37,62,48,43,60,17,50,88,49,53,100,58,84,18,59,82,59,47,21,77,12,57,97,71,36,48,32,15,65,83,84,85,40,46,96,64,52,33,85,74,80,58,80,94,27,46,43,82,93,50,62,56,61,21,59,76,52,18,40,83,14,43,15,66,51,78,89,85,62,37
47,36,41,74,62,79,93,0,34,65,50,63,86,42,71,72,43,32,49,65,84,61,38,62,68,68,75,35,46,55,78,42,85,81,69,45,84,71,70,85,49,28,57,47,64,81,75,12,11,38,26,10,56,15,34,48,46,54,19,89,38,81,83,64,15,80,65,44,68,59,37,59,18,49,73,79,36,18,48,11,98,64,72,42,73,10,41,52,39,58,47,77,55,30,87,39,12,39,38,51,47
98,30,49,73,47,64,33,34,0,61,93,79,20,64,94,57,41,52,74,62,94,84,77,16,29,59,23,34,22,48,25,47,23,15,14,13,55,66,54,20,64,37,43,26,39,12,76,37,64,23,60,75,86,57,27,48,45,45,45,91,52,64,82,33,77,25,66,52,42,60,47,97,34,89,47,69,15,46,38,34,97,28,90,93,97,22,47,74,60,16,45,81,11,71,61,59,96,67,84,32,98
63,86,92,29,70,27,44,65,61,0,88,23,49,15,75,38,65,84,99,25,57,62,40,86,25,42,23,49,27,98,93,25,93,13,13,23,31,84,47,77,87,97,79,37,93,13,47,76,53,81,68,30,34,56,40,24,25,44,98,79,76,63,65,93,27,48,32,50,41,73,61,55,59,33,21,66,92,20,97,82,86,35,33,41,75,39,53,33,76,18,84,42,60,99,95,14,48,96,94,26,63
66,80,82,100,36,19,10,50,93,88,0,70,94,73,32,34,76,42,61,43,92,15,31,64,51,22,81,17,88,96,68,56,23,45,24,59,65,12,27,57,48,92,15,66,40,69,24,59,18,10,34,19,55,52,65,98,19,40,80,55,44,78,16,91,55,68,26,71,30,50,94,44,21,97,94,35,34,40,76,42,43,96,17,39,15,75,22,38,15,36,88,89,31,48,69,55,78,78,86,54,66
10,90,60,26,14,73,78,63,79,23,70,0,95,39,85,40,51,76,71,64,35,64,51,63,14,67,32,43,76,39,83,61,82,55,37,48,28,67,59,38,59,74,39,100,97,72,26,33,59,22,50,45,19,85,75,49,48,72,15,14,83,45,37,77,20,58,99,37,57,66,53,39,29,53,62,36,59,86,84,65,41,88,23,39,37,49,36,87,47,32,91,49,49,48,34,85,58,21,27,85,10
19,17,63,10,11,93,89,86,20,49,94,95,0,31,94,21,23,22,41,48,11,34,56,75,30,43,57,98,21,52,81,58,57,98,43,35,65,26,38,87,72,71,62,66,87,37,69,65,84,46,73,95,34,53,66,69,77,87,31,47,72,38,78,96,23,86,78,84,68,72,21,81,86,31,96,78,35,57,50,74,53,90,44,21,93,62,36,73,60,88,87,68,99,17,46,44,74,22,91,10,19
95,38,60,69,38,12,93,42,64,15,73,39,31,0,29,48,21,35,99,58,90,56,87,94,70,58,79,53,51,33,20,12,24,38,48,86,19,66,34,65,53,86,83,60,26,83,55,51,54,72,80,64,73,72,63,66,51,69,52,92,63,93,43,55,60,52,39,96,15,55,54,42,10,37,77,81,77,89,83,54,45,29,36,71,31,75,47,73,18,14,19,84,99,92,60,100,43,13,56,49,95
79,87,32,94,55,92,86,71,94,75,32,85,94,29,0,72,16,65,71,70,57,74,90,58,66,82,29,46,52,25,36,20,83,81,53,14,26,44,95,75,38,14,98,53,99,40,79,40,46,86,90,46,74,66,100,38,96,20,92,95,88,50,88,59,32,34,55,75,66,11,85,41,22,66,54,14,25,91,19,11,83,34,65,28,48,13,95,87,52,35,72,22,21,78,35,19,49,41,31,75,79
76,54,54,15,42,52,29,72,57,38,34,40,21,48,72,0,93,44,15,81,53,12,81,94,18,70,49,47,90,76,81,21,13,86,86,82,86,66,10,15,43,40,14,67,72,56,74,81,57,72,11,40,87,39,72,84,68,69,79,44,25,99,16,77,45,61,94,46,98,50,60,42,81,41,32,60,29,47,25,38,68,47,96,42,73,86,17,99,83,85,95,14,99,54,16,37,49,72,87,99,76
47,69,94,81,89,73,65,43,41,65,76,51,23,21,16,93,0,79,25,85,69,52,85,65,35,99,90,84,43,61,74,70,51,35,23,34,90,95,28,55,47,66,53,75,95,90,35,98,61,63,89,36,90,65,25,41,77,99,10,40,48,34,81,71,87,86,84,21,57,28,53,23,54,24,27,75,20,80,27,56,18,54,96,69,48,25,97,56,84,21,89,25,68,72,73,84,15,23,46,60,47
60,70,41,56,49,92,93,32,52,84,42,76,22,35,65,44,79,0,26,19,22,70,99,77,15,58,72,43,49,76,75,49,55,65,36,66,54,71,31,11,19,74,69,37,56,51,26,31,40,52,99,17,26,63,40,31,98,25,17,55,20,87,78,57,17,34,31,20,38,76,77,61,82,18,41,71,24,73,92,99,76,42,51,65,88,48,23,91,35,39,48,49,69,25,90,70,18,92,75,45,60
