36
0,1,1,2,3,2,2,4,3,2,4,1,2,4,4,3,4,3,2,2,2,1,1,1,3,3,1,2,1,1,1,1,1,4,1,4,2,0
0,10,23,100,26,76,33,29,22,56,31,35,70,21,52,96,30,37,94,19,87,75,31,88,34,48,87,15,48,97,97,100,60,84,77,50,100,0
10,0,45,63,10,34,49,91,25,79,24,91,22,33,45,20,75,71,97,71,41,96,43,62,80,73,89,18,94,90,26,78,99,51,89,32,85,10
23,45,0,44,55,69,76,35,46,30,22,52,15,83,49,62,34,53,63,26,92,69,37,81,70,85,33,59,99,30,39,38,24,97,64,15,73,23
100,63,44,0,24,33,99,31,12,78,49,51,27,61,27,89,32,43,46,37,31,22,64,20,39,12,97,20,83,49,61,89,40,24,50,53,70,100
26,10,55,24,0,34,51,48,22,33,12,51,32,95,32,53,64,48,83,42,26,70,24,99,38,74,69,22,62,80,32,76,100,94,52,85,99,26
76,34,69,33,34,0,99,50,78,33,46,97,60,78,58,67,46,57,10,56,90,30,20,47,27,24,55,14,66,60,13,91,71,61,43,75,89,76
33,49,76,99,51,99,0,37,26,66,48,22,93,95,61,91,78,21,86,27,88,56,92,22,56,90,42,45,94,98,67,57,86,34,51,59,68,33
29,91,35,31,48,50,37,0,31,98,21,99,55,99,10,84,79,83,52,22,17,85,32,70,50,59,62,50,82,72,52,81,38,72,50,77,60,29
22,25,46,12,22,78,26,31,0,20,36,82,19,16,36,66,28,89,40,14,41,23,34,75,59,48,63,84,72,73,18,52,69,73,57,53,52,22
56,79,30,78,33,33,66,98,20,0,23,17,37,35,68,93,77,36,95,51,67,60,37,12,67,51,51,32,98,31,47,43,98,72,79,42,79,56
31,24,22,49,12,46,48,21,36,23,0,31,14,47,54,32,59,23,17,73,91,31,98,12,10,11,60,17,33,27,77,60,86,81,44,12,75,31
35,91,52,51,51,97,22,99,82,17,31,0,41,46,92,97,15,85,46,40,28,10,82,60,42,14,52,82,50,74,98,83,29,65,84,42,40,35
70,22,15,27,32,60,93,55,19,37,14,41,0,74,54,99,90,35,100,37,49,25,84,59,19,63,46,50,73,31,84,84,67,68,15,36,40,70
21,33,83,61,95,78,95,99,16,35,47,46,74,0,62,35,17,56,44,16,53,11,11,81,51,75,64,97,55,81,34,47,57,38,40,40,62,21
52,45,49,27,32,58,61,10,36,68,54,92,54,62,0,91,26,76,16,33,77,53,83,10,87,31,95,86,77,33,73,46,40,58,12,99,30,52
96,20,62,89,53,67,91,84,66,93,32,97,99,35,91,0,90,39,82,37,18,89,25,61,80,59,38,78,25,22,85,70,43,65,28,34,100,96
30,75,34,32,64,46,78,79,28,77,59,15,90,17,26,90,0,43,97,74,58,32,42,27,15,30,60,19,24,25,28,97,29,95,71,66,32,30
37,71,53,43,48,57,21,83,89,36,23,85,35,56,76,39,43,0,42,32,95,51,67,76,15,95,97,16,38,99,65,67,39,66,83,71,93,37
94,97,63,46,83,10,86,52,40,95,17,46,100,44,16,82,97,42,0,34,74,54,57,10,61,62,15,87,55,32,95,29,91,17,73,48,41,94
19,71,26,37,42,56,27,22,14,51,73,40,37,16,33,37,74,32,34,0,59,63,56,10,32,75,72,99,81,56,54,52,65,23,62,71,96,19
87,41,92,31,26,90,88,17,41,67,91,28,49,53,77,18,58,95,74,59,0,63,89,61,23,43,60,72,56,17,38,42,21,73,87,90,74,87
75,96,69,22,70,30,56,85,23,60,31,10,25,11,53,89,32,51,54,63,63,0,91,77,12,86,23,90,57,54,23,91,10,87,36,39,53,75
31,43,37,64,24,20,92,32,34,37,98,82,84,11,83,25,42,67,57,56,89,91,0,25,58,98,83,99,75,97,92,80,97,16,100,14,11,31
88,62,81,20,99,47,22,70,75,12,12,60,59,81,10,61,27,76,10,10,61,77,25,0,75,30,69,36,55,89,49,93,45,66,96,97,90,88
34,80,70,39,38,27,56,50,59,67,10,42,19,51,87,80,15,15,61,32,23,12,58,75,0,62,93,69,14,11,75,27,94,32,49,69,79,34
48,73,85,12,74,24,90,59,48,51,11,14,63,75,31,59,30,95,62,75,43,86,98,30,62,0,89,17,68,94,54,42,92,63,67,47,36,48
