16
0,4,2,3,3,3,3,4,1,2,1,1,4,4,3,3,1,0
0,22,46,29,63,43,35,50,51,11,70,54,97,100,43,72,73,0
22,0,56,21,34,96,85,49,90,33,40,29,30,57,21,14,24,22
46,56,0,96,19,100,77,55,70,12,30,78,98,58,27,94,82,46
29,21,96,0,21,77,94,26,12,79,29,45,72,12,48,43,90,29
63,34,19,21,0,71,90,47,60,25,83,39,86,43,97,16,18,63
43,96,100,77,71,0,97,54,15,29,29,21,98,93,11,72,84,43
35,85,77,94,90,97,0,45,65,32,43,31,35,78,68,97,34,35
50,49,55,26,47,54,45,0,71,81,85,13,45,42,72,57,63,50
51,90,70,12,60,15,65,71,0,76,54,86,88,59,42,74,82,51
11,33,12,79,25,29,32,81,76,0,98,83,55,99,34,67,100,11
70,40,30,29,83,29,43,85,54,98,0,80,65,83,32,29,28,70
54,29,78,45,39,21,31,13,86,83,80,0,12,22,82,80,76,54
97,30,98,72,86,98,35,45,88,55,65,12,0,40,54,92,10,97
100,57,58,12,43,93,78,42,59,99,83,22,40,0,91,39,71,100
43,21,27,48,97,11,68,72,42,34,32,82,54,91,0,61,85,43
72,14,94,43,16,72,97,57,74,67,29,80,92,39,61,0,80,72
73,24,82,90,18,84,34,63,82,100,28,76,10,71,85,80,0,73
0,22,46,29,63,43,35,50,51,11,70,54,97,100,43,72,73,0
