17
0,4,1,4,4,4,1,4,1,4,1,2,1,1,2,2,2,4,0
0,16,35,30,86,19,53,55,23,26,25,72,14,77,18,34,14,96,0
16,0,37,64,45,33,84,26,43,77,37,48,24,51,69,89,63,70,16
35,37,0,58,40,43,10,19,60,28,24,24,91,82,70,86,80,86,35
30,64,58,0,22,31,22,80,100,93,52,22,50,26,52,27,60,31,30
86,45,40,22,0,12,53,47,14,76,56,34,68,32,52,86,42,61,86
19,33,43,31,12,0,53,58,35,55,41,21,88,41,71,33,82,76,19
53,84,10,22,53,53,0,25,80,64,20,33,29,53,42,25,13,68,53
55,26,19,80,47,58,25,0,32,66,25,33,11,46,26,23,100,92,55
23,43,60,100,14,35,80,32,0,90,100,45,73,51,51,19,44,42,23
26,77,28,93,76,55,64,66,90,0,22,88,85,15,85,77,16,23,26
25,37,24,52,56,41,20,25,100,22,0,84,45,72,86,95,13,96,25
72,48,24,22,34,21,33,33,45,88,84,0,29,20,78,50,61,64,72
14,24,91,50,68,88,29,11,73,85,45,29,0,83,100,65,75,47,14
77,51,82,26,32,41,53,46,51,15,72,20,83,0,76,93,73,71,77
18,69,70,52,52,71,42,26,51,85,86,78,100,76,0,14,65,23,18
34,89,86,27,86,33,25,23,19,77,95,50,65,93,14,0,92,13,34
14,63,80,60,42,82,13,100,44,16,13,61,75,73,65,92,0,60,14
96,70,86,31,61,76,68,92,42,23,96,64,47,71,23,13,60,0,96
0,16,35,30,86,19,53,55,23,26,25,72,14,77,18,34,14,96,0
