68
0,3,4,3,1,3,1,1,1,3,3,3,1,1,2,4,4,2,4,2,2,3,1,4,2,2,3,2,4,1,3,4,4,3,2,1,1,2,1,3,2,3,3,2,4,1,4,1,2,3,4,1,1,3,3,3,4,2,3,2,3,2,2,3,4,1,2,3,2,0
0,57,76,83,23,37,18,87,45,54,14,77,21,60,49,77,56,22,83,78,13,18,16,63,89,45,13,29,46,17,99,14,49,57,41,73,40,76,72,49,67,19,45,57,11,11,59,22,94,83,54,47,87,50,14,33,86,49,27,38,97,71,72,30,26,29,12,21,63,0
57,0,57,41,85,71,36,54,67,59,63,91,15,46,45,76,57,43,89,35,49,66,70,79,63,33,82,50,27,11,92,27,54,89,83,44,43,24,75,59,19,52,18,70,65,87,54,45,15,37,68,81,29,52,60,62,65,22,52,58,13,36,85,13,81,22,53,68,26,57
76,57,0,51,57,38,85,84,89,63,16,67,20,16,68,90,68,16,88,92,49,25,12,10,100,27,50,68,99,78,92,34,25,41,45,45,90,25,19,28,14,15,57,27,45,12,40,45,43,38,25,30,62,10,92,20,54,69,85,29,44,20,36,64,43,76,88,33,76,76
83,41,51,0,63,26,20,74,78,74,50,85,46,90,46,43,78,53,84,27,91,63,55,30,67,42,77,25,13,14,46,89,71,49,17,49,73,67,71,82,21,69,92,38,99,42,65,56,65,80,59,55,44,34,43,36,18,53,55,87,52,55,55,13,81,98,79,22,80,83
23,85,57,63,0,24,20,18,47,11,33,75,92,41,94,88,70,72,91,42,37,79,58,67,45,52,68,61,82,20,19,66,83,10,96,64,63,43,95,17,31,30,69,64,64,17,97,46,20,20,44,57,39,97,88,69,22,44,28,67,69,62,90,80,66,85,50,36,10,23
37,71,38,26,24,0,45,90,51,49,57,21,92,49,20,26,75,42,90,100,41,12,35,31,53,25,44,55,38,62,15,68,65,20,72,89,37,49,42,82,61,35,97,58,70,41,26,79,11,49,37,91,54,89,15,62,23,36,65,30,69,75,57,53,22,75,56,42,55,37
18,36,85,20,20,45,0,45,34,33,92,92,28,60,84,38,53,37,36,82,25,13,73,45,77,24,73,41,80,81,87,25,97,69,62,28,52,57,67,52,19,56,46,79,96,62,14,24,98,89,36,65,52,93,27,59,26,64,58,85,49,23,58,86,22,100,64,91,92,18
87,54,84,74,18,90,45,0,34,40,11,13,91,64,30,38,51,15,57,91,83,84,54,75,67,85,47,44,97,99,52,14,60,23,21,44,75,90,63,30,28,38,78,32,97,10,56,60,22,24,49,91,33,68,23,50,73,68,52,41,15,22,61,25,41,47,88,56,92,87
45,67,89,78,47,51,34,34,0,88,25,62,17,80,52,11,56,59,84,79,67,14,91,35,61,56,27,20,72,87,72,28,94,87,22,83,13,66,50,84,34,79,58,55,60,99,100,100,75,64,85,25,76,57,90,87,93,44,78,68,67,14,44,36,63,84,62,77,37,45
54,59,63,74,11,49,33,40,88,0,17,44,99,82,18,96,32,12,21,26,19,86,15,80,60,55,36,17,50,39,64,67,98,49,42,84,49,79,28,68,78,32,98,71,100,55,47,60,34,53,69,85,80,15,29,59,72,49,86,45,15,93,27,18,40,38,28,64,54,54
14,63,16,50,33,57,92,11,25,17,0,31,34,90,73,61,16,98,36,75,84,71,90,67,98,48,92,85,66,11,72,86,91,78,82,33,90,77,85,26,49,73,45,69,68,12,30,84,79,24,12,53,33,47,98,35,29,18,88,26,14,34,99,56,85,88,79,45,91,14
77,91,67,85,75,21,92,13,62,44,31,0,17,50,60,55,33,73,10,77,59,33,19,74,58,22,71,41,46,66,69,55,25,16,81,67,55,98,99,73,15,44,12,19,40,52,25,88,55,56,48,83,31,69,30,11,37,33,17,82,72,17,79,97,40,41,94,70,40,77
21,15,20,46,92,92,28,91,17,99,34,17,0,49,47,69,97,57,95,51,92,28,88,43,91,41,60,25,41,22,46,58,17,100,97,96,100,58,65,23,49,30,82,44,55,52,22,23,83,32,13,26,50,28,20,60,44,99,53,48,19,37,66,24,47,92,59,66,42,21
60,46,16,90,41,49,60,64,80,82,90,50,49,0,70,30,18,34,60,33,20,20,55,46,99,54,96,35,58,98,89,91,43,71,72,99,67,60,54,25,31,39,88,27,84,80,43,88,26,67,45,85,85,15,80,76,79,93,70,51,20,13,93,49,67,72,66,43,29,60
49,45,68,46,94,20,84,30,52,18,73,60,47,70,0,55,78,41,70,41,99,48,71,98,17,88,49,29,36,48,40,46,53,67,80,18,79,17,87,75,54,29,33,78,10,84,26,75,94,88,68,80,23,29,58,24,33,21,80,53,18,30,46,69,98,48,71,90,75,49
77,76,90,43,88,26,38,38,11,96,61,55,69,30,55,0,82,56,73,37,50,68,29,97,16,41,24,43,28,45,72,64,73,93,48,39,13,99,42,55,99,78,58,63,38,56,25,76,85,25,51,55,92,81,77,71,41,18,92,78,64,19,54,99,97,38,66,67,65,77
56,57,68,78,70,75,53,51,56,32,16,33,97,18,78,82,0,86,50,66,63,75,42,91,23,46,12,73,32,96,37,26,71,56,55,39,93,21,97,98,79,18,72,55,50,19,39,62,75,67,18,56,44,93,42,71,27,79,47,69,45,23,23,67,27,74,25,26,59,56
22,43,16,53,72,42,37,15,59,12,98,73,57,34,41,56,86,0,67,80,25,37,16,54,53,73,33,26,56,56,43,32,99,41,66,55,67,46,85,79,30,86,98,37,41,97,66,17,43,49,54,16,59,42,60,56,19,45,12,73,59,61,29,83,39,65,76,48,33,22
83,89,88,84,91,90,36,57,84,21,36,10,95,60,70,73,50,67,0,14,55,22,19,36,70,85,91,17,15,20,89,89,30,12,76,75,66,88,10,10,40,79,36,18,58,70,91,94,43,94,64,33,62,49,31,16,45,53,99,16,85,79,16,66,54,60,51,70,31,83
78,35,92,27,42,100,82,91,79,26,75,77,51,33,41,37,66,80,14,0,45,83,29,82,65,58,32,67,81,66,25,74,82,38,41,34,93,86,52,98,32,32,16,57,40,35,90,80,69,22,30,34,72,34,78,80,40,53,12,11,50,31,88,36,95,64,57,64,77,78
13,49,49,91,37,41,25,83,67,19,84,59,92,20,99,50,63,25,55,45,0,77,46,34,32,31,31,86,13,12,77,52,34,90,97,37,83,53,73,80,67,46,23,66,30,89,68,28,25,96,81,34,56,99,78,52,49,96,46,21,43,71,54,32,37,40,76,95,79,13
18,66,25,63,79,12,13,84,14,86,71,33,28,20,48,68,75,37,22,83,77,0,46,80,24,30,37,84,90,66,12,80,43,22,92,31,91,80,42,86,65,71,27,85,61,67,40,91,21,28,24,44,50,61,43,94,30,27,71,54,36,72,92,100,67,19,93,78,87,18
16,70,12,55,58,35,73,54,91,15,90,19,88,55,71,29,42,16,19,29,46,46,0,20,65,23,17,78,92,26,42,11,68,20,16,43,89,52,17,14,25,42,17,13,30,33,58,52,57,61,78,85,20,42,74,25,52,11,12,66,46,46,86,53,65,50,86,38,78,16
63,79,10,30,67,31,45,75,35,80,67,74,43,46,98,97,91,54,36,82,34,80,20,0,57,27,78,36,61,16,72,75,94,11,16,37,33,29,31,65,61,43,85,21,15,96,56,51,55,24,90,89,14,39,42,47,32,39,96,33,23,14,80,17,40,18,40,54,22,63
89,63,100,67,45,53,77,67,61,60,98,58,91,99,17,16,23,53,70,65,32,24,65,57,0,76,53,65,47,14,22,28,51,34,65,74,32,16,96,52,56,78,22,60,14,88,80,36,32,92,55,53,52,36,49,13,80,27,30,63,63,63,56,46,48,44,77,50,76,89
