65
0,2,2,4,2,3,1,2,3,3,2,4,2,2,3,4,4,4,3,3,2,4,1,3,1,3,1,3,1,2,1,2,2,4,4,4,1,1,3,4,4,2,3,1,4,2,4,3,3,4,3,2,1,3,2,3,3,2,3,1,2,3,2,2,2,3,0
0,42,41,84,15,15,86,80,18,97,57,35,20,49,78,41,97,25,62,92,51,71,39,32,64,45,34,69,55,16,89,39,47,49,82,14,44,11,45,68,34,75,14,43,62,94,71,23,29,96,46,95,50,100,87,76,12,79,83,33,25,68,76,10,47,65,0
42,0,17,65,31,11,98,26,79,47,93,10,89,39,15,15,70,97,91,37,44,24,36,19,73,20,39,58,91,74,90,66,72,65,54,46,46,52,58,14,50,25,77,76,39,99,40,65,58,26,60,80,71,77,32,44,41,91,18,71,34,50,59,62,59,47,42
41,17,0,36,26,21,13,43,35,65,39,82,13,80,37,54,23,96,37,29,74,11,39,82,72,28,73,31,100,98,67,29,81,27,95,83,87,20,54,25,61,74,73,55,34,20,47,79,31,74,29,88,54,54,93,81,13,36,63,50,100,53,82,100,49,48,41
84,65,36,0,13,14,58,83,56,83,16,84,58,80,79,15,53,48,52,86,92,73,88,39,60,86,14,12,61,47,83,69,89,62,82,44,58,16,49,85,77,62,75,27,14,20,80,49,51,75,87,33,16,32,73,64,93,76,61,78,51,90,90,48,27,63,84
15,31,26,13,0,70,39,99,35,80,12,80,17,16,33,99,17,62,99,100,48,69,12,45,91,52,94,66,63,76,29,75,97,93,16,32,14,11,81,88,67,56,46,23,46,77,18,32,37,44,92,73,98,42,77,98,64,33,18,24,21,89,17,25,95,96,15
15,11,21,14,70,0,97,46,78,51,17,55,78,35,89,42,46,16,18,17,25,27,33,55,78,36,80,64,30,73,73,29,71,64,54,41,21,74,46,19,51,27,27,35,85,57,18,72,21,71,97,57,10,85,87,34,71,53,93,86,25,64,14,14,77,65,15
86,98,13,58,39,97,0,80,97,43,15,70,89,36,18,42,82,32,67,39,10,74,38,95,65,93,26,75,65,33,56,39,49,83,28,40,50,27,91,45,80,16,62,52,25,44,11,10,54,78,84,43,17,49,77,86,67,19,37,12,25,19,85,48,46,64,86
80,26,43,83,99,46,80,0,97,24,46,28,99,15,65,37,71,35,17,18,53,93,54,18,32,69,23,17,26,17,38,55,84,65,54,83,63,72,65,31,19,45,83,47,95,33,59,77,80,70,55,16,84,62,41,18,64,33,56,75,88,98,73,17,100,49,80
18,79,35,56,35,78,97,97,0,33,64,79,56,52,89,86,73,68,42,25,79,20,85,53,100,79,49,86,39,93,97,39,11,38,45,83,14,69,51,20,53,54,90,86,19,34,16,78,63,20,42,35,88,30,39,97,30,85,11,28,41,78,99,65,10,33,18
