40
0,1,4,4,3,3,4,3,3,3,2,4,1,2,3,1,2,2,4,1,3,4,3,2,2,4,4,3,3,2,1,1,2,4,1,2,4,4,3,1,3,0
0,50,56,95,63,83,89,86,81,37,63,20,85,30,26,36,85,43,29,37,80,33,72,72,29,48,68,71,40,29,87,84,38,95,45,80,49,19,30,48,77,0
50,0,14,15,30,75,45,36,91,44,53,28,63,87,11,60,43,36,21,93,50,58,41,27,91,62,76,49,62,64,28,20,62,29,34,36,26,59,45,47,70,50
56,14,0,24,96,65,87,25,13,48,48,83,25,11,52,21,57,88,62,48,42,95,99,67,44,61,79,70,18,74,78,56,62,85,49,71,65,19,87,81,16,56
95,15,24,0,79,61,88,32,51,84,60,28,17,96,22,59,72,58,97,90,29,42,55,79,49,40,49,94,46,51,22,33,28,69,35,74,94,25,27,37,98,95
63,30,96,79,0,67,38,55,72,31,79,22,64,80,63,75,57,71,39,60,96,18,96,17,34,47,79,17,16,99,18,90,40,64,30,27,55,12,65,31,25,63
83,75,65,61,67,0,51,22,52,91,39,10,73,77,82,98,84,93,93,21,13,40,24,65,90,89,24,51,38,65,73,37,70,25,55,77,22,99,67,39,35,83
89,45,87,88,38,51,0,54,81,70,25,53,11,31,22,74,40,23,57,86,55,65,15,67,75,40,21,23,79,69,60,39,72,11,21,19,14,98,37,40,31,89
86,36,25,32,55,22,54,0,71,26,77,12,39,46,98,90,12,15,40,28,87,60,29,84,55,86,89,66,80,91,95,24,19,24,32,76,20,98,83,21,12,86
81,91,13,51,72,52,81,71,0,36,34,46,42,30,25,42,16,59,21,41,76,80,59,76,32,34,38,33,17,92,86,87,34,72,81,84,64,34,34,30,29,81
37,44,48,84,31,91,70,26,36,0,93,75,95,85,84,36,91,50,51,10,40,67,22,77,53,57,36,81,24,11,72,61,67,23,48,74,36,16,50,35,54,37
63,53,48,60,79,39,25,77,34,93,0,32,43,38,46,100,65,46,67,44,99,62,91,15,15,49,83,33,39,44,82,80,87,23,85,89,65,39,61,39,16,63
20,28,83,28,22,10,53,12,46,75,32,0,60,68,86,97,66,53,41,10,20,12,20,65,72,32,34,56,73,37,14,53,97,86,81,81,11,46,35,25,48,20
85,63,25,17,64,73,11,39,42,95,43,60,0,38,81,14,22,73,47,27,49,52,58,64,14,58,40,75,50,28,45,10,51,24,65,94,99,19,87,68,88,85
30,87,11,96,80,77,31,46,30,85,38,68,38,0,49,70,30,40,93,10,74,16,42,71,93,62,51,41,13,40,25,35,45,36,58,37,44,48,59,32,62,30
26,11,52,22,63,82,22,98,25,84,46,86,81,49,0,26,58,43,92,52,37,66,64,38,81,40,46,69,94,33,54,91,20,59,99,54,94,75,38,59,91,26
36,60,21,59,75,98,74,90,42,36,100,97,14,70,26,0,91,94,77,13,22,38,61,100,40,64,67,79,36,27,50,52,33,53,20,73,89,65,59,31,68,36
85,43,57,72,57,84,40,12,16,91,65,66,22,30,58,91,0,18,97,48,10,58,45,79,76,24,96,89,93,51,30,87,49,53,92,41,96,59,29,83,59,85
43,36,88,58,71,93,23,15,59,50,46,53,73,40,43,94,18,0,62,21,97,58,36,67,76,45,86,93,77,45,97,59,100,26,10,35,57,90,79,86,54,43
29,21,62,97,39,93,57,40,21,51,67,41,47,93,92,77,97,62,0,91,79,19,24,20,96,57,98,40,21,42,66,70,100,83,88,92,89,82,81,25,21,29
37,93,48,90,60,21,86,28,41,10,44,10,27,10,52,13,48,21,91,0,32,81,39,18,69,38,94,26,91,91,88,43,58,99,39,38,55,73,16,66,27,37
80,50,42,29,96,13,55,87,76,40,99,20,49,74,37,22,10,97,79,32,0,66,35,31,61,55,27,91,86,32,94,87,55,15,43,86,49,93,27,42,60,80
33,58,95,42,18,40,65,60,80,67,62,12,52,16,66,38,58,58,19,81,66,0,11,44,17,83,73,99,68,76,81,55,78,18,25,88,24,15,19,77,13,33
72,41,99,55,96,24,15,29,59,22,91,20,58,42,64,61,45,36,24,39,35,11,0,52,79,87,91,85,36,15,37,43,68,34,42,30,58,70,49,34,46,72
72,27,67,79,17,65,67,84,76,77,15,65,64,71,38,100,79,67,20,18,31,44,52,0,89,61,62,10,23,50,85,77,78,69,13,97,45,15,68,40,97,72
29,91,44,49,34,90,75,55,32,53,15,72,14,93,81,40,76,76,96,69,61,17,79,89,0,31,50,24,76,65,82,59,18,69,16,67,69,11,79,45,94,29
48,62,61,40,47,89,40,86,34,57,49,32,58,62,40,64,24,45,57,38,55,83,87,61,31,0,26,41,12,95,30,80,48,59,51,54,35,51,41,33,57,48
68,76,79,49,79,24,21,89,38,36,83,34,40,51,46,67,96,86,98,94,27,73,91,62,50,26,0,91,23,10,75,82,12,64,72,97,67,40,55,10,46,68
71,49,70,94,17,51,23,66,33,81,33,56,75,41,69,79,89,93,40,26,91,99,85,10,24,41,91,0,97,35,99,18,45,30,64,91,44,71,24,27,28,71
40,62,18,46,16,38,79,80,17,24,39,73,50,13,94,36,93,77,21,91,86,68,36,23,76,12,23,97,0,48,36,43,31,27,36,81,18,97,56,11,47,40
29,64,74,51,99,65,69,91,92,11,44,37,28,40,33,27,51,45,42,91,32,76,15,50,65,95,10,35,48,0,30,43,87,18,51,57,35,89,69,16,38,29
87,28,78,22,18,73,60,95,86,72,82,14,45,25,54,50,30,97,66,88,94,81,37,85,82,30,75,99,36,30,0,100,96,15,28,50,10,100,94,49,16,87
84,20,56,33,90,37,39,24,87,61,80,53,10,35,91,52,87,59,70,43,87,55,43,77,59,80,82,18,43,43,100,0,91,69,34,36,41,19,52,66,35,84
38,62,62,28,40,70,72,19,34,67,87,97,51,45,20,33,49,100,100,58,55,78,68,78,18,48,12,45,31,87,96,91,0,51,73,94,77,62,32,97,39,38
95,29,85,69,64,25,11,24,72,23,23,86,24,36,59,53,53,26,83,99,15,18,34,69,69,59,64,30,27,18,15,69,51,0,75,46,21,85,50,91,16,95
45,34,49,35,30,55,21,32,81,48,85,81,65,58,99,20,92,10,88,39,43,25,42,13,16,51,72,64,36,51,28,34,73,75,0,95,41,14,37,95,55,45
80,36,71,74,27,77,19,76,84,74,89,81,94,37,54,73,41,35,92,38,86,88,30,97,67,54,97,91,81,57,50,36,94,46,95,0,96,59,11,93,57,80
49,26,65,94,55,22,14,20,64,36,65,11,99,44,94,89,96,57,89,55,49,24,58,45,69,35,67,44,18,35,10,41,77,21,41,96,0,99,66,70,68,49
19,59,19,25,12,99,98,98,34,16,39,46,19,48,75,65,59,90,82,73,93,15,70,15,11,51,40,71,97,89,100,19,62,85,14,59,99,0,64,26,62,19
30,45,87,27,65,67,37,83,34,50,61,35,87,59,38,59,29,79,81,16,27,19,49,68,79,41,55,24,56,69,94,52,32,50,37,11,66,64,0,85,87,30
48,47,81,37,31,39,40,21,30,35,39,25,68,32,59,31,83,86,25,66,42,77,34,40,45,33,10,27,11,16,49,66,97,91,95,93,70,26,85,0,22,48
77,70,16,98,25,35,31,12,29,54,16,48,88,62,91,68,59,54,21,27,60,13,46,97,94,57,46,28,47,38,16,35,39,16,55,57,68,62,87,22,0,77
0,50,56,95,63,83,89,86,81,37,63,20,85,30,26,36,85,43,29,37,80,33,72,72,29,48,68,71,40,29,87,84,38,95,45,80,49,19,30,48,77,0
