45
0,1,4,1,4,4,4,1,1,2,2,1,4,2,4,1,4,1,4,2,4,4,4,3,1,2,1,1,1,1,4,2,2,1,2,2,4,2,1,4,3,3,1,3,3,4,0
0,15,64,68,45,50,28,62,17,16,19,60,32,18,19,72,85,71,45,40,39,68,76,78,12,46,31,75,39,27,43,15,49,24,97,62,96,87,94,98,54,92,61,84,52,47,0
15,0,95,97,97,28,59,59,16,19,20,48,48,43,37,10,88,65,61,80,82,58,99,57,30,54,26,80,23,84,88,11,36,61,39,85,91,15,64,81,57,34,34,55,42,67,15
64,95,0,48,36,63,24,96,77,21,55,13,68,64,75,47,33,35,15,88,91,77,87,76,24,63,86,17,44,41,64,15,34,80,70,19,55,35,58,26,14,17,81,48,87,90,64
68,97,48,0,10,100,50,80,90,87,71,17,74,72,65,70,79,24,59,95,30,17,28,98,76,39,17,23,63,89,50,18,12,56,79,14,37,14,11,24,60,32,29,78,33,60,68
45,97,36,10,0,43,88,30,76,16,56,89,61,67,60,35,39,32,10,85,36,28,84,72,69,67,19,24,72,81,72,56,11,88,12,35,63,20,39,57,17,92,72,11,31,96,45
50,28,63,100,43,0,91,10,40,64,94,59,14,90,74,30,90,25,80,11,36,43,27,66,97,44,57,31,23,10,64,75,20,15,31,27,67,48,44,30,95,20,89,71,95,28,50
28,59,24,50,88,91,0,60,24,69,15,73,52,38,78,10,29,59,22,66,50,83,79,49,56,54,94,64,22,86,47,65,46,96,34,61,56,78,16,76,94,59,22,16,54,62,28
62,59,96,80,30,10,60,0,84,95,54,73,52,50,20,43,40,30,22,27,45,79,65,39,88,80,39,49,82,92,34,49,61,47,14,74,26,48,37,40,36,29,38,100,47,77,62
17,16,77,90,76,40,24,84,0,72,24,26,97,69,34,72,73,54,77,56,15,99,49,42,19,26,24,24,89,88,86,63,17,75,42,46,12,14,24,23,89,30,51,19,50,22,17
16,19,21,87,16,64,69,95,72,0,31,15,92,48,93,40,27,14,86,15,46,38,56,72,39,78,10,45,29,73,42,30,68,24,68,63,94,47,49,85,87,51,66,32,96,85,16
19,20,55,71,56,94,15,54,24,31,0,72,77,13,59,41,68,74,10,58,34,68,54,78,100,88,96,61,62,17,88,44,91,23,73,31,42,77,62,54,23,39,95,81,34,13,19
60,48,13,17,89,59,73,73,26,15,72,0,42,97,23,25,84,33,87,98,26,87,23,13,83,57,77,32,25,100,97,94,58,56,23,79,10,35,84,43,20,50,84,30,20,90,60
32,48,68,74,61,14,52,52,97,92,77,42,0,49,42,50,51,36,91,98,63,71,92,58,77,53,93,57,66,95,27,61,41,81,29,54,47,31,97,22,43,19,70,32,72,61,32
18,43,64,72,67,90,38,50,69,48,13,97,49,0,87,14,81,87,24,61,53,51,16,58,17,96,71,94,26,38,85,98,11,64,95,66,86,60,63,91,68,83,47,65,99,88,18
19,37,75,65,60,74,78,20,34,93,59,23,42,87,0,60,55,45,95,91,51,61,97,43,10,64,19,90,73,24,97,12,61,33,95,22,60,90,20,38,24,88,69,80,91,93,19
72,10,47,70,35,30,10,43,72,40,41,25,50,14,60,0,11,85,63,66,19,84,25,56,21,25,50,24,54,94,100,35,64,67,32,87,46,30,23,51,28,74,31,57,34,40,72
85,88,33,79,39,90,29,40,73,27,68,84,51,81,55,11,0,92,66,24,75,34,78,31,67,61,13,25,53,43,41,23,35,16,36,19,73,70,66,64,63,33,93,53,29,24,85
71,65,35,24,32,25,59,30,54,14,74,33,36,87,45,85,92,0,55,12,94,45,94,95,10,53,72,33,36,51,43,20,90,67,93,55,66,86,15,88,31,56,93,82,22,80,71
45,61,15,59,10,80,22,22,77,86,10,87,91,24,95,63,66,55,0,77,59,86,14,98,31,45,82,32,96,50,50,93,60,91,54,90,84,48,26,59,89,78,22,30,77,85,45
40,80,88,95,85,11,66,27,56,15,58,98,98,61,91,66,24,12,77,0,39,18,88,92,97,74,42,41,40,39,53,69,82,55,62,38,37,23,50,37,29,73,87,39,49,58,40
39,82,91,30,36,36,50,45,15,46,34,26,63,53,51,19,75,94,59,39,0,72,94,72,71,60,14,23,60,39,84,99,54,11,51,95,54,41,88,57,51,20,30,59,71,23,39
68,58,77,17,28,43,83,79,99,38,68,87,71,51,61,84,34,45,86,18,72,0,88,40,13,28,88,35,80,73,79,94,31,74,76,26,52,31,57,47,96,85,36,95,25,62,68
76,99,87,28,84,27,79,65,49,56,54,23,92,16,97,25,78,94,14,88,94,88,0,26,24,28,15,64,70,61,44,66,32,66,89,64,99,64,92,21,93,21,91,11,53,96,76
