24
0,1,2,2,4,3,1,2,2,1,2,4,4,3,2,2,2,2,1,3,2,4,4,1,1,0
0,63,66,95,71,61,41,73,29,26,15,62,33,99,51,98,19,10,67,54,61,55,36,91,64,0
63,0,39,35,10,57,85,67,52,36,56,100,70,40,40,12,69,22,68,12,56,54,69,52,89,63
66,39,0,46,72,59,40,38,67,67,17,24,98,67,79,27,25,72,10,62,15,29,57,71,91,66
95,35,46,0,25,10,83,58,75,33,91,77,33,10,14,16,63,80,91,31,51,39,40,63,48,95
71,10,72,25,0,11,85,58,41,33,50,86,64,95,45,21,24,11,42,48,47,85,88,86,66,71
61,57,59,10,11,0,45,75,87,37,22,37,17,37,69,13,35,98,72,100,46,81,49,10,47,61
41,85,40,83,85,45,0,29,47,95,80,37,76,23,62,78,22,88,100,34,84,71,43,13,84,41
73,67,38,58,58,75,29,0,60,87,38,74,87,95,60,87,95,22,56,28,78,31,46,32,97,73
29,52,67,75,41,87,47,60,0,47,14,45,54,45,89,49,75,70,18,89,75,77,51,54,28,29
26,36,67,33,33,37,95,87,47,0,81,71,32,63,33,14,24,100,94,81,26,48,50,81,27,26
15,56,17,91,50,22,80,38,14,81,0,57,94,26,41,76,79,22,32,68,10,70,95,69,83,15
62,100,24,77,86,37,37,74,45,71,57,0,72,78,43,76,65,29,79,45,91,70,47,54,24,62
33,70,98,33,64,17,76,87,54,32,94,72,0,87,75,44,89,51,21,24,17,82,63,31,99,33
99,40,67,10,95,37,23,95,45,63,26,78,87,0,28,77,59,62,83,15,45,81,27,67,75,99
51,40,79,14,45,69,62,60,89,33,41,43,75,28,0,54,34,90,29,56,84,30,71,60,88,51
98,12,27,16,21,13,78,87,49,14,76,76,44,77,54,0,72,30,100,21,42,100,92,11,14,98
19,69,25,63,24,35,22,95,75,24,79,65,89,59,34,72,0,19,19,92,36,29,62,63,35,19
10,22,72,80,11,98,88,22,70,100,22,29,51,62,90,30,19,0,57,96,15,70,25,21,36,10
67,68,10,91,42,72,100,56,18,94,32,79,21,83,29,100,19,57,0,71,50,44,31,48,62,67
54,12,62,31,48,100,34,28,89,81,68,45,24,15,56,21,92,96,71,0,90,62,96,54,38,54
61,56,15,51,47,46,84,78,75,26,10,91,17,45,84,42,36,15,50,90,0,54,63,99,42,61
55,54,29,39,85,81,71,31,77,48,70,70,82,81,30,100,29,70,44,62,54,0,51,66,86,55
36,69,57,40,88,49,43,46,51,50,95,47,63,27,71,92,62,25,31,96,63,51,0,74,46,36
91,52,71,63,86,10,13,32,54,81,69,54,31,67,60,11,63,21,48,54,99,66,74,0,11,91
64,89,91,48,66,47,84,97,28,27,83,24,99,75,88,14,35,36,62,38,42,86,46,11,0,64
0,63,66,95,71,61,41,73,29,26,15,62,33,99,51,98,19,10,67,54,61,55,36,91,64,0
