46
0,1,2,1,4,4,3,4,3,1,2,4,2,3,2,4,1,1,1,1,4,1,1,4,1,3,1,3,2,3,4,3,2,4,2,2,3,4,4,3,1,4,4,1,1,2,1,0
0,68,10,81,65,41,21,60,70,83,51,42,55,79,54,59,44,55,30,75,35,24,61,89,74,29,44,54,23,30,82,72,51,86,30,48,77,99,15,57,64,49,26,18,23,45,48,0
68,0,97,52,28,21,47,41,71,71,82,50,75,27,35,31,71,67,89,88,54,98,75,91,59,92,96,79,95,43,88,25,67,57,100,72,51,21,30,63,31,68,32,87,68,30,77,68
10,97,0,23,66,24,33,57,93,36,69,63,11,21,24,96,11,47,43,95,74,16,87,97,55,89,93,84,28,90,56,34,21,34,86,55,86,36,26,42,98,99,38,51,90,96,84,10
81,52,23,0,22,81,95,98,90,69,91,80,38,32,74,19,11,21,11,78,37,72,75,23,25,27,98,21,38,47,35,45,26,94,24,58,15,87,49,74,36,85,94,42,83,61,46,81
65,28,66,22,0,81,36,94,18,40,75,63,10,68,31,31,68,91,11,29,54,92,21,33,81,86,31,73,44,34,88,83,46,78,54,10,32,78,34,26,50,93,95,81,65,43,86,65
41,21,24,81,81,0,44,92,71,13,44,46,31,60,21,69,77,85,96,86,30,82,24,15,66,53,36,25,11,13,69,59,55,19,30,21,47,62,82,54,16,55,13,38,53,63,50,41
21,47,33,95,36,44,0,19,53,20,86,90,17,47,57,57,61,83,11,54,69,30,56,22,45,57,76,68,33,67,33,44,99,22,87,21,94,14,54,97,73,83,10,10,26,55,55,21
60,41,57,98,94,92,19,0,38,79,36,49,70,59,33,33,30,63,30,81,100,76,81,75,77,81,47,94,39,88,94,63,45,21,72,49,68,90,71,71,59,61,57,73,46,47,39,60
70,71,93,90,18,71,53,38,0,35,50,18,36,71,32,22,81,86,74,93,15,71,41,76,71,79,16,27,45,52,43,48,74,10,56,80,51,27,13,63,49,42,13,11,20,75,85,70
83,71,36,69,40,13,20,79,35,0,46,21,92,16,24,87,59,21,55,29,33,98,89,10,93,46,84,68,27,13,37,67,48,77,16,56,56,93,47,25,73,53,93,13,23,56,55,83
51,82,69,91,75,44,86,36,50,46,0,94,79,62,94,19,13,34,65,16,27,28,69,19,62,20,81,81,95,80,62,20,82,37,19,43,40,36,65,22,74,28,16,14,32,89,75,51
42,50,63,80,63,46,90,49,18,21,94,0,61,31,92,34,13,35,24,39,61,16,14,19,74,13,44,17,45,47,73,42,66,93,14,28,34,89,69,65,68,41,48,13,95,67,85,42
55,75,11,38,10,31,17,70,36,92,79,61,0,75,72,59,89,81,26,42,71,18,61,32,11,63,68,32,82,48,22,100,41,85,32,100,52,32,47,72,54,33,88,35,55,79,13,55
79,27,21,32,68,60,47,59,71,16,62,31,75,0,62,61,50,93,96,24,51,28,25,36,38,30,37,25,69,52,98,83,87,97,94,79,85,26,25,70,38,77,90,33,28,25,39,79
54,35,24,74,31,21,57,33,32,24,94,92,72,62,0,90,19,94,80,15,31,20,84,73,53,15,68,100,31,42,13,63,21,56,92,98,100,96,35,29,68,32,54,91,21,18,72,54
59,31,96,19,31,69,57,33,22,87,19,34,59,61,90,0,79,95,95,76,27,52,62,36,51,86,38,87,13,20,40,39,51,39,59,25,61,35,11,75,15,40,24,89,19,32,19,59
44,71,11,11,68,77,61,30,81,59,13,13,89,50,19,79,0,13,49,49,86,24,85,49,63,12,29,59,21,100,39,50,50,35,69,42,70,56,70,83,57,91,99,68,35,60,65,44
55,67,47,21,91,85,83,63,86,21,34,35,81,93,94,95,13,0,89,48,80,34,57,51,39,99,99,31,77,63,27,86,78,62,69,91,95,55,80,13,80,44,18,68,35,71,49,55
30,89,43,11,11,96,11,30,74,55,65,24,26,96,80,95,49,89,0,31,23,83,41,77,85,42,88,94,44,65,85,34,49,89,54,55,52,72,21,48,53,39,52,42,43,20,17,30
75,88,95,78,29,86,54,81,93,29,16,39,42,24,15,76,49,48,31,0,80,42,21,52,41,41,54,29,18,94,27,52,61,48,10,69,56,91,95,12,31,48,66,75,97,52,30,75
35,54,74,37,54,30,69,100,15,33,27,61,71,51,31,27,86,80,23,80,0,43,35,45,24,24,24,21,78,96,25,29,37,78,67,48,62,23,26,70,80,45,96,22,16,56,44,35
24,98,16,72,92,82,30,76,71,98,28,16,18,28,20,52,24,34,83,42,43,0,46,30,45,36,18,21,37,20,76,79,41,59,39,55,12,88,40,34,81,62,82,57,83,64,48,24
61,75,87,75,21,24,56,81,41,89,69,14,61,25,84,62,85,57,41,21,35,46,0,54,54,97,58,99,27,46,41,19,94,42,82,39,92,69,97,27,62,66,59,15,64,16,94,61
89,91,97,23,33,15,22,75,76,10,19,19,32,36,73,36,49,51,77,52,45,30,54,0,11,91,82,51,83,73,23,88,58,50,66,22,33,46,85,88,66,71,25,12,83,83,39,89
74,59,55,25,81,66,45,77,71,93,62,74,11,38,53,51,63,39,85,41,24,45,54,11,0,26,99,99,28,70,16,47,99,49,46,39,36,73,15,38,56,73,78,20,16,79,90,74
29,92,89,27,86,53,57,81,79,46,20,13,63,30,15,86,12,99,42,41,24,36,97,91,26,0,51,31,85,19,87,87,10,41,91,19,12,21,36,83,32,98,49,11,13,80,43,29
44,96,93,98,31,36,76,47,16,84,81,44,68,37,68,38,29,99,88,54,24,18,58,82,99,51,0,83,71,16,59,53,94,30,29,23,12,66,60,80,74,19,31,12,47,72,26,44
54,79,84,21,73,25,68,94,27,68,81,17,32,25,100,87,59,31,94,29,21,21,99,51,99,31,83,0,95,66,27,30,78,25,63,93,92,16,65,41,90,55,45,18,45,77,31,54
23,95,28,38,44,11,33,39,45,27,95,45,82,69,31,13,21,77,44,18,78,37,27,83,28,85,71,95,0,24,53,57,55,81,14,64,99,97,22,93,83,90,53,86,30,97,76,23
30,43,90,47,34,13,67,88,52,13,80,47,48,52,42,20,100,63,65,94,96,20,46,73,70,19,16,66,24,0,16,24,59,96,52,94,35,58,97,83,66,36,60,39,62,75,41,30
82,88,56,35,88,69,33,94,43,37,62,73,22,98,13,40,39,27,85,27,25,76,41,23,16,87,59,27,53,16,0,17,41,47,73,52,18,44,96,37,96,14,61,25,11,56,15,82
72,25,34,45,83,59,44,63,48,67,20,42,100,83,63,39,50,86,34,52,29,79,19,88,47,87,53,30,57,24,17,0,43,96,20,88,72,45,17,13,30,32,33,90,65,82,54,72
51,67,21,26,46,55,99,45,74,48,82,66,41,87,21,51,50,78,49,61,37,41,94,58,99,10,94,78,55,59,41,43,0,28,69,79,88,18,69,55,36,95,49,87,95,49,63,51
