93
0,4,4,2,4,4,3,2,1,1,1,4,4,2,3,3,2,2,3,1,1,2,3,3,2,1,2,3,2,3,1,4,3,2,4,3,4,3,2,1,2,2,3,3,1,4,4,3,2,2,4,1,2,3,2,1,1,2,3,2,1,3,1,1,1,1,1,1,3,3,2,2,3,1,1,3,4,3,2,3,2,3,1,2,4,4,4,3,2,3,4,3,3,4,0
0,74,28,14,14,83,60,87,84,50,37,82,30,90,80,90,36,50,36,89,28,11,60,96,76,21,53,33,30,17,30,59,49,79,82,10,54,68,68,44,56,94,43,26,99,95,37,75,61,92,17,68,32,12,52,16,99,84,43,71,81,44,83,41,12,60,56,83,42,99,28,14,50,28,73,73,37,68,40,21,92,29,45,27,47,87,29,26,11,97,43,41,56,19,0
74,0,87,65,35,85,60,73,52,33,73,64,82,36,77,35,96,74,51,87,84,99,40,88,39,73,71,98,30,44,93,83,22,21,49,100,35,38,100,13,66,62,27,55,86,25,40,60,97,51,13,58,84,71,19,70,40,78,91,20,86,51,35,35,52,35,12,17,90,68,81,25,80,68,70,48,83,84,85,44,61,23,29,91,15,11,79,33,85,42,11,26,89,58,74
28,87,0,72,94,99,36,33,32,15,95,87,16,94,63,63,35,70,60,47,65,25,15,36,100,22,47,67,13,92,12,95,41,25,62,46,100,95,46,28,55,85,41,31,66,73,33,79,26,61,27,47,90,81,52,48,68,45,39,78,64,74,27,20,61,48,65,49,51,41,60,12,90,23,29,66,84,99,21,96,36,91,61,30,49,18,51,63,36,52,23,91,83,60,28
14,65,72,0,21,97,21,52,87,16,61,26,60,30,99,67,53,100,68,68,53,63,46,52,54,47,83,41,70,69,56,16,60,38,81,51,40,67,18,39,50,89,75,42,42,12,89,47,29,89,50,86,20,16,34,38,37,64,63,87,95,12,97,23,51,38,22,61,74,21,66,84,14,27,19,54,14,68,78,23,94,29,25,68,34,35,98,35,60,26,32,28,99,64,14
14,35,94,21,0,11,64,97,98,96,63,38,30,52,26,63,70,18,82,67,22,35,31,33,68,75,23,90,69,12,13,97,91,58,58,36,30,20,58,65,70,99,16,88,92,18,95,45,93,25,17,60,64,87,88,53,100,98,50,72,82,72,72,85,75,24,93,14,14,31,48,99,99,26,33,38,11,96,69,99,10,92,96,57,49,41,72,65,17,63,82,35,24,35,14
83,85,99,97,11,0,94,21,59,27,24,99,25,67,85,91,20,40,91,80,57,13,46,50,43,10,44,87,74,75,60,64,35,38,27,66,88,21,73,38,19,49,47,18,83,58,10,26,50,28,84,84,97,36,31,56,35,87,43,67,14,67,77,63,84,60,51,91,64,61,35,27,12,78,36,22,73,37,86,11,81,53,91,11,82,26,79,31,46,40,27,45,64,52,83
60,60,36,21,64,94,0,78,80,74,57,91,76,69,46,81,33,99,46,66,92,29,68,31,33,93,37,94,28,33,60,95,65,61,12,26,28,75,34,21,26,59,53,65,44,40,70,27,48,85,93,37,59,42,57,88,13,66,12,91,70,100,92,12,48,86,56,57,34,37,81,66,36,89,27,83,49,88,41,91,39,61,99,65,88,49,70,40,91,26,17,26,76,41,60
87,73,33,52,97,21,78,0,93,98,46,96,38,96,37,77,14,80,67,62,44,10,98,64,62,13,85,15,35,90,66,61,57,51,64,99,87,66,100,58,53,50,26,86,17,15,15,34,51,80,42,95,48,17,28,17,59,60,59,87,34,22,79,81,100,32,36,95,17,67,12,92,86,47,95,93,29,14,75,25,17,69,35,62,58,23,93,43,68,56,64,88,91,41,87
84,52,32,87,98,59,80,93,0,49,37,99,66,45,71,60,15,27,89,49,35,70,46,75,42,41,16,27,35,47,55,35,91,91,84,54,85,39,35,36,94,84,64,88,50,32,84,73,69,30,82,65,93,37,24,35,92,75,52,51,28,83,15,46,62,15,95,100,12,18,25,93,30,78,49,79,86,50,82,37,51,95,30,30,40,20,93,91,46,31,43,56,33,66,84
50,33,15,16,96,27,74,98,49,0,19,51,34,87,20,44,61,97,94,17,67,71,70,40,26,68,41,87,20,95,93,85,32,77,15,100,53,99,95,55,26,86,13,88,35,98,28,13,25,93,14,31,78,43,66,18,43,44,30,37,65,76,85,63,92,97,54,21,25,62,95,34,77,86,49,86,48,28,78,53,37,17,60,30,40,41,50,41,64,80,28,50,11,15,50
37,73,95,61,63,24,57,46,37,19,0,94,70,45,21,89,53,31,38,27,58,86,100,81,11,47,78,65,74,25,79,76,12,82,40,99,39,64,29,17,20,37,47,19,40,100,75,99,80,85,70,82,51,60,28,36,52,55,37,12,20,76,51,41,69,92,19,57,13,35,82,15,14,81,18,28,10,90,60,85,54,65,64,18,16,74,16,80,52,97,98,38,60,53,37
82,64,87,26,38,99,91,96,99,51,94,0,30,81,33,52,82,75,13,56,99,48,44,61,20,53,100,16,11,96,89,11,61,16,33,89,65,56,29,48,77,89,83,41,33,55,90,64,16,79,25,77,93,24,75,36,90,96,13,54,10,95,64,40,21,81,46,34,93,40,10,58,46,17,92,96,57,41,47,75,22,28,31,86,21,50,84,21,65,53,15,54,73,40,82
30,82,16,60,30,25,76,38,66,34,70,30,0,52,83,48,35,95,94,100,63,29,34,55,14,51,16,89,76,82,81,42,27,92,55,31,73,16,61,23,30,17,91,100,97,34,89,39,72,20,63,99,74,13,75,58,69,19,90,60,52,14,33,98,16,46,19,19,63,100,41,24,98,44,67,80,89,87,29,53,16,68,32,49,38,86,30,86,42,45,77,20,70,34,30
90,36,94,30,52,67,69,96,45,87,45,81,52,0,80,37,27,63,35,89,66,78,11,72,78,12,67,46,78,27,78,37,86,96,12,100,58,33,45,92,100,25,49,72,26,83,65,34,40,16,29,99,98,36,81,93,86,30,17,18,78,57,61,92,46,59,49,78,84,71,56,14,33,68,47,59,87,72,56,30,17,35,33,13,84,82,83,91,49,64,98,44,52,37,90
80,77,63,99,26,85,46,37,71,20,21,33,83,80,0,54,70,55,62,80,20,41,97,47,40,40,41,85,54,19,71,31,89,26,39,64,90,34,20,25,47,82,17,73,86,16,27,91,39,44,41,14,36,72,19,21,21,72,95,83,68,34,44,87,44,18,14,33,30,98,26,19,81,34,61,15,27,86,40,93,15,45,51,52,65,54,60,38,43,23,75,47,97,58,80
90,35,63,67,63,91,81,77,60,44,89,52,48,37,54,0,96,48,44,56,82,54,62,60,60,28,30,78,99,73,75,75,33,61,27,14,86,81,63,50,60,19,100,18,13,80,99,63,16,69,58,90,74,35,76,57,76,56,42,25,43,16,35,84,43,40,55,67,44,34,80,26,44,56,60,76,65,27,45,82,27,98,66,24,100,20,82,32,81,70,35,74,24,46,90
36,96,35,53,70,20,33,14,15,61,53,82,35,27,70,96,0,37,40,32,77,64,26,27,37,67,56,45,26,44,79,11,87,67,11,19,12,47,49,74,75,18,29,69,55,21,38,12,68,20,68,95,78,81,45,25,43,78,83,88,84,38,14,88,11,34,34,38,11,60,66,56,86,19,76,13,22,11,46,41,32,91,37,95,59,78,82,32,48,67,93,64,85,18,36
50,74,70,100,18,40,99,80,27,97,31,75,95,63,55,48,37,0,10,54,46,79,19,65,32,24,44,95,58,10,99,95,22,22,68,67,18,88,69,52,75,99,19,53,15,98,12,75,87,82,99,76,36,90,94,75,89,59,20,66,45,83,86,86,92,34,47,52,20,44,66,31,51,30,68,22,47,37,52,30,83,27,92,51,66,17,25,58,15,97,87,26,97,65,50
36,51,60,68,82,91,46,67,89,94,38,13,94,35,62,44,40,10,0,38,87,26,16,15,80,34,61,46,60,48,31,52,45,94,27,83,73,71,82,58,13,15,40,77,56,58,73,27,51,31,50,73,16,72,77,56,75,94,43,35,45,49,94,74,41,53,28,32,57,12,73,45,98,98,39,76,64,68,15,84,28,77,59,11,86,50,43,63,80,65,76,70,15,31,36
89,87,47,68,67,80,66,62,49,17,27,56,100,89,80,56,32,54,38,0,79,66,57,82,16,45,80,68,67,47,93,25,72,53,80,15,96,52,52,29,29,73,50,96,62,61,45,85,47,97,18,42,12,28,89,97,42,33,54,48,11,46,33,20,84,89,33,13,24,34,49,47,54,28,11,42,60,41,46,30,57,61,82,55,63,93,67,34,25,96,89,67,96,21,89
28,84,65,53,22,57,92,44,35,67,58,99,63,66,20,82,77,46,87,79,0,64,26,17,14,59,51,69,41,73,21,97,31,19,57,85,73,44,17,71,37,86,84,98,78,48,67,74,26,91,93,82,88,49,39,90,87,79,92,86,30,96,77,12,95,18,70,27,99,69,68,27,81,22,48,58,98,84,92,41,78,58,71,22,18,78,19,61,22,53,30,32,92,46,28
11,99,25,63,35,13,29,10,70,71,86,48,29,78,41,54,64,79,26,66,64,0,42,60,43,70,32,82,41,42,34,45,94,63,53,23,98,37,14,62,45,56,49,65,99,75,14,69,95,56,35,23,21,48,54,17,27,99,32,41,63,22,67,54,36,90,66,97,97,50,31,59,87,97,24,31,28,21,68,36,100,91,26,66,87,70,32,67,27,72,92,41,90,68,11
60,40,15,46,31,46,68,98,46,70,100,44,34,11,97,62,26,19,16,57,26,42,0,31,73,43,22,39,73,33,39,41,33,87,37,94,86,97,91,97,77,91,90,93,65,48,13,32,64,74,16,95,97,26,20,93,15,23,77,23,91,10,23,86,54,76,44,27,72,75,91,58,25,78,50,60,40,51,76,85,42,74,82,46,74,17,58,63,97,49,78,33,97,58,60
96,88,36,52,33,50,31,64,75,40,81,61,55,72,47,60,27,65,15,82,17,60,31,0,16,52,46,49,58,57,79,14,56,38,43,43,38,71,34,88,34,56,94,98,43,32,28,52,79,44,54,61,13,22,20,29,76,28,57,77,51,71,46,38,92,18,34,44,17,67,49,46,12,21,68,22,17,51,82,14,65,51,46,63,54,57,36,54,84,65,78,49,70,62,96
76,39,100,54,68,43,33,62,42,26,11,20,14,78,40,60,37,32,80,16,14,43,73,16,0,71,76,44,26,84,39,89,16,78,37,90,41,37,78,61,98,68,96,44,69,49,63,34,40,36,18,77,85,91,22,45,98,14,96,54,84,40,70,82,28,75,40,39,12,97,26,17,86,81,86,71,45,64,20,35,64,95,88,33,65,81,19,99,91,60,64,16,85,91,76
21,73,22,47,75,10,93,13,41,68,47,53,51,12,40,28,67,24,34,45,59,70,43,52,71,0,90,12,83,78,44,94,75,50,25,42,88,91,39,37,28,79,13,69,65,75,60,32,38,43,98,37,92,11,98,74,35,58,81,64,24,60,35,18,74,70,42,15,59,71,21,84,14,31,48,53,88,26,37,38,29,57,86,76,74,57,87,12,93,66,78,54,60,83,21
53,71,47,83,23,44,37,85,16,41,78,100,16,67,41,30,56,44,61,80,51,32,22,46,76,90,0,27,14,91,99,28,19,11,98,99,14,60,40,52,13,16,34,85,27,52,23,51,81,28,76,85,63,49,96,51,94,51,75,53,73,28,18,24,67,81,64,94,56,40,71,10,66,21,19,59,51,23,61,42,41,35,47,29,96,29,35,47,36,53,36,26,62,51,53
33,98,67,41,90,87,94,15,27,87,65,16,89,46,85,78,45,95,46,68,69,82,39,49,44,12,27,0,52,62,45,55,47,40,64,40,41,90,67,62,38,96,26,44,99,17,92,38,28,98,48,84,69,39,26,34,41,71,49,19,100,83,44,66,19,31,69,82,15,95,82,33,81,14,37,40,55,24,97,58,34,16,100,79,93,100,96,23,17,85,39,90,32,59,33
30,30,13,70,69,74,28,35,35,20,74,11,76,78,54,99,26,58,60,67,41,41,73,58,26,83,14,52,0,51,11,56,12,82,16,50,26,77,48,97,98,96,53,73,88,96,56,38,41,44,88,31,45,79,76,42,58,57,42,64,64,98,45,23,83,73,36,68,30,91,67,96,48,34,19,69,58,21,74,24,40,51,94,24,11,20,83,14,54,68,26,72,29,55,30
17,44,92,69,12,75,33,90,47,95,25,96,82,27,19,73,44,10,48,47,73,42,33,57,84,78,91,62,51,0,42,21,73,79,89,40,23,29,36,56,99,82,74,16,54,79,21,39,69,28,96,49,34,50,58,23,51,26,79,66,88,15,84,87,91,62,10,58,34,23,55,78,17,74,75,96,55,34,97,99,51,60,84,73,85,18,57,76,67,77,41,22,97,100,17
30,93,12,56,13,60,60,66,55,93,79,89,81,78,71,75,79,99,31,93,21,34,39,79,39,44,99,45,11,42,0,98,47,36,87,61,48,40,75,33,26,81,60,84,44,58,44,83,87,55,90,85,94,93,75,65,69,71,92,81,61,26,78,27,23,18,40,11,97,64,21,34,100,32,94,78,19,70,70,16,35,72,56,84,75,51,75,58,47,81,98,59,16,81,30
59,83,95,16,97,64,95,61,35,85,76,11,42,37,31,75,11,95,52,25,97,45,41,14,89,94,28,55,56,21,98,0,16,99,38,91,81,83,84,93,38,39,27,95,30,12,55,16,83,95,76,53,58,79,14,35,55,53,24,50,35,80,74,41,48,25,70,25,57,15,22,48,73,44,74,87,65,46,36,83,75,99,31,30,25,18,57,97,77,98,23,88,66,53,59
49,22,41,60,91,35,65,57,91,32,12,61,27,86,89,33,87,22,45,72,31,94,33,56,16,75,19,47,12,73,47,16,0,62,24,99,48,23,69,54,44,94,68,68,45,45,95,98,39,94,52,60,88,41,56,31,78,92,31,41,90,72,19,12,98,28,63,37,75,45,93,95,76,82,99,51,10,36,64,47,89,67,53,21,26,95,79,46,18,15,64,53,94,78,49
79,21,25,38,58,38,61,51,91,77,82,16,92,96,26,61,67,22,94,53,19,63,87,38,78,50,11,40,82,79,36,99,62,0,81,17,63,84,45,85,65,26,54,53,33,48,93,10,53,15,11,22,88,21,54,27,23,37,11,83,93,67,24,98,95,43,62,79,12,78,44,97,76,71,72,83,65,82,28,12,71,17,43,89,96,40,34,75,14,42,35,63,58,33,79
