98
0,4,2,4,2,1,2,2,1,2,3,3,2,2,3,3,1,2,2,3,4,1,3,3,2,1,1,2,1,1,3,3,2,1,3,3,3,2,3,3,3,3,4,4,1,2,2,3,3,2,2,1,4,1,3,1,1,1,4,4,3,4,1,2,2,3,2,4,2,4,2,4,1,1,1,2,1,1,3,3,1,4,2,1,1,2,3,1,2,2,3,3,1,1,3,4,2,4,3,0
0,35,20,69,14,71,12,74,55,41,46,63,10,29,59,94,19,58,74,63,91,58,13,70,92,90,15,32,82,20,25,33,26,59,29,43,79,92,56,75,17,23,31,48,60,43,76,99,89,90,15,68,49,38,68,94,97,79,62,65,77,66,42,72,90,84,61,98,71,47,69,60,31,39,66,58,78,13,46,62,62,82,77,81,26,75,35,87,15,77,26,66,69,73,38,48,52,21,88,0
35,0,99,92,65,82,12,75,63,16,20,89,84,98,52,37,96,27,69,38,64,27,50,56,24,88,51,55,68,54,26,26,15,45,44,63,55,42,80,59,49,59,28,94,68,11,27,19,69,75,77,18,10,48,40,16,64,45,67,96,74,77,25,45,39,10,99,14,53,15,73,65,27,19,74,40,39,79,16,29,97,41,56,46,38,48,49,68,39,56,70,98,80,15,59,39,43,100,32,35
20,99,0,22,18,62,11,25,49,14,73,79,32,38,20,13,77,96,24,37,92,42,27,32,51,30,47,25,25,24,28,57,90,94,65,47,35,28,61,38,82,29,15,55,46,59,53,20,94,40,47,69,45,91,17,61,84,47,60,84,27,35,90,67,95,42,14,60,92,94,63,92,43,90,68,59,22,39,27,82,13,42,50,43,56,31,86,38,34,98,31,57,58,56,100,37,78,61,27,20
69,92,22,0,99,98,20,16,15,75,31,34,36,30,84,74,59,11,97,79,32,36,77,66,30,83,98,34,19,77,32,44,13,59,60,61,37,95,38,40,74,20,17,64,77,45,70,15,17,48,20,22,74,93,78,88,82,30,71,12,97,15,29,81,97,82,44,99,48,13,13,60,32,44,79,55,93,34,22,10,68,54,48,52,61,73,76,17,99,31,89,49,94,39,52,54,61,54,80,69
14,65,18,99,0,49,57,26,77,96,75,75,48,96,56,68,95,39,18,24,77,82,100,95,89,68,77,28,78,79,31,63,80,78,61,55,96,17,41,60,28,41,65,39,58,75,88,44,63,32,16,33,49,93,68,100,100,19,41,37,60,56,97,62,76,56,88,84,49,98,42,74,47,61,63,55,33,36,47,37,47,48,19,39,51,52,97,91,74,26,52,60,18,18,30,57,27,27,38,14
71,82,62,98,49,0,30,81,33,46,31,72,100,11,69,97,39,57,25,16,51,16,50,26,93,91,89,35,64,61,15,86,74,19,71,29,85,69,36,49,50,55,81,18,12,52,79,73,34,89,54,42,70,100,85,10,33,16,61,30,10,84,48,72,57,33,69,48,21,98,36,44,88,14,78,52,75,89,67,92,29,24,61,98,49,49,21,61,53,52,33,88,81,68,63,42,73,79,62,71
12,12,11,20,57,30,0,74,80,23,46,25,69,34,83,17,47,41,87,98,15,50,41,30,84,53,84,75,87,66,65,12,22,30,51,57,56,37,96,62,56,30,16,37,90,51,11,67,25,48,20,92,37,52,80,26,70,47,68,97,98,83,94,80,45,12,72,42,18,14,78,13,39,90,78,66,84,72,48,90,95,89,79,41,76,34,17,63,43,51,84,31,82,79,72,79,63,74,67,12
74,75,25,16,26,81,74,0,34,52,28,75,12,96,75,51,20,57,48,79,26,62,54,98,57,10,67,46,49,10,95,92,20,34,89,34,11,27,67,80,69,41,74,94,72,38,78,47,20,40,37,32,87,28,99,73,51,25,75,62,23,28,52,53,80,15,67,53,92,72,69,28,21,29,19,95,67,16,16,42,82,47,67,45,88,21,58,37,33,93,57,27,12,33,24,94,52,91,14,74
55,63,49,15,77,33,80,34,0,95,68,95,34,77,95,79,38,88,34,55,54,100,14,31,55,87,13,26,80,77,55,61,50,65,36,26,60,95,77,80,58,38,32,99,94,84,10,35,92,19,15,38,73,85,74,64,12,20,48,97,83,59,35,33,56,59,18,51,58,23,85,33,57,57,39,80,57,98,43,86,82,54,21,26,38,49,73,16,36,72,40,64,64,45,51,42,80,53,57,55
41,16,14,75,96,46,23,52,95,0,72,97,37,16,96,61,21,26,21,34,90,21,86,14,82,96,71,65,52,40,54,64,34,11,46,95,18,31,99,73,99,43,35,63,79,14,61,37,30,86,16,30,83,27,98,62,44,61,56,39,50,32,23,25,10,33,94,32,98,97,69,85,42,81,56,23,13,32,59,85,29,71,61,49,31,38,79,99,37,47,16,59,17,53,41,97,66,98,59,41
46,20,73,31,75,31,46,28,68,72,0,13,10,26,83,91,43,18,34,42,44,36,94,41,16,57,93,36,29,26,64,41,89,63,81,31,29,62,88,39,92,49,71,33,87,59,57,98,68,18,73,22,72,22,41,83,31,77,53,35,88,24,18,88,31,34,69,67,33,72,41,49,27,11,13,85,95,69,35,100,77,74,75,91,14,33,12,17,51,54,31,25,63,60,97,62,94,16,28,46
63,89,79,34,75,72,25,75,95,97,13,0,93,40,10,25,20,35,97,34,81,70,73,42,79,87,55,13,18,84,18,16,91,69,13,42,19,85,75,92,55,61,29,28,33,95,42,92,82,42,92,99,26,36,35,64,61,47,32,35,10,90,96,63,31,66,14,35,54,72,26,31,12,11,98,46,63,39,14,44,54,40,58,75,49,20,61,89,13,36,64,15,89,84,52,64,58,21,81,63
10,84,32,36,48,100,69,12,34,37,10,93,0,25,44,97,44,54,42,15,58,100,42,94,65,87,76,30,12,34,83,41,15,50,81,85,34,75,51,78,70,70,73,70,50,30,54,67,36,27,43,99,61,77,78,90,98,75,64,93,46,99,30,81,20,21,100,51,11,89,66,39,84,42,99,19,23,50,14,26,32,73,21,53,93,18,91,88,58,70,11,58,28,87,15,87,61,91,16,10
29,98,38,30,96,11,34,96,77,16,26,40,25,0,17,37,95,88,12,91,24,56,100,14,28,47,26,46,57,36,41,37,65,64,10,27,65,52,84,91,29,94,73,82,95,56,72,26,61,80,78,15,73,44,15,25,67,98,70,69,66,90,34,58,90,28,81,39,15,94,69,95,84,35,99,48,75,52,69,29,75,13,20,19,93,47,56,69,38,15,39,14,100,69,76,71,68,46,72,29
59,52,20,84,56,69,83,75,95,96,83,10,44,17,0,13,58,18,36,17,97,20,61,48,49,84,82,99,36,44,87,26,35,80,70,11,12,50,32,11,69,69,31,10,31,56,41,15,28,14,76,33,78,39,94,40,13,82,79,14,17,64,23,67,61,54,72,66,74,85,24,79,23,68,44,15,75,89,89,90,35,60,37,19,97,33,29,65,60,54,80,92,66,76,61,35,96,24,55,59
94,37,13,74,68,97,17,51,79,61,91,25,97,37,13,0,12,64,10,63,20,34,38,59,11,22,23,81,37,23,50,27,81,74,28,95,61,18,66,97,41,25,56,79,59,16,73,13,94,34,86,76,95,92,56,49,43,74,32,83,46,46,20,83,45,88,55,100,37,36,46,85,26,41,41,85,32,25,12,88,76,85,60,51,90,76,31,27,20,46,79,20,36,84,57,38,34,63,18,94
19,96,77,59,95,39,47,20,38,21,43,20,44,95,58,12,0,19,66,94,50,51,100,55,81,93,17,76,10,55,62,67,45,61,11,13,29,55,46,93,46,93,38,40,77,83,14,35,27,23,55,26,82,46,75,82,82,81,97,77,76,33,23,78,37,30,23,95,29,26,100,61,63,86,100,36,16,41,81,33,57,93,57,68,93,33,82,58,34,28,60,44,41,13,33,27,18,73,18,19
58,27,96,11,39,57,41,57,88,26,18,35,54,88,18,64,19,0,46,60,35,33,22,44,81,68,50,68,21,25,11,31,11,35,83,41,90,67,63,58,89,78,61,83,65,34,70,11,90,70,40,44,17,49,56,72,80,54,42,20,30,14,100,31,60,79,83,43,41,58,76,37,97,87,97,62,60,48,36,36,19,98,37,27,83,76,89,49,71,33,62,55,63,95,11,53,34,80,65,58
74,69,24,97,18,25,87,48,34,21,34,97,42,12,36,10,66,46,0,82,67,46,54,26,74,60,40,38,20,29,26,10,93,13,94,22,56,100,62,79,52,24,78,17,40,83,98,95,11,63,26,89,79,57,60,27,34,93,52,29,15,60,31,36,54,55,35,85,27,43,98,36,81,86,32,83,92,89,33,12,76,61,68,59,58,26,38,64,88,59,68,91,49,34,80,89,24,48,71,74
63,38,37,79,24,16,98,79,55,34,42,34,15,91,17,63,94,60,82,0,100,29,73,16,26,95,58,97,19,99,26,26,40,95,90,37,81,99,48,20,95,10,94,83,56,62,54,27,41,73,93,77,20,32,95,63,64,38,20,72,73,93,37,53,23,49,74,32,38,58,92,27,30,10,51,25,75,37,11,86,81,85,15,90,61,98,61,57,34,79,75,13,56,69,89,86,35,85,66,63
91,64,92,32,77,51,15,26,54,90,44,81,58,24,97,20,50,35,67,100,0,87,22,91,90,48,34,51,75,35,21,49,49,71,93,52,83,97,42,43,89,25,41,22,41,44,99,23,22,47,20,34,57,80,56,36,62,28,20,74,31,84,90,27,79,35,43,21,51,54,62,65,45,73,61,19,60,29,34,26,44,83,40,44,34,95,16,87,57,21,57,13,17,68,88,68,56,88,83,91
58,27,42,36,82,16,50,62,100,21,36,70,100,56,20,34,51,33,46,29,87,0,87,37,18,62,79,14,61,68,56,92,24,54,48,59,21,63,83,60,70,45,64,63,21,24,32,17,13,50,51,28,50,10,50,37,41,43,71,85,89,92,42,42,14,65,28,80,52,76,85,67,21,81,94,87,20,74,70,11,17,26,21,72,73,28,45,49,40,13,100,12,11,40,24,58,96,60,86,58
13,50,27,77,100,50,41,54,14,86,94,73,42,100,61,38,100,22,54,73,22,87,0,80,31,70,37,99,62,12,73,32,87,25,54,36,48,92,98,36,48,63,96,23,15,45,24,86,94,91,83,59,60,24,91,69,85,44,69,70,46,62,38,94,57,66,94,55,36,64,76,66,55,97,93,86,52,99,41,71,87,83,75,70,64,92,23,67,34,32,70,48,63,28,69,83,66,21,39,13
70,56,32,66,95,26,30,98,31,14,41,42,94,14,48,59,55,44,26,16,91,37,80,0,28,20,46,55,37,74,49,52,68,74,35,92,14,98,32,64,31,70,32,79,89,85,95,23,15,22,30,49,76,45,96,93,70,11,39,52,27,23,58,92,35,33,84,67,30,16,47,96,41,29,92,61,48,48,44,21,50,72,77,60,67,43,55,66,27,79,63,74,29,89,57,24,24,90,54,70
92,24,51,30,89,93,84,57,55,82,16,79,65,28,49,11,81,81,74,26,90,18,31,28,0,24,43,46,10,48,27,15,63,50,100,23,51,73,69,96,59,67,91,24,41,93,21,59,57,93,100,51,93,96,41,12,89,79,16,90,49,49,56,65,18,41,74,35,55,88,80,49,77,53,52,18,68,21,70,100,59,33,77,93,53,57,54,42,15,41,66,91,36,72,100,35,85,39,58,92
90,88,30,83,68,91,53,10,87,96,57,87,87,47,84,22,93,68,60,95,48,62,70,20,24,0,64,66,54,88,28,86,94,88,71,31,61,85,52,24,82,20,76,87,90,53,50,30,24,97,54,79,50,26,98,14,39,42,95,83,52,19,72,93,94,10,91,73,34,11,87,98,33,43,25,28,20,67,32,51,21,34,15,22,75,67,56,83,31,64,61,18,58,38,95,36,84,60,43,90
15,51,47,98,77,89,84,67,13,71,93,55,76,26,82,23,17,50,40,58,34,79,37,46,43,64,0,83,84,37,73,11,42,27,34,73,13,59,40,76,80,74,50,36,40,59,95,89,58,48,99,79,26,67,54,89,85,98,79,80,39,100,27,36,61,77,45,16,83,84,83,95,73,72,59,21,60,39,44,54,63,47,88,64,92,44,82,15,85,24,66,26,98,48,96,99,31,34,75,15
32,55,25,34,28,35,75,46,26,65,36,13,30,46,99,81,76,68,38,97,51,14,99,55,46,66,83,0,80,69,26,40,72,63,11,79,20,16,36,31,35,85,38,17,56,35,85,19,37,53,92,43,10,82,62,48,61,51,97,92,82,16,91,62,42,64,16,86,58,83,53,66,84,92,11,46,82,18,67,57,82,61,93,37,62,17,78,20,17,60,33,71,77,91,73,38,40,72,96,32
82,68,25,19,78,64,87,49,80,52,29,18,12,57,36,37,10,21,20,19,75,61,62,37,10,54,84,80,0,78,48,93,74,39,33,55,18,71,40,99,26,10,21,93,86,43,66,70,53,12,34,99,78,52,92,49,40,75,95,85,84,22,61,37,13,48,73,93,89,53,26,23,30,39,92,98,81,45,84,84,18,97,74,43,57,77,44,17,90,24,51,86,57,50,24,25,39,75,28,82
20,54,24,77,79,61,66,10,77,40,26,84,34,36,44,23,55,25,29,99,35,68,12,74,48,88,37,69,78,0,24,79,29,72,99,64,63,39,19,66,84,94,92,50,32,96,59,44,69,41,77,35,11,35,86,52,39,70,90,23,87,84,69,56,99,55,59,77,31,95,49,43,41,33,68,75,46,85,84,39,98,86,59,34,85,40,61,77,65,93,51,12,84,13,67,82,69,84,35,20
25,26,28,32,31,15,65,95,55,54,64,18,83,41,87,50,62,11,26,26,21,56,73,49,27,28,73,26,48,24,0,34,61,52,80,11,65,12,13,58,83,12,83,84,47,36,77,61,67,50,59,99,11,34,66,67,99,69,58,13,29,13,96,69,80,99,46,34,44,63,33,91,99,13,35,20,90,64,14,12,16,97,62,25,76,80,96,81,79,90,18,24,55,55,22,70,92,28,35,25
33,26,57,44,63,86,12,92,61,64,41,16,41,37,26,27,67,31,10,26,49,92,32,52,15,86,11,40,93,79,34,0,25,37,42,48,79,20,51,96,29,41,17,67,80,33,54,100,31,36,43,77,15,26,36,10,16,41,63,78,83,26,56,64,53,75,39,39,60,14,95,71,98,20,13,77,60,27,34,87,49,78,39,11,26,71,13,39,53,65,51,52,23,100,23,18,84,56,91,33
